cell_id,tile,sample,sample_stage,x_pixel,y_pixel,x_um,y_um,x,y,n_genes,n_counts,leiden,predicted.celltype,predicted.celltype.score
W7_tile_20_cell_128,tile_W7_20,W7,7w_6d,13388.0,4159.0,1856.88543,590.21086,1856.88543,590.21086,157,305.0,6,EVT2,0.586576590193475
W7_tile_20_cell_1282,tile_W7_20,W7,7w_6d,13159.0,4170.0,1824.37201,591.77264,1824.37201,591.77264,170,614.0,7,STB,0.443489507536932
W7_tile_20_cell_1283,tile_W7_20,W7,7w_6d,14499.0,4155.5,2014.62521,589.71393,2014.62521,589.71393,133,270.0,6,EVT2,0.905935740010339
W7_tile_20_cell_1285,tile_W7_20,W7,7w_6d,14067.0,4071.0,1953.28985,577.71662,1953.28985,577.71662,267,612.0,6,EVT2,0.612730449055656
W7_tile_20_cell_1287,tile_W7_20,W7,7w_6d,14471.0,4058.0,2010.64977,575.8708799999999,2010.64977,575.8708799999999,207,495.0,6,EVT2,0.703222086135523
W7_tile_20_cell_129,tile_W7_20,W7,7w_6d,13064.0,3806.0,1810.88391,540.09192,1810.88391,540.09192,157,278.0,5,STB,0.270880836467892
W7_tile_20_cell_1292,tile_W7_20,W7,7w_6d,14628.0,3975.0,2032.94063,564.08654,2032.94063,564.08654,245,856.0,7,EVT3,0.822122688408876
W7_tile_20_cell_1293,tile_W7_20,W7,7w_6d,14532.0,3953.0,2019.31055,560.96298,2019.31055,560.96298,52,85.0,2,EVT2,0.534581968452901
W7_tile_20_cell_1295,tile_W7_20,W7,7w_6d,13713.0,3899.5,1903.02893,553.36705,1903.02893,553.36705,49,124.0,1,EVT2,0.411607073357028
W7_tile_20_cell_1296,tile_W7_20,W7,7w_6d,14543.0,3906.0,2020.87233,554.2899199999999,2020.87233,554.2899199999999,91,160.0,2,EVT2,0.594097009034819
W7_tile_20_cell_1298,tile_W7_20,W7,7w_6d,14621.0,3889.0,2031.94677,551.87626,2031.94677,551.87626,105,217.0,2,EVT3,0.506746663961024
W7_tile_20_cell_13,tile_W7_20,W7,7w_6d,13204.0,4550.0,1830.76111,645.7250399999999,1830.76111,645.7250399999999,182,458.0,10,STB,0.453384960614893
W7_tile_20_cell_1300,tile_W7_20,W7,7w_6d,14541.0,3829.0,2020.58837,543.35746,2020.58837,543.35746,246,583.0,6,EVT2,0.508767401211035
W7_tile_20_cell_1302,tile_W7_20,W7,7w_6d,14401.0,3793.0,2000.71117,538.24618,2000.71117,538.24618,204,372.0,6,EVT2,0.53324067487387
W7_tile_20_cell_1303,tile_W7_20,W7,7w_6d,13170.0,3802.0,1825.93379,539.524,1825.93379,539.524,109,161.0,0,vCTB2,0.373150915469229
W7_tile_20_cell_1304,tile_W7_20,W7,7w_6d,13284.0,3776.0,1842.11951,535.8325199999999,1842.11951,535.8325199999999,100,167.0,2,EVT2,0.37137367122005
W7_tile_20_cell_148,tile_W7_20,W7,7w_6d,14203.0,4070.0,1972.59913,577.5746399999999,1972.59913,577.5746399999999,74,113.0,1,EVT2,0.575045947761538
W7_tile_20_cell_157,tile_W7_20,W7,7w_6d,13064.0,3745.0,1810.88391,531.43114,1810.88391,531.43114,69,91.0,0,vCTB2,0.681991024589871
W7_tile_20_cell_16,tile_W7_20,W7,7w_6d,13899.0,4342.0,1929.43721,616.1931999999999,1929.43721,616.1931999999999,77,121.0,1,EVT2,0.881027580664694
W7_tile_20_cell_164,tile_W7_20,W7,7w_6d,12918.0,4168.5,1790.15483,591.55967,1790.15483,591.55967,77,96.0,0,vCTB2,0.475241464811976
W7_tile_20_cell_166,tile_W7_20,W7,7w_6d,14190.0,3812.0,1970.75339,540.9438,1970.75339,540.9438,175,327.0,6,EVT2,0.78043144814873
W7_tile_20_cell_171,tile_W7_20,W7,7w_6d,14001.0,4292.0,1943.91917,609.0942,1943.91917,609.0942,189,347.0,6,EVT2,0.843653539410225
W7_tile_20_cell_172,tile_W7_20,W7,7w_6d,13068.5,3700.0,1811.52282,525.0420399999999,1811.52282,525.0420399999999,77,96.0,0,vCTB2,0.554384273397366
W7_tile_20_cell_173,tile_W7_20,W7,7w_6d,13294.5,4213.0,1843.6103,597.87778,1843.6103,597.87778,288,792.0,6,EVT2,0.481477672414374
W7_tile_20_cell_183,tile_W7_20,W7,7w_6d,14180.0,3937.0,1969.33359,558.6913,1969.33359,558.6913,111,179.0,2,EVT2,0.441541869128781
W7_tile_20_cell_19,tile_W7_20,W7,7w_6d,13206.0,5023.0,1831.04507,712.88158,1831.04507,712.88158,154,292.0,3,Fibroblast2,0.963557839361842
W7_tile_20_cell_192,tile_W7_20,W7,7w_6d,14510.0,4604.0,2016.18699,653.3919599999999,2016.18699,653.3919599999999,91,205.0,1,EVT3,0.625176634436468
W7_tile_20_cell_193,tile_W7_20,W7,7w_6d,14271.0,4551.0,1982.25377,645.86702,1982.25377,645.86702,52,81.0,1,EVT2,0.655450715857885
W7_tile_20_cell_196,tile_W7_20,W7,7w_6d,13620.0,4264.0,1889.82479,605.11876,1889.82479,605.11876,93,164.0,1,EVT2,0.713943942633411
W7_tile_20_cell_2,tile_W7_20,W7,7w_6d,14017.0,4220.0,1946.19085,598.87164,1946.19085,598.87164,105,164.0,6,EVT2,0.896690178263579
W7_tile_20_cell_20,tile_W7_20,W7,7w_6d,13675.0,4621.0,1897.63369,655.80562,1897.63369,655.80562,430,1515.0,5,unknown3,0.511707762030104
W7_tile_20_cell_207,tile_W7_20,W7,7w_6d,13524.0,3835.0,1876.19471,544.20934,1876.19471,544.20934,65,87.0,1,EVT2,0.627269669661327
W7_tile_20_cell_216,tile_W7_20,W7,7w_6d,13667.0,4071.0,1896.49785,577.71662,1896.49785,577.71662,91,203.0,1,EVT2,0.552709541901396
W7_tile_20_cell_219,tile_W7_20,W7,7w_6d,13960.5,4204.0,1938.16898,596.59996,1938.16898,596.59996,99,174.0,6,EVT2,0.909201686104092
W7_tile_20_cell_233,tile_W7_20,W7,7w_6d,13840.0,4607.0,1921.06039,653.8179,1921.06039,653.8179,234,542.0,5,EVT2,0.723205041648225
W7_tile_20_cell_236,tile_W7_20,W7,7w_6d,13824.0,4088.0,1918.78871,580.13028,1918.78871,580.13028,55,119.0,1,EVT2,0.481955295392855
W7_tile_20_cell_239,tile_W7_20,W7,7w_6d,13255.0,3986.0,1838.00209,565.64832,1838.00209,565.64832,73,134.0,2,EVT2,0.436299769628392
W7_tile_20_cell_241,tile_W7_20,W7,7w_6d,13485.0,3804.5,1870.65749,539.87895,1870.65749,539.87895,54,82.0,1,EVT2,0.51607686029261
W7_tile_20_cell_246,tile_W7_20,W7,7w_6d,13692.0,4427.0,1900.04735,628.2615,1900.04735,628.2615,56,87.0,1,EVT2,0.580928671422216
W7_tile_20_cell_247,tile_W7_20,W7,7w_6d,13951.0,4029.0,1936.82017,571.75346,1936.82017,571.75346,134,269.0,1,EVT3,0.563870271648325
W7_tile_20_cell_259,tile_W7_20,W7,7w_6d,13235.0,4462.5,1835.16249,633.30179,1835.16249,633.30179,55,184.0,2,vCTB2,0.394158800594257
W7_tile_20_cell_267,tile_W7_20,W7,7w_6d,13076.0,3906.0,1812.58767,554.2899199999999,1812.58767,554.2899199999999,140,211.0,5,vCTB2,0.403039682968164
W7_tile_20_cell_268,tile_W7_20,W7,7w_6d,14143.0,4289.0,1964.08033,608.66826,1964.08033,608.66826,79,120.0,1,EVT2,0.841828261438706
W7_tile_20_cell_271,tile_W7_20,W7,7w_6d,14418.0,4564.0,2003.12483,647.71276,2003.12483,647.71276,54,91.0,1,EVT3,0.467200403951513
W7_tile_20_cell_273,tile_W7_20,W7,7w_6d,13831.0,4340.0,1919.78257,615.90924,1919.78257,615.90924,107,291.0,1,EVT3,0.794891731379444
W7_tile_20_cell_277,tile_W7_20,W7,7w_6d,13530.0,4466.0,1877.04659,633.79872,1877.04659,633.79872,144,343.0,7,STB,0.625045978456535
W7_tile_20_cell_289,tile_W7_20,W7,7w_6d,13602.0,4483.5,1887.26915,636.28337,1887.26915,636.28337,97,270.0,2,EVT2,0.485983880445603
W7_tile_20_cell_293,tile_W7_20,W7,7w_6d,13501.0,4091.0,1872.92917,580.5562199999999,1872.92917,580.5562199999999,122,328.0,1,EVT3,0.854676143671009
W7_tile_20_cell_295,tile_W7_20,W7,7w_6d,13069.0,5065.0,1811.59381,718.84474,1811.59381,718.84474,64,87.0,4,Fibroblast2,0.282308796692176
W7_tile_20_cell_302,tile_W7_20,W7,7w_6d,14118.0,3959.5,1960.53083,561.88585,1960.53083,561.88585,135,242.0,6,EVT2,0.530578999077261
W7_tile_20_cell_305,tile_W7_20,W7,7w_6d,13770.0,4200.0,1911.12179,596.0320399999999,1911.12179,596.0320399999999,121,227.0,1,EVT2,0.619105755360357
W7_tile_20_cell_309,tile_W7_20,W7,7w_6d,13790.0,3900.0,1913.96139,553.43804,1913.96139,553.43804,65,187.0,1,EVT2,0.677717219034444
W7_tile_20_cell_310,tile_W7_20,W7,7w_6d,13539.0,4124.0,1878.32441,585.2415599999999,1878.32441,585.2415599999999,123,297.0,1,EVT3,0.88544688742299
W7_tile_20_cell_312,tile_W7_20,W7,7w_6d,12963.0,4185.0,1796.54393,593.90234,1796.54393,593.90234,65,162.0,2,vCTB2,0.387894810062517
W7_tile_20_cell_318,tile_W7_20,W7,7w_6d,14237.5,4125.0,1977.49744,585.3835399999999,1977.49744,585.3835399999999,63,84.0,1,EVT2,0.674080754819316
W7_tile_20_cell_32,tile_W7_20,W7,7w_6d,14221.0,3709.0,1975.15477,526.31986,1975.15477,526.31986,56,87.0,1,EVT2,0.614241616029241
W7_tile_20_cell_326,tile_W7_20,W7,7w_6d,14677.0,4437.0,2039.89765,629.6813,2039.89765,629.6813,70,101.0,1,EVT2,0.772272170523588
W7_tile_20_cell_329,tile_W7_20,W7,7w_6d,13600.0,4214.0,1886.98519,598.01976,1886.98519,598.01976,94,181.0,1,EVT2,0.575995694979758
W7_tile_20_cell_331,tile_W7_20,W7,7w_6d,13807.0,4530.0,1916.37505,642.88544,1916.37505,642.88544,150,417.0,1,EVT3,0.981516757859863
W7_tile_20_cell_333,tile_W7_20,W7,7w_6d,13551.0,4319.0,1880.02817,612.92766,1880.02817,612.92766,152,303.0,6,EVT2,0.834219657673444
W7_tile_20_cell_339,tile_W7_20,W7,7w_6d,13040.0,4431.0,1807.47639,628.82942,1807.47639,628.82942,177,770.0,7,STB,0.575083780081846
W7_tile_20_cell_342,tile_W7_20,W7,7w_6d,13928.0,4174.0,1933.55463,592.34056,1933.55463,592.34056,78,155.0,1,EVT2,0.665629639348338
W7_tile_20_cell_351,tile_W7_20,W7,7w_6d,14009.0,4360.0,1945.05501,618.74884,1945.05501,618.74884,96,150.0,6,EVT2,0.921893249113486
W7_tile_20_cell_353,tile_W7_20,W7,7w_6d,14478.0,4461.0,2011.64363,633.0888199999999,2011.64363,633.0888199999999,187,406.0,6,EVT2,0.436809594662913
W7_tile_20_cell_356,tile_W7_20,W7,7w_6d,13145.0,3974.0,1822.38429,563.94456,1822.38429,563.94456,70,93.0,2,EVT2,0.369188682673456
W7_tile_20_cell_359,tile_W7_20,W7,7w_6d,13123.5,5094.0,1819.33172,722.9621599999999,1819.33172,722.9621599999999,78,112.0,4,Fibroblast1,0.439303366338169
W7_tile_20_cell_36,tile_W7_20,W7,7w_6d,14086.0,4221.0,1955.98747,599.01362,1955.98747,599.01362,103,170.0,6,EVT2,0.928444125147822
W7_tile_20_cell_360,tile_W7_20,W7,7w_6d,14385.0,3722.0,1998.43949,528.1655999999999,1998.43949,528.1655999999999,83,119.0,1,EVT2,0.857904221931594
W7_tile_20_cell_361,tile_W7_20,W7,7w_6d,14732.5,4778.5,2047.77754,678.16747,2047.77754,678.16747,84,142.0,1,EVT2,0.693289688718098
W7_tile_20_cell_362,tile_W7_20,W7,7w_6d,13419.0,4584.0,1861.28681,650.55236,1861.28681,650.55236,328,750.0,5,unknown3,0.499285057019028
W7_tile_20_cell_364,tile_W7_20,W7,7w_6d,13419.0,4482.0,1861.28681,636.0704,1861.28681,636.0704,149,419.0,7,STB,0.82963718935313
W7_tile_20_cell_366,tile_W7_20,W7,7w_6d,14563.5,4663.0,2023.78292,661.76878,2023.78292,661.76878,135,342.0,1,EVT3,0.788485872641714
W7_tile_20_cell_370,tile_W7_20,W7,7w_6d,14011.5,4166.5,1945.40996,591.27571,1945.40996,591.27571,75,112.0,1,EVT2,0.597116776274797
W7_tile_20_cell_382,tile_W7_20,W7,7w_6d,14724.5,3991.0,2046.6417,566.35822,2046.6417,566.35822,78,114.0,2,EVT2,0.469239881172077
W7_tile_20_cell_4,tile_W7_20,W7,7w_6d,14163.0,4041.0,1966.91993,573.45722,1966.91993,573.45722,98,159.0,6,EVT2,0.917301104036149
W7_tile_20_cell_401,tile_W7_20,W7,7w_6d,13244.5,3707.0,1836.5113,526.0359,1836.5113,526.0359,64,80.0,0,vCTB2,0.493861955555663
W7_tile_20_cell_405,tile_W7_20,W7,7w_6d,13598.0,3975.5,1886.70123,564.15753,1886.70123,564.15753,45,82.0,1,EVT2,0.429559870756192
W7_tile_20_cell_409,tile_W7_20,W7,7w_6d,14283.0,3748.0,1983.95753,531.85708,1983.95753,531.85708,127,191.0,6,EVT2,0.817490774733798
W7_tile_20_cell_416,tile_W7_20,W7,7w_6d,13090.0,4582.0,1814.57539,650.2683999999999,1814.57539,650.2683999999999,101,151.0,0,vCTB2,0.532851233680275
W7_tile_20_cell_42,tile_W7_20,W7,7w_6d,14738.0,5455.0,2048.55843,774.21694,2048.55843,774.21694,49,101.0,2,vCTB2,0.384558897747987
W7_tile_20_cell_420,tile_W7_20,W7,7w_6d,14610.0,5136.0,2030.38499,728.9253199999999,2030.38499,728.9253199999999,96,143.0,0,vCTB2,0.543363653425946
W7_tile_20_cell_422,tile_W7_20,W7,7w_6d,13314.0,3960.5,1846.37891,562.02783,1846.37891,562.02783,144,290.0,6,EVT2,0.625451538445483
W7_tile_20_cell_429,tile_W7_20,W7,7w_6d,14620.0,4256.5,2031.80479,604.05391,2031.80479,604.05391,97,164.0,1,EVT2,0.84342314614724
W7_tile_20_cell_436,tile_W7_20,W7,7w_6d,13815.5,4252.0,1917.58188,603.415,1917.58188,603.415,76,96.0,1,EVT2,0.781435572264267
W7_tile_20_cell_438,tile_W7_20,W7,7w_6d,13150.0,4589.0,1823.09419,651.26226,1823.09419,651.26226,119,165.0,0,vCTB2,0.373494996647562
W7_tile_20_cell_440,tile_W7_20,W7,7w_6d,14243.0,3923.0,1978.27833,556.70358,1978.27833,556.70358,159,287.0,10,STB,0.438971931053861
W7_tile_20_cell_447,tile_W7_20,W7,7w_6d,13258.0,4464.0,1838.42803,633.51476,1838.42803,633.51476,49,92.0,2,vCTB2,0.445242589930171
W7_tile_20_cell_45,tile_W7_20,W7,7w_6d,13109.0,4042.0,1817.27301,573.5992,1817.27301,573.5992,157,345.0,10,STB,0.805186296808498
W7_tile_20_cell_452,tile_W7_20,W7,7w_6d,14367.0,4212.0,1995.88385,597.7357999999999,1995.88385,597.7357999999999,65,94.0,1,EVT2,0.675747952319847
W7_tile_20_cell_453,tile_W7_20,W7,7w_6d,13358.0,3877.0,1852.62603,550.1725,1852.62603,550.1725,118,173.0,6,EVT2,0.867788557648871
W7_tile_20_cell_460,tile_W7_20,W7,7w_6d,13401.0,3721.5,1858.73117,528.09461,1858.73117,528.09461,144,252.0,6,EVT2,0.919565246586255
W7_tile_20_cell_471,tile_W7_20,W7,7w_6d,14598.0,5194.0,2028.68123,737.16016,2028.68123,737.16016,95,146.0,0,vCTB2,0.560753511387454
W7_tile_20_cell_472,tile_W7_20,W7,7w_6d,14374.0,4117.0,1996.87771,584.2477,1996.87771,584.2477,173,344.0,6,EVT2,0.794464937956568
W7_tile_20_cell_485,tile_W7_20,W7,7w_6d,13518.5,3902.5,1875.41382,553.79299,1875.41382,553.79299,80,140.0,1,EVT3,0.546635129447067
W7_tile_20_cell_487,tile_W7_20,W7,7w_6d,14735.0,4944.0,2048.13249,701.66516,2048.13249,701.66516,45,112.0,2,EVT2,0.471040152156298
W7_tile_20_cell_488,tile_W7_20,W7,7w_6d,13357.0,3942.5,1852.48405,559.47219,1852.48405,559.47219,87,146.0,1,EVT2,0.901166162649132
W7_tile_20_cell_492,tile_W7_20,W7,7w_6d,12966.0,4399.0,1796.96987,624.28606,1796.96987,624.28606,73,202.0,2,STB,0.304505894503103
W7_tile_20_cell_495,tile_W7_20,W7,7w_6d,13947.0,4286.0,1936.25225,608.24232,1936.25225,608.24232,132,219.0,6,EVT2,0.921590145319404
W7_tile_20_cell_503,tile_W7_20,W7,7w_6d,14490.0,3745.0,2013.34739,531.43114,2013.34739,531.43114,81,117.0,1,EVT2,0.849290330252673
W7_tile_20_cell_504,tile_W7_20,W7,7w_6d,13199.0,3923.0,1830.05121,556.70358,1830.05121,556.70358,186,399.0,7,EVT2,0.489327152970469
W7_tile_20_cell_513,tile_W7_20,W7,7w_6d,13542.0,3726.5,1878.75035,528.8045099999999,1878.75035,528.8045099999999,121,172.0,1,EVT3,0.48918864195216
W7_tile_20_cell_515,tile_W7_20,W7,7w_6d,13445.0,4135.0,1864.97829,586.8033399999999,1864.97829,586.8033399999999,103,254.0,1,EVT3,0.771808862630384
W7_tile_20_cell_517,tile_W7_20,W7,7w_6d,13852.0,4397.0,1922.76415,624.0020999999999,1922.76415,624.0020999999999,77,122.0,1,EVT2,0.58756469251707
W7_tile_20_cell_522,tile_W7_20,W7,7w_6d,14741.0,4224.0,2048.98437,599.43956,2048.98437,599.43956,20,86.0,2,vCTB2,0.557922250829499
W7_tile_20_cell_524,tile_W7_20,W7,7w_6d,13888.0,3717.0,1927.87543,527.4557,1927.87543,527.4557,83,151.0,1,EVT2,0.701538041904442
W7_tile_20_cell_533,tile_W7_20,W7,7w_6d,13352.0,4482.0,1851.77415,636.0704,1851.77415,636.0704,190,555.0,10,STB,0.465447811522534
W7_tile_20_cell_535,tile_W7_20,W7,7w_6d,13075.0,3987.0,1812.44569,565.7903,1812.44569,565.7903,115,176.0,0,vCTB2,0.362902769778957
W7_tile_20_cell_54,tile_W7_20,W7,7w_6d,13610.0,4534.0,1888.40499,643.45336,1888.40499,643.45336,75,170.0,2,STB,0.434503232635708
W7_tile_20_cell_549,tile_W7_20,W7,7w_6d,13550.0,4607.0,1879.88619,653.8179,1879.88619,653.8179,100,146.0,0,vCTB2,0.539504177889364
W7_tile_20_cell_551,tile_W7_20,W7,7w_6d,13557.0,4537.5,1880.88005,643.95029,1880.88005,643.95029,125,248.0,0,STB,0.423836294984511
W7_tile_20_cell_558,tile_W7_20,W7,7w_6d,13909.0,4121.0,1930.85701,584.81562,1930.85701,584.81562,179,408.0,6,EVT2,0.616471050161137
W7_tile_20_cell_561,tile_W7_20,W7,7w_6d,14683.0,3926.0,2040.74953,557.12952,2040.74953,557.12952,47,93.0,2,EVT2,0.447562150428729
W7_tile_20_cell_562,tile_W7_20,W7,7w_6d,13182.5,4477.0,1827.70854,635.3605,1827.70854,635.3605,119,370.0,7,STB,0.5694424349756
W7_tile_20_cell_564,tile_W7_20,W7,7w_6d,13619.0,4440.0,1889.68281,630.1072399999999,1889.68281,630.1072399999999,72,123.0,1,EVT2,0.589135250912875
W7_tile_20_cell_565,tile_W7_20,W7,7w_6d,14306.0,3933.0,1987.22307,558.12338,1987.22307,558.12338,121,209.0,6,EVT2,0.969526081437311
W7_tile_20_cell_569,tile_W7_20,W7,7w_6d,14344.0,4940.0,1992.61831,701.0972399999999,1992.61831,701.0972399999999,171,295.0,5,vCTBp,0.378339458119206
W7_tile_20_cell_57,tile_W7_20,W7,7w_6d,13434.0,3955.0,1863.41651,561.24694,1863.41651,561.24694,222,623.0,6,EVT3,0.594347411146747
W7_tile_20_cell_578,tile_W7_20,W7,7w_6d,14472.0,4749.0,2010.79175,673.97906,2010.79175,673.97906,56,100.0,1,EVT2,0.601688319572822
W7_tile_20_cell_581,tile_W7_20,W7,7w_6d,12950.0,4098.0,1794.6981899999998,581.55008,1794.6981899999998,581.55008,106,125.0,0,vCTB2,0.417253668260134
W7_tile_20_cell_590,tile_W7_20,W7,7w_6d,14708.0,4513.0,2044.29903,640.47178,2044.29903,640.47178,113,242.0,1,EVT2,0.602678700604646
W7_tile_20_cell_595,tile_W7_20,W7,7w_6d,13285.5,5147.0,1842.33248,730.4870999999999,1842.33248,730.4870999999999,110,150.0,3,Hofbauer cells,0.429120660050978
W7_tile_20_cell_596,tile_W7_20,W7,7w_6d,14715.0,3763.5,2045.29289,534.05777,2045.29289,534.05777,60,80.0,1,EVT2,0.678672901632294
W7_tile_20_cell_599,tile_W7_20,W7,7w_6d,12923.0,4388.0,1790.86473,622.72428,1790.86473,622.72428,95,149.0,0,STB,0.380108747765032
W7_tile_20_cell_60,tile_W7_20,W7,7w_6d,13497.0,4642.0,1872.36125,658.7872,1872.36125,658.7872,80,109.0,0,vCTB2,0.715071324271016
W7_tile_20_cell_600,tile_W7_20,W7,7w_6d,13285.0,4570.0,1842.26149,648.5646399999999,1842.26149,648.5646399999999,179,307.0,5,vCTBp,0.316396267261774
W7_tile_20_cell_604,tile_W7_20,W7,7w_6d,14289.0,4096.0,1984.80941,581.26612,1984.80941,581.26612,114,213.0,6,EVT2,0.761173179707157
W7_tile_20_cell_607,tile_W7_20,W7,7w_6d,13495.0,4201.0,1872.07729,596.1740199999999,1872.07729,596.1740199999999,162,342.0,6,EVT3,0.925926507182252
W7_tile_20_cell_610,tile_W7_20,W7,7w_6d,14130.0,3705.5,1962.23459,525.8229299999999,1962.23459,525.8229299999999,68,108.0,1,EVT2,0.660907130487939
W7_tile_20_cell_611,tile_W7_20,W7,7w_6d,14040.0,3932.0,1949.45639,557.9814,1949.45639,557.9814,179,382.0,6,EVT2,0.739776532770794
W7_tile_20_cell_617,tile_W7_20,W7,7w_6d,13450.5,4311.0,1865.75918,611.79182,1865.75918,611.79182,140,284.0,6,EVT2,0.727616770730518
W7_tile_20_cell_624,tile_W7_20,W7,7w_6d,13083.0,4520.0,1813.58153,641.46564,1813.58153,641.46564,279,1126.0,10,unknown3,0.374537762750735
W7_tile_20_cell_628,tile_W7_20,W7,7w_6d,14715.0,4065.0,2045.29289,576.86474,2045.29289,576.86474,153,458.0,7,EVT3,0.904890683388713
W7_tile_20_cell_629,tile_W7_20,W7,7w_6d,14311.0,4607.0,1987.93297,653.8179,1987.93297,653.8179,173,362.0,6,EVT2,0.6686100240363
W7_tile_20_cell_633,tile_W7_20,W7,7w_6d,14689.0,3873.5,2041.60141,549.67557,2041.60141,549.67557,89,206.0,2,EVT2,0.544389817556316
W7_tile_20_cell_640,tile_W7_20,W7,7w_6d,14216.0,4019.0,1974.44487,570.33366,1974.44487,570.33366,68,102.0,1,EVT2,0.568711089859577
W7_tile_20_cell_647,tile_W7_20,W7,7w_6d,14203.0,3767.0,1972.59913,534.5547,1972.59913,534.5547,129,190.0,6,EVT2,0.878507031738418
W7_tile_20_cell_648,tile_W7_20,W7,7w_6d,13219.0,4035.0,1832.89081,572.60534,1832.89081,572.60534,145,425.0,7,STB,0.441829818394281
W7_tile_20_cell_649,tile_W7_20,W7,7w_6d,14092.0,4450.0,1956.83935,631.5270399999999,1956.83935,631.5270399999999,287,768.0,6,EVT2,0.525728672198483
W7_tile_20_cell_652,tile_W7_20,W7,7w_6d,12995.5,5068.0,1801.15828,719.27068,1801.15828,719.27068,97,146.0,8,Fibroblast1,0.629441220644132
W7_tile_20_cell_667,tile_W7_20,W7,7w_6d,13172.0,4096.5,1826.21775,581.3371099999999,1826.21775,581.3371099999999,168,494.0,7,STB,0.4514924008836
W7_tile_20_cell_677,tile_W7_20,W7,7w_6d,14687.0,5100.0,2041.31745,723.81404,2041.31745,723.81404,108,258.0,7,EVT2,0.36116662612184
W7_tile_20_cell_69,tile_W7_20,W7,7w_6d,14663.0,4211.0,2037.90993,597.5938199999999,2037.90993,597.5938199999999,58,107.0,2,EVT2,0.479275596813271
W7_tile_20_cell_690,tile_W7_20,W7,7w_6d,14539.0,4488.0,2020.30441,636.92228,2020.30441,636.92228,233,610.0,6,EVT2,0.458439473954835
W7_tile_20_cell_691,tile_W7_20,W7,7w_6d,14617.0,5517.0,2031.37885,783.0197,2031.37885,783.0197,45,85.0,2,vCTB2,0.440968665066444
W7_tile_20_cell_703,tile_W7_20,W7,7w_6d,14206.0,4552.0,1973.02507,646.009,1973.02507,646.009,89,175.0,1,EVT2,0.768973708004862
W7_tile_20_cell_704,tile_W7_20,W7,7w_6d,13805.0,4465.0,1916.09109,633.65674,1916.09109,633.65674,92,185.0,1,EVT3,0.841705139652145
W7_tile_20_cell_709,tile_W7_20,W7,7w_6d,14732.0,4618.0,2047.70655,655.37968,2047.70655,655.37968,98,173.0,1,EVT2,0.473972580926776
W7_tile_20_cell_713,tile_W7_20,W7,7w_6d,14299.0,4177.0,1986.22921,592.7665,1986.22921,592.7665,177,407.0,6,EVT2,0.789196470430877
W7_tile_20_cell_715,tile_W7_20,W7,7w_6d,14590.0,4088.0,2027.54539,580.13028,2027.54539,580.13028,159,369.0,6,EVT2,0.89406093975626
W7_tile_20_cell_719,tile_W7_20,W7,7w_6d,14646.0,4355.5,2035.49627,618.10993,2035.49627,618.10993,77,150.0,1,EVT3,0.685972305626158
W7_tile_20_cell_720,tile_W7_20,W7,7w_6d,14177.0,4792.0,1968.90765,680.0842,1968.90765,680.0842,176,429.0,10,STB,0.507565382948586
W7_tile_20_cell_722,tile_W7_20,W7,7w_6d,13743.0,4010.0,1907.28833,569.05584,1907.28833,569.05584,52,100.0,1,EVT2,0.594510048014325
W7_tile_20_cell_728,tile_W7_20,W7,7w_6d,13672.0,4485.0,1897.20775,636.49634,1897.20775,636.49634,124,274.0,6,EVT3,0.543276092413856
W7_tile_20_cell_731,tile_W7_20,W7,7w_6d,14401.0,4629.0,2000.71117,656.94146,2000.71117,656.94146,244,915.0,6,EVT3,0.903646912208266
W7_tile_20_cell_732,tile_W7_20,W7,7w_6d,13884.0,4440.0,1927.30751,630.1072399999999,1927.30751,630.1072399999999,219,550.0,6,EVT3,0.420202366379818
W7_tile_20_cell_735,tile_W7_20,W7,7w_6d,13743.5,4488.0,1907.35932,636.92228,1907.35932,636.92228,134,330.0,1,EVT3,0.942301727472877
W7_tile_20_cell_743,tile_W7_20,W7,7w_6d,13288.0,4483.0,1842.68743,636.2123799999999,1842.68743,636.2123799999999,158,447.0,7,STB,0.698447649811959
W7_tile_20_cell_744,tile_W7_20,W7,7w_6d,13389.0,3798.0,1857.02741,538.9560799999999,1857.02741,538.9560799999999,153,248.0,6,EVT2,0.889437867622716
W7_tile_20_cell_746,tile_W7_20,W7,7w_6d,13014.0,4336.0,1803.78491,615.34132,1803.78491,615.34132,62,216.0,2,vCTB2,0.358637083307299
W7_tile_20_cell_755,tile_W7_20,W7,7w_6d,13862.0,4286.0,1924.18395,608.24232,1924.18395,608.24232,61,88.0,1,EVT2,0.682217342148187
W7_tile_20_cell_76,tile_W7_20,W7,7w_6d,13797.0,4351.0,1914.95525,617.47102,1914.95525,617.47102,66,131.0,1,EVT3,0.602890577813208
W7_tile_20_cell_763,tile_W7_20,W7,7w_6d,13727.0,4249.5,1905.01665,603.0600499999999,1905.01665,603.0600499999999,165,326.0,6,EVT2,0.680459582607271
W7_tile_20_cell_769,tile_W7_20,W7,7w_6d,13580.0,3906.0,1884.14559,554.2899199999999,1884.14559,554.2899199999999,82,214.0,1,EVT2,0.632705739883887
W7_tile_20_cell_77,tile_W7_20,W7,7w_6d,13398.0,4661.0,1858.30523,661.48482,1858.30523,661.48482,121,189.0,0,vCTB2,0.445613341168458
