cell_id,tile,sample,sample_stage,x_pixel,y_pixel,x_um,y_um,x,y,n_genes,n_counts,leiden,predicted.celltype,predicted.celltype.score
W9_tile_38_cell_160,tile_W9_38,W9,9w_1d,10276.5,5516.0,1457.92163,783.0197,1457.92163,783.0197,123,160.0,0,Fibroblast2,0.371620620771412
W9_tile_38_cell_179,tile_W9_38,W9,9w_1d,9641.0,3723.0,1367.69334,528.44956,1367.69334,528.44956,136,213.0,3,Fibroblast2,0.946720554687512
W9_tile_38_cell_180,tile_W9_38,W9,9w_1d,9674.0,5339.0,1372.37868,757.88924,1372.37868,757.88924,116,204.0,3,Fibroblast2,0.852820197261871
W9_tile_38_cell_190,tile_W9_38,W9,9w_1d,9790.0,5005.0,1388.84836,710.4679199999999,1388.84836,710.4679199999999,123,187.0,8,Fibroblast1,0.438858865834897
W9_tile_38_cell_192,tile_W9_38,W9,9w_1d,10220.0,3719.0,1449.89976,527.88164,1449.89976,527.88164,104,179.0,4,Fibroblast2,0.509075830146003
W9_tile_38_cell_194,tile_W9_38,W9,9w_1d,10516.0,5469.0,1491.92584,776.34664,1491.92584,776.34664,195,309.0,3,Fibroblast2,0.959647287552307
W9_tile_38_cell_199,tile_W9_38,W9,9w_1d,9701.0,4099.0,1376.21214,581.83404,1376.21214,581.83404,98,145.0,4,Fibroblast2,0.597400097885855
W9_tile_38_cell_201,tile_W9_38,W9,9w_1d,9271.0,5275.0,1315.16074,748.80252,1315.16074,748.80252,142,280.0,10,vCTB2,0.4121041231719
W9_tile_38_cell_210,tile_W9_38,W9,9w_1d,9293.0,4165.0,1318.2843,591.20472,1318.2843,591.20472,152,269.0,3,Fibroblast2,0.975583310723803
W9_tile_38_cell_213,tile_W9_38,W9,9w_1d,10437.0,4097.0,1480.70942,581.55008,1480.70942,581.55008,61,83.0,4,Fibroblast2,0.280064418329892
W9_tile_38_cell_23,tile_W9_38,W9,9w_1d,10504.5,4764.0,1490.29307,676.25074,1490.29307,676.25074,138,226.0,12,Fibroblast2,0.620156735416764
W9_tile_38_cell_232,tile_W9_38,W9,9w_1d,9722.0,5392.0,1379.19372,765.41418,1379.19372,765.41418,136,205.0,8,Fibroblast1,0.444893349285555
W9_tile_38_cell_233,tile_W9_38,W9,9w_1d,10696.0,4684.0,1517.48224,664.89234,1517.48224,664.89234,95,129.0,4,Fibroblast2,0.506225895547351
W9_tile_38_cell_243,tile_W9_38,W9,9w_1d,9879.0,3771.0,1401.48458,535.2646,1401.48458,535.2646,294,587.0,9,Fibroblast2,0.373870049668608
W9_tile_38_cell_252,tile_W9_38,W9,9w_1d,9262.0,5078.0,1313.88292,720.83246,1313.88292,720.83246,122,189.0,4,Fibroblast2,0.35869657045678
W9_tile_38_cell_255,tile_W9_38,W9,9w_1d,10853.0,5240.0,1539.7731,743.83322,1539.7731,743.83322,81,109.0,4,Fibroblast2,0.392008343192389
W9_tile_38_cell_266,tile_W9_38,W9,9w_1d,9687.0,4465.0,1374.22442,633.79872,1374.22442,633.79872,197,393.0,3,Fibroblast2,0.879733503597567
W9_tile_38_cell_269,tile_W9_38,W9,9w_1d,11026.0,4318.5,1564.33564,612.99865,1564.33564,612.99865,85,116.0,4,Fibroblast2,0.450588125785789
W9_tile_38_cell_276,tile_W9_38,W9,9w_1d,9433.0,5250.0,1338.1615,745.25302,1338.1615,745.25302,122,193.0,3,Fibroblast2,0.912822299756023
W9_tile_38_cell_277,tile_W9_38,W9,9w_1d,9238.0,4461.0,1310.4754,633.2307999999999,1310.4754,633.2307999999999,123,208.0,12,Endothelial_cells,0.928476670898925
W9_tile_38_cell_285,tile_W9_38,W9,9w_1d,10188.0,3819.0,1445.3564,542.0796399999999,1445.3564,542.0796399999999,62,97.0,4,EVT2,0.256118214560979
W9_tile_38_cell_302,tile_W9_38,W9,9w_1d,10654.0,3768.0,1511.51908,534.83866,1511.51908,534.83866,144,218.0,3,Fibroblast2,0.972310476334698
W9_tile_38_cell_306,tile_W9_38,W9,9w_1d,9258.0,4363.0,1313.315,619.3167599999999,1313.315,619.3167599999999,165,305.0,12,Endothelial_cells,0.957554704197147
W9_tile_38_cell_310,tile_W9_38,W9,9w_1d,9271.0,4298.0,1315.16074,610.0880599999999,1315.16074,610.0880599999999,177,330.0,3,Fibroblast2,0.948436780523281
W9_tile_38_cell_324,tile_W9_38,W9,9w_1d,10558.0,5069.0,1497.889,719.55464,1497.889,719.55464,130,205.0,3,Fibroblast2,0.801253058005283
W9_tile_38_cell_349,tile_W9_38,W9,9w_1d,10749.0,5350.0,1525.0071799999998,759.45102,1525.0071799999998,759.45102,170,303.0,9,Hofbauer cells,0.554891589551115
W9_tile_38_cell_350,tile_W9_38,W9,9w_1d,9897.5,4852.5,1404.11121,688.81597,1404.11121,688.81597,84,140.0,4,Fibroblast2,0.396982837584248
W9_tile_38_cell_363,tile_W9_38,W9,9w_1d,10960.0,5198.0,1554.96496,737.87006,1554.96496,737.87006,166,289.0,9,Fibroblast2,0.928885883649852
W9_tile_38_cell_366,tile_W9_38,W9,9w_1d,9461.0,4797.0,1342.13694,680.93608,1342.13694,680.93608,128,202.0,3,Fibroblast2,0.899454726988129
W9_tile_38_cell_380,tile_W9_38,W9,9w_1d,9282.5,5473.5,1316.79351,776.98555,1316.79351,776.98555,48,86.0,2,vCTB2,0.429260173694062
W9_tile_38_cell_385,tile_W9_38,W9,9w_1d,10167.0,5358.0,1442.37482,760.58686,1442.37482,760.58686,270,520.0,9,Hofbauer cells,0.75771621140457
W9_tile_38_cell_399,tile_W9_38,W9,9w_1d,9794.5,4673.0,1389.48727,663.33056,1389.48727,663.33056,112,212.0,9,Hofbauer cells,0.772824073153548
W9_tile_38_cell_403,tile_W9_38,W9,9w_1d,10494.5,5023.0,1488.87327,713.02356,1488.87327,713.02356,161,248.0,3,Fibroblast2,0.936505054689616
W9_tile_38_cell_410,tile_W9_38,W9,9w_1d,10694.0,3705.0,1517.1982799999998,525.89392,1517.1982799999998,525.89392,84,116.0,9,Hofbauer cells,0.638869986879911
W9_tile_38_cell_416,tile_W9_38,W9,9w_1d,9571.0,4324.0,1357.75474,613.77954,1357.75474,613.77954,125,199.0,3,Fibroblast2,0.954749030362375
W9_tile_38_cell_435,tile_W9_38,W9,9w_1d,9403.0,4813.0,1333.9021,683.20776,1333.9021,683.20776,65,91.0,4,Fibroblast2,0.386491951248385
W9_tile_38_cell_439,tile_W9_38,W9,9w_1d,10961.0,3787.0,1555.10694,537.53628,1555.10694,537.53628,163,255.0,8,Fibroblast1,0.74744334480258
W9_tile_38_cell_450,tile_W9_38,W9,9w_1d,10075.0,5401.0,1429.31266,766.692,1429.31266,766.692,118,219.0,0,vCTB2,0.557734642389114
W9_tile_38_cell_458,tile_W9_38,W9,9w_1d,10078.0,5248.5,1429.7386,745.04005,1429.7386,745.04005,226,432.0,9,Fibroblast2,0.823699262830719
W9_tile_38_cell_48,tile_W9_38,W9,9w_1d,10285.0,4246.0,1459.12846,602.7051,1459.12846,602.7051,277,556.0,3,Fibroblast2,0.833047497086177
W9_tile_38_cell_492,tile_W9_38,W9,9w_1d,9821.0,5422.0,1393.24974,769.67358,1393.24974,769.67358,164,251.0,5,unknown3,0.273590372233646
W9_tile_38_cell_494,tile_W9_38,W9,9w_1d,10717.0,4636.0,1520.46382,658.0772999999999,1520.46382,658.0772999999999,91,124.0,4,Fibroblast2,0.471987161573518
W9_tile_38_cell_496,tile_W9_38,W9,9w_1d,10559.5,5307.5,1498.10197,753.41687,1498.10197,753.41687,66,86.0,4,Fibroblast2,0.301837496657598
W9_tile_38_cell_508,tile_W9_38,W9,9w_1d,10438.0,4819.0,1480.8514,684.05964,1480.8514,684.05964,217,399.0,12,Fibroblast1,0.693775958754453
W9_tile_38_cell_514,tile_W9_38,W9,9w_1d,9598.5,5514.5,1361.65919,782.80673,1361.65919,782.80673,111,158.0,0,vCTB2,0.480168310093139
W9_tile_38_cell_525,tile_W9_38,W9,9w_1d,10561.5,4024.0,1498.38593,571.18554,1498.38593,571.18554,133,222.0,3,Fibroblast2,0.863602366298812
W9_tile_38_cell_532,tile_W9_38,W9,9w_1d,9265.0,5407.0,1314.30886,767.54388,1314.30886,767.54388,153,476.0,7,STB,0.429211612894207
W9_tile_38_cell_539,tile_W9_38,W9,9w_1d,11030.0,3765.0,1564.90356,534.41272,1564.90356,534.41272,191,268.0,8,Fibroblast1,0.803565323323377
W9_tile_38_cell_545,tile_W9_38,W9,9w_1d,10101.0,4316.5,1433.00414,612.71469,1433.00414,612.71469,125,186.0,4,Fibroblast2,0.731027349909143
W9_tile_38_cell_547,tile_W9_38,W9,9w_1d,10654.0,5278.0,1511.51908,749.2284599999999,1511.51908,749.2284599999999,229,439.0,3,Fibroblast2,0.923887896980819
W9_tile_38_cell_551,tile_W9_38,W9,9w_1d,9625.0,4123.0,1365.42166,585.2415599999999,1365.42166,585.2415599999999,185,305.0,3,Fibroblast2,0.960971290815628
W9_tile_38_cell_557,tile_W9_38,W9,9w_1d,10452.5,4010.0,1482.91011,569.19782,1482.91011,569.19782,85,114.0,8,Fibroblast1,0.367397582946526
W9_tile_38_cell_570,tile_W9_38,W9,9w_1d,10816.0,5306.0,1534.51984,753.2039,1534.51984,753.2039,142,212.0,3,Fibroblast2,0.894142873168209
W9_tile_38_cell_571,tile_W9_38,W9,9w_1d,10327.0,4882.0,1465.09162,693.00438,1465.09162,693.00438,229,415.0,8,Fibroblast1,0.888987739182663
W9_tile_38_cell_578,tile_W9_38,W9,9w_1d,9242.0,4660.5,1311.04332,661.55581,1311.04332,661.55581,97,156.0,8,Fibroblast1,0.661326389220708
W9_tile_38_cell_600,tile_W9_38,W9,9w_1d,10745.0,5400.0,1524.43926,766.55002,1524.43926,766.55002,114,199.0,9,Hofbauer cells,0.677087360519076
W9_tile_38_cell_605,tile_W9_38,W9,9w_1d,9480.0,4154.5,1344.83456,589.71393,1344.83456,589.71393,96,162.0,4,Fibroblast2,0.606262626698583
W9_tile_38_cell_635,tile_W9_38,W9,9w_1d,10913.0,4240.0,1548.2919,601.85322,1548.2919,601.85322,172,331.0,9,Hofbauer cells,0.787734703719103
W9_tile_38_cell_636,tile_W9_38,W9,9w_1d,9369.0,4437.0,1329.07478,629.82328,1329.07478,629.82328,334,662.0,8,Endothelial_cells,0.807054571482448
W9_tile_38_cell_640,tile_W9_38,W9,9w_1d,10168.0,5443.5,1442.5168,772.72615,1442.5168,772.72615,165,290.0,5,vCTBp,0.265702038835811
W9_tile_38_cell_649,tile_W9_38,W9,9w_1d,10375.0,4805.0,1471.90666,682.07192,1471.90666,682.07192,117,179.0,8,Fibroblast1,0.590174753530698
W9_tile_38_cell_661,tile_W9_38,W9,9w_1d,10904.0,5460.0,1547.01408,775.06882,1547.01408,775.06882,236,423.0,5,unknown3,0.398566828714023
W9_tile_38_cell_663,tile_W9_38,W9,9w_1d,10012.0,5460.0,1420.36792,775.06882,1420.36792,775.06882,187,419.0,10,STB,0.283156035810086
W9_tile_38_cell_664,tile_W9_38,W9,9w_1d,9625.0,5360.0,1365.42166,760.87082,1365.42166,760.87082,115,179.0,3,Fibroblast2,0.686399534689388
W9_tile_38_cell_679,tile_W9_38,W9,9w_1d,10104.0,5483.5,1433.43008,778.40535,1433.43008,778.40535,177,524.0,7,STB,0.642787742749756
W9_tile_38_cell_691,tile_W9_38,W9,9w_1d,9592.0,4415.0,1360.73632,626.69972,1360.73632,626.69972,241,496.0,3,Fibroblast2,0.900125456275806
W9_tile_38_cell_7,tile_W9_38,W9,9w_1d,10747.0,4715.0,1524.72322,669.29372,1524.72322,669.29372,154,245.0,3,Fibroblast2,0.958403793644299
W9_tile_38_cell_714,tile_W9_38,W9,9w_1d,9333.5,5173.0,1324.03449,734.32056,1324.03449,734.32056,99,150.0,4,Fibroblast2,0.253687886689189
W9_tile_38_cell_718,tile_W9_38,W9,9w_1d,9952.5,4846.5,1411.92011,687.9640899999999,1411.92011,687.9640899999999,90,148.0,8,Fibroblast1,0.330046322584289
W9_tile_38_cell_72,tile_W9_38,W9,9w_1d,9940.0,5455.0,1410.14536,774.35892,1410.14536,774.35892,184,411.0,10,unknown3,0.294136684642666
W9_tile_38_cell_730,tile_W9_38,W9,9w_1d,9703.0,5489.0,1376.4960999999998,779.18624,1376.4960999999998,779.18624,271,553.0,10,unknown3,0.446689515475851
W9_tile_38_cell_733,tile_W9_38,W9,9w_1d,10972.0,4215.0,1556.66872,598.30372,1556.66872,598.30372,69,111.0,9,Hofbauer cells,0.703566947333988
W9_tile_38_cell_734,tile_W9_38,W9,9w_1d,9307.0,5328.5,1320.27202,756.39845,1320.27202,756.39845,183,346.0,10,STB,0.648228427762991
W9_tile_38_cell_735,tile_W9_38,W9,9w_1d,9608.0,4277.0,1363.008,607.10648,1363.008,607.10648,176,279.0,3,Fibroblast2,0.956144879484524
W9_tile_38_cell_751,tile_W9_38,W9,9w_1d,9907.0,5497.0,1405.46002,780.32208,1405.46002,780.32208,86,228.0,7,vCTB2,0.373134665797159
W9_tile_38_cell_758,tile_W9_38,W9,9w_1d,9847.0,4715.0,1396.94122,669.29372,1396.94122,669.29372,150,367.0,9,Hofbauer cells,0.760674731339353
W9_tile_38_cell_76,tile_W9_38,W9,9w_1d,9410.0,5200.0,1334.89596,738.15402,1334.89596,738.15402,66,101.0,4,EVT2,0.253300387639116
W9_tile_38_cell_797,tile_W9_38,W9,9w_1d,9817.0,5499.0,1392.68182,780.60604,1392.68182,780.60604,221,753.0,7,Hofbauer cells,0.391550060249305
W9_tile_38_cell_798,tile_W9_38,W9,9w_1d,9500.0,5495.0,1347.67416,780.0381199999999,1347.67416,780.0381199999999,266,572.0,5,unknown3,0.471565909383309
W9_tile_38_cell_799,tile_W9_38,W9,9w_1d,10226.0,5457.0,1450.75164,774.64288,1450.75164,774.64288,222,441.0,5,unknown3,0.426476009281703
W9_tile_38_cell_800,tile_W9_38,W9,9w_1d,9533.0,5404.0,1352.3595,767.11794,1352.3595,767.11794,201,327.0,8,Fibroblast1,0.84860913367538
W9_tile_38_cell_801,tile_W9_38,W9,9w_1d,9365.0,5452.0,1328.50686,773.9329799999999,1328.50686,773.9329799999999,308,755.0,10,maternal macrophages ,0.452575274968453
W9_tile_38_cell_803,tile_W9_38,W9,9w_1d,9448.5,5310.0,1340.36219,753.7718199999999,1340.36219,753.7718199999999,127,188.0,4,Fibroblast2,0.837990508928339
W9_tile_38_cell_806,tile_W9_38,W9,9w_1d,10368.0,5283.0,1470.9128,749.93836,1470.9128,749.93836,99,163.0,4,Fibroblast2,0.555803991990327
W9_tile_38_cell_807,tile_W9_38,W9,9w_1d,10913.0,5309.5,1548.2919,753.70083,1548.2919,753.70083,237,382.0,3,Fibroblast2,0.856575204738515
W9_tile_38_cell_810,tile_W9_38,W9,9w_1d,9303.0,5122.0,1319.7041,727.07958,1319.7041,727.07958,186,301.0,3,Fibroblast2,0.910951969289754
W9_tile_38_cell_811,tile_W9_38,W9,9w_1d,9626.0,5192.0,1365.56364,737.01818,1365.56364,737.01818,95,143.0,4,Fibroblast2,0.600893214088362
W9_tile_38_cell_816,tile_W9_38,W9,9w_1d,10914.0,4995.0,1548.43388,709.0481199999999,1548.43388,709.0481199999999,176,354.0,9,Hofbauer cells,0.700869060410724
W9_tile_38_cell_818,tile_W9_38,W9,9w_1d,9499.0,4910.0,1347.53218,696.97982,1347.53218,696.97982,103,169.0,8,Fibroblast1,0.515440166330962
W9_tile_38_cell_822,tile_W9_38,W9,9w_1d,10511.0,4851.0,1491.21594,688.603,1491.21594,688.603,81,111.0,4,vCTB2,0.251920156960442
W9_tile_38_cell_831,tile_W9_38,W9,9w_1d,9736.0,4619.0,1381.1814399999998,655.66364,1381.1814399999998,655.66364,75,121.0,4,Hofbauer cells,0.307336334981071
W9_tile_38_cell_836,tile_W9_38,W9,9w_1d,9896.0,4497.0,1403.89824,638.34208,1403.89824,638.34208,71,99.0,4,Fibroblast2,0.373737806449883
W9_tile_38_cell_84,tile_W9_38,W9,9w_1d,10142.0,5078.0,1438.82532,720.83246,1438.82532,720.83246,431,1160.0,8,Endothelial_cells,0.496137515009701
W9_tile_38_cell_841,tile_W9_38,W9,9w_1d,10264.0,4406.0,1456.14688,625.4218999999999,1456.14688,625.4218999999999,189,339.0,3,Fibroblast2,0.965304954457551
W9_tile_38_cell_842,tile_W9_38,W9,9w_1d,10162.0,4397.0,1441.66492,624.14408,1441.66492,624.14408,62,101.0,4,Fibroblast2,0.415807577794328
W9_tile_38_cell_843,tile_W9_38,W9,9w_1d,10218.0,4366.0,1449.6158,619.7427,1449.6158,619.7427,89,137.0,4,Fibroblast2,0.465001873720901
W9_tile_38_cell_846,tile_W9_38,W9,9w_1d,10781.5,4263.0,1529.62153,605.11876,1529.62153,605.11876,257,482.0,3,Fibroblast2,0.895190339561016
W9_tile_38_cell_847,tile_W9_38,W9,9w_1d,10432.0,4247.0,1479.9995199999998,602.84708,1479.9995199999998,602.84708,106,179.0,4,Fibroblast2,0.791041481897433
W9_tile_38_cell_848,tile_W9_38,W9,9w_1d,10059.5,4249.0,1427.11197,603.13104,1427.11197,603.13104,72,130.0,4,unknown3,0.280688085781464
W9_tile_38_cell_849,tile_W9_38,W9,9w_1d,9249.5,4225.0,1312.10817,599.72352,1312.10817,599.72352,159,322.0,3,Fibroblast2,0.951176491454572
W9_tile_38_cell_85,tile_W9_38,W9,9w_1d,10296.0,4983.5,1460.69024,707.41535,1460.69024,707.41535,282,636.0,3,Fibroblast2,0.919932412915986
W9_tile_38_cell_851,tile_W9_38,W9,9w_1d,9903.0,4158.5,1404.8921,590.28185,1404.8921,590.28185,155,302.0,3,Fibroblast2,0.807316083509962
W9_tile_38_cell_862,tile_W9_38,W9,9w_1d,9513.0,3970.0,1349.5199,563.5186199999999,1349.5199,563.5186199999999,124,221.0,4,Fibroblast2,0.824984574761182
W9_tile_38_cell_863,tile_W9_38,W9,9w_1d,10642.0,3992.0,1509.81532,566.6421799999999,1509.81532,566.6421799999999,115,165.0,4,Fibroblast2,0.593989967118419
W9_tile_38_cell_866,tile_W9_38,W9,9w_1d,10118.0,3992.0,1435.4178,566.6421799999999,1435.4178,566.6421799999999,70,103.0,4,Fibroblast2,0.39607901349094
W9_tile_38_cell_867,tile_W9_38,W9,9w_1d,9446.0,3916.0,1340.00724,555.8516999999999,1340.00724,555.8516999999999,257,552.0,3,Fibroblast2,0.917315664137412
W9_tile_38_cell_874,tile_W9_38,W9,9w_1d,9965.5,3840.0,1413.76585,545.0612199999999,1413.76585,545.0612199999999,216,386.0,9,Hofbauer cells,0.437747394074642
W9_tile_38_cell_875,tile_W9_38,W9,9w_1d,10379.0,3863.0,1472.47458,548.32676,1472.47458,548.32676,193,368.0,3,Fibroblast2,0.942424559274317
W9_tile_38_cell_876,tile_W9_38,W9,9w_1d,9643.0,3834.0,1367.9773,544.20934,1367.9773,544.20934,217,367.0,3,Fibroblast2,0.874183290823805
W9_tile_38_cell_885,tile_W9_38,W9,9w_1d,9834.5,3791.5,1395.16647,538.1751899999999,1395.16647,538.1751899999999,76,112.0,9,Hofbauer cells,0.481924098121493
W9_tile_38_cell_89,tile_W9_38,W9,9w_1d,9878.0,5419.5,1401.3426,769.31863,1401.3426,769.31863,112,152.0,0,vCTB2,0.279903351520993
W9_tile_38_cell_9,tile_W9_38,W9,9w_1d,10028.0,4809.0,1422.6396,682.6398399999999,1422.6396,682.6398399999999,220,429.0,8,Fibroblast2,0.639623352018975
W9_tile_38_cell_94,tile_W9_38,W9,9w_1d,9297.5,4459.0,1318.92321,632.94684,1318.92321,632.94684,71,100.0,12,vCTB2,0.26369228104718
W9_tile_39_cell_1003,tile_W9_39,W9,9w_1d,12647.0,4424.5,1794.48522,628.04853,1794.48522,628.04853,169,326.0,9,Hofbauer cells,0.786631220535972
W9_tile_39_cell_1017,tile_W9_39,W9,9w_1d,11786.0,4153.5,1672.24044,589.57195,1672.24044,589.57195,261,620.0,10,STB,0.421564374231157
W9_tile_39_cell_1018,tile_W9_39,W9,9w_1d,11119.0,4693.5,1577.5397799999998,666.24115,1577.5397799999998,666.24115,186,326.0,3,Fibroblast2,0.934006638416639
W9_tile_39_cell_1047,tile_W9_39,W9,9w_1d,11460.0,5162.5,1625.95496,732.8297699999999,1625.95496,732.8297699999999,154,274.0,3,Fibroblast2,0.792766693061857
W9_tile_39_cell_1049,tile_W9_39,W9,9w_1d,12787.0,4789.0,1814.36242,679.80024,1814.36242,679.80024,120,170.0,0,vCTB2,0.431574061620144
W9_tile_39_cell_1055,tile_W9_39,W9,9w_1d,12559.0,4091.5,1781.99098,580.76919,1781.99098,580.76919,84,122.0,4,Fibroblast2,0.375521596436138
W9_tile_39_cell_1060,tile_W9_39,W9,9w_1d,12705.0,4494.0,1802.72006,637.9161399999999,1802.72006,637.9161399999999,96,145.0,4,Fibroblast2,0.388008040061393
W9_tile_39_cell_1078,tile_W9_39,W9,9w_1d,12769.0,4164.0,1811.80678,591.06274,1811.80678,591.06274,135,213.0,4,Fibroblast2,0.55320629553278
W9_tile_39_cell_1125,tile_W9_39,W9,9w_1d,11223.0,5428.0,1592.3057,770.52546,1592.3057,770.52546,110,155.0,0,vCTB2,0.45308446804062
W9_tile_39_cell_1136,tile_W9_39,W9,9w_1d,11708.0,5275.0,1661.166,748.80252,1661.166,748.80252,272,499.0,3,Fibroblast1,0.527500206939048
W9_tile_39_cell_1138,tile_W9_39,W9,9w_1d,11371.5,5298.0,1613.38973,752.06806,1613.38973,752.06806,68,100.0,4,vCTB2,0.406090729139297
W9_tile_39_cell_1140,tile_W9_39,W9,9w_1d,11282.5,5243.0,1600.75351,744.25916,1600.75351,744.25916,232,446.0,3,Fibroblast2,0.921328655376539
W9_tile_39_cell_1144,tile_W9_39,W9,9w_1d,11106.5,5211.0,1575.76503,739.7158,1575.76503,739.7158,150,252.0,4,Fibroblast2,0.93940035182129
W9_tile_39_cell_1146,tile_W9_39,W9,9w_1d,11635.0,5193.0,1650.80146,737.16016,1650.80146,737.16016,349,793.0,9,Hofbauer cells,0.662521538138531
W9_tile_39_cell_1147,tile_W9_39,W9,9w_1d,12097.0,5194.0,1716.39622,737.30214,1716.39622,737.30214,173,280.0,5,unknown3,0.357057607164377
W9_tile_39_cell_1164,tile_W9_39,W9,9w_1d,11874.0,4949.0,1684.73468,702.51704,1684.73468,702.51704,255,471.0,5,unknown3,0.415444197920944
W9_tile_39_cell_1169,tile_W9_39,W9,9w_1d,12783.0,4854.0,1813.7945,689.0289399999999,1813.7945,689.0289399999999,141,225.0,11,EVT2,0.866787597691664
W9_tile_39_cell_1174,tile_W9_39,W9,9w_1d,11845.5,4841.5,1680.68825,687.25419,1680.68825,687.25419,83,102.0,0,STB,0.299786979094586
W9_tile_39_cell_1181,tile_W9_39,W9,9w_1d,11306.0,4750.5,1604.09004,674.3340099999999,1604.09004,674.3340099999999,268,548.0,3,Fibroblast2,0.943780067717837
W9_tile_39_cell_1186,tile_W9_39,W9,9w_1d,11386.5,4736.5,1615.51943,672.34629,1615.51943,672.34629,69,98.0,4,Fibroblast2,0.298112516644156
W9_tile_39_cell_1189,tile_W9_39,W9,9w_1d,11679.0,4565.0,1657.04858,647.99672,1657.04858,647.99672,300,711.0,5,unknown3,0.380415885788583
W9_tile_39_cell_1193,tile_W9_39,W9,9w_1d,11369.0,4584.0,1613.03478,650.69434,1613.03478,650.69434,212,435.0,9,Hofbauer cells,0.776885073780589
W9_tile_39_cell_1198,tile_W9_39,W9,9w_1d,12206.0,4473.0,1731.87204,634.93456,1731.87204,634.93456,305,610.0,8,Fibroblast1,0.513131403146415
W9_tile_39_cell_1201,tile_W9_39,W9,9w_1d,11357.0,4440.0,1611.33102,630.2492199999999,1611.33102,630.2492199999999,270,526.0,3,Fibroblast2,0.928168777004208
W9_tile_39_cell_1202,tile_W9_39,W9,9w_1d,12517.5,4415.0,1776.09881,626.69972,1776.09881,626.69972,253,596.0,3,Fibroblast2,0.917614089308933
W9_tile_39_cell_1203,tile_W9_39,W9,9w_1d,11473.0,4416.0,1627.8007,626.8417,1627.8007,626.8417,324,758.0,5,unknown3,0.56746399846474
W9_tile_39_cell_1210,tile_W9_39,W9,9w_1d,11967.5,4309.0,1698.00981,611.6498399999999,1698.00981,611.6498399999999,161,326.0,5,vCTBp,0.335764244722546
W9_tile_39_cell_1212,tile_W9_39,W9,9w_1d,11396.0,4269.0,1616.86824,605.97064,1616.86824,605.97064,318,761.0,5,unknown3,0.519143038390544
W9_tile_39_cell_1213,tile_W9_39,W9,9w_1d,12068.0,4205.0,1712.2788,596.88392,1712.2788,596.88392,234,451.0,3,Fibroblast2,0.83181348449179
W9_tile_39_cell_1214,tile_W9_39,W9,9w_1d,11274.0,4189.0,1599.54668,594.6122399999999,1599.54668,594.6122399999999,92,127.0,4,Fibroblast2,0.326026744282226
W9_tile_39_cell_1218,tile_W9_39,W9,9w_1d,11222.0,4127.0,1592.16372,585.80948,1592.16372,585.80948,175,277.0,3,Fibroblast2,0.8124602956122
W9_tile_39_cell_1219,tile_W9_39,W9,9w_1d,12703.0,4134.0,1802.4361,586.8033399999999,1802.4361,586.8033399999999,142,236.0,3,Fibroblast2,0.797204864013186
W9_tile_39_cell_1221,tile_W9_39,W9,9w_1d,11971.0,4058.0,1698.50674,576.0128599999999,1698.50674,576.0128599999999,420,1092.0,8,Endothelial_cells,0.447886736827929
W9_tile_39_cell_1223,tile_W9_39,W9,9w_1d,11171.0,4058.5,1584.92274,576.08385,1584.92274,576.08385,194,330.0,8,Fibroblast2,0.789358359555091
W9_tile_39_cell_1224,tile_W9_39,W9,9w_1d,11617.0,4034.0,1648.24582,572.60534,1648.24582,572.60534,253,491.0,5,unknown3,0.408760965126549
W9_tile_39_cell_1228,tile_W9_39,W9,9w_1d,11534.0,3995.5,1636.46148,567.13911,1636.46148,567.13911,153,244.0,5,STB,0.27313526911773
W9_tile_39_cell_1229,tile_W9_39,W9,9w_1d,11618.0,3977.0,1648.3878,564.51248,1648.3878,564.51248,130,211.0,5,vCTB2,0.348110657267037
W9_tile_39_cell_1231,tile_W9_39,W9,9w_1d,12785.0,3984.0,1814.07846,565.50634,1814.07846,565.50634,81,115.0,4,Fibroblast2,0.33593056311055
W9_tile_39_cell_1232,tile_W9_39,W9,9w_1d,11471.0,4009.0,1627.51674,569.05584,1627.51674,569.05584,182,306.0,5,STB,0.44288845860085
W9_tile_39_cell_1235,tile_W9_39,W9,9w_1d,12709.0,3945.0,1803.28798,559.96912,1803.28798,559.96912,161,274.0,3,Fibroblast2,0.703145004493628
W9_tile_39_cell_1236,tile_W9_39,W9,9w_1d,11693.0,3914.0,1659.0363,555.56774,1659.0363,555.56774,345,687.0,8,Fibroblast1,0.715081608061706
W9_tile_39_cell_1238,tile_W9_39,W9,9w_1d,11779.0,3891.0,1671.24658,552.3022,1671.24658,552.3022,67,85.0,9,Hofbauer cells,0.629937218129931
W9_tile_39_cell_1240,tile_W9_39,W9,9w_1d,11179.0,3853.0,1586.05858,546.90696,1586.05858,546.90696,167,253.0,12,Endothelial_cells,0.906690126485529
W9_tile_39_cell_1245,tile_W9_39,W9,9w_1d,11809.5,3769.5,1675.5769699999998,535.0516299999999,1675.5769699999998,535.0516299999999,93,160.0,11,unknown3,0.311778233881666
W9_tile_39_cell_133,tile_W9_39,W9,9w_1d,11511.0,4625.0,1633.1959399999998,656.5155199999999,1633.1959399999998,656.5155199999999,170,296.0,3,Fibroblast2,0.978551111562844
W9_tile_39_cell_160,tile_W9_39,W9,9w_1d,12218.0,5382.0,1733.5757999999998,763.99438,1733.5757999999998,763.99438,230,451.0,5,vCTBp,0.39271038445876
