cell_id,tile,sample,sample_stage,x_pixel,y_pixel,x_um,y_um,x,y,n_genes,n_counts,leiden,predicted.celltype,predicted.celltype.score
W9_tile_0_cell_1120,tile_W9_0,W9,9w_1d,3418.0,15276.0,484.1518,2168.7445,484.1518,2168.7445,66,81.0,0,vCTB2,0.613859591878488
W9_tile_0_cell_190,tile_W9_0,W9,9w_1d,3479.0,15142.0,492.81258,2149.71918,492.81258,2149.71918,70,96.0,0,vCTB2,0.61380750853145
W9_tile_0_cell_384,tile_W9_0,W9,9w_1d,3656.0,14866.0,517.94304,2110.5327,517.94304,2110.5327,156,213.0,8,Fibroblast2,0.586698608386036
W9_tile_0_cell_565,tile_W9_0,W9,9w_1d,3205.0,15409.0,453.91006,2187.62784,453.91006,2187.62784,155,221.0,5,vCTB2,0.281068246909096
W9_tile_0_cell_992,tile_W9_0,W9,9w_1d,3667.5,15116.5,519.5758099999999,2146.09869,519.5758099999999,2146.09869,129,154.0,3,Fibroblast1,0.618408764515369
W9_tile_10_cell_100,tile_W9_10,W9,9w_1d,17632.5,12545.0,2502.32651,1780.99712,2502.32651,1780.99712,52,150.0,2,vCTB2,0.373167413858433
W9_tile_10_cell_118,tile_W9_10,W9,9w_1d,16955.0,12304.0,2406.13506,1746.77994,2406.13506,1746.77994,139,211.0,3,Fibroblast2,0.829641130271859
W9_tile_10_cell_142,tile_W9_10,W9,9w_1d,17412.0,12459.0,2471.01992,1768.78684,2471.01992,1768.78684,57,81.0,0,vCTB2,0.671926022597965
W9_tile_10_cell_155,tile_W9_10,W9,9w_1d,17755.0,12607.5,2519.71906,1789.87087,2519.71906,1789.87087,108,422.0,7,STB,0.252989955425007
W9_tile_10_cell_157,tile_W9_10,W9,9w_1d,17364.0,12370.0,2464.20488,1756.15062,2464.20488,1756.15062,247,527.0,5,unknown3,0.414537913732732
W9_tile_10_cell_177,tile_W9_10,W9,9w_1d,17845.0,12805.0,2532.49726,1817.91192,2532.49726,1817.91192,41,117.0,2,vCTB2,0.353590267525998
W9_tile_10_cell_183,tile_W9_10,W9,9w_1d,17710.0,12803.0,2513.32996,1817.62796,2513.32996,1817.62796,67,140.0,7,vCTB2,0.329850416916425
W9_tile_10_cell_216,tile_W9_10,W9,9w_1d,17109.0,12336.0,2427.99998,1751.3233,2427.99998,1751.3233,123,211.0,4,Fibroblast2,0.63295838829784
W9_tile_10_cell_234,tile_W9_10,W9,9w_1d,16719.0,12499.0,2372.62778,1774.46604,2372.62778,1774.46604,91,126.0,4,Fibroblast2,0.447750283828036
W9_tile_10_cell_236,tile_W9_10,W9,9w_1d,17555.0,12748.0,2491.32306,1809.81906,2491.32306,1809.81906,137,217.0,8,unknown3,0.254327669355314
W9_tile_10_cell_241,tile_W9_10,W9,9w_1d,17196.0,12596.0,2440.35224,1788.2381,2440.35224,1788.2381,125,183.0,3,Fibroblast2,0.555095642770805
W9_tile_10_cell_242,tile_W9_10,W9,9w_1d,17452.0,12769.0,2476.69912,1812.80064,2476.69912,1812.80064,64,84.0,4,Fibroblast2,0.246321390262239
W9_tile_10_cell_244,tile_W9_10,W9,9w_1d,16721.0,12394.0,2372.91174,1759.55814,2372.91174,1759.55814,212,427.0,9,Hofbauer cells,0.663206473091042
W9_tile_10_cell_267,tile_W9_10,W9,9w_1d,17428.0,12674.0,2473.2916,1799.31254,2473.2916,1799.31254,75,95.0,4,Fibroblast2,0.368014876478292
W9_tile_10_cell_289,tile_W9_10,W9,9w_1d,17264.0,12749.0,2450.00688,1809.96104,2450.00688,1809.96104,260,494.0,3,Fibroblast2,0.877133544784107
W9_tile_10_cell_290,tile_W9_10,W9,9w_1d,17532.5,12616.0,2488.12851,1791.0777,2488.12851,1791.0777,116,168.0,5,vCTB2,0.413596060715589
W9_tile_10_cell_299,tile_W9_10,W9,9w_1d,17514.0,12809.5,2485.50188,1818.55083,2485.50188,1818.55083,124,176.0,8,Fibroblast2,0.557041706656447
W9_tile_10_cell_303,tile_W9_10,W9,9w_1d,16704.0,12269.0,2370.49808,1741.81064,2370.49808,1741.81064,107,141.0,4,Fibroblast2,0.677929714521484
W9_tile_10_cell_333,tile_W9_10,W9,9w_1d,18181.0,11108.0,2580.20254,1576.97186,2580.20254,1576.97186,74,91.0,0,vCTB2,0.521042358115402
W9_tile_10_cell_378,tile_W9_10,W9,9w_1d,17543.0,12514.0,2489.6193,1776.59574,2489.6193,1776.59574,85,133.0,2,STB,0.328311169597404
W9_tile_10_cell_392,tile_W9_10,W9,9w_1d,17277.0,12285.0,2451.85262,1744.08232,2451.85262,1744.08232,179,283.0,5,unknown3,0.285728689094492
W9_tile_10_cell_412,tile_W9_10,W9,9w_1d,16934.0,12360.0,2403.15348,1754.73082,2403.15348,1754.73082,95,141.0,3,Fibroblast2,0.642145623657704
W9_tile_10_cell_425,tile_W9_10,W9,9w_1d,18343.0,11110.5,2603.2033,1577.32681,2603.2033,1577.32681,71,88.0,8,Fibroblast1,0.428939495624551
W9_tile_10_cell_434,tile_W9_10,W9,9w_1d,17558.0,12679.0,2491.749,1800.02244,2491.749,1800.02244,100,168.0,0,vCTB2,0.525440103731251
W9_tile_10_cell_436,tile_W9_10,W9,9w_1d,17811.0,12763.5,2527.66994,1812.01975,2527.66994,1812.01975,79,272.0,7,EVT2,0.271994590267664
W9_tile_10_cell_450,tile_W9_10,W9,9w_1d,17955.0,12866.0,2548.11506,1826.5727,2548.11506,1826.5727,44,153.0,2,vCTB2,0.464687495312258
W9_tile_10_cell_463,tile_W9_10,W9,9w_1d,17844.5,12887.0,2532.42627,1829.55428,2532.42627,1829.55428,69,154.0,7,vCTB2,0.297607273821598
W9_tile_10_cell_469,tile_W9_10,W9,9w_1d,17229.0,12830.0,2445.03758,1821.46142,2445.03758,1821.46142,72,85.0,4,Fibroblast2,0.290550171838888
W9_tile_10_cell_493,tile_W9_10,W9,9w_1d,17049.0,12192.0,2419.48118,1730.87818,2419.48118,1730.87818,131,249.0,5,vCTB2,0.451814162325322
W9_tile_10_cell_497,tile_W9_10,W9,9w_1d,17438.0,12525.5,2474.7114,1778.22851,2474.7114,1778.22851,157,240.0,5,unknown3,0.271129471964443
W9_tile_10_cell_507,tile_W9_10,W9,9w_1d,17282.0,12835.0,2452.56252,1822.17132,2452.56252,1822.17132,82,123.0,4,Fibroblast2,0.354386591507804
W9_tile_10_cell_514,tile_W9_10,W9,9w_1d,17648.0,12747.0,2504.5272,1809.67708,2504.5272,1809.67708,158,358.0,7,STB,0.38002755551039
W9_tile_10_cell_516,tile_W9_10,W9,9w_1d,17054.0,12276.0,2420.19108,1742.8045,2420.19108,1742.8045,84,102.0,4,Fibroblast2,0.26315767105359
W9_tile_10_cell_527,tile_W9_10,W9,9w_1d,17615.5,12642.5,2499.91285,1794.84017,2499.91285,1794.84017,95,186.0,7,STB,0.3913590190595
W9_tile_10_cell_539,tile_W9_10,W9,9w_1d,17200.0,12285.0,2440.92016,1744.08232,2440.92016,1744.08232,94,157.0,0,vCTB2,0.652955733524748
W9_tile_10_cell_560,tile_W9_10,W9,9w_1d,17623.0,12439.0,2500.9777,1765.94724,2500.9777,1765.94724,74,211.0,2,vCTB2,0.318354219350455
W9_tile_10_cell_575,tile_W9_10,W9,9w_1d,17497.5,12519.0,2483.15921,1777.30564,2483.15921,1777.30564,65,84.0,0,vCTB2,0.481280188344375
W9_tile_10_cell_602,tile_W9_10,W9,9w_1d,17534.0,12335.0,2488.34148,1751.18132,2488.34148,1751.18132,41,94.0,2,vCTB2,0.460926307823701
W9_tile_10_cell_605,tile_W9_10,W9,9w_1d,17414.0,12858.0,2471.30388,1825.43686,2471.30388,1825.43686,122,180.0,3,Fibroblast2,0.559227773568241
W9_tile_10_cell_607,tile_W9_10,W9,9w_1d,17746.0,12870.0,2518.44124,1827.14062,2518.44124,1827.14062,132,248.0,10,EVT2,0.272845238306624
W9_tile_10_cell_614,tile_W9_10,W9,9w_1d,17108.0,12251.0,2427.858,1739.255,2427.858,1739.255,64,104.0,0,vCTB2,0.665042832912951
W9_tile_10_cell_621,tile_W9_10,W9,9w_1d,17180.0,12373.0,2438.08056,1756.57656,2438.08056,1756.57656,127,211.0,3,Fibroblast2,0.708695577019684
W9_tile_10_cell_624,tile_W9_10,W9,9w_1d,17744.5,12758.5,2518.22827,1811.30985,2518.22827,1811.30985,43,102.0,2,EVT2,0.424801868116115
W9_tile_10_cell_626,tile_W9_10,W9,9w_1d,17648.0,12837.0,2504.5272,1822.45528,2504.5272,1822.45528,135,201.0,0,vCTB2,0.392738238340843
W9_tile_10_cell_632,tile_W9_10,W9,9w_1d,17446.0,12607.0,2475.84724,1789.79988,2475.84724,1789.79988,171,258.0,5,STB,0.610412241571467
W9_tile_10_cell_65,tile_W9_10,W9,9w_1d,17405.0,12717.0,2470.02606,1805.41768,2470.02606,1805.41768,142,245.0,3,Fibroblast2,0.881191142774485
W9_tile_10_cell_664,tile_W9_10,W9,9w_1d,17468.0,12464.0,2478.9708,1769.49674,2478.9708,1769.49674,80,127.0,0,vCTB2,0.443513770422236
W9_tile_10_cell_670,tile_W9_10,W9,9w_1d,17906.0,12808.0,2541.15804,1818.33786,2541.15804,1818.33786,147,429.0,7,STB,0.312591761644334
W9_tile_10_cell_679,tile_W9_10,W9,9w_1d,17152.0,12264.0,2434.10512,1741.10074,2434.10512,1741.10074,57,81.0,0,vCTB2,0.712822190974306
W9_tile_10_cell_699,tile_W9_10,W9,9w_1d,16614.0,12226.0,2357.71988,1735.7055,2357.71988,1735.7055,191,307.0,3,Fibroblast2,0.958167295904755
W9_tile_10_cell_71,tile_W9_10,W9,9w_1d,17701.0,12515.0,2512.05214,1776.73772,2512.05214,1776.73772,80,271.0,2,EVT2,0.244924454781199
W9_tile_10_cell_87,tile_W9_10,W9,9w_1d,17339.0,12674.0,2460.65538,1799.31254,2460.65538,1799.31254,166,291.0,3,Fibroblast2,0.902734260034215
W9_tile_11_cell_104,tile_W9_11,W9,9w_1d,17690.0,11353.0,2510.49036,1611.75696,2510.49036,1611.75696,115,188.0,3,Fibroblast2,0.92605076478742
W9_tile_11_cell_108,tile_W9_11,W9,9w_1d,16645.0,11234.0,2362.12126,1594.86134,2362.12126,1594.86134,150,241.0,8,Fibroblast1,0.638696709199338
W9_tile_11_cell_113,tile_W9_11,W9,9w_1d,17380.0,11634.0,2466.47656,1651.6533399999998,2466.47656,1651.6533399999998,75,106.0,4,Fibroblast2,0.332891048037362
W9_tile_11_cell_129,tile_W9_11,W9,9w_1d,17540.0,11348.0,2489.19336,1611.04706,2489.19336,1611.04706,197,398.0,3,Fibroblast2,0.960932316144156
W9_tile_11_cell_137,tile_W9_11,W9,9w_1d,16831.0,11317.0,2388.52954,1606.64568,2388.52954,1606.64568,97,135.0,8,Fibroblast1,0.473933115376968
W9_tile_11_cell_15,tile_W9_11,W9,9w_1d,17471.5,11734.5,2479.46773,1665.92233,2479.46773,1665.92233,70,96.0,0,vCTB2,0.704200395052933
W9_tile_11_cell_152,tile_W9_11,W9,9w_1d,17920.0,11438.5,2543.14576,1623.89625,2543.14576,1623.89625,68,94.0,4,Fibroblast2,0.333935330960813
W9_tile_11_cell_171,tile_W9_11,W9,9w_1d,18329.5,11537.5,2601.28657,1637.95227,2601.28657,1637.95227,71,98.0,0,vCTB2,0.692528928579114
W9_tile_11_cell_189,tile_W9_11,W9,9w_1d,17720.0,11447.0,2514.74976,1625.10308,2514.74976,1625.10308,151,278.0,3,Fibroblast2,0.905300983822119
W9_tile_11_cell_194,tile_W9_11,W9,9w_1d,17325.0,12807.0,2458.66766,1818.19588,2458.66766,1818.19588,87,280.0,7,STB,0.269274355915136
W9_tile_11_cell_197,tile_W9_11,W9,9w_1d,17341.0,12501.0,2460.93934,1774.75,2460.93934,1774.75,33,85.0,2,vCTB2,0.417192891701508
W9_tile_11_cell_199,tile_W9_11,W9,9w_1d,17461.0,12828.0,2477.97694,1821.17746,2477.97694,1821.17746,167,841.0,7,EVT2,0.355005794661488
W9_tile_11_cell_208,tile_W9_11,W9,9w_1d,17818.0,11471.0,2528.6638,1628.5105999999998,2528.6638,1628.5105999999998,102,156.0,9,Hofbauer cells,0.769164127119092
W9_tile_11_cell_214,tile_W9_11,W9,9w_1d,17651.0,11509.0,2504.95314,1633.90584,2504.95314,1633.90584,168,304.0,3,Fibroblast2,0.820669108613316
W9_tile_11_cell_215,tile_W9_11,W9,9w_1d,17314.0,12314.0,2457.10588,1748.19974,2457.10588,1748.19974,144,557.0,7,STB,0.368847711057241
W9_tile_11_cell_216,tile_W9_11,W9,9w_1d,17865.0,11516.5,2535.33686,1634.97069,2535.33686,1634.97069,76,102.0,4,Fibroblast2,0.520802280377761
W9_tile_11_cell_233,tile_W9_11,W9,9w_1d,17615.0,11388.0,2499.84186,1616.72626,2499.84186,1616.72626,119,195.0,3,Fibroblast2,0.821078645678578
W9_tile_11_cell_24,tile_W9_11,W9,9w_1d,17461.0,11499.0,2477.97694,1632.48604,2477.97694,1632.48604,132,209.0,12,Endothelial_cells,0.916585381812572
W9_tile_11_cell_245,tile_W9_11,W9,9w_1d,17519.0,11683.0,2486.21178,1658.61036,2486.21178,1658.61036,57,83.0,0,vCTB2,0.660974868938508
W9_tile_11_cell_257,tile_W9_11,W9,9w_1d,17402.0,12411.0,2469.60012,1761.9718,2469.60012,1761.9718,198,952.0,7,STB,0.533667939633288
W9_tile_11_cell_259,tile_W9_11,W9,9w_1d,17000.0,11215.0,2412.52416,1592.16372,2412.52416,1592.16372,63,85.0,4,vCTB2,0.255216727429437
W9_tile_11_cell_269,tile_W9_11,W9,9w_1d,17532.5,11251.0,2488.12851,1597.275,2488.12851,1597.275,63,88.0,4,EVT2,0.253418908549955
W9_tile_11_cell_280,tile_W9_11,W9,9w_1d,17186.0,12476.0,2438.93244,1771.2005,2438.93244,1771.2005,136,697.0,7,EVT2,0.234530875702645
W9_tile_11_cell_290,tile_W9_11,W9,9w_1d,17571.0,11455.0,2493.59474,1626.23892,2493.59474,1626.23892,74,114.0,9,Hofbauer cells,0.752163673004721
W9_tile_11_cell_291,tile_W9_11,W9,9w_1d,17637.0,11314.0,2502.96542,1606.21974,2502.96542,1606.21974,163,275.0,3,Fibroblast2,0.95927446500792
W9_tile_11_cell_299,tile_W9_11,W9,9w_1d,17129.0,12730.0,2430.83958,1807.26342,2430.83958,1807.26342,67,195.0,2,vCTB2,0.464786789422706
W9_tile_11_cell_301,tile_W9_11,W9,9w_1d,17414.0,12709.0,2471.30388,1804.28184,2471.30388,1804.28184,161,673.0,7,EVT3,0.468184687083337
W9_tile_11_cell_315,tile_W9_11,W9,9w_1d,17180.0,12738.0,2438.08056,1808.39926,2438.08056,1808.39926,47,141.0,2,vCTB2,0.511335349018941
W9_tile_11_cell_32,tile_W9_11,W9,9w_1d,17818.0,11217.5,2528.6638,1592.51867,2528.6638,1592.51867,57,86.0,4,vCTB2,0.324554275581352
W9_tile_11_cell_320,tile_W9_11,W9,9w_1d,16618.0,11141.0,2358.2878,1581.6572,2358.2878,1581.6572,62,91.0,8,vCTB2,0.307316829556236
W9_tile_11_cell_332,tile_W9_11,W9,9w_1d,17761.0,11274.0,2520.57094,1600.54054,2520.57094,1600.54054,103,151.0,8,Fibroblast1,0.412277519240275
W9_tile_11_cell_340,tile_W9_11,W9,9w_1d,17716.0,11701.0,2514.18184,1661.166,2514.18184,1661.166,83,126.0,12,Endothelial_cells,0.328370831334639
W9_tile_11_cell_345,tile_W9_11,W9,9w_1d,16887.0,11420.0,2396.48042,1621.26962,2396.48042,1621.26962,222,417.0,8,Fibroblast1,0.693018169688562
W9_tile_11_cell_370,tile_W9_11,W9,9w_1d,17395.0,12867.0,2468.60626,1826.71468,2468.60626,1826.71468,91,354.0,7,vCTB2,0.35665677251181
W9_tile_11_cell_372,tile_W9_11,W9,9w_1d,16960.0,11606.5,2406.84496,1647.7488899999998,2406.84496,1647.7488899999998,61,96.0,0,vCTB2,0.646851949675433
W9_tile_11_cell_384,tile_W9_11,W9,9w_1d,17380.0,12777.0,2466.47656,1813.93648,2466.47656,1813.93648,82,285.0,2,EVT2,0.326709515395573
W9_tile_11_cell_394,tile_W9_11,W9,9w_1d,17779.0,11732.0,2523.12658,1665.56738,2523.12658,1665.56738,62,81.0,0,vCTB2,0.675887693357181
W9_tile_11_cell_399,tile_W9_11,W9,9w_1d,17246.0,12258.0,2447.45124,1740.24886,2447.45124,1740.24886,145,590.0,7,STB,0.509338570226562
W9_tile_11_cell_435,tile_W9_11,W9,9w_1d,17694.0,11572.0,2511.05828,1642.85058,2511.05828,1642.85058,76,120.0,4,Fibroblast2,0.462595151355724
W9_tile_11_cell_438,tile_W9_11,W9,9w_1d,17464.0,11213.0,2478.40288,1591.87976,2478.40288,1591.87976,127,188.0,3,Fibroblast2,0.946003148078387
W9_tile_11_cell_441,tile_W9_11,W9,9w_1d,17515.0,11179.0,2485.64386,1587.05244,2485.64386,1587.05244,87,108.0,4,Fibroblast2,0.5250315034099
W9_tile_11_cell_449,tile_W9_11,W9,9w_1d,17546.0,11418.0,2490.04524,1620.98566,2490.04524,1620.98566,62,89.0,9,Hofbauer cells,0.671668401885128
W9_tile_11_cell_461,tile_W9_11,W9,9w_1d,17878.0,11335.0,2537.1826,1609.20132,2537.1826,1609.20132,71,99.0,8,Fibroblast1,0.492194807059153
W9_tile_11_cell_467,tile_W9_11,W9,9w_1d,17915.0,11546.0,2542.43586,1639.1591,2542.43586,1639.1591,72,96.0,4,Fibroblast2,0.40912266538176
W9_tile_11_cell_477,tile_W9_11,W9,9w_1d,18000.0,11173.0,2554.50416,1586.20056,2554.50416,1586.20056,87,111.0,12,Endothelial_cells,0.333551581006027
W9_tile_11_cell_481,tile_W9_11,W9,9w_1d,17843.0,11662.0,2532.2133,1655.62878,2532.2133,1655.62878,74,109.0,0,vCTB2,0.603472586977632
W9_tile_11_cell_484,tile_W9_11,W9,9w_1d,16727.0,11304.5,2373.76362,1604.87093,2373.76362,1604.87093,67,90.0,8,Fibroblast1,0.38995939057905
W9_tile_11_cell_494,tile_W9_11,W9,9w_1d,16814.0,11144.0,2386.11588,1582.08314,2386.11588,1582.08314,130,172.0,3,Fibroblast2,0.907171429986887
W9_tile_11_cell_506,tile_W9_11,W9,9w_1d,17238.0,12549.0,2446.3154,1781.56504,2446.3154,1781.56504,108,480.0,7,EVT2,0.328546404234534
W9_tile_11_cell_51,tile_W9_11,W9,9w_1d,17229.0,11542.0,2445.03758,1638.59118,2445.03758,1638.59118,85,123.0,4,Fibroblast2,0.322787199416242
W9_tile_11_cell_517,tile_W9_11,W9,9w_1d,17265.0,12824.0,2450.14886,1820.60954,2450.14886,1820.60954,69,203.0,2,vCTB2,0.378217271966549
W9_tile_11_cell_526,tile_W9_11,W9,9w_1d,16867.0,11259.0,2393.64082,1598.41084,2393.64082,1598.41084,100,144.0,4,Fibroblast2,0.49369735136422
W9_tile_11_cell_534,tile_W9_11,W9,9w_1d,17101.0,12435.0,2426.86414,1765.37932,2426.86414,1765.37932,38,129.0,2,vCTB2,0.324122451747804
W9_tile_11_cell_55,tile_W9_11,W9,9w_1d,16664.0,11427.0,2364.81888,1622.2634799999998,2364.81888,1622.2634799999998,133,217.0,5,vCTB2,0.361220164697025
W9_tile_11_cell_553,tile_W9_11,W9,9w_1d,18374.5,11389.0,2607.67567,1616.86824,2607.67567,1616.86824,64,86.0,0,vCTB2,0.449355204050659
W9_tile_11_cell_563,tile_W9_11,W9,9w_1d,17124.0,11191.0,2430.12968,1588.7562,2430.12968,1588.7562,162,258.0,3,Fibroblast2,0.958133836844031
W9_tile_11_cell_567,tile_W9_11,W9,9w_1d,17793.5,11659.5,2525.18529,1655.27383,2525.18529,1655.27383,125,188.0,5,vCTB2,0.415291591847824
W9_tile_11_cell_569,tile_W9_11,W9,9w_1d,17905.5,11162.5,2541.08705,1584.70977,2541.08705,1584.70977,140,236.0,9,Hofbauer cells,0.694065594868124
W9_tile_11_cell_576,tile_W9_11,W9,9w_1d,16986.0,11526.0,2410.53644,1636.3194999999998,2410.53644,1636.3194999999998,76,117.0,4,Fibroblast1,0.292345070202464
W9_tile_11_cell_581,tile_W9_11,W9,9w_1d,18328.0,11650.0,2601.0736,1653.92502,2601.0736,1653.92502,72,97.0,0,vCTB2,0.606556468414022
W9_tile_11_cell_587,tile_W9_11,W9,9w_1d,16742.0,11401.0,2375.89332,1618.572,2375.89332,1618.572,94,139.0,8,Fibroblast1,0.539369278115911
W9_tile_11_cell_590,tile_W9_11,W9,9w_1d,16884.0,11569.0,2396.05448,1642.42464,2396.05448,1642.42464,101,154.0,0,vCTB2,0.580126553441399
W9_tile_11_cell_613,tile_W9_11,W9,9w_1d,16828.0,11537.0,2388.1036,1637.8812799999998,2388.1036,1637.8812799999998,70,114.0,0,vCTB2,0.640727386076337
W9_tile_11_cell_619,tile_W9_11,W9,9w_1d,17236.0,12780.0,2446.03144,1814.36242,2446.03144,1814.36242,36,119.0,2,vCTB2,0.505131891478448
W9_tile_11_cell_62,tile_W9_11,W9,9w_1d,16944.0,11468.0,2404.57328,1628.08466,2404.57328,1628.08466,84,107.0,8,Fibroblast1,0.479772644511728
W9_tile_11_cell_643,tile_W9_11,W9,9w_1d,17639.5,11103.0,2503.32037,1576.26196,2503.32037,1576.26196,156,234.0,8,Fibroblast1,0.818473773715223
W9_tile_11_cell_67,tile_W9_11,W9,9w_1d,16873.0,11090.0,2394.4927,1574.4162199999998,2394.4927,1574.4162199999998,70,105.0,9,Hofbauer cells,0.758382059368119
W9_tile_11_cell_674,tile_W9_11,W9,9w_1d,17177.0,11108.0,2437.65462,1576.97186,2437.65462,1576.97186,95,137.0,4,Fibroblast2,0.610104946692981
W9_tile_11_cell_683,tile_W9_11,W9,9w_1d,17761.0,11376.0,2520.57094,1615.0225,2520.57094,1615.0225,71,91.0,4,Fibroblast2,0.236060508063786
W9_tile_11_cell_686,tile_W9_11,W9,9w_1d,17622.0,11626.0,2500.83572,1650.5175,2500.83572,1650.5175,107,164.0,3,Fibroblast2,0.899125008871095
W9_tile_11_cell_688,tile_W9_11,W9,9w_1d,17464.0,11121.0,2478.40288,1578.8176,2478.40288,1578.8176,76,105.0,4,Fibroblast2,0.574012890435593
W9_tile_11_cell_690,tile_W9_11,W9,9w_1d,17900.0,11642.0,2540.30616,1652.78918,2540.30616,1652.78918,78,103.0,0,vCTB2,0.634395609242435
W9_tile_11_cell_699,tile_W9_11,W9,9w_1d,16800.0,11431.0,2384.12816,1622.8314,2384.12816,1622.8314,72,105.0,8,vCTB2,0.212468631043762
W9_tile_11_cell_709,tile_W9_11,W9,9w_1d,16768.0,11491.0,2379.5848,1631.3502,2379.5848,1631.3502,178,283.0,5,Fibroblast1,0.52037514498531
W9_tile_11_cell_710,tile_W9_11,W9,9w_1d,18378.0,11460.0,2608.1726,1626.9488199999998,2608.1726,1626.9488199999998,160,258.0,5,vCTB2,0.302236203856229
W9_tile_11_cell_740,tile_W9_11,W9,9w_1d,18024.0,11467.0,2557.91168,1627.94268,2557.91168,1627.94268,110,176.0,3,Fibroblast2,0.536885270414514
W9_tile_11_cell_788,tile_W9_11,W9,9w_1d,17443.0,12658.0,2475.4213,1797.0408599999998,2475.4213,1797.0408599999998,152,553.0,7,STB,0.473225151462305
W9_tile_11_cell_797,tile_W9_11,W9,9w_1d,17173.0,12641.0,2437.0867,1794.6272,2437.0867,1794.6272,245,1315.0,7,STB,0.334822631339071
W9_tile_11_cell_798,tile_W9_11,W9,9w_1d,17308.0,12646.0,2456.254,1795.3371,2456.254,1795.3371,209,959.0,7,STB,0.330184042591588
W9_tile_11_cell_803,tile_W9_11,W9,9w_1d,17371.5,12555.0,2465.26973,1782.41692,2465.26973,1782.41692,258,1262.0,7,EVT3,0.568560242725102
W9_tile_11_cell_821,tile_W9_11,W9,9w_1d,17279.5,12438.0,2452.20757,1765.80526,2452.20757,1765.80526,141,446.0,7,STB,0.484449442372545
W9_tile_11_cell_830,tile_W9_11,W9,9w_1d,17234.0,12379.0,2445.74748,1757.42844,2445.74748,1757.42844,94,197.0,2,STB,0.410862058735749
W9_tile_11_cell_832,tile_W9_11,W9,9w_1d,17160.0,12386.0,2435.24096,1758.4223,2435.24096,1758.4223,161,756.0,7,STB,0.470127456550693
W9_tile_11_cell_839,tile_W9_11,W9,9w_1d,17203.0,12312.0,2441.3461,1747.91578,2441.3461,1747.91578,67,196.0,2,vCTB2,0.458872280620364
W9_tile_11_cell_852,tile_W9_11,W9,9w_1d,17398.0,12257.0,2469.0322,1740.10688,2469.0322,1740.10688,48,155.0,2,vCTB2,0.426921028167551
W9_tile_11_cell_866,tile_W9_11,W9,9w_1d,17319.0,11694.0,2457.81578,1660.17214,2457.81578,1660.17214,69,98.0,0,vCTB2,0.654333433162964
W9_tile_11_cell_867,tile_W9_11,W9,9w_1d,17176.0,11708.0,2437.51264,1662.15986,2437.51264,1662.15986,61,106.0,0,vCTB2,0.674516743090786
W9_tile_11_cell_87,tile_W9_11,W9,9w_1d,17778.0,11149.0,2522.9846,1582.79304,2522.9846,1582.79304,214,403.0,8,Fibroblast1,0.749925367203992
W9_tile_11_cell_870,tile_W9_11,W9,9w_1d,17286.0,11542.0,2453.13044,1638.59118,2453.13044,1638.59118,130,193.0,3,Fibroblast2,0.940939489474968
W9_tile_11_cell_871,tile_W9_11,W9,9w_1d,17130.0,11394.0,2430.98156,1617.5781399999998,2430.98156,1617.5781399999998,97,168.0,9,Hofbauer cells,0.794122475112532
W9_tile_11_cell_872,tile_W9_11,W9,9w_1d,17248.0,11440.5,2447.7352,1624.18021,2447.7352,1624.18021,126,204.0,3,Fibroblast2,0.908053519480103
W9_tile_11_cell_873,tile_W9_11,W9,9w_1d,17080.0,11378.0,2423.88256,1615.30646,2423.88256,1615.30646,107,148.0,4,Fibroblast2,0.650714271112955
W9_tile_11_cell_874,tile_W9_11,W9,9w_1d,17325.0,11345.0,2458.66766,1610.62112,2458.66766,1610.62112,84,114.0,4,Fibroblast2,0.305369666176544
W9_tile_12_cell_1051,tile_W9_12,W9,9w_1d,16910.0,10808.0,2399.74596,1534.37786,2399.74596,1534.37786,117,173.0,3,Fibroblast2,0.600982576933778
W9_tile_12_cell_1119,tile_W9_12,W9,9w_1d,17852.5,10930.0,2533.56211,1551.69942,2533.56211,1551.69942,65,90.0,8,vCTB2,0.247348562942622
W9_tile_12_cell_1208,tile_W9_12,W9,9w_1d,16976.0,10968.0,2409.11664,1557.09466,2409.11664,1557.09466,68,88.0,4,Fibroblast2,0.438258623040257
W9_tile_12_cell_1253,tile_W9_12,W9,9w_1d,16919.0,10394.0,2401.02378,1475.59814,2401.02378,1475.59814,125,187.0,3,Fibroblast2,0.963173610678186
W9_tile_12_cell_1254,tile_W9_12,W9,9w_1d,16732.0,10364.5,2374.47352,1471.40973,2374.47352,1471.40973,148,226.0,3,Fibroblast2,0.935419357843379
W9_tile_12_cell_1259,tile_W9_12,W9,9w_1d,16924.0,10295.0,2401.73368,1461.5421199999998,2401.73368,1461.5421199999998,105,146.0,4,Fibroblast2,0.623162803790645
W9_tile_12_cell_1261,tile_W9_12,W9,9w_1d,16819.0,10236.0,2386.82578,1453.1653,2386.82578,1453.1653,222,367.0,3,Fibroblast2,0.811040664517578
W9_tile_12_cell_1265,tile_W9_12,W9,9w_1d,17016.0,10222.0,2414.79584,1451.17758,2414.79584,1451.17758,130,167.0,8,Fibroblast1,0.836492145543387
W9_tile_12_cell_1269,tile_W9_12,W9,9w_1d,16942.0,10175.0,2404.28932,1444.50452,2404.28932,1444.50452,96,153.0,8,Fibroblast1,0.618696025943353
W9_tile_12_cell_1272,tile_W9_12,W9,9w_1d,17044.0,10138.0,2418.77128,1439.25126,2418.77128,1439.25126,91,111.0,0,vCTB2,0.612502384779906
