"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"UBE2E1-AS1",2.2093409996677e-15,-0.252008084589615,0.12,0.022,8.07425761738558e-11,"Upregulated in Coldspots"
"FBXL18",2.21189026383433e-15,-1.53310548563724,0.997,1,8.08357415820896e-11,"Upregulated in Coldspots"
"AC068790.4",2.22373592270568e-15,2.29594008275652,0.118,0.024,8.12686530312016e-11,"Upregulated in Hotspots"
"C3",2.22994457798023e-15,6.11050564004005,0.346,0.141,8.14955545468656e-11,"Upregulated in Hotspots"
"AC020594.1",2.24465562254443e-15,0.770875325900235,0.328,0.148,8.20331843815088e-11,"Upregulated in Hotspots"
"AC110285.2",2.32446947353608e-15,0.943461579212802,0.138,0.032,8.49500613798494e-11,"Upregulated in Hotspots"
"DUSP13",2.35622979453822e-15,0.938069275892643,0.131,0.031,8.61107740711938e-11,"Upregulated in Hotspots"
"EFCC1",2.35705773713364e-15,-1.3268138160268,0.208,0.066,8.61410320612859e-11,"Upregulated in Coldspots"
"NUB1",2.37276379185471e-15,-0.523912770990467,1,1,8.67150255371224e-11,"Upregulated in Coldspots"
"AC009303.2",2.40987536126262e-15,1.08258038100547,0.25,0.098,8.80713049527038e-11,"Upregulated in Hotspots"
"AC026333.4",2.44290532975634e-15,0.571393430745704,0.104,0.015,8.92784181812751e-11,"Upregulated in Hotspots"
"MAD2L2",2.51260748304358e-15,-1.37512081707293,0.956,0.908,9.18257530753105e-11,"Upregulated in Coldspots"
"GGA3",2.55801572976841e-15,-0.568282443265356,1,0.985,9.34852428601162e-11,"Upregulated in Coldspots"
"ITGAM",2.67282576543334e-15,-0.340911231636553,0.42,0.201,9.76810904235269e-11,"Upregulated in Coldspots"
"AC108667.2",2.68555845392627e-15,0.854920762231625,0.18,0.056,9.81464192571896e-11,"Upregulated in Hotspots"
"APOL3",2.84740974571009e-15,-0.742328564012269,0.371,0.158,1.04061436566721e-10,"Upregulated in Coldspots"
"AL117379.1",2.86669298420704e-15,0.908566893188777,0.225,0.087,1.0476616180083e-10,"Upregulated in Hotspots"
"AC026356.2",2.87122544169019e-15,-0.602167172427449,0.129,0.028,1.0493180499201e-10,"Upregulated in Coldspots"
"GRIN2C",3.1197056770312e-15,2.95252902792661,0.191,0.066,1.14012763672782e-10,"Upregulated in Hotspots"
"LINC01503",3.13857252357595e-15,-0.328361369119611,0.731,0.345,1.14702271446607e-10,"Upregulated in Coldspots"
"PRRG3",3.16077813993474e-15,-0.500258296243548,0.107,0.017,1.15513797902055e-10,"Upregulated in Coldspots"
"RAPGEFL1",3.17093801019401e-15,-2.75902501456402,0.556,0.557,1.1588510052055e-10,"Upregulated in Coldspots"
"MESP1",3.23302455084451e-15,-1.47374205970877,0.015,0.102,1.18154115235163e-10,"Upregulated in Coldspots"
"GRXCR2",3.30463266225431e-15,0.872189751407101,0.146,0.039,1.20771105274746e-10,"Upregulated in Hotspots"
"PSMB9",3.41332068833965e-15,-1.37608140822717,0.989,0.719,1.24743217876061e-10,"Upregulated in Coldspots"
"ZNF773",3.44263741317993e-15,-0.906202735435,0.507,0.239,1.25814626902074e-10,"Upregulated in Coldspots"
"AC020978.5",3.51178119599253e-15,0.301136347637191,0.453,0.242,1.28341555588743e-10,"Upregulated in Hotspots"
"TAF1",3.54067602055972e-15,-4.07809247550658,1,1,1.29397545847376e-10,"Upregulated in Coldspots"
"HLA-DQA1",3.54957702169082e-15,-6.10938323977532,0.359,0.147,1.29722841834713e-10,"Upregulated in Coldspots"
"TCTEX1D1",3.55080287751209e-15,-0.450776039239457,0.314,0.141,1.29767641961557e-10,"Upregulated in Coldspots"
"RPF1",3.55981542301785e-15,0.335941266519931,0.997,0.997,1.3009701444961e-10,"Upregulated in Hotspots"
"AC069234.2",3.60139847396134e-15,-0.585369449904086,0.305,0.125,1.31616708629391e-10,"Upregulated in Coldspots"
"AL049820.1",3.65283318763214e-15,-0.951750249333391,0.398,0.178,1.33496441675204e-10,"Upregulated in Coldspots"
"NNT-AS1",3.67209998673936e-15,-0.552141235622921,0.976,0.962,1.34200566115377e-10,"Upregulated in Coldspots"
"ZNF804A",3.7074006988279e-15,-6.281963839219,0.431,0.196,1.35490665939364e-10,"Upregulated in Coldspots"
"AMIGO1",3.79205166692033e-15,0.660393066353029,0.116,0.021,1.3858432021927e-10,"Upregulated in Hotspots"
"PNCK",3.86121388320353e-15,0.318789828862331,0.861,0.876,1.41111922575556e-10,"Upregulated in Hotspots"
"TTF1",3.87637145630713e-15,-1.01239676324987,1,0.897,1.416658712422e-10,"Upregulated in Coldspots"
"AMH",3.88667859265137e-15,-1.0805247516241,0.313,0.126,1.42042555847037e-10,"Upregulated in Coldspots"
"BPTF",3.9125097872835e-15,-0.603704555352121,1,1,1.42986582686063e-10,"Upregulated in Coldspots"
"LINC02398",3.92165514675666e-15,-3.51847657841904,0.806,0.705,1.43320808993369e-10,"Upregulated in Coldspots"
"HHAT",3.94530148407499e-15,0.621135084534451,0.972,0.987,1.44184988037004e-10,"Upregulated in Hotspots"
"WASF3-AS1",3.99232421513531e-15,0.816121100547699,0.102,0.014,1.45903480766335e-10,"Upregulated in Hotspots"
"DND1",4.01768553048925e-15,1.00534951869534,0.159,0.049,1.4683033539726e-10,"Upregulated in Hotspots"
"CLUL1",4.1878606675326e-15,0.522067543674133,0.113,0.02,1.53049555955646e-10,"Upregulated in Hotspots"
"AC012313.6",4.23490899969574e-15,-0.302441879688821,0.107,0.017,1.5476898430288e-10,"Upregulated in Coldspots"
"GNL2",4.24290360454103e-15,-1.98770135960013,1,1,1.55061155131557e-10,"Upregulated in Coldspots"
"CXorf38",4.26408226826788e-15,-0.413817585855633,0.999,0.633,1.55835150576118e-10,"Upregulated in Coldspots"
"CCL22",4.34851978320242e-15,-1.63139889607961,0.024,0.12,1.58921003996916e-10,"Upregulated in Coldspots"
"AC022973.3",4.37145145466431e-15,0.282460249691291,0.388,0.181,1.59759064862162e-10,"Upregulated in Hotspots"
"AC021097.1",4.3715362081884e-15,1.16837057155154,0.101,0.014,1.59762162264453e-10,"Upregulated in Hotspots"
"KCNK3",4.46688140670849e-15,-0.605945950999218,0.313,0.14,1.63246647889568e-10,"Upregulated in Coldspots"
"NAP1L3",4.49240543009785e-15,0.679753965886905,0.273,0.11,1.64179448848356e-10,"Upregulated in Hotspots"
"HABP2",4.55828398868365e-15,-0.708647231906408,0.126,0.025,1.66587046650433e-10,"Upregulated in Coldspots"
"AL512641.1",4.61550151163831e-15,0.392700648368283,0.116,0.021,1.68678118244334e-10,"Upregulated in Hotspots"
"VKORC1L1",4.78205863776627e-15,-0.365051621639488,1,1,1.74765114975806e-10,"Upregulated in Coldspots"
"BOLL",4.80975987952796e-15,0.950228210516348,0.119,0.023,1.75777484557229e-10,"Upregulated in Hotspots"
"USP46",4.9170626770502e-15,-0.516837626067892,1,0.975,1.79698972595477e-10,"Upregulated in Coldspots"
"WBP2",4.92441608642598e-15,-0.461668438804234,1,0.998,1.79967710294524e-10,"Upregulated in Coldspots"
"TMX4",4.97749940023653e-15,-0.335220424998267,0.999,0.989,1.81907693081044e-10,"Upregulated in Coldspots"
"MS4A4E",5.21479843276213e-15,-0.61872499856102,0.137,0.285,1.90580023523725e-10,"Upregulated in Coldspots"
"LRRC39",5.21576268628549e-15,0.295984404415791,0.919,0.771,1.90615263132989e-10,"Upregulated in Hotspots"
"ADGRF3",5.22335006473602e-15,-1.53795035667711,0.655,0.317,1.90892551465842e-10,"Upregulated in Coldspots"
"TP53BP2",5.2893606222293e-15,-0.608562484688101,1,1,1.93304973299992e-10,"Upregulated in Coldspots"
"PKIA-AS1",5.29256806376031e-15,-0.398847622894474,0.905,0.691,1.93422192458184e-10,"Upregulated in Coldspots"
"BCL2L1",5.29798203326875e-15,-0.481485348686105,0.998,0.556,1.9362005138784e-10,"Upregulated in Coldspots"
"KCNV2",5.31426701493483e-15,-1.47870042213667,0.26,0.103,1.94215202327808e-10,"Upregulated in Coldspots"
"MTUS1",5.3846797043095e-15,-4.55800862537545,1,1,1.96788504473695e-10,"Upregulated in Coldspots"
"BBIP1",5.43457925362949e-15,-0.592184180775084,1,0.896,1.98612133403143e-10,"Upregulated in Coldspots"
"LINC00663",5.44293100333307e-15,-1.00678285891124,0.712,0.325,1.9891735644781e-10,"Upregulated in Coldspots"
"ABCA9",5.47004199120803e-15,0.717576385776906,0.232,0.094,1.99908154610689e-10,"Upregulated in Hotspots"
"AC092117.1",5.60045182846683e-15,0.955709217060864,0.189,0.063,2.04674112523149e-10,"Upregulated in Hotspots"
"G0S2",5.69827124363034e-15,-7.32133855815149,0.444,0.199,2.08249020869714e-10,"Upregulated in Coldspots"
"SMPDL3A",5.79931667786122e-15,0.696113262615286,1,0.941,2.11941827309116e-10,"Upregulated in Hotspots"
"ZNF142",6.01047491951422e-15,-0.282448117895393,0.914,0.442,2.19658816408567e-10,"Upregulated in Coldspots"
"PRMT7",6.30876462614744e-15,-0.619973314330292,0.996,1,2.30560112027184e-10,"Upregulated in Coldspots"
"ZNF316",6.50996581764212e-15,0.424259641741832,1,0.863,2.37913210771549e-10,"Upregulated in Hotspots"
"KIF5B",6.74556084343282e-15,-0.604463454267471,1,1,2.46523266584096e-10,"Upregulated in Coldspots"
"LINC02280",6.81590434190008e-15,1.19792305893266,0.102,0.015,2.4909404007908e-10,"Upregulated in Hotspots"
"IL21R",6.86793366521024e-15,-3.20038985996769,0.361,0.148,2.50995503728773e-10,"Upregulated in Coldspots"
"Z99496.2",7.01012473658482e-15,-1.23886011119315,0.048,0.159,2.56192018623229e-10,"Upregulated in Coldspots"
"PXT1",7.01117781940096e-15,-1.34677403466862,0.032,0.13,2.56230504587827e-10,"Upregulated in Coldspots"
"AL358072.1",7.14332582516585e-15,0.635232563339363,0.129,0.029,2.61059985606511e-10,"Upregulated in Hotspots"
"AC063960.2",7.14528234163911e-15,2.12759801054045,0.11,0.02,2.61131488457543e-10,"Upregulated in Hotspots"
"SEC14L3",7.22519619367059e-15,1.72113607822428,0.108,0.02,2.64052020093885e-10,"Upregulated in Hotspots"
"VAX2",7.26450450617382e-15,1.29258034965683,0.252,0.103,2.65488581682629e-10,"Upregulated in Hotspots"
"B3GNTL1",7.27373263712523e-15,-0.806109638021252,0.991,0.785,2.65825832956379e-10,"Upregulated in Coldspots"
"SPDYE1",7.32291121018436e-15,-0.586292209655081,0.214,0.072,2.67623113087398e-10,"Upregulated in Coldspots"
"BTBD6",7.55412860129038e-15,0.454235345962477,0.994,0.808,2.76073183862758e-10,"Upregulated in Hotspots"
"ADGRB3",7.63662939385909e-15,3.77317555136209,0.307,0.14,2.79088257827974e-10,"Upregulated in Hotspots"
"AP003168.2",7.69373357027757e-15,-0.544834336057438,0.296,0.118,2.81175187059364e-10,"Upregulated in Coldspots"
"AC011450.1",7.74635946571043e-15,1.40277528058682,0.126,0.029,2.83098453033853e-10,"Upregulated in Hotspots"
"BUB3",7.92124219018296e-15,-0.770994489838049,1,1,2.89489717082426e-10,"Upregulated in Coldspots"
"AC024901.1",8.06447292117836e-15,-9.44139092395318,0.885,0.672,2.94724227377384e-10,"Upregulated in Coldspots"
"FAM167A",8.22629751590082e-15,-0.630747643757774,0.136,0.031,3.00638269016111e-10,"Upregulated in Coldspots"
"TSPAN8",8.28223328730795e-15,-1.56966119486591,0.844,0.895,3.02682497717957e-10,"Upregulated in Coldspots"
"AC140847.2",8.36983877788496e-15,-1.50695480236026,0.022,0.112,3.05884127976584e-10,"Upregulated in Coldspots"
"AK7",8.47572445098281e-15,-1.72641475270875,0.415,0.453,3.09753825785618e-10,"Upregulated in Coldspots"
"OLFML1",8.49469201656815e-15,-0.459455256217522,0.77,0.357,3.104470144375e-10,"Upregulated in Coldspots"
"AC007100.1",8.59328190235634e-15,0.454133745511906,0.204,0.07,3.14050080403515e-10,"Upregulated in Hotspots"
"EMG1",8.61299849319205e-15,-0.359196622833021,1,1,3.14770642932197e-10,"Upregulated in Coldspots"
"ESRP1",8.91047096248176e-15,-0.65600716104093,0.98,0.993,3.25642071794858e-10,"Upregulated in Coldspots"
"PRAME",8.96601522039434e-15,1.56822855721693,0.151,0.041,3.27671992244532e-10,"Upregulated in Hotspots"
"KCNK5",9.18310232794562e-15,-2.17808723633712,0.666,0.596,3.35605657677101e-10,"Upregulated in Coldspots"
"AC024896.1",9.21060806637297e-15,-0.328523066737743,0.015,0.103,3.36610882393667e-10,"Upregulated in Coldspots"
"MEIS1",9.35063836544199e-15,5.59719295719665,0.992,0.989,3.41728429703443e-10,"Upregulated in Hotspots"
"RAD21",9.39733884862416e-15,-0.276916268116214,1,1,3.43435145561819e-10,"Upregulated in Coldspots"
"SCAT2",9.69098928981353e-15,-1.86329462901584,0.214,0.077,3.54166894585525e-10,"Upregulated in Coldspots"
"WT1",1.01263651802686e-14,5.55663255627917,0.115,0.022,3.70078141878096e-10,"Upregulated in Hotspots"
"PRKCQ-AS1",1.01691626382572e-14,-1.17957369312468,0.023,0.116,3.71642217777748e-10,"Upregulated in Coldspots"
"FBXL16",1.03198706806191e-14,0.605621072397748,0.127,0.028,3.77149993893906e-10,"Upregulated in Hotspots"
"PHLPP1",1.03392223839068e-14,5.24693740215362,1,1,3.77857221242259e-10,"Upregulated in Hotspots"
"LINC02577",1.05931719517139e-14,-0.380373275883747,0.533,0.65,3.87138062147338e-10,"Upregulated in Coldspots"
"RNH1",1.06282096176447e-14,-0.451845803608706,1,1,3.88418548686444e-10,"Upregulated in Coldspots"
"JDP2",1.06822521340504e-14,1.02259365965189,0.982,0.645,3.90393586491007e-10,"Upregulated in Hotspots"
"AC097478.3",1.09406761869242e-14,-2.35207474710045,0.027,0.12,3.99837951927331e-10,"Upregulated in Coldspots"
"AC020558.1",1.09479692785119e-14,1.70270070284304,0.101,0.015,4.00104485252496e-10,"Upregulated in Hotspots"
"SPIN3",1.10541552176232e-14,0.478474037054921,0.961,0.962,4.03985156583259e-10,"Upregulated in Hotspots"
"TBC1D10C",1.11671936160467e-14,-3.49288818222137,0.042,0.141,4.08116257892041e-10,"Upregulated in Coldspots"
"MCRIP1",1.12302333274567e-14,-0.82303736062508,1,0.998,4.10420107185232e-10,"Upregulated in Coldspots"
"PRR16",1.14018657469649e-14,4.28208872375757,0.349,0.171,4.16692585588579e-10,"Upregulated in Hotspots"
"PCBP3",1.15828148574181e-14,7.28287836097484,0.377,0.221,4.23305551779201e-10,"Upregulated in Hotspots"
"TMEM220",1.16523637015061e-14,-0.717598364130006,0.987,0.945,4.25847283835242e-10,"Upregulated in Coldspots"
"FAM83F",1.17507350173288e-14,-2.35985268343203,0.411,0.182,4.29442361943299e-10,"Upregulated in Coldspots"
"PLBD1-AS1",1.17702410143514e-14,-0.857513233983553,0.935,0.49,4.30155228110485e-10,"Upregulated in Coldspots"
"SMIM7",1.18574158030084e-14,-0.901803923868003,1,1,4.33341117936747e-10,"Upregulated in Coldspots"
"ZSWIM8-AS1",1.1946987881012e-14,-1.74319104364829,0.549,0.239,4.36614619099464e-10,"Upregulated in Coldspots"
"NME5",1.21142884075583e-14,1.61171989967529,0.22,0.085,4.42728784142625e-10,"Upregulated in Hotspots"
"NCS1",1.21511764638825e-14,2.23385974845375,0.987,0.807,4.44076895049048e-10,"Upregulated in Hotspots"
"CD86",1.21551271354359e-14,1.08045709544292,0.35,0.161,4.44221276291641e-10,"Upregulated in Hotspots"
"SELPLG",1.21583097983415e-14,-1.56247479249451,0.359,0.154,4.44337589890188e-10,"Upregulated in Coldspots"
"ZBTB8A",1.23804907241855e-14,-0.640500373158233,0.994,0.801,4.52457414006085e-10,"Upregulated in Coldspots"
"UBL4A",1.27716580521115e-14,-0.663139071915905,0.952,0.849,4.66753015172467e-10,"Upregulated in Coldspots"
"SDC3",1.27785623653949e-14,0.409214802976665,0.985,0.829,4.67005340205723e-10,"Upregulated in Hotspots"
"UTP14A",1.29560489292789e-14,-0.472628235615439,0.981,0.748,4.73491764169425e-10,"Upregulated in Coldspots"
"AC110809.1",1.29913036809977e-14,1.25919871843642,0.104,0.018,4.74780184325742e-10,"Upregulated in Hotspots"
"STAG2",1.30320715289865e-14,-0.395231650824049,1,1,4.76270086098339e-10,"Upregulated in Coldspots"
"AC022400.4",1.30794801736487e-14,-1.38639136050571,0.887,0.443,4.78002682426164e-10,"Upregulated in Coldspots"
"ZNF627",1.35085824527515e-14,-1.31534971846526,0.994,0.998,4.93684654318255e-10,"Upregulated in Coldspots"
"IER3-AS1",1.3592508245168e-14,1.15376675059017,0.229,0.096,4.96751806327909e-10,"Upregulated in Hotspots"
"CARD6",1.38867655861292e-14,0.256048777282109,0.265,0.107,5.07505735110677e-10,"Upregulated in Hotspots"
"AP005131.7",1.41691863274956e-14,1.55871587202233,0.145,0.043,5.17827083524655e-10,"Upregulated in Hotspots"
"PSME4",1.43311217790195e-14,2.90677642802019,1,1,5.23745176536047e-10,"Upregulated in Hotspots"
"RILPL1",1.44373354140329e-14,-1.81760518396884,0.997,0.999,5.27626860041247e-10,"Upregulated in Coldspots"
"C17orf99",1.4537235759356e-14,-2.27004695430444,0.208,0.331,5.31277818061424e-10,"Upregulated in Coldspots"
"PIK3IP1-AS1",1.4579835637974e-14,-2.74945090317711,0.671,0.34,5.32834673225399e-10,"Upregulated in Coldspots"
"IGFLR1",1.46780108081618e-14,-2.58609426531374,0.845,0.636,5.3642258299508e-10,"Upregulated in Coldspots"
"AC015574.1",1.47535430930369e-14,-1.37405055767338,0.632,0.334,5.39182985878125e-10,"Upregulated in Coldspots"
"GPRC5D",1.52362511156496e-14,-1.43560527267464,0.24,0.086,5.5682403327253e-10,"Upregulated in Coldspots"
"PPIH",1.55375878598565e-14,-1.11684806538959,1,1,5.67836685926316e-10,"Upregulated in Coldspots"
"LINC02073",1.58484441908601e-14,0.385143083696734,0.151,0.041,5.79197241399172e-10,"Upregulated in Hotspots"
"ZDHHC15",1.59266056307165e-14,1.65428696457487,0.254,0.117,5.82053729380164e-10,"Upregulated in Hotspots"
"AC012485.3",1.59748426553883e-14,-0.918496377161451,0.328,0.145,5.8381659968382e-10,"Upregulated in Coldspots"
"FBXO34",1.60251592337008e-14,1.43309842102393,1,1,5.85655469354829e-10,"Upregulated in Hotspots"
"FAM214A",1.61607260652368e-14,1.64216250131618,1,1,5.90609894780145e-10,"Upregulated in Hotspots"
"AC107375.1",1.61771466620372e-14,-1.60952951474159,0.537,0.275,5.91210001910812e-10,"Upregulated in Coldspots"
"CFAP410",1.61945476001443e-14,0.648472499749019,0.924,0.652,5.91845936594874e-10,"Upregulated in Hotspots"
"RBM26",1.62175444735382e-14,-0.336173647374214,1,1,5.92686380329926e-10,"Upregulated in Coldspots"
"ALG2",1.634902318024e-14,-0.399636921431116,1,0.955,5.97491401145051e-10,"Upregulated in Coldspots"
"AC103760.1",1.64080208620091e-14,0.937566669467357,0.103,0.017,5.99647530422983e-10,"Upregulated in Hotspots"
"AC025159.1",1.65917868846934e-14,-0.90867636270733,0.931,0.718,6.06363443488007e-10,"Upregulated in Coldspots"
"TMEM117",1.68674935158848e-14,1.12266997799174,1,0.999,6.16439418031525e-10,"Upregulated in Hotspots"
"AL035587.2",1.69725412141864e-14,0.317650668686577,0.309,0.15,6.20278491213657e-10,"Upregulated in Hotspots"
"KIF15",1.72840867260959e-14,-4.83403352932787,0.848,0.617,6.31664233491903e-10,"Upregulated in Coldspots"
"VPS9D1-AS1",1.75414236471415e-14,0.541794348054093,0.119,0.024,6.41068868608432e-10,"Upregulated in Hotspots"
"AC108052.1",1.75493450391112e-14,-1.59838525032736,0.706,0.572,6.41358363799358e-10,"Upregulated in Coldspots"
"CMC1",1.76912412590569e-14,-0.559141678857496,1,1,6.46544103053492e-10,"Upregulated in Coldspots"
"MYH10",1.7828162572133e-14,5.25413409855531,1,1,6.51548029361172e-10,"Upregulated in Hotspots"
"C20orf141",1.83563089546099e-14,-2.01466096258373,0.347,0.141,6.70849667055174e-10,"Upregulated in Coldspots"
"BMP6",1.86489980509261e-14,1.81597375402156,0.372,0.586,6.81546282769146e-10,"Upregulated in Hotspots"
"C9orf57",1.86890203845291e-14,-0.3621928013245,0.202,0.066,6.83008938973002e-10,"Upregulated in Coldspots"
"A2ML1",1.88104394007185e-14,-1.26263289038126,0.394,0.169,6.87446318338659e-10,"Upregulated in Coldspots"
"IBA57-DT",1.88228312155808e-14,-2.34502707634326,0.028,0.119,6.87899189604616e-10,"Upregulated in Coldspots"
"AC008875.2",1.92188001349173e-14,-1.29836835707486,0.525,0.527,7.02370269730689e-10,"Upregulated in Coldspots"
"TRAPPC1",1.95274471836484e-14,-0.567060104828185,1,1,7.13650084773616e-10,"Upregulated in Coldspots"
"ADAL",1.96364380116515e-14,-0.422895049604179,0.982,0.876,7.17633263573817e-10,"Upregulated in Coldspots"
"ST6GALNAC2",2.01011890132177e-14,-0.401993559527422,0.916,0.971,7.34618053677056e-10,"Upregulated in Coldspots"
"SNX6",2.01238398712908e-14,-3.21774288729923,1,1,7.35445851936194e-10,"Upregulated in Coldspots"
"NRSN2",2.07133813597103e-14,-1.02344754678763,0.945,0.688,7.56991235171974e-10,"Upregulated in Coldspots"
"FBLN2",2.07350742347464e-14,1.0087791809299,0.949,0.725,7.57784022983041e-10,"Upregulated in Hotspots"
"CRTC3-AS1",2.07709417533246e-14,0.534894323014905,0.864,0.705,7.59094837317002e-10,"Upregulated in Hotspots"
"SLC25A16",2.1030112988564e-14,-1.80258174638037,1,1,7.68566509280061e-10,"Upregulated in Coldspots"
"AC144831.1",2.13391337116159e-14,2.46498285015804,0.192,0.074,7.79859980624714e-10,"Upregulated in Hotspots"
"CDKN1A",2.14741837561e-14,0.984462725495894,1,0.973,7.84795519550431e-10,"Upregulated in Hotspots"
"AC126614.1",2.17645099253585e-14,1.09963181238436,0.114,0.022,7.9540577973215e-10,"Upregulated in Hotspots"
"AC010761.4",2.17982936998134e-14,-2.70643647207543,0.207,0.069,7.96640441553379e-10,"Upregulated in Coldspots"
"TRPM7",2.20842114803002e-14,-2.19092748041309,1,1,8.07089592759051e-10,"Upregulated in Coldspots"
"FUBP3",2.21537245621018e-14,0.341143740980245,1,1,8.09630017846571e-10,"Upregulated in Hotspots"
"NUAK2",2.25123861905739e-14,0.726804569190201,0.997,0.999,8.22737665720713e-10,"Upregulated in Hotspots"
"AC027801.1",2.28454887868286e-14,-0.422958955846468,0.152,0.041,8.3491123320344e-10,"Upregulated in Coldspots"
"KTN1",2.29968396372504e-14,-0.548971767132357,1,1,8.40442501382954e-10,"Upregulated in Coldspots"
"OLFML2B",2.408882578626e-14,-0.356651208535548,0.225,0.083,8.80350227184660e-10,"Upregulated in Coldspots"
"AC092332.1",2.49212698895648e-14,-0.595159758601648,0.246,0.092,9.10772729384035e-10,"Upregulated in Coldspots"
"MRPL47",2.51442118329803e-14,-0.424693260261225,1,0.998,9.18920365648099e-10,"Upregulated in Coldspots"
"OGFRL1",2.52624983893245e-14,0.796997850829443,0.823,1,9.23243266136253e-10,"Upregulated in Hotspots"
"HOGA1",2.53410447883493e-14,1.76264327716484,0.109,0.021,9.26113822835012e-10,"Upregulated in Hotspots"
"POPDC3",2.58757001408266e-14,0.392046480725256,0.203,0.071,9.45653337346649e-10,"Upregulated in Hotspots"
"AL096794.1",2.74707954340225e-14,-0.875177465702675,0.635,0.6,1.00394768993178e-09,"Upregulated in Coldspots"
"POMGNT2",2.85165850075813e-14,0.3617746760287,0.635,0.778,1.04216711568707e-09,"Upregulated in Hotspots"
"PLVAP",2.88121485115361e-14,-2.45953895695305,0.423,0.185,1.0529687795026e-09,"Upregulated in Coldspots"
"KIAA1211",2.93176809695765e-14,-2.14218645787903,0.531,0.578,1.07144396871414e-09,"Upregulated in Coldspots"
"SRSF10",2.97358719899575e-14,-1.50278410911857,1,1,1.08672717774499e-09,"Upregulated in Coldspots"
"MKS1",3.02268747737329e-14,-1.2314637051653,0.89,0.473,1.10467136548084e-09,"Upregulated in Coldspots"
"AL359764.2",3.09182069852727e-14,0.253531719292461,0.169,0.051,1.12993679248378e-09,"Upregulated in Hotspots"
"AC005837.4",3.0988031539219e-14,0.396971933828954,0.109,0.02,1.1324886006323e-09,"Upregulated in Hotspots"
"NR1I3",3.10557842276389e-14,-0.636198483307918,0.206,0.071,1.13496469038329e-09,"Upregulated in Coldspots"
"TLR9",3.12234276005105e-14,1.18603398678086,0.116,0.025,1.14109138508826e-09,"Upregulated in Hotspots"
"DHRS2",3.1254782217869e-14,0.767231682635058,0.739,0.589,1.14223727093424e-09,"Upregulated in Hotspots"
"ACTA1",3.14204883740794e-14,0.282348525907409,0.114,0.022,1.1482931681191e-09,"Upregulated in Hotspots"
"TMEM106A",3.15670688176972e-14,0.368554630900763,0.988,0.582,1.15365009701156e-09,"Upregulated in Hotspots"
"MYOM2",3.15700168958106e-14,0.818108506852209,0.196,0.071,1.1537578374743e-09,"Upregulated in Hotspots"
"GPR108",3.28173520679188e-14,-0.822586109136587,0.999,0.989,1.19934294867416e-09,"Upregulated in Coldspots"
"AL139234.1",3.31212868517593e-14,1.16897477689418,0.101,0.017,1.21045054928439e-09,"Upregulated in Hotspots"
"AC112907.3",3.35717914709478e-14,-1.02122631931524,0.263,0.103,1.22691469109726e-09,"Upregulated in Coldspots"
"PHF3",3.40583259475355e-14,-1.329629876229,1,1,1.24469558007863e-09,"Upregulated in Coldspots"
"HIRIP3",3.44741586941635e-14,-1.0689388173114,0.948,0.455,1.2598926036369e-09,"Upregulated in Coldspots"
"ENOX1",3.50297418637947e-14,-0.781773774671326,0.885,0.73,1.28019694615424e-09,"Upregulated in Coldspots"
"PLEK2",3.63737081888465e-14,-1.75065836960763,0.197,0.322,1.32931353946958e-09,"Upregulated in Coldspots"
"AC018638.7",3.65301540092647e-14,0.495243738293505,0.224,0.083,1.33503100842259e-09,"Upregulated in Hotspots"
"DCUN1D2",3.73074697052774e-14,0.299069221141229,1,1,1.36343878784907e-09,"Upregulated in Hotspots"
"SERPINB1",3.80113719399651e-14,-0.534168301155636,1,1,1.38916359891796e-09,"Upregulated in Coldspots"
"AC116667.1",3.88363320350019e-14,0.849339100561636,0.113,0.022,1.41931259055118e-09,"Upregulated in Hotspots"
"ERN1",3.88625521144574e-14,-6.8401340248918,1,1,1.42027082957496e-09,"Upregulated in Coldspots"
"LRSAM1",4.15875867602072e-14,-0.678881243334811,1,1,1.51985994573853e-09,"Upregulated in Coldspots"
"C17orf100",4.16178042025121e-14,-1.48863918886572,0.52,0.245,1.52096427238501e-09,"Upregulated in Coldspots"
"AC087501.1",4.18570016510328e-14,0.400454810388934,0.157,0.045,1.52970598233864e-09,"Upregulated in Hotspots"
"TCEA1",4.20499861071173e-14,-0.436181521705968,1,1,1.53675879227071e-09,"Upregulated in Coldspots"
"SUSD3",4.35945888683237e-14,0.499283640802558,0.224,0.088,1.59320784478176e-09,"Upregulated in Hotspots"
"AC120498.4",4.46320591944172e-14,-1.86977573578805,0.613,0.284,1.63112323531917e-09,"Upregulated in Coldspots"
"KCNQ2",4.54719639726694e-14,0.271281302726699,0.104,0.018,1.66181839534518e-09,"Upregulated in Hotspots"
"UBA7",4.76257499761813e-14,-1.03732040831709,0.754,0.359,1.74053065862952e-09,"Upregulated in Coldspots"
"PARM1",4.80301666600406e-14,2.82857905136412,0.773,0.398,1.75531047075784e-09,"Upregulated in Hotspots"
"LINC00997",4.89624422620624e-14,-2.73472721026378,0.314,0.381,1.78938141490933e-09,"Upregulated in Coldspots"
"IL1RL2",4.90942898998545e-14,-0.739556561282868,0.314,0.137,1.79419991868008e-09,"Upregulated in Coldspots"
"AP000721.2",4.94564054258811e-14,0.410702744528196,0.134,0.033,1.80743379269425e-09,"Upregulated in Hotspots"
