"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"CHD9",2.40947667890644e-13,1.26793320524663,0.855,0.731,5.3208473500291e-09,"Upregulated in Hotspots"
"IGSF5",2.43322529258869e-13,-2.44625622988956,0.052,0.352,5.3732914136236e-09,"Upregulated in Coldspots"
"PLEK",2.52147030685804e-13,2.4541758931858,0.342,0.041,5.56816287863462e-09,"Upregulated in Hotspots"
"MYO1F",2.52292424411879e-13,4.18982455888002,0.28,0.016,5.57137360828753e-09,"Upregulated in Hotspots"
"RALGPS2",2.52471188543544e-13,1.71692784092966,0.528,0.176,5.57532125660708e-09,"Upregulated in Hotspots"
"MAFK",2.75893506285276e-13,-3.13750352374993,0.062,0.358,6.09255629929775e-09,"Upregulated in Coldspots"
"MED13L",3.081079606952e-13,0.826372148227976,0.959,0.922,6.8039480960321e-09,"Upregulated in Hotspots"
"EPS8L1",3.15005676800685e-13,-3.4391116342577,0.052,0.342,6.95627036078953e-09,"Upregulated in Coldspots"
"JAM3",3.18600908628106e-13,2.18359993833939,0.394,0.073,7.03566386523447e-09,"Upregulated in Hotspots"
"IDH1",3.27743365900465e-13,2.18762700317577,0.399,0.078,7.23755674917997e-09,"Upregulated in Hotspots"
"HIF1A",3.34292149967488e-13,1.4047795939134,0.684,0.363,7.38217354773204e-09,"Upregulated in Hotspots"
"LARP4B",3.49505614884971e-13,-1.30475781805269,0.746,0.907,7.7181324935048e-09,"Upregulated in Coldspots"
"ACAP2",3.57358501885287e-13,1.29012806671607,0.803,0.596,7.89154779713279e-09,"Upregulated in Hotspots"
"MERTK",3.75283997259556e-13,2.85598969730848,0.389,0.083,8.28739651148276e-09,"Upregulated in Hotspots"
"ZNF554",3.75565110125825e-13,-3.25481389902883,0.041,0.326,8.29360432690859e-09,"Upregulated in Coldspots"
"LINC01645",3.76244478094664e-13,5.53915881110803,0.254,0.005,8.30860680976446e-09,"Upregulated in Hotspots"
"STXBP6",3.81661469180517e-13,2.30319153230578,0.404,0.093,8.42823022391336e-09,"Upregulated in Hotspots"
"SUFU",3.8545574407432e-13,2.4262647547021,0.415,0.093,8.51201919639321e-09,"Upregulated in Hotspots"
"ABHD17C",3.9420964755206e-13,-3.11220950358603,0.062,0.358,8.70533164689214e-09,"Upregulated in Coldspots"
"NME7",4.25398909444303e-13,2.62935662007961,0.337,0.041,9.39408411725854e-09,"Upregulated in Hotspots"
"TNS4",4.34222221612245e-13,-4.75488750216347,0.01,0.264,9.5889293198632e-09,"Upregulated in Coldspots"
"ABCG2",4.43976400266878e-13,-2.21770072601173,0.176,0.503,9.80433084709347e-09,"Upregulated in Coldspots"
"ANKH",4.46141670031102e-13,3.7028243385863,0.601,0.332,9.85214649929683e-09,"Upregulated in Hotspots"
"MS4A4A",4.62494864746097e-13,2.61297687689075,0.373,0.067,1.02132740981881e-08,"Upregulated in Hotspots"
"CSHL1",5.18431801197098e-13,-3.4447848426729,0.062,0.352,1.14485294658355e-08,"Upregulated in Coldspots"
"LINC00342",5.28512563207588e-13,3.74723392962003,0.295,0.026,1.16711429333132e-08,"Upregulated in Hotspots"
"NIPSNAP3B",5.68766196827231e-13,4.28540221886225,0.264,0.01,1.25600639245357e-08,"Upregulated in Hotspots"
"RAP2A",6.47406751696432e-13,2.05444778402238,0.368,0.057,1.42966832977123e-08,"Upregulated in Hotspots"
"GNPTAB",6.93262699856235e-13,1.98994633533608,0.43,0.098,1.53093202009252e-08,"Upregulated in Hotspots"
"NLN",7.13810093580586e-13,2.75488750216347,0.358,0.062,1.57630682965401e-08,"Upregulated in Hotspots"
"MAP3K3",7.5752163024264e-13,2.30932805810773,0.363,0.057,1.67283501606482e-08,"Upregulated in Hotspots"
"CAMSAP2",7.91404185406556e-13,-1.32033307533198,0.513,0.782,1.7476578626333e-08,"Upregulated in Coldspots"
"STX16",8.06760900795207e-13,1.68907090406189,0.523,0.176,1.78157009722606e-08,"Upregulated in Hotspots"
"MS4A6A",8.24114449230493e-13,2.14809863898913,0.368,0.062,1.8198919382357e-08,"Upregulated in Hotspots"
"RNF144B",8.34232858807049e-13,3.26534456652099,0.337,0.052,1.84223642210361e-08,"Upregulated in Hotspots"
"FAM110B",8.58882004610855e-13,2.24236083756904,0.352,0.052,1.89666913078215e-08,"Upregulated in Hotspots"
"TMEM40",8.66948730687336e-13,-2.47130571892559,0.057,0.352,1.91448288197684e-08,"Upregulated in Coldspots"
"CD163L1",8.83033727960457e-13,2.4431298063082,0.461,0.161,1.95000338145508e-08,"Upregulated in Hotspots"
"FKTN",8.95581925589768e-13,3.32192809488736,0.285,0.021,1.97771356627989e-08,"Upregulated in Hotspots"
"CYTH4",9.20241934798651e-13,3.2129937233342,0.295,0.026,2.03217026461586e-08,"Upregulated in Hotspots"
"VPS13C",9.22036155247881e-13,1.11547721741994,0.772,0.539,2.0361324416339e-08,"Upregulated in Hotspots"
"CAPZB",9.39531303528749e-13,1.47089073401236,0.762,0.549,2.07476697758254e-08,"Upregulated in Hotspots"
"NT5E",9.60902488029825e-13,-3.66837850890879,0.026,0.29,2.12196096431626e-08,"Upregulated in Coldspots"
"ASAP1",9.91103218013909e-13,0.977549309186609,0.938,0.896,2.18865323634012e-08,"Upregulated in Hotspots"
"USP53",1.01662773075754e-12,-1.16201980335697,0.28,0.658,2.24501901783189e-08,"Upregulated in Coldspots"
"ZDHHC20",1.02223756423959e-12,-1.31586209418801,0.399,0.72,2.25740721311029e-08,"Upregulated in Coldspots"
"SLC44A1",1.10521440713758e-12,-1.67893864893017,0.326,0.637,2.44064497528192e-08,"Upregulated in Coldspots"
"HS2ST1",1.1074355796952e-12,1.77118130950412,0.648,0.383,2.44554999064091e-08,"Upregulated in Hotspots"
"ARHGAP42",1.19908101886449e-12,-1.21486589468554,0.43,0.746,2.64793061395846e-08,"Upregulated in Coldspots"
"STK32B",1.26141627544711e-12,4.14295795384204,0.269,0.016,2.78558556106984e-08,"Upregulated in Hotspots"
"PPP2R5C",1.28530720304559e-12,1.62243720613982,0.575,0.233,2.83834389648558e-08,"Upregulated in Hotspots"
"DOK5",1.35396038249219e-12,5.89481776330794,0.244,0.005,2.9899507126575e-08,"Upregulated in Hotspots"
"SRGAP3",1.37848040455816e-12,3.22780591752281,0.378,0.088,3.04409827738578e-08,"Upregulated in Hotspots"
"ASTN2",1.38674225705987e-12,3.02106161552783,0.311,0.036,3.06234292626532e-08,"Upregulated in Hotspots"
"ARAP2",1.39584772876324e-12,2.63890130783196,0.42,0.119,3.08245053942786e-08,"Upregulated in Hotspots"
"PLSCR1",1.47977884613052e-12,2,0.42,0.098,3.26779562591002e-08,"Upregulated in Hotspots"
"NEK7",1.48341125302987e-12,-1.34228115684353,0.725,0.902,3.27581707006587e-08,"Upregulated in Coldspots"
"CRYBG2",1.52043569156333e-12,-3.05444778402238,0.041,0.316,3.35757813767931e-08,"Upregulated in Coldspots"
"ASXL1",1.5751250481394e-12,1.7796099315747,0.549,0.212,3.47834864380623e-08,"Upregulated in Hotspots"
"MAP4K4",1.58029032135688e-12,1.44107536018037,0.694,0.389,3.48975511665239e-08,"Upregulated in Hotspots"
"RPH3AL",1.62195318718192e-12,4.64385618977473,0.254,0.01,3.58175922325383e-08,"Upregulated in Hotspots"
"SYT12",1.62868586445401e-12,-4.39231742277876,0.016,0.264,3.5966269944738e-08,"Upregulated in Coldspots"
"BLVRA",1.65859771759198e-12,3,0.311,0.036,3.66268133975838e-08,"Upregulated in Hotspots"
"SQSTM1",1.68948931964809e-12,-1.83898653110671,0.352,0.642,3.73089926457888e-08,"Upregulated in Coldspots"
"CENPP",1.73774878700757e-12,2.17396051467747,0.575,0.269,3.83747064634882e-08,"Upregulated in Hotspots"
"TTC7B",1.80753712262109e-12,-1.01571008308866,0.637,0.85,3.99158422788415e-08,"Upregulated in Coldspots"
"KANTR",1.82648304675586e-12,2.2410080995038,0.363,0.062,4.03342251215097e-08,"Upregulated in Hotspots"
"SLC2A3",1.99421909468931e-12,3,0.347,0.057,4.40383402680239e-08,"Upregulated in Hotspots"
"FBXL7",2.00219681188881e-12,2,0.378,0.078,4.42145121969406e-08,"Upregulated in Hotspots"
"AL589787.1",2.11599121506475e-12,-4.35755200461808,0.016,0.264,4.67274340022748e-08,"Upregulated in Coldspots"
"KCNH7",2.11608957704148e-12,-3.58496250072116,0.031,0.295,4.6729606129807e-08,"Upregulated in Coldspots"
"DGKH",2.17392346691563e-12,2.20696238076684,0.409,0.098,4.80067519198979e-08,"Upregulated in Hotspots"
"ST5",2.20814299279028e-12,-1.85798099512757,0.238,0.554,4.87624217097877e-08,"Upregulated in Coldspots"
"RDH13",2.49148226404811e-12,-2.71989208080726,0.109,0.404,5.50194028369743e-08,"Upregulated in Coldspots"
"XDH",2.51886665828685e-12,-4.07528812730424,0.016,0.264,5.56241324149486e-08,"Upregulated in Coldspots"
"DENND3",2.56940215996609e-12,3.39231742277876,0.332,0.057,5.67401078985313e-08,"Upregulated in Hotspots"
"LPGAT1",2.615200517756e-12,1.75488750216347,0.461,0.124,5.77514730336057e-08,"Upregulated in Hotspots"
"OSMR",2.76604311339621e-12,-2.2024378149608,0.171,0.487,6.10825300731286e-08,"Upregulated in Coldspots"
"STEAP4",2.87996528455443e-12,-3.18762700317577,0.067,0.347,6.35982733788155e-08,"Upregulated in Coldspots"
"USP24",2.95304592908467e-12,1.56847437793259,0.606,0.269,6.52121132519767e-08,"Upregulated in Hotspots"
"VSIG4",3.03309492326026e-12,1.81378119121704,0.409,0.088,6.69798351903562e-08,"Upregulated in Hotspots"
"NAIP",3.04828005817054e-12,2.41953889151378,0.373,0.078,6.73151685245799e-08,"Upregulated in Hotspots"
"TTC39C",3.08943115145619e-12,4.52356195605701,0.259,0.016,6.82239081176071e-08,"Upregulated in Hotspots"
"CBL",3.09558374556014e-12,2.24207478719815,0.368,0.073,6.83597758532046e-08,"Upregulated in Hotspots"
"ANTXR1",3.12342608094518e-12,2.75844532157666,0.316,0.041,6.89746181455124e-08,"Upregulated in Hotspots"
"DTWD1",3.18237901150718e-12,2.61297687689075,0.326,0.047,7.02764757111132e-08,"Upregulated in Hotspots"
"NEK3",3.19200665689655e-12,3.23946593469539,0.301,0.036,7.04890830042465e-08,"Upregulated in Hotspots"
"XRCC4",3.19826644467088e-12,2.21501289097085,0.44,0.13,7.06273178976671e-08,"Upregulated in Hotspots"
"MIR4713HG",3.27456513489533e-12,-2.04209133348903,0.161,0.482,7.23122218738935e-08,"Upregulated in Coldspots"
"IGF2BP3",3.33286461773156e-12,-0.935946628892602,0.777,0.959,7.3599649353366e-08,"Upregulated in Coldspots"
"CYLD",3.34163868675211e-12,2.59903768593288,0.347,0.062,7.37934071195469e-08,"Upregulated in Hotspots"
"CGB3",3.37049356581246e-12,-3.30616077902905,0.13,0.42,7.44306094138366e-08,"Upregulated in Coldspots"
"BET1",3.44306996389628e-12,-2.07707622301864,0.119,0.43,7.60333140127214e-08,"Upregulated in Coldspots"
"LRRC28",3.74279666891698e-12,2.07528812730424,0.451,0.13,8.26521788396937e-08,"Upregulated in Hotspots"
"TET3",3.91129553158222e-12,2.02696704760027,0.477,0.155,8.63731392239303e-08,"Upregulated in Hotspots"
"ITPKB",3.94908682861428e-12,2.6724253419715,0.342,0.057,8.72076844362891e-08,"Upregulated in Hotspots"
"NLK",4.2064573440701e-12,1.38401060365822,0.679,0.42,9.28911975291e-08,"Upregulated in Hotspots"
"PHACTR1",4.24216543427188e-12,3.14684138832927,0.301,0.036,9.36797392850259e-08,"Upregulated in Hotspots"
"HSPB8",4.30129085645925e-12,-2.49923262669527,0.073,0.363,9.49854059831896e-08,"Upregulated in Coldspots"
"ATXN7",4.47073099696073e-12,-1.39513794184114,0.42,0.694,9.87271526058838e-08,"Upregulated in Coldspots"
"GLI3",4.50058275980891e-12,-0.760501108626995,0.415,0.834,9.93863690848602e-08,"Upregulated in Coldspots"
"P2RY6",4.66177016992618e-12,-1.89162383895521,0.088,0.389,1.0294587066248e-07,"Upregulated in Coldspots"
"CUEDC1",4.70414353058383e-12,2.39530128121758,0.352,0.062,1.03881601585883e-07,"Upregulated in Hotspots"
"AOAH",4.78858520797091e-12,3.01282404035758,0.28,0.026,1.05746327147622e-07,"Upregulated in Hotspots"
"ODF2L",4.78930107732049e-12,1.91886323727459,0.399,0.088,1.05762135690468e-07,"Upregulated in Hotspots"
"TCF7L2",4.79651438060342e-12,2.78298691532233,0.668,0.389,1.05921427066865e-07,"Upregulated in Hotspots"
"SHOC1",4.89068878200108e-12,2.08746284125034,0.425,0.114,1.0800108037293e-07,"Upregulated in Hotspots"
"COLGALT1",5.12516561387872e-12,2.89812038598079,0.301,0.036,1.13179032251284e-07,"Upregulated in Hotspots"
"WWC1",5.12566405021817e-12,-2.46297197634255,0.109,0.404,1.13190039220968e-07,"Upregulated in Coldspots"
"NFKB1",5.48709343376576e-12,1.31092909593811,0.497,0.155,1.21171484297849e-07,"Upregulated in Hotspots"
"AL136962.1",5.66993955443205e-12,-1.41772658680648,0.192,0.544,1.25209275180523e-07,"Upregulated in Coldspots"
"KCNJ5",5.81904948930634e-12,3.13750352374993,0.29,0.031,1.28502069872352e-07,"Upregulated in Hotspots"
"MBD2",5.91597824147227e-12,-1.22470628717469,0.42,0.72,1.30642547506432e-07,"Upregulated in Coldspots"
"RAPH1",5.96509455055587e-12,1.46844849199473,0.627,0.306,1.31727182959925e-07,"Upregulated in Hotspots"
"SULT1C2",6.39795090318338e-12,4.56985560833095,0.244,0.01,1.41285949794999e-07,"Upregulated in Hotspots"
"TUBGCP3",6.40436230043277e-12,2.14839183989267,0.394,0.093,1.41427532680457e-07,"Upregulated in Hotspots"
"ROCK1",6.44741261624677e-12,1.20474455551702,0.725,0.451,1.42378212804577e-07,"Upregulated in Hotspots"
"DKK2",6.67032651659142e-12,5.83605035505807,0.254,0.016,1.47300820465888e-07,"Upregulated in Hotspots"
"KIF6",6.80426223222277e-12,-4.54843662469604,0.016,0.254,1.50258522874175e-07,"Upregulated in Coldspots"
"SLC16A10",6.89503424497626e-12,2.1879897172043,0.435,0.124,1.52263041231811e-07,"Upregulated in Hotspots"
"EHD4",6.92955226164096e-12,2.4447848426729,0.368,0.078,1.53025302593817e-07,"Upregulated in Hotspots"
"SLC8A1",7.02284375381089e-12,1.88806672131686,0.503,0.181,1.55085458615406e-07,"Upregulated in Hotspots"
"GNB4",7.23649626477399e-12,1.62618516344767,0.42,0.104,1.59803547015004e-07,"Upregulated in Hotspots"
"APH1B",7.45349614775601e-12,3.10433665981474,0.285,0.031,1.64595555430896e-07,"Upregulated in Hotspots"
"TRANK1",8.29669275220533e-12,2.26303440583379,0.306,0.036,1.8321586604695e-07,"Upregulated in Hotspots"
"AP3B1",8.83977247943067e-12,1.06261197729968,0.839,0.653,1.95208695663267e-07,"Upregulated in Hotspots"
"AL357522.1",9.05094065463234e-12,3.8073549220576,0.264,0.021,1.99871922476246e-07,"Upregulated in Hotspots"
"STX2",9.13064877974343e-12,2.89812038598079,0.295,0.036,2.01632117003074e-07,"Upregulated in Hotspots"
"SPP1",9.47468644526078e-12,0.961613446847903,0.668,0.383,2.09229500770694e-07,"Upregulated in Hotspots"
"AC005670.3",9.57834616932885e-12,2.28757659009659,0.326,0.052,2.11518618457289e-07,"Upregulated in Hotspots"
"STK4",9.73003979057324e-12,1.4671260104273,0.487,0.161,2.14868468695229e-07,"Upregulated in Hotspots"
"PLTP",9.88833496156756e-12,1.05852607660646,0.482,0.124,2.18364100956296e-07,"Upregulated in Hotspots"
"RCN3",9.98801319470641e-12,3.67807190511264,0.244,0.01,2.20565295378702e-07,"Upregulated in Hotspots"
"PIK3C2B",1.03102203933949e-11,-2.47883414985981,0.161,0.446,2.27680596947339e-07,"Upregulated in Coldspots"
"LINC02245",1.03942141827869e-11,-2.09038623645711,0.166,0.466,2.29535431798484e-07,"Upregulated in Coldspots"
"MAP3K1",1.13291461642298e-11,1.65920113101307,0.591,0.285,2.50181534744687e-07,"Upregulated in Hotspots"
"ZNF710",1.14355093682691e-11,2.22239242133645,0.409,0.114,2.52530353379486e-07,"Upregulated in Hotspots"
"RABGAP1L",1.14419015719942e-11,1.48917896203135,0.86,0.839,2.52671512414348e-07,"Upregulated in Hotspots"
"AC004889.1",1.17014819059338e-11,2.93859945533586,0.285,0.031,2.58403824928736e-07,"Upregulated in Hotspots"
"CD53",1.26469441017682e-11,2.27684020535882,0.347,0.062,2.79282466599348e-07,"Upregulated in Hotspots"
"ULK2",1.31033086607296e-11,2.24207478719815,0.383,0.088,2.89360365154893e-07,"Upregulated in Hotspots"
"ARHGAP26",1.32419522777381e-11,-1.11731950478673,0.627,0.865,2.92422032149291e-07,"Upregulated in Coldspots"
"FCGRT",1.36269008042887e-11,1.26449981483829,0.456,0.114,3.00922850461107e-07,"Upregulated in Hotspots"
"CBLB",1.37846540420859e-11,-1.24257030327408,0.793,0.938,3.04406515211383e-07,"Upregulated in Coldspots"
"SLC36A1",1.38947640648956e-11,2.5077946401987,0.316,0.047,3.0683807484509e-07,"Upregulated in Hotspots"
"RFTN1",1.42218910871343e-11,2.43295940727611,0.28,0.026,3.14062020877186e-07,"Upregulated in Hotspots"
"SESN3",1.437948738541e-11,1.97691638688696,0.472,0.15,3.17542219932009e-07,"Upregulated in Hotspots"
"AC098829.1",1.44070533886793e-11,3.61470984411521,0.269,0.026,3.18150959982204e-07,"Upregulated in Hotspots"
"BCKDHB",1.48405067834123e-11,-1.60665757182048,0.342,0.617,3.27722911298093e-07,"Upregulated in Coldspots"
"GLB1",1.51237427745907e-11,1.96523458183932,0.358,0.067,3.33977611691287e-07,"Upregulated in Hotspots"
"WWP1",1.51542209030742e-11,2.11829931285278,0.777,0.658,3.34650660202587e-07,"Upregulated in Hotspots"
"ADAMTS2",1.6048195775425e-11,3.73696559416621,0.249,0.016,3.54392307308711e-07,"Upregulated in Hotspots"
"GATA3",1.64684089857331e-11,-1.27770409463068,0.171,0.523,3.63671875631944e-07,"Upregulated in Coldspots"
"KRT23",1.67334070305648e-11,-2.2184235191335,0.073,0.358,3.69523827455963e-07,"Upregulated in Coldspots"
"ITIH5",1.73436104695399e-11,-1.58496250072116,0.218,0.549,3.8299894999885e-07,"Upregulated in Coldspots"
"PRKAR1A",1.73488467274013e-11,1.34701907585019,0.487,0.161,3.83114582281204e-07,"Upregulated in Hotspots"
"MLXIP",1.75469769862187e-11,2.13124453327825,0.352,0.067,3.87489892786669e-07,"Upregulated in Hotspots"
"ARMC2",1.76762485555749e-11,2.58496250072116,0.342,0.067,3.9034459685276e-07,"Upregulated in Hotspots"
"SRSF5",1.78393783253067e-11,-1.25022662953317,0.435,0.736,3.93946991557749e-07,"Upregulated in Coldspots"
"BBS9",1.81448755136087e-11,1.36564947231668,0.56,0.228,4.00693285967021e-07,"Upregulated in Hotspots"
"PTPRA",1.81735981635257e-11,0.969256476568892,0.772,0.482,4.01327568245139e-07,"Upregulated in Hotspots"
"SYT7",1.87276375302648e-11,-2.61470984411521,0.057,0.326,4.13562419580837e-07,"Upregulated in Coldspots"
"AP1B1",1.88561277892805e-11,1.73434012475938,0.482,0.161,4.1639986997068e-07,"Upregulated in Hotspots"
"GOLIM4",1.93225766712435e-11,2.22239242133645,0.321,0.052,4.26700460631071e-07,"Upregulated in Hotspots"
"P4HA1",1.95446839934038e-11,1.36257007938471,0.539,0.197,4.31605256626335e-07,"Upregulated in Hotspots"
"PLA2G4A",1.95633888512861e-11,3.44057259138598,0.259,0.021,4.32018316002951e-07,"Upregulated in Hotspots"
"OTULINL",1.97486163282009e-11,2.93859945533586,0.269,0.026,4.3610869437566e-07,"Upregulated in Hotspots"
"GASK1B",2.00198564537597e-11,1.85190136101087,0.373,0.078,4.42098490068376e-07,"Upregulated in Hotspots"
"ARRB2",2.0342337347664e-11,2.86789646399265,0.29,0.036,4.49219835648464e-07,"Upregulated in Hotspots"
"PYGL",2.08628373537145e-11,1.75829410360672,0.508,0.187,4.60714037282078e-07,"Upregulated in Hotspots"
"S100Z",2.09350346045728e-11,4.75488750216347,0.233,0.01,4.6230836917278e-07,"Upregulated in Hotspots"
"PI4K2A",2.10773376554304e-11,2.59825932333461,0.326,0.057,4.65450847444869e-07,"Upregulated in Hotspots"
"SNTB1",2.1542979048494e-11,2.23266075679027,0.363,0.078,4.75733606327894e-07,"Upregulated in Hotspots"
"INPP5D",2.18118960676764e-11,2.6724253419715,0.347,0.078,4.81672100862498e-07,"Upregulated in Hotspots"
"HEXA",2.27866042892045e-11,1.62219540692013,0.461,0.14,5.03196582518502e-07,"Upregulated in Hotspots"
"SLF2",2.29703832659541e-11,1.44680006166363,0.554,0.218,5.07254973662064e-07,"Upregulated in Hotspots"
"JUN",2.29849351054161e-11,2.27500704749987,0.321,0.052,5.07576321932904e-07,"Upregulated in Hotspots"
"CD28",2.31479583817211e-11,3.15200309344505,0.269,0.026,5.11176364943547e-07,"Upregulated in Hotspots"
"SRGAP2B",2.34340147573034e-11,1.97982211806237,0.44,0.14,5.1749334788553e-07,"Upregulated in Hotspots"
"RPS6KA3",2.36073664935054e-11,1.96962635095648,0.425,0.124,5.2132147427608e-07,"Upregulated in Hotspots"
"PALLD",2.40039026724151e-11,1.85643519508588,0.668,0.492,5.30078182714943e-07,"Upregulated in Hotspots"
"DTNBP1",2.45302727953506e-11,1.91073266190291,0.461,0.155,5.41702014139728e-07,"Upregulated in Hotspots"
"TPD52L2",2.49144840175481e-11,2.28010791919273,0.378,0.093,5.50186550559515e-07,"Upregulated in Hotspots"
"LINC02583",2.50707307620382e-11,-2.16992500144231,0.093,0.378,5.53636947418089e-07,"Upregulated in Coldspots"
"GNA13",2.54938119664357e-11,1.94228450214371,0.451,0.145,5.629798496548e-07,"Upregulated in Hotspots"
"CEP112",2.56117094150895e-11,1.7871062382138,0.466,0.161,5.65583379013422e-07,"Upregulated in Hotspots"
"PGBD5",2.58622511370385e-11,4.2667865406949,0.233,0.01,5.71116091859221e-07,"Upregulated in Hotspots"
"AL078600.1",2.60502205256403e-11,3.18586654531133,0.269,0.026,5.75267019867714e-07,"Upregulated in Hotspots"
"PIK3R1",2.60766526772105e-11,1.15721394969276,0.684,0.373,5.75850721070839e-07,"Upregulated in Hotspots"
"SAMHD1",2.74265951146079e-11,1.3536369546147,0.378,0.078,6.05661499915887e-07,"Upregulated in Hotspots"
"PDE9A",2.80252769919687e-11,3.14684138832927,0.249,0.016,6.18882191813644e-07,"Upregulated in Hotspots"
"WSB1",2.8069053200193e-11,0.69022383036797,0.99,0.896,6.19848901819863e-07,"Upregulated in Hotspots"
"PIK3CD",2.81786121398856e-11,3.98185265328974,0.244,0.016,6.22268291885093e-07,"Upregulated in Hotspots"
"CLMN",2.82873268634504e-11,-2.2081081953302,0.083,0.363,6.24669039125575e-07,"Upregulated in Coldspots"
"PTPN18",2.91432575649826e-11,2.36773178450049,0.389,0.104,6.43570556807511e-07,"Upregulated in Hotspots"
"AGO4",2.91628735098494e-11,1.74193184705956,0.492,0.176,6.44003735718003e-07,"Upregulated in Hotspots"
"MYLK",2.91813712473143e-11,-2.37102264441553,0.145,0.43,6.44412221254443e-07,"Upregulated in Coldspots"
"SMOC2",3.03985818932096e-11,-1.93741546262198,0.114,0.415,6.71291883947748e-07,"Upregulated in Coldspots"
"SETBP1",3.0867387683424e-11,2.79816575060294,0.404,0.119,6.81644522213053e-07,"Upregulated in Hotspots"
"ADHFE1",3.08830271966492e-11,-3.0198995574377,0.083,0.347,6.81989889583604e-07,"Upregulated in Coldspots"
"GAS6",3.12960939270552e-11,2.66296501272243,0.29,0.036,6.9111164219116e-07,"Upregulated in Hotspots"
"MSN",3.38482401524803e-11,1.44651573075201,0.415,0.104,7.47470687287222e-07,"Upregulated in Hotspots"
"ZBED3-AS1",3.47613925147834e-11,5.16992500144231,0.218,0.005,7.67635830903962e-07,"Upregulated in Hotspots"
"PXN",3.50552786178061e-11,2.38142910663602,0.347,0.073,7.74125717717012e-07,"Upregulated in Hotspots"
"AC020891.2",3.50767650899019e-11,-3.20645087746743,0.041,0.29,7.74600203480304e-07,"Upregulated in Coldspots"
"GLCCI1",3.54517094484598e-11,-1.25921269488139,0.554,0.839,7.82880099750338e-07,"Upregulated in Coldspots"
"OSBPL9",3.68769501546144e-11,1.08797092191799,0.746,0.466,8.14353690264349e-07,"Upregulated in Hotspots"
"ATP6V1B2",3.73857328472784e-11,2.19930880822341,0.383,0.098,8.25589138466448e-07,"Upregulated in Hotspots"
"DYRK4",4.08987966591536e-11,3.12928301694497,0.264,0.026,9.03168126624089e-07,"Upregulated in Hotspots"
"LRRK1",4.10759521504187e-11,1.94753258010586,0.466,0.166,9.07080251337697e-07,"Upregulated in Hotspots"
"KANK2",4.19830873977266e-11,2.04182017569463,0.28,0.031,9.27112519003997e-07,"Upregulated in Hotspots"
"SH2B3",4.33233662942806e-11,2.75488750216347,0.285,0.036,9.567098978766e-07,"Upregulated in Hotspots"
"HIBCH",4.402085662768e-11,1.68449817427207,0.487,0.171,9.72112576909058e-07,"Upregulated in Hotspots"
"KCTD12",4.43738636024487e-11,1.59269814950076,0.42,0.109,9.79908029932875e-07,"Upregulated in Hotspots"
"ST3GAL4",4.43967475842023e-11,-1.85561009066482,0.124,0.42,9.8041337690194e-07,"Upregulated in Coldspots"
"MAP4",4.53787348629446e-11,1.30705481840583,0.694,0.435,1.00209860197841e-06,"Upregulated in Hotspots"
"SENP7",4.59008704167486e-11,1.23619822086148,0.632,0.321,1.01362892141306e-06,"Upregulated in Hotspots"
"MGMT",4.64442160268024e-11,1.8903755088255,0.409,0.109,1.02562762251988e-06,"Upregulated in Hotspots"
"HELZ",4.67202252131928e-11,1,0.788,0.591,1.03172273338294e-06,"Upregulated in Hotspots"
"APBA1",4.68450644119496e-11,3.01329682261346,0.347,0.083,1.03447955740908e-06,"Upregulated in Hotspots"
"MC1R",4.89960217479806e-11,-3.12553088208386,0.036,0.28,1.08197914826066e-06,"Upregulated in Coldspots"
"EMILIN2",4.91110462550958e-11,2.15842936260448,0.342,0.067,1.08451923445128e-06,"Upregulated in Hotspots"
"LINC00470",4.91567650880194e-11,-0.905672617451847,0.43,0.798,1.08552884343873e-06,"Upregulated in Coldspots"
"PARP12",5.02456841869887e-11,2.82442843541654,0.285,0.036,1.10957544390127e-06,"Upregulated in Hotspots"
"BIN1",5.16773076549773e-11,1.83871909296694,0.311,0.047,1.14118998494486e-06,"Upregulated in Hotspots"
"ARHGAP31",5.1708020689515e-11,2.36923380966572,0.352,0.078,1.14186822088656e-06,"Upregulated in Hotspots"
"ZNF280D",5.19846509666128e-11,1.51832530769087,0.601,0.301,1.14797704729571e-06,"Upregulated in Hotspots"
"APAF1",5.26199178834381e-11,2.17833724125851,0.347,0.073,1.16200564661996e-06,"Upregulated in Hotspots"
"MAPRE2",5.52192080633423e-11,3.4447848426729,0.269,0.031,1.21940577166279e-06,"Upregulated in Hotspots"
"ARL15",5.76709878176985e-11,-0.376315501206037,0.767,0.451,1.27354842397824e-06,"Upregulated in Coldspots"
"SNX5",5.79393835522697e-11,1.78759166723617,0.42,0.114,1.27947540698477e-06,"Upregulated in Hotspots"
"PTPN9",5.80873938726071e-11,2.03342300153745,0.383,0.098,1.28274391888878e-06,"Upregulated in Hotspots"
"KIDINS220",6.01711537470426e-11,1.25032335408424,0.606,0.29,1.32875958819594e-06,"Upregulated in Hotspots"
"DGKI",6.05282382516053e-11,-3.58496250072116,0.026,0.259,1.3366450853102e-06,"Upregulated in Coldspots"
"PTCHD1-AS",6.48912272310355e-11,-4.21981387723467,0.041,0.285,1.43299297094296e-06,"Upregulated in Coldspots"
"CCDC14",6.6949208696091e-11,1.95935801550265,0.415,0.124,1.47843937563578e-06,"Upregulated in Hotspots"
