"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","significance"
"JHY",0.000277620253129747,-2.32192809488736,0.016,0.104,1,"Not Significant"
"EFCAB7",0.0004346315091613,2.32192809488736,0.109,0.021,1,"Not Significant"
"PRDM1",0.00488298071886793,2.28950661719499,0.109,0.036,1,"Not Significant"
"GNA14",9.87191796442076e-05,2.2829339632715,0.124,0.021,1,"Not Significant"
"ERMP1",0.000124162935644047,2.28010791919273,0.14,0.031,1,"Not Significant"
"MSH5",0.000138997915339942,2.27301849440642,0.13,0.026,1,"Not Significant"
"TBC1D31",0.000737367739269649,2.27301849440642,0.104,0.021,1,"Not Significant"
"ADCY6",0.000748825333532789,2.27301849440642,0.104,0.021,1,"Not Significant"
"MLYCD",5.56237433036158e-05,2.26303440583379,0.119,0.016,1,"Not Significant"
"IL16",9.39174370433847e-05,2.26303440583379,0.104,0.01,1,"Not Significant"
"TTC5",0.00016268971780695,2.26303440583379,0.109,0.016,1,"Not Significant"
"IFT27",0.000726509609329841,2.26303440583379,0.104,0.021,1,"Not Significant"
"JPT1",0.000238830628845679,2.25633975325979,0.135,0.031,1,"Not Significant"
"RP1",0.00268556312519253,-2.24792751344359,0.031,0.109,1,"Not Significant"
"AC093866.1",0.0034872803299106,-2.24792751344359,0.047,0.13,1,"Not Significant"
"IFI30",0.000139766002626505,-2.2315640672347,0.15,0.301,1,"Not Significant"
"FMO5",0.00014158891115033,2.22239242133645,0.13,0.026,1,"Not Significant"
"AC009542.1",0.000398799403205651,2.22239242133645,0.119,0.026,1,"Not Significant"
"LINC01503",0.000445254504859248,2.22239242133645,0.109,0.021,1,"Not Significant"
"TSC22D3",5.97062765352487e-05,2.22239242133645,0.119,0.016,1,"Not Significant"
"NPFFR2",0.000813093104554479,-2.21501289097085,0.047,0.145,1,"Not Significant"
"ZNF608",0.000112287052766922,2.2129937233342,0.15,0.036,1,"Not Significant"
"CLEC7A",0.000366385587287445,2.20945336562895,0.13,0.031,1,"Not Significant"
"LAMA2",0.0752810216623225,2.20751630476708,0.389,0.363,1,"Not Significant"
"CD83",0.000343406395066046,2.20645087746743,0.13,0.031,1,"Not Significant"
"EFNB2",0.000842804285095199,2.20163386116965,0.13,0.036,1,"Not Significant"
"ASL",8.9804700284007e-05,2.1926450779424,0.135,0.026,1,"Not Significant"
"NNMT",0.000304978216870607,2.1926450779424,0.104,0.016,1,"Not Significant"
"C5orf30",0.00119636636266448,2.1926450779424,0.109,0.026,1,"Not Significant"
"PRKG1",0.0975057251478546,2.18786001537702,0.28,0.244,1,"Not Significant"
"MAPK4",0.0025166975103293,-2.18762700317577,0.031,0.109,1,"Not Significant"
"LINC02840",0.000646929388472697,-2.18442457113743,0.026,0.114,1,"Not Significant"
"GALNT3",0.000931302114325097,2.18220333122075,0.145,0.047,1,"Not Significant"
"PTH1R",0.000105296260990833,2.16992500144231,0.114,0.016,1,"Not Significant"
"UNC93B1",0.000244851942349333,2.16992500144231,0.124,0.026,1,"Not Significant"
"ARMCX3",0.000457323396388814,2.16992500144231,0.109,0.021,1,"Not Significant"
"SCN7A",0.000479993590352755,2.16992500144231,0.109,0.021,1,"Not Significant"
"RILPL2",0.00185597918499966,2.16992500144231,0.104,0.026,1,"Not Significant"
"ZFP64",0.000392642884190801,2.15527822547791,0.161,0.052,1,"Not Significant"
"CDH11",0.029852333397723,2.15130932327497,0.285,0.228,1,"Not Significant"
"CACNA2D1",6.94287847766337e-05,2.15055967657538,0.166,0.041,1,"Not Significant"
"TATDN3",5.30614589800395e-05,2.14684138832927,0.14,0.026,1,"Not Significant"
"SHCBP1",0.000170653688454506,2.14684138832927,0.119,0.021,1,"Not Significant"
"FAM78A",0.000213782199313905,2.14684138832927,0.135,0.031,1,"Not Significant"
"PABPC4L",0.000286801601769875,2.14684138832927,0.114,0.021,1,"Not Significant"
"AC008083.3",0.000358148374868682,2.14684138832927,0.13,0.031,1,"Not Significant"
"CCR5AS",0.00198212426913196,-2.14684138832927,0.026,0.104,1,"Not Significant"
"SLC24A3",0.00682967037711182,-2.14383577257365,0.073,0.155,1,"Not Significant"
"AC010359.3",0.000283411494326012,2.13750352374993,0.104,0.016,1,"Not Significant"
"MEGF8",0.000748585936069468,2.13750352374993,0.104,0.021,1,"Not Significant"
"PLEKHH2",0.00114027720723757,2.12928301694497,0.109,0.026,1,"Not Significant"
"SMCO4",6.20607883650328e-05,2.12928301694497,0.13,0.021,1,"Not Significant"
"FN1",0.00168644538816734,2.11794909791358,0.461,0.368,1,"Not Significant"
"TUBE1",0.000163809547152563,2.11547721741994,0.119,0.021,1,"Not Significant"
"AC096677.1",0.0011185178919654,-2.11547721741994,0.026,0.109,1,"Not Significant"
"FANK1",0.000737743976619334,-2.10691520391651,0.057,0.161,1,"Not Significant"
"ZNF484",0.000169404328646831,2.09953567355091,0.119,0.021,1,"Not Significant"
"GIMAP5",0.000584106822111638,2.09953567355091,0.124,0.031,1,"Not Significant"
"GRB7",0.000584106822111638,-2.09953567355091,0.031,0.124,1,"Not Significant"
"ZNF675",0.000195307403024375,2.09515723304034,0.161,0.047,1,"Not Significant"
"LINC01416",0.0010255736145767,2.09515723304034,0.119,0.031,1,"Not Significant"
"TSHZ2",0.493379267433933,2.09060254878091,0.109,0.093,1,"Not Significant"
"SOX6",0.00130182627543129,2.08969438854892,0.306,0.197,1,"Not Significant"
"DOCK6",5.77138312809369e-05,2.08746284125034,0.14,0.026,1,"Not Significant"
"BIVM",8.00243991893715e-05,2.08746284125034,0.145,0.031,1,"Not Significant"
"PANX1",0.00101763910608087,2.08746284125034,0.119,0.031,1,"Not Significant"
"EBPL",6.32947134280709e-05,2.08746284125034,0.13,0.021,1,"Not Significant"
"CERK",6.91975540267775e-05,2.07800251200127,0.155,0.036,1,"Not Significant"
"ACACB",0.000136050680268747,2.07800251200127,0.14,0.031,1,"Not Significant"
"TMEM218",0.000286809525011011,2.0703893278914,0.104,0.016,1,"Not Significant"
"AC240274.1",0.000766144916728338,2.0703893278914,0.104,0.021,1,"Not Significant"
"OCA2",0.000726772757902474,2.06413033741972,0.114,0.026,1,"Not Significant"
"MEG3",0.00945224061520663,2.06189902021323,0.311,0.238,1,"Not Significant"
"IRAK1",0.000681955025910861,2.05889368905357,0.114,0.026,1,"Not Significant"
"RHOD",0.00185597357026129,-2.05889368905357,0.026,0.104,1,"Not Significant"
"NBPF9",0.000608738477738198,2.05062607306997,0.124,0.031,1,"Not Significant"
"AC004982.2",0.00254286018688573,-2.05062607306997,0.031,0.109,1,"Not Significant"
"KCNIP4",0.0393969701793251,2.04928693772547,0.264,0.207,1,"Not Significant"
"PPP1R18",0.000112311391577746,2.04439411935845,0.15,0.036,1,"Not Significant"
"HSD17B14",0.000112311391577746,2.04439411935845,0.15,0.036,1,"Not Significant"
"PLOD1",6.70039746598663e-05,2.04439411935845,0.13,0.021,1,"Not Significant"
"COL5A2",0.000176641244546467,2.04379511787968,0.269,0.13,1,"Not Significant"
"FGFR2",0.000140701737764885,2.04182017569463,0.155,0.041,1,"Not Significant"
"PLCH1",0.00432567297394405,2.03952836418664,0.104,0.031,1,"Not Significant"
"FAM43A",0.000195952930878146,-2.03242147769238,0.047,0.161,1,"Not Significant"
"AC073332.1",0.000507382724623594,-2.03242147769238,0.021,0.109,1,"Not Significant"
"DOK6",0.00507051350814558,2.03242147769238,0.119,0.041,1,"Not Significant"
"AL080317.1",0.000186802814682394,-2.02974734339405,0.057,0.176,1,"Not Significant"
"AC008825.1",0.000156448563189792,2.01853595143743,0.233,0.098,1,"Not Significant"
"PDE3A",7.42501418596278e-05,2.00971515483321,0.155,0.036,1,"Not Significant"
"NPEPL1",7.12063333626119e-05,2,0.155,0.036,1,"Not Significant"
"EPOR",0.000137853280755276,2,0.14,0.031,1,"Not Significant"
"AXIN1",0.00014533544365936,2,0.14,0.031,1,"Not Significant"
"L3HYPDH",0.000369123180890422,2,0.13,0.031,1,"Not Significant"
"ACSF3",0.000375608513921995,2,0.13,0.031,1,"Not Significant"
"CRYZ",0.000473374928949372,2,0.109,0.021,1,"Not Significant"
"NOM1",0.000694185823002544,2,0.114,0.026,1,"Not Significant"
"DDR1",0.000786920222282879,-2,0.021,0.104,1,"Not Significant"
"GNA15",0.000786920222282879,2,0.104,0.021,1,"Not Significant"
"AC016687.3",0.00142858852635416,-2,0.036,0.124,1,"Not Significant"
"AC022217.3",4.67934057753508e-05,2,0.161,0.036,1,"Not Significant"
"NQO2",5.98932216403721e-05,2,0.166,0.041,1,"Not Significant"
"P3H1",0.000171436779924667,2,0.155,0.041,1,"Not Significant"
"PANCR",0.00028372163411615,2,0.104,0.016,1,"Not Significant"
"PCDH18",0.000455513315167987,2,0.119,0.026,1,"Not Significant"
"ROBO2",0.00553016844882671,2,0.119,0.041,1,"Not Significant"
"ATPSCKMT",0.000156551019901327,2,0.13,0.026,1,"Not Significant"
"CNN2",0.000178449515993188,2,0.109,0.016,1,"Not Significant"
"HABP4",0.000302817274336706,2,0.104,0.016,1,"Not Significant"
"CYP1B1-AS1",0.00118403524103162,-2,0.026,0.109,1,"Not Significant"
"ESYT1",0.00155733785768779,2,0.114,0.031,1,"Not Significant"
"TIMP3",0.554849974100094,1.99786425565601,0.347,0.368,1,"Not Significant"
"ANGPTL4",0.000460729533251201,-1.97400479146706,0.052,0.161,1,"Not Significant"
"AC114930.1",0.0056608784531965,1.97085365434048,0.161,0.073,1,"Not Significant"
"ZNF618",0.000163131675370057,1.96962635095648,0.13,0.026,1,"Not Significant"
"CARD16",0.014477338146326,-1.9668331360648,0.052,0.119,1,"Not Significant"
"TPX2",0.00113108411531778,1.96347412397489,0.109,0.026,1,"Not Significant"
"AC104170.1",0.00478849714909189,1.96347412397489,0.104,0.031,1,"Not Significant"
"CTHRC1",6.2753088082216e-05,1.95935801550265,0.119,0.016,1,"Not Significant"
"ELK1",0.00640993687961629,-1.95935801550265,0.041,0.114,1,"Not Significant"
"FYN",0.00487595931667045,1.95935801550265,0.155,0.067,1,"Not Significant"
"HRH2",6.17744871501417e-05,1.95935801550265,0.14,0.026,1,"Not Significant"
"SNCA",0.00155778089133233,1.95693127810811,0.14,0.047,1,"Not Significant"
"TRPM4",5.9297434939368e-05,1.95419631038688,0.14,0.026,1,"Not Significant"
"TCEAL3",0.000172197944618086,1.95419631038688,0.119,0.021,1,"Not Significant"
"RAB39A",0.000829384664546353,1.95419631038688,0.13,0.036,1,"Not Significant"
"TRIM2",0.000183422159700264,1.95419631038687,0.119,0.021,1,"Not Significant"
"COL4A1",0.00133997615272387,1.95083394319612,0.44,0.352,1,"Not Significant"
"IFT172",0.000264353772485462,1.94753258010586,0.124,0.026,1,"Not Significant"
"SLC12A7",0.000264353772485462,1.94753258010586,0.124,0.026,1,"Not Significant"
"PLB1",0.000608738477738198,1.94753258010586,0.124,0.031,1,"Not Significant"
"NOD1",6.97249795273893e-05,1.93859945533586,0.181,0.052,1,"Not Significant"
"POLQ",0.000312284679144751,1.93859945533586,0.114,0.021,1,"Not Significant"
"EML2",0.0010287139471057,-1.93859945533586,0.052,0.15,1,"Not Significant"
"DSEL",0.000586469906748715,1.93288580414146,0.135,0.036,1,"Not Significant"
"C16orf70",0.000108492530121441,1.92599941855622,0.192,0.062,1,"Not Significant"
"PIK3IP1",0.000189462534636338,1.92599941855622,0.145,0.036,1,"Not Significant"
"DDB2",0.00042278032583795,1.92599941855622,0.145,0.041,1,"Not Significant"
"LRIG3",0.000544702488631309,1.92599941855622,0.135,0.036,1,"Not Significant"
"ZFP90",9.96662366005399e-05,1.91753783980803,0.161,0.041,1,"Not Significant"
"ZRSR2",0.000122233851685422,1.91753783980803,0.15,0.036,1,"Not Significant"
"DIO3OS",0.000449316560858695,1.91753783980803,0.119,0.026,1,"Not Significant"
"EPN1",5.34711288520093e-05,1.90689059560852,0.176,0.047,1,"Not Significant"
"HEATR3",5.3847795184275e-05,1.90689059560852,0.176,0.047,1,"Not Significant"
"PPIE",0.000829393796151543,1.90689059560852,0.13,0.036,1,"Not Significant"
"KCNE3",0.000829393796151543,1.90689059560852,0.13,0.036,1,"Not Significant"
"INF2",0.00102483316283568,1.90689059560852,0.119,0.031,1,"Not Significant"
"AC019211.1",0.0127225714968986,-1.90689059560852,0.047,0.114,1,"Not Significant"
"ADGRA2",6.08633845948802e-05,1.90046432644909,0.15,0.031,1,"Not Significant"
"OLR1",0.0171310377374224,-1.90046432644909,0.057,0.124,1,"Not Significant"
"AC009961.1",0.00091509987964536,-1.89812038598079,0.073,0.181,1,"Not Significant"
"PTPRS",9.98329650813514e-05,1.89812038598079,0.145,0.031,1,"Not Significant"
"FAM160A1",0.000223800795855782,-1.89616418901546,0.047,0.161,1,"Not Significant"
"TBC1D13",0.000387201504241172,1.89308479608349,0.13,0.031,1,"Not Significant"
"FO393401.1",0.0016211737680555,1.89308479608349,0.114,0.031,1,"Not Significant"
"LINGO2",8.01927429454785e-05,1.8894416248523,0.197,0.062,1,"Not Significant"
"WDR19",5.26316777040378e-05,1.88752527074159,0.15,0.031,1,"Not Significant"
"SHLD1",0.00053552900585932,1.88752527074159,0.135,0.036,1,"Not Significant"
"LINC00662",0.000871898799649177,1.88752527074159,0.13,0.036,1,"Not Significant"
"SLC9C1",0.00524251097996186,-1.88752527074159,0.047,0.124,1,"Not Significant"
"BRIP1",0.00183433149158666,1.88135550350138,0.13,0.041,1,"Not Significant"
"CNIH3",0.00458938049784101,1.87446911791614,0.119,0.041,1,"Not Significant"
"AL603840.1",0.00056284796598015,-1.87446911791614,0.047,0.15,1,"Not Significant"
"OGN",0.000342562729699264,1.86507041991389,0.15,0.041,1,"Not Significant"
"VDAC3",8.45894209906309e-05,1.86249647625007,0.171,0.047,1,"Not Significant"
"MYO18A",0.00049505530347396,1.86249647625007,0.145,0.041,1,"Not Significant"
"AC011346.1",0.000646355067491678,1.86249647625007,0.114,0.026,1,"Not Significant"
"SMIM3",0.000174889578500809,1.85798099512757,0.109,0.016,1,"Not Significant"
"SPATA5L1",0.000459408659158511,1.85798099512757,0.119,0.026,1,"Not Significant"
"LIX1L",0.00167639334005388,1.85798099512757,0.114,0.031,1,"Not Significant"
"AC002460.2",0.000970600753352031,-1.85561009066482,0.047,0.145,1,"Not Significant"
"LINC02008",0.00261759564319278,1.85030706724215,0.238,0.13,1,"Not Significant"
"RASSF6",0.000327729382906009,-1.84799690655495,0.062,0.181,1,"Not Significant"
"METTL7B",0.000721575795764339,1.84799690655495,0.14,0.041,1,"Not Significant"
"C1orf198",0.00223521964815502,1.84799690655495,0.119,0.036,1,"Not Significant"
"CLMP",0.00114009439015299,1.84369676912132,0.254,0.135,1,"Not Significant"
"ZNF846",0.000235001619353334,1.84130225398094,0.161,0.047,1,"Not Significant"
"SNHG27",0.000811511316747386,-1.84130225398094,0.036,0.13,1,"Not Significant"
"TWISTNB",0.000305522650428177,1.83650126771712,0.114,0.021,1,"Not Significant"
"TMEM126B",0.000452048861205605,1.83650126771712,0.119,0.026,1,"Not Significant"
"IRAK1BP1",0.00198926362054708,1.83650126771712,0.104,0.026,1,"Not Significant"
"RHOG",0.0010783125588891,1.83007499855769,0.119,0.031,1,"Not Significant"
"AC009690.2",0.00269717105355898,1.83007499855769,0.109,0.031,1,"Not Significant"
"MEIS1",0.000129255632683839,1.82753280399523,0.326,0.176,1,"Not Significant"
"ARNTL",0.000143171551705734,1.82597060022495,0.166,0.047,1,"Not Significant"
"AF127577.2",0.000187169651462659,1.82597060022495,0.155,0.041,1,"Not Significant"
"PRXL2A",0.000372475481022498,1.82597060022495,0.14,0.036,1,"Not Significant"
"AC025171.2",0.000582751142553538,1.82597060022495,0.15,0.047,1,"Not Significant"
"MIR34AHG",0.000294737962459856,1.82312223791592,0.15,0.041,1,"Not Significant"
"WDR47",0.000661291506655398,1.82312223791592,0.15,0.047,1,"Not Significant"
"NCAPG2",0.000552542819506945,1.82102985895468,0.135,0.036,1,"Not Significant"
"ITPR1",8.17125766525672e-05,1.81897400532444,0.238,0.093,1,"Not Significant"
"SEMA5A",0.000285486137183257,1.81192765184743,0.181,0.062,1,"Not Significant"
"IFT122",0.000150406367827055,1.8073549220576,0.166,0.047,1,"Not Significant"
"INKA2",8.17745060826856e-05,1.8073549220576,0.155,0.036,1,"Not Significant"
"LINC00648",0.000174021134500324,1.8073549220576,0.13,0.026,1,"Not Significant"
"ATP7A",0.000541414056585787,1.8073549220576,0.135,0.036,1,"Not Significant"
"DTX3L",0.000793879827636305,1.8073549220576,0.114,0.026,1,"Not Significant"
"HAUS1",0.00104976515739914,1.8073549220576,0.119,0.031,1,"Not Significant"
"FAM120C",0.00104976515739914,1.8073549220576,0.119,0.031,1,"Not Significant"
"MRPS10",0.00141482887006468,1.8073549220576,0.124,0.036,1,"Not Significant"
"ESR1",0.00283240207983085,1.8073549220576,0.109,0.031,1,"Not Significant"
"GDPD1",6.5684863289462e-05,-1.8073549220576,0.083,0.223,1,"Not Significant"
"MGP",0.00159243786945609,1.8073549220576,0.124,0.036,1,"Not Significant"
"ASAP3",0.00208748386821478,1.79354912253257,0.145,0.052,1,"Not Significant"
"ANLN",0.00992328842146408,1.79354912253257,0.104,0.036,1,"Not Significant"
"SNX7",8.29302371147451e-05,1.79141337818858,0.155,0.036,1,"Not Significant"
"BOLA1",0.000535216884506917,-1.79141337818858,0.057,0.166,1,"Not Significant"
"AC009226.1",0.00103834237027798,1.79141337818858,0.13,0.036,1,"Not Significant"
"NF2",5.30154574670043e-05,1.78849589480629,0.161,0.036,1,"Not Significant"
"ENTR1",0.000582751142553538,1.78849589480629,0.15,0.047,1,"Not Significant"
"AC131956.2",6.1258022183641e-05,1.78427130894456,0.13,0.021,1,"Not Significant"
"GPR156",0.0084479883827854,-1.78427130894456,0.036,0.104,1,"Not Significant"
"LINC01203",0.00103285713480932,-1.78021879212009,0.062,0.166,1,"Not Significant"
"AC007952.4",0.000124117632404545,1.77760757866355,0.176,0.052,1,"Not Significant"
"ELOVL6",0.000232813000778555,1.77760757866355,0.145,0.036,1,"Not Significant"
"NME4",0.00202403131066428,1.77760757866355,0.104,0.026,1,"Not Significant"
"TLE2",0.00275038664600464,-1.77760757866355,0.031,0.109,1,"Not Significant"
"ZNF662",0.00436606730751904,-1.77760757866355,0.031,0.104,1,"Not Significant"
"BMP5",0.0501225508446746,1.77389216316456,0.223,0.161,1,"Not Significant"
"PCDH10",0.000197468917235485,1.77340759013427,0.202,0.073,1,"Not Significant"
"ZNF569",0.00093273341055382,1.77258950389693,0.145,0.047,1,"Not Significant"
"LINC02268",0.000225062285700521,1.76818432477693,0.176,0.057,1,"Not Significant"
"RPS6KA6",0.000244858437906524,-1.76553474636298,0.047,0.161,1,"Not Significant"
"TTL",9.15910443992706e-05,1.76553474636298,0.223,0.083,1,"Not Significant"
"ABCG1",0.000135057448493079,1.76553474636298,0.14,0.031,1,"Not Significant"
"METAP1D",0.00107521179447954,1.76553474636298,0.119,0.031,1,"Not Significant"
"CIAPIN1",0.00116789071091013,1.76553474636298,0.135,0.041,1,"Not Significant"
"AZIN1-AS1",0.000190857370990231,-1.76184026280524,0.098,0.233,1,"Not Significant"
"ZDHHC13",0.000131659426308874,1.7589919004962,0.166,0.047,1,"Not Significant"
"OCLN",0.00160137704978175,-1.7589919004962,0.062,0.161,1,"Not Significant"
"GRM7-AS3",0.00108938357591837,-1.75488750216347,0.031,0.119,1,"Not Significant"
"MON1B",0.00223855175139544,1.75488750216347,0.119,0.036,1,"Not Significant"
"AC106729.1",0.0026887500712273,-1.75488750216347,0.052,0.14,1,"Not Significant"
"BCL9L",0.000605668709983368,-1.75488750216347,0.073,0.187,1,"Not Significant"
"ZFP30",0.000193572460224987,1.75002174699165,0.155,0.041,1,"Not Significant"
"SLC5A6",0.000372098743111148,-1.75002174699165,0.047,0.155,1,"Not Significant"
"TK2",0.000190252477549725,1.74723392962003,0.187,0.062,1,"Not Significant"
"F11R",0.000251874541669352,1.74723392962003,0.176,0.057,1,"Not Significant"
"AC007038.1",0.000154913130528235,1.73696559416621,0.166,0.047,1,"Not Significant"
"CCDC169",0.000160278601157557,-1.73696559416621,0.016,0.109,1,"Not Significant"
"LBH",0.000260370475941981,1.73696559416621,0.135,0.031,1,"Not Significant"
"OGFR",0.000578080579383278,1.73696559416621,0.135,0.036,1,"Not Significant"
"TMTC4",0.00226025531671445,1.73696559416621,0.119,0.036,1,"Not Significant"
"P2RY14",0.000303383997582349,-1.73696559416621,0.052,0.166,1,"Not Significant"
"CIT",0.00146678683702168,1.7279204545632,0.124,0.036,1,"Not Significant"
"SLC35F2",0.00110356958027795,-1.72582503656101,0.052,0.15,1,"Not Significant"
"ZNF777",0.00171140034118296,-1.72582503656101,0.062,0.161,1,"Not Significant"
"ISY1",0.000481668352027743,1.72246602447109,0.145,0.041,1,"Not Significant"
"ATF6B",0.00093157957459666,1.72246602447109,0.145,0.047,1,"Not Significant"
"ARHGAP28",0.0226622274366112,1.71989208080726,0.28,0.202,1,"Not Significant"
"CBX6",0.00275038664600464,1.71620703399941,0.109,0.031,1,"Not Significant"
"ATG16L1",0.000248423660258125,1.71049338280502,0.161,0.047,1,"Not Significant"
"WNK2",5.68773235611776e-05,-1.70940987164564,0.124,0.285,1,"Not Significant"
"ISM2",0.329711374756301,1.70895121799661,0.109,0.083,1,"Not Significant"
"MSH2",5.35200910915776e-05,1.70781924850669,0.202,0.062,1,"Not Significant"
"COL5A1",9.45201666259062e-05,1.70626879694329,0.249,0.104,1,"Not Significant"
"AC079760.1",0.00471206879650444,-1.70525673443887,0.067,0.155,1,"Not Significant"
"HBA2",0.115587635499652,-1.70094637136522,0.269,0.321,1,"Not Significant"
"KDM1B",6.32039399055089e-05,1.70043971814109,0.15,0.031,1,"Not Significant"
"BPHL",0.000447395647513811,1.70043971814109,0.119,0.026,1,"Not Significant"
"TACC3",0.00313066556736592,1.70043971814109,0.124,0.041,1,"Not Significant"
"WNT7A",0.0044055676597663,-1.70043971814109,0.031,0.104,1,"Not Significant"
"ELMO2",0.00572263369868979,1.70043971814109,0.109,0.036,1,"Not Significant"
"FRY",9.49662597613465e-05,1.70043971814109,0.171,0.047,1,"Not Significant"
"NID2",0.0121860130802326,1.70043971814109,0.109,0.041,1,"Not Significant"
"ZNF625",0.000545547913938409,1.70043971814109,0.109,0.021,1,"Not Significant"
"HBA1",0.25998292453919,-1.69339873276052,0.259,0.285,1,"Not Significant"
"CWF19L1",0.000255077843240759,1.69187770463767,0.176,0.057,1,"Not Significant"
"RBBP5",0.000610488783313311,1.69187770463767,0.166,0.057,1,"Not Significant"
"ADCY5",5.4161006480714e-05,-1.69187770463767,0.073,0.212,1,"Not Significant"
"SNHG7",0.000105928681880298,1.68805599368526,0.124,0.021,1,"Not Significant"
"ZSCAN16-AS1",0.000324071164602468,1.68805599368526,0.114,0.021,1,"Not Significant"
"NOL3",0.00100659729828043,1.68449817427207,0.161,0.057,1,"Not Significant"
"FAP",0.00479203630292518,1.68117781598046,0.161,0.073,1,"Not Significant"
"AC009271.1",0.0061784368837006,1.67959937485923,0.212,0.119,1,"Not Significant"
"JDP2",0.000103953776223754,1.67807190511264,0.145,0.031,1,"Not Significant"
"ALKBH3",0.000159012857730045,1.67807190511264,0.14,0.031,1,"Not Significant"
"AUXG01000058.1",0.000483308084429531,1.67807190511264,0.145,0.041,1,"Not Significant"
"AC099499.1",0.000685523308784274,1.67807190511264,0.114,0.026,1,"Not Significant"
"STON1",0.000956980218591962,1.67807190511264,0.13,0.036,1,"Not Significant"
"TRAF2",0.00233178878133633,-1.67807190511264,0.036,0.119,1,"Not Significant"
"ALKBH8",0.00947091713002768,1.67807190511264,0.104,0.036,1,"Not Significant"
"DTD1",5.23256146437829e-05,1.67807190511264,0.202,0.062,1,"Not Significant"
"KNL1",0.00100611059627469,1.67807190511264,0.13,0.036,1,"Not Significant"
"LINC02246",0.0319497088670938,1.67137725253863,0.187,0.114,1,"Not Significant"
"AP000547.3",0.00126783990730833,-1.66985139830767,0.041,0.135,1,"Not Significant"
"SNHG32",0.00928351134538125,1.66985139830767,0.119,0.047,1,"Not Significant"
"TSGA10",9.38446249524476e-05,-1.66985139830767,0.13,0.28,1,"Not Significant"
"AL162411.1",0.000270507575184801,-1.66742466091313,0.057,0.176,1,"Not Significant"
"SLC4A7",0.00431821213461905,1.66742466091313,0.223,0.119,1,"Not Significant"
"TRIM5",0.00132351707686387,-1.66413271415476,0.166,0.29,1,"Not Significant"
"CTNS",7.98322937663997e-05,1.66296501272243,0.181,0.052,1,"Not Significant"
"LRRC37A2",0.00050507298330542,1.66296501272243,0.161,0.052,1,"Not Significant"
"MGLL",5.76830345897929e-05,1.66296501272243,0.259,0.104,1,"Not Significant"
"ZNF124",6.82362552771465e-05,1.66296501272243,0.207,0.067,1,"Not Significant"
"DCUN1D5",0.000533465675154277,1.66296501272243,0.197,0.078,1,"Not Significant"
"DNAJC6",0.00035926298624332,-1.65711228647699,0.078,0.202,1,"Not Significant"
"SLC25A33",0.000255077843240759,1.65711228647699,0.176,0.057,1,"Not Significant"
"ZMIZ2",0.000520123751884149,1.65711228647699,0.161,0.052,1,"Not Significant"
"OBSL1",0.0036964615476284,-1.65711228647699,0.062,0.15,1,"Not Significant"
"AC244131.2",0.0362765336453084,1.65711228647699,0.114,0.057,1,"Not Significant"
"RCL1",0.00126887739501646,1.65535182861255,0.187,0.078,1,"Not Significant"
"LACC1",0.00282825902003867,1.65207669657969,0.109,0.031,1,"Not Significant"
"KIF26B",0.273600637822855,1.65153011766015,0.285,0.259,1,"Not Significant"
"LPAR1",0.00017847571756943,1.64981364507112,0.166,0.047,1,"Not Significant"
"DPH6-DT",0.000328971553141709,1.64045761331286,0.15,0.041,1,"Not Significant"
"KLHL7",0.00042289548592198,1.64045761331286,0.176,0.062,1,"Not Significant"
"EMC1",0.000271546173765395,1.63742992061529,0.135,0.031,1,"Not Significant"
"PNPLA6",0.0024076013849659,1.63742992061529,0.119,0.036,1,"Not Significant"
"C16orf46",0.00584062788235653,-1.63742992061529,0.036,0.109,1,"Not Significant"
"RASGEF1C",0.00899490048440792,-1.63742992061529,0.036,0.104,1,"Not Significant"
"CHST15",0.000510939854800608,1.63742992061529,0.119,0.026,1,"Not Significant"
"PALM",0.00135774353318553,1.63742992061529,0.109,0.026,1,"Not Significant"
"PCSK5",4.98624391944276e-05,1.63630938072138,0.228,0.078,1,"Not Significant"
"IAH1",0.000173213260318408,1.63226821549951,0.14,0.031,1,"Not Significant"
"PCDH12",0.000928681729699782,1.63226821549951,0.13,0.036,1,"Not Significant"
"GJB7",0.0108280842030993,-1.63226821549951,0.041,0.109,1,"Not Significant"
"AC090015.1",0.000191769235259979,1.63113268215408,0.145,0.036,1,"Not Significant"
"MAGI2",0.00349682752475569,1.63083239178162,0.29,0.187,1,"Not Significant"
"WDR73",0.000320259688262229,1.62803122261304,0.166,0.052,1,"Not Significant"
"ZNF93",0.000394811771796253,1.62803122261304,0.14,0.036,1,"Not Significant"
"MDM1",0.000948057748157928,1.62803122261304,0.13,0.036,1,"Not Significant"
"RAD51D",0.00101646559041838,1.62803122261304,0.145,0.047,1,"Not Significant"
"SOX13",0.00197037804885376,-1.62803122261304,0.041,0.13,1,"Not Significant"
"LMF1",0.000219236722096935,1.62148837674627,0.155,0.041,1,"Not Significant"
"ACKR2",0.000409123325657553,-1.62148837674627,0.057,0.171,1,"Not Significant"
"MAP3K9",0.000235817022398021,-1.61890983264449,0.119,0.254,1,"Not Significant"
"BARX2",0.0361485734098305,1.61667136044849,0.109,0.052,1,"Not Significant"
"NABP1",0.00130643502048559,-1.6162134347056,0.415,0.487,1,"Not Significant"
"ANGPTL1",0.000584199600659438,1.61297687689075,0.135,0.036,1,"Not Significant"
