gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PDGFC,1.456219484486671e-11,1.5935475238983563,0.643,0.217,3.2157694875919155e-7
MPPED2,1.5114750481791644e-11,2.1861751146550072,0.429,0.103,3.337790348894049e-7
SHANK3,1.7576982962885597e-11,2.4040467153608676,0.238,0.034,3.8815251476940265e-7
CD58,2.0050181808615712e-11,2.3150417093021227,0.333,0.064,4.4276816487966076e-7
TNFAIP2,2.1081993919259838e-11,2.015481427443215,0.429,0.1,4.65553671719015e-7
KISS1,2.1509798039261803e-11,-6.135864037931567,0.214,0.693,4.750008701010184e-7
CSH1,2.961031284666358e-11,-6.497385206685067,0.214,0.701,6.538845385928718e-7
TSHZ3,3.236914000079976e-11,1.6565027620927326,0.619,0.192,7.148077186376612e-7
FHAD1,3.5457122158899967e-11,3.572429551994774,0.214,0.03,7.82999628634988e-7
VAV1,5.4733883159162475e-11,2.7671099395259335,0.357,0.08,1.2086883418037848e-6
CHSY3,7.251999362548106e-11,2.017497773041719,0.619,0.226,1.6014590192314983e-6
FMO4,7.282383748797941e-11,2.495613954943943,0.31,0.06,1.6081688032470492e-6
ZNF516,8.880247670988784e-11,2.091052503031345,0.5,0.147,1.961025093184453e-6
AC079210.1,9.437414074519064e-11,3.6776117886868307,0.143,0.014,2.0840641500760448e-6
AC105285.1,9.928006510603456e-11,3.5780761151359166,0.143,0.014,2.1924016777365612e-6
AC087284.1,1.1272566296480859e-10,3.7480011165782288,0.119,0.01,2.489320815251868e-6
SPIRE1,1.1659110337760578e-10,1.9755875618297463,0.619,0.213,2.5746813358876683e-6
LINC01482,1.3685080780072177e-10,2.578076115135916,0.238,0.037,3.0220763886633388e-6
AC131944.1,2.117698069824188e-10,2.2262324423442665,0.381,0.09,4.676512647592754e-6
AC004889.1,2.3546262445640957e-10,2.100916903949275,0.429,0.114,5.199721135870893e-6
PIK3R5,2.4859683008584816e-10,2.4112570245614258,0.31,0.064,5.4897637987857845e-6
HPN,2.516446427134676e-10,3.6776117886868307,0.167,0.02,5.557068645041505e-6
AC048380.1,3.2994154113452436e-10,3.6776117886868307,0.119,0.01,7.286099052873702e-6
CD300A,4.725114936992541e-10,3.08641733425416,0.19,0.026,1.043447131536063e-5
ITGA11,7.991460349529099e-10,3.262574289407987,0.214,0.033,1.7647541889865112e-5
LDLRAD4,8.233678866393594e-10,2.0591616326563544,0.595,0.235,1.8182433040656972e-5
AL160272.1,8.26909725908171e-10,2.638879394198116,0.31,0.066,1.826064747723014e-5
LINC01645,8.625504217628081e-10,2.4944894848629415,0.262,0.048,1.904770096378809e-5
AC100800.1,1.0246380245583719e-9,2.8151153124367654,0.214,0.033,2.2627081496322527e-5
SHOC1,1.0650867645445412e-9,1.889309609227042,0.571,0.203,2.3520311021437102e-5
RYR3,1.077087374318534e-9,5.659464441976571,0.214,0.036,2.3785320487076185e-5
KLHL6,1.182805493717318e-9,3.033270740886743,0.238,0.041,2.6119893717759532e-5
DISP1,1.25694221045307e-9,1.5812856716118064,0.667,0.26,2.7757054833435144e-5
NOP2,1.2754837068047843e-9,2.6045483264971074,0.238,0.041,2.816650669737005e-5
LINC00539,1.2958577879387755e-9,3.3806300509296987,0.167,0.021,2.861642753105198e-5
NUAK2,1.8546788629185607e-9,3.440572591385982,0.143,0.016,4.095687332983058e-5
NOL3,1.9603866503610576e-9,2.8660568780999407,0.286,0.06,4.329121839992324e-5
INSYN2B,2.2139520412753903e-9,3.1223966313597264,0.143,0.016,4.889070292748444e-5
GRIN2C,2.2836574316844142e-9,2.8556100906648245,0.238,0.043,5.043000706388692e-5
WDFY4,2.284611100992887e-9,2.5720773745144734,0.31,0.069,5.045106694322593e-5
NFATC1,2.308083888085251e-9,2.4849667107444344,0.238,0.042,5.0969416500586596e-5
CSH2,2.4421448758236646e-9,-6.551893735928611,0.071,0.553,5.392988529281398e-5
CEPT1,2.6516360987431348e-9,1.487194811636552,0.81,0.401,5.8556079968544644e-5
DOCK4,3.024640751227541e-9,1.628626695935079,0.69,0.293,6.679314170935779e-5
MERTK,3.1401657846568764e-9,1.9771720705457385,0.452,0.136,6.93442810225778e-5
TRPM2,3.28328618481923e-9,2.3150417093021227,0.31,0.069,7.250480881936306e-5
DOCK10,3.3256587803745737e-9,2.3556836937994685,0.333,0.081,7.344052284701171e-5
AC012291.3,3.46675141446407e-9,3.3257681158951806,0.19,0.029,7.655627148561007e-5
HS3ST2,3.56961581177295e-9,3.211948216338019,0.143,0.016,7.882782597138205e-5
NOTCH2,3.599428344508755e-9,1.3435218089979617,0.667,0.25,7.948617613178684e-5
DIABLO,3.766604728090456e-9,3.2923216328020386,0.143,0.016,8.317793221042153e-5
LANCL1-AS1,4.401644247585644e-9,2.426073021690866,0.238,0.043,9.720150991943376e-5
MAPRE2,4.5558607551809794e-9,1.9919266994643179,0.381,0.099,1.0060707305666157e-4
COX18,5.0265803051059174e-9,2.2561480202485535,0.31,0.07,1.1100197287765397e-4
SCUBE3,5.043822189182371e-9,3.5463672554085783,0.119,0.012,1.113827254037143e-4
PRKCB,5.12640087495586e-9,2.436603689183036,0.357,0.094,1.1320631052165025e-4
DUSP27,5.185958992896155e-9,2.7707211930783116,0.238,0.045,1.1452153244012579e-4
AL392172.1,5.311981485754681e-9,2.25230595395416,0.405,0.11,1.1730448714992061e-4
ATXN1,5.338500072434773e-9,1.724934940058845,0.738,0.406,1.1789009709957709e-4
CEP170,5.620938755459961e-9,1.5045316300746698,0.762,0.414,1.2412719053682232e-4
TCTEX1D1,5.769391608308935e-9,3.216477874818533,0.167,0.023,1.2740547488628622e-4
MAMDC2,5.9605071635902835e-9,2.9943965802982335,0.31,0.073,1.3162587969356424e-4
TMEM51,7.132316148305469e-9,1.8895875940779403,0.381,0.099,1.5750293750302967e-4
TFRC,9.477063491665993e-9,-2.85982234195174,0.143,0.609,2.0928199308646012e-4
STIMATE,1.032739851264639e-8,2.7390123333509737,0.286,0.064,2.2805994135477025e-4
PTPRC,1.0503569004870923e-8,2.1630386158570722,0.381,0.107,2.319503143345646e-4
AC016042.1,1.2007863474194926e-8,2.9614047546874223,0.19,0.03,2.6516964910064655e-4
ZEB2,1.2116676456212643e-8,1.613353627560965,0.81,0.564,2.675725661825438e-4
AL357522.1,1.2463507518749293e-8,2.7845269926033427,0.286,0.065,2.752316365365406e-4
JMJD7,1.276967183920545e-8,3.1223966313597264,0.143,0.018,2.8199266322517395e-4
PIK3R6,1.30324148977348e-8,3.0828682671730894,0.143,0.018,2.8779481818667755e-4
AC025442.2,1.3300292095623929e-8,3.0443941193584534,0.143,0.018,2.9371035034766324e-4
APC,1.5467350153507e-8,1.636969804189485,0.667,0.297,3.415654934398951e-4
SP110,1.6496564886285293e-8,2.0075573511780824,0.405,0.12,3.6429364238383814e-4
HECTD2,1.6533427827314964e-8,1.7023584510225163,0.5,0.169,3.6510768671059636e-4
LILRB5,1.7354883672909914e-8,2.3150417093021227,0.238,0.046,3.8324789614886966e-4
VAC14,1.7662778153709983e-8,1.585218184379936,0.476,0.153,3.9004712996837756e-4
LPGAT1,1.7692340436711023e-8,1.4395066917875217,0.571,0.207,3.906999538638895e-4
PHF11,1.814776961840418e-8,1.6220194627235132,0.429,0.124,4.007571964832195e-4
SORD,2.1233170509610947e-8,3.1630386158570722,0.143,0.018,4.6889210436373857e-4
SP100,2.2018916050680013e-8,1.463537032597345,0.667,0.288,4.8624372314716674e-4
PRXL2C,2.288575869690247e-8,2.431855374284872,0.214,0.038,5.053862093036972e-4
SH3RF3,2.3505709720835387e-8,1.8273456012221778,0.571,0.232,5.190765877652079e-4
USP9Y,2.5551245437015823e-8,-4.536707332113935,0.024,0.477,5.642481529856204e-4
RUBCNL,2.913266994689424e-8,2.272663107031571,0.357,0.1,6.433367504372655e-4
LYST,2.988546046946649e-8,1.449554790587365,0.738,0.347,6.599606235472285e-4
LRRC39,2.9963604742517237e-8,2.4029309418784233,0.357,0.102,6.616862835290081e-4
ANKRD36C,3.012065641410176e-8,1.6497775804901051,0.524,0.186,6.651544555926092e-4
CCDC144A,3.089919654277639e-8,1.376442253966266,0.714,0.328,6.82346957254131e-4
C12orf4,3.150203892317736e-8,1.6681015694043582,0.548,0.209,6.956595255405258e-4
SHANK2,3.170965711824133e-8,-2.9126450117038383,0.167,0.606,7.002443581421233e-4
CHST15,3.283487182330259e-8,2.3474631869945,0.19,0.031,7.250924744739911e-4
DTNA,3.675085209086056e-8,2.469465617204247,0.357,0.103,8.115690667224737e-4
ARHGAP25,3.993983858310137e-8,2.131009761664435,0.381,0.114,8.819914554306276e-4
ZNF25,4.209927625718026e-8,2.1726887858907915,0.286,0.066,9.296783175873117e-4
FBXO10,4.2696158310076115e-8,2.2505014571074122,0.286,0.066,9.428592639614109e-4
PLXND1,4.4678927071576043e-8,1.471504450937872,0.524,0.186,9.866447465216137e-4
GRIP1,4.855535349402473e-8,-2.340673564340919,0.238,0.675,0.0010722478712085481
CD86,5.513892822237889e-8,2.3088894823205273,0.286,0.068,0.001217632951934793
NCKAP1L,5.798546002943658e-8,1.4704962279361018,0.381,0.104,0.001280492913830048
SRGAP3,5.8796932105284473e-8,1.726267594630947,0.381,0.11,0.001298412651680997
SLC37A2,5.960716740011677e-8,3.0443941193584534,0.143,0.019,0.0013163050776967787
LINC01374,6.07736093559266e-8,2.462940404414436,0.31,0.081,0.0013420636154069271
FGD5,6.382342303784361e-8,1.6193523907144352,0.429,0.133,0.0014094126509447003
AC025809.1,6.476254381935562e-8,2.7036069972197754,0.167,0.026,0.0014301512551628303
NOL4L,6.934452092115874e-8,1.8660568780999407,0.357,0.098,0.0015313350555019485
ST3GAL5,7.001997319816073e-8,2.1545770371088766,0.381,0.113,0.0015462510681349836
GAS7,7.196628454271022e-8,1.8121921747640002,0.619,0.292,0.0015892314615566698
ANKFY1,7.791844648598094e-8,1.4545503689424344,0.619,0.253,0.001720673053749917
AC009975.1,8.371273325693748e-8,3.2973397075686637,0.119,0.014,0.0018486282885129505
BMERB1,8.44964562081073e-8,2.4454383465577973,0.19,0.033,0.0018659352424436335
AL450998.3,8.647585052528636e-8,3.3150417093021223,0.119,0.014,0.0019096462071498987
DYRK4,8.689798989540073e-8,1.9435934785709612,0.286,0.067,0.0019189683108601344
FGL1,8.907560831565608e-8,2.0854894963928086,0.381,0.119,0.0019670566584346332
LINC00278,9.208271448054727e-8,-6.2565002756567125,0,0.431,0.002033462583873925
ROR1,9.210522649901043e-8,2.2729909053533253,0.476,0.175,0.0020339597167776473
PDE9A,9.612560212949591e-8,1.9347696281839553,0.333,0.088,0.002122741671825658
AC126177.3,9.97881115552521e-8,2.1837971760238695,0.262,0.06,0.0022036208674746324
CD109,1.0167558254008226e-7,2.40997681497426,0.405,0.132,0.0022453018892326366
ITGAL,1.1020054726399218e-7,2.84111052096971,0.19,0.034,0.0024335586852307395
GIMAP8,1.1241403718622528e-7,2.8526984952449217,0.167,0.027,0.002482439183183413
AC010210.1,1.1272154150415647e-7,2.4219569132186347,0.238,0.051,0.002489229801036287
RAB43,1.1478143153659908e-7,2.3694894933244988,0.238,0.051,0.0025347183526227175
RPH3AL,1.1535181985344068e-7,2.713907917909821,0.262,0.061,0.0025473142378235306
ADAMTS17,1.2938569735182326e-7,2.4653379039955023,0.333,0.095,0.0028572243546203134
OSBPL6,1.2978975673134668e-7,2.806894805631797,0.214,0.043,0.0028661471978983287
ZNF804A,1.335412629661574e-7,3.7919444641658258,0.143,0.02,0.002948991710081654
GPR137B,1.3551248409914254e-7,1.4445524422985268,0.571,0.222,0.0029925221863613648
ETNK1,1.38418796719755e-7,1.032839892730371,0.857,0.628,0.0030567022879623494
IL6R,1.4248105111670824e-7,1.9134247257856005,0.357,0.105,0.003146409051810268
CMTM7,1.5388933745079283e-7,1.7730130045863017,0.5,0.198,0.003398338238925858
GATA6-AS1,1.5755086204131494e-7,3.2625742894079868,0.119,0.014,0.0034791956864583576
TACC2,1.5897885781333445e-7,-1.8391589398471735,0.167,0.59,0.0035107301170918645
HOXC4,1.6880681802445555e-7,2.5974414400028474,0.19,0.035,0.003727760962434052
NEBL,1.7002884306861462e-7,-1.5721740698495426,0.19,0.652,0.0037547469414842168
S100Z,1.9020879340241214e-7,2.250911371882407,0.238,0.052,0.004200380784705467
CUEDC1,2.0219325247660535e-7,2.043866914879395,0.405,0.136,0.004465033594440876
KATNAL2,2.1044064080982678e-7,2.852698495244922,0.238,0.054,0.004647160671003405
CCSER1,2.1088742332429773e-7,-3.5354577044559976,0.095,0.519,0.004657026969270467
SCN9A,2.1581455989191872e-7,1.8233286192844491,0.429,0.148,0.004765832926093241
CHM,2.1664100696417258e-7,1.520465391965821,0.619,0.284,0.004784083356789823
WDR44,2.2275435855237227e-7,1.6998645955339586,0.5,0.191,0.004919084499912037
INKA2,2.3342848024161447e-7,2.1837971760238695,0.262,0.062,0.005154801129175573
WIPF1,2.3674855826808567e-7,1.0328398927303708,0.786,0.413,0.005228118412234136
SOCS4,2.528123007680702e-7,1.8933404797422675,0.333,0.093,0.005582854037861294
MED13L,2.569840334944177e-7,0.858287558234966,1,0.919,0.005674978411657226
RAI1,2.7400435453547216e-7,1.7845269926033425,0.333,0.093,0.006050838161206832
ZKSCAN7-AS1,2.742559571821785e-7,2.1630386158570727,0.238,0.052,0.006056394302454048
ARMCX5,2.811221288232536e-7,3.1630386158570727,0.119,0.015,0.00620801997080391
AL162253.2,2.8429175594216854e-7,1.844962846465317,0.405,0.133,0.006278014846470907
NFATC2,2.9423306621970326e-7,1.6649841803590815,0.5,0.197,0.006497548801329707
CYP19A1,3.160340380777694e-7,-2.4987394819149147,0.143,0.551,0.006978979662871382
ZNF665,3.165964449243525e-7,3.0587019560423365,0.143,0.021,0.006991399293264476
ABCC5,3.216967186798689e-7,1.8325864486631718,0.452,0.158,0.007104028638607545
CD28,3.248416950070287e-7,2.2625742894079868,0.238,0.053,0.007173479150840214
CAMK2D,3.267147624409054e-7,1.0106010411436013,0.643,0.278,0.007214842098982513
PDZD2,3.303906237150419e-7,-2.3140291437089306,0.19,0.607,0.00729601614349927
CTTNBP2,3.412483027594535e-7,1.9599467504795607,0.381,0.118,0.007535786269837011
STARD3NL,3.440631991515926e-7,1.3150417093021223,0.429,0.138,0.00759794762686462
RARG,3.541450735766796e-7,2.8660568780999407,0.143,0.021,0.007820585659793816
FAM20A,3.5671578717377373e-7,2.281358583045834,0.381,0.125,0.007877354728158445
PNPLA7,3.6019905530611905e-7,2.832890014164742,0.143,0.021,0.007954275738325026
TLR2,3.621938269935958e-7,2.0646349117960776,0.238,0.053,0.007998326281499575
PRR5L,3.6346175844612815e-7,3.0387104808548706,0.214,0.046,0.008026326011765847
DOCK2,3.8170792989919927e-7,1.9606305689747794,0.357,0.112,0.008429256215964017
C9,3.8694366065289346e-7,2.9255393021304164,0.357,0.12,0.008544876858197846
RYR1,3.8727334040812704e-7,2.5256086952417802,0.286,0.077,0.00855215717623267
LINC00882,4.1300839794077294e-7,-2.3960667266676774,0.095,0.531,0.009120464451726089
TMEM255B,4.2812197485140455e-7,3.385431037193521,0.119,0.015,0.009454217570643566
AC100849.2,4.50918082049943e-7,3.2048587915516995,0.119,0.015,0.009957624005908891
MED12L,4.546391446788068e-7,-2.2628313666327142,0.071,0.501,0.01003979623194209
AC087273.2,4.5585289138282935e-7,3.1344694636603014,0.143,0.022,0.01006659940040702
LCP2,4.6913869134552596e-7,2.213370291407217,0.31,0.089,0.01035998972098325
USP35,4.6941471453563036e-7,3.025535092107138,0.143,0.022,0.010366085141090326
MPV17L,4.706274266532382e-7,3.1630386158570727,0.119,0.015,0.01039286546278346
PTGIS,4.852575882369131e-7,2.9614047546874223,0.143,0.022,0.010715943321035752
AC099489.1,4.854294003213018e-7,3.0699292114655905,0.119,0.015,0.010719737447295308
SLC43A2,4.981636200146546e-7,-2.50144422450761,0.143,0.567,0.011000947220783618
BIRC7,5.013630676721729e-7,2.9824663702152514,0.119,0.015,0.011071600623404594
C20orf96,5.164846699143283e-7,2.8660568780999407,0.143,0.022,0.01140553096571811
C20orf194,5.190828436792924e-7,1.5016454518910654,0.643,0.312,0.011462906436969815
ST6GAL1,5.312683631289815e-7,2.0802121847274515,0.381,0.129,0.0117319992629773
GPD2,5.386132212725448e-7,1.4311738933837317,0.571,0.247,0.011894195765361607
PFKFB3,5.81765866983349e-7,1.8940054694018356,0.333,0.097,0.012847135640593295
RPP38,5.869542037228733e-7,1.815687924089803,0.333,0.096,0.012961709680812212
MFSD1,5.944874545255829e-7,1.5116018372479014,0.452,0.161,0.013128066458288446
EBPL,5.984027025922431e-7,1.9764173255424464,0.31,0.086,0.013214526881344505
RECK,6.499685073130596e-7,1.796466605914868,0.381,0.124,0.014353254546994295
SORBS1,6.756397063162563e-7,-2.7196044335047684,0.167,0.554,0.014920151634581888
SNAI3-AS1,6.958672354555899e-7,2.9614047546874223,0.143,0.022,0.015366836160565792
LINC01949,7.10587744843112e-7,-2.948155027697081,0.238,0.633,0.01569190916937044
PCED1B,7.189309821138508e-7,1.457675019076695,0.5,0.201,0.015876152878020168
PRKACB,7.378981869034693e-7,1.3701832634945834,0.5,0.187,0.016295005661389313
ANKUB1,7.532663911833984e-7,1.393403359748627,0.643,0.296,0.016634381716502986
RCN3,7.761703118387045e-7,1.9151111024134868,0.286,0.075,0.01714016899633411
GDAP1,7.814034024231903e-7,2.278515833277009,0.214,0.046,0.01725573133571131
ADPRM,7.874143853667685e-7,3.0699292114655905,0.119,0.016,0.017388471872054348
AC087239.1,7.998436437435452e-7,3.025535092107138,0.119,0.016,0.017662947184788707
RNASEH2B-AS1,7.998436437435452e-7,3.025535092107138,0.119,0.016,0.017662947184788707
SIGLEC1,8.088106717904855e-7,1.9120770423238536,0.31,0.088,0.01786096606514929
MILR1,8.254663227675364e-7,1.9867158432166097,0.214,0.046,0.018228772805675506
ARHGAP35,8.261148860027187e-7,1.2871523121286528,0.548,0.219,0.018243095027598036
TRPS1,8.482651030666199e-7,1.862311919951328,0.548,0.243,0.018732238271020166
SHLD2,9.023361701968347e-7,1.1612803035847135,0.619,0.269,0.0199262896464567
PKP4,9.337185466462079e-7,1.5970176787893766,0.429,0.154,0.02061930666558821
CERS6,9.398971933070544e-7,1.8229631742594505,0.524,0.225,0.020755749719799682
ZNF236,9.775665610131306e-7,1.326777817353091,0.619,0.287,0.021587602366852962
PSG3,9.78814353802104e-7,-5.779475889482168,0.024,0.407,0.02161515737501186
TGM2,9.954175462625797e-7,-3.2624803672900944,0.143,0.527,0.021981805674116547
HCK,9.964116300965844e-7,2.115732901078716,0.286,0.077,0.02200375802742287
ITIH5,1.0476200407321715e-6,-1.7235115314672709,0.167,0.577,0.02313459335948854
MAST4,1.0510948143008873e-6,-1.922251640213053,0.31,0.692,0.023211326784206496
SCN1A-AS1,1.0591023450144827e-6,2.2568606382135936,0.333,0.107,0.02338815708495482
NCOA7,1.117928055235553e-6,1.5432343659236152,0.429,0.154,0.02468720524376672
CYTH1,1.1642969019112138e-6,1.7359104292514977,0.548,0.253,0.025711168484905334
PRICKLE2,1.1700213578901032e-6,1.413846719357607,0.619,0.293,0.025837581646287147
PRKCA,1.1837589994478903e-6,1.4544447659675388,0.833,0.697,0.02614094998480776
NRK,1.2021578349581444e-6,-1.8502582067563855,0.119,0.544,0.026547251469380705
PDE10A,1.2194666401017882e-6,-1.5806330157422679,0.095,0.51,0.026929481813367788
AC087190.1,1.245424011627844e-6,3.0699292114655905,0.119,0.016,0.02750269844877768
MT-ND2,1.2482875173995087e-6,-2.365603465561995,0.286,0.65,0.02756593324673335
CELF6,1.2838106119902177e-6,2.2951421518644177,0.167,0.03,0.028350389744579978
RNASET2,1.2947227319635161e-6,1.51227405674017,0.333,0.097,0.028591362089950327
PIAS2,1.3271302281780371e-6,1.6221793978759291,0.524,0.225,0.029307016828855594
PML,1.337226895625638e-6,1.7360284749121524,0.333,0.1,0.029529981536100963
EFCAB7,1.3434985544350609e-6,2.092649287965674,0.262,0.067,0.02966847857758945
HSPG2,1.3494419402211644e-6,1.6138472461577384,0.405,0.137,0.029799726365903972
OPHN1,1.41316731340596e-6,-1.9292654884627662,0.286,0.682,0.031206973781943814
EXPH5,1.4158731765267158e-6,-3.762169634573543,0.095,0.474,0.03126672735723946
UACA,1.5004433995674408e-6,2.4582196517144923,0.548,0.244,0.033134291592647795
SLC12A6,1.5326828752644132e-6,1.7439991860207327,0.381,0.129,0.033846235934464036
AC027020.2,1.586707401872019e-6,2.46259889771598,0.167,0.031,0.0350392595555398
SLC38A1,1.6439671507248179e-6,-2.1547615934076134,0.19,0.584,0.03630372658945615
TMEM91,1.6561829748942188e-6,1.9662379084233654,0.262,0.068,0.036573488634589035
AC025508.1,1.7575508677978967e-6,1.7447259845453678,0.19,0.039,0.038811995813580955
VAV2,1.8009923769429741e-6,0.9588978990768472,0.429,0.148,0.0397713146600317
LPAR6,1.809182763747604e-6,1.3012885542347923,0.405,0.135,0.03995218297183834
MKNK1,1.8427782713783633e-6,1.5812856716118062,0.5,0.213,0.0406940725668484
TSPAN15,1.8724148097831208e-6,2.1630386158570727,0.214,0.048,0.04134853624444066
AXL,1.933710798422993e-6,2.0011509334801785,0.262,0.069,0.04270213556157495
ARRDC2,2.0934110098045485e-6,2.8220016980220053,0.119,0.017,0.04622879532951384
AC009093.2,2.096111842286401e-6,2.366572009942205,0.238,0.06,0.04628843781321059
MYO5A,2.13723116869682e-6,1.6914175882118612,0.452,0.181,0.04719647589833188
GMIP,2.2077016598227877e-6,2.677611788686831,0.143,0.024,0.048752675753866624
SH2B3,2.3151481170214156e-6,1.816588201835641,0.31,0.092,0.05112541586818392
CMKLR1,2.389049382312113e-6,1.46259889771598,0.333,0.1,0.05275737750959839
CYBRD1,2.390224792308976e-6,1.5307704003575595,0.357,0.114,0.05278333408855912
GABRA3,2.4635187271962665e-6,2.211948216338019,0.333,0.109,0.054401884052675153
ERVW-1,2.4676669832886712e-6,-1.79779078686225,0.048,0.432,0.054493489991963726
TLR4,2.505354169398841e-6,1.6702698133456624,0.31,0.093,0.055325736122834604
E2F3,2.5150193607556995e-6,1.0563630821862962,0.571,0.245,0.05553917254356811
EPG5,2.5226336301322875e-6,1.1379140217014563,0.595,0.264,0.055707318454211306
NAV3,2.5749366401702287e-6,2.239370261050665,0.405,0.155,0.05686232582487916
TMEM219,2.5850939985090033e-6,1.7454271729144024,0.286,0.079,0.05708663076907432
PIEZO1,2.616898066228241e-6,1.489984785511059,0.357,0.114,0.057788959996518244
ZNHIT6,2.6338752945743017e-6,1.589216672741117,0.405,0.145,0.058163868130084305
PGM2L1,2.6983476994037365e-6,2.148683322880002,0.19,0.04,0.05958761224593272
NBEA,2.714894275648767e-6,1.2716194290109937,0.452,0.168,0.05995301028915172
VPS45,2.726918586888065e-6,1.3053003148239222,0.571,0.252,0.060218543154249134
FMNL2,2.7360115015775954e-6,0.8333815325911562,0.952,0.829,0.060419341989338037
KLF7,2.760062555957125e-6,1.8460654029124748,0.357,0.12,0.060950461423201194
CBR4,2.806058518887626e-6,1.473877532082629,0.69,0.391,0.061966190272595444
CLCN6,2.8319812916554194e-6,1.6451903109944532,0.381,0.13,0.06253864286362663
CNRIP1,2.934450795381447e-6,2.1391918739027047,0.262,0.072,0.06480147691440849
NPTN,2.9457987492544244e-6,1.256595436918565,0.571,0.266,0.06505207377978546
AC104316.1,2.9979109022021665e-6,2.677611788686831,0.143,0.024,0.06620286645333044
TSPAN14,3.0044754033408164e-6,1.4260730216908664,0.476,0.19,0.06634783033197525
AP1AR,3.0046530232530237e-6,1.4888924139582351,0.405,0.143,0.06635175271249652
HBG2,3.0057883324237677e-6,-5.8500683065931,0.119,0.476,0.06637682374491406
GSN,3.12650588325346e-6,1.32257538198753,0.5,0.2,0.06904262941988616
STK38L,3.1720926342229347e-6,1.3174725355568846,0.476,0.191,0.07004932164154506
SYK,3.2816052304359532e-6,1.7864752643928643,0.357,0.122,0.07246768830371715
ASTN2,3.402400014361617e-6,1.8933404797422675,0.357,0.12,0.07513519951714759
GNAI1,3.4121729694729262e-6,-1.7083122247769535,0.238,0.615,0.07535101568487063
SELENOI,3.41886116261023e-6,1.1340872421609434,0.571,0.246,0.07549871105392171
PDE4A,3.4477484371663385e-6,1.9406461945206241,0.238,0.06,0.07613662873794426
CARD18,3.4503810658454056e-6,-1.411241602108164,0.452,0.792,0.07619476507706409
RUNX1,3.4715009481510706e-6,2.105514914736097,0.452,0.187,0.07666115543802009
PAPPA,3.4766967760779993e-6,-4.422811634189498,0.095,0.46,0.07677589490613046
ANK3,3.5835315059283527e-6,-1.997120942886293,0.405,0.711,0.07913512624541581
HMG20A,3.5927517177055626e-6,1.432325231003205,0.524,0.225,0.07933873618209193
PEAK1,3.6208396932408615e-6,1.238602416698444,0.81,0.603,0.07995900294583794
MT-CO3,3.7073939567077133e-6,-2.054133780200238,0.524,0.744,0.08187038074597644
COBLL1,3.758207116816365e-6,-0.6937043331626946,0.405,0.731,0.08299248776065579
MFHAS1,3.770547308131854e-6,1.6328121787158287,0.548,0.249,0.08326499620547573
