"from","to","z","observed","expected","sd_null","week","k","scope","density_bin","obs_minus_exp","obs_over_exp","log2_obs_over_exp","p_adj","significant"
"Endothelial_cells","unknown3",1.20822102791908,3,1.39,1.33253764136574,8,40,"density_stratified",4,1.61,2.15827337974225,1.10987761740291,0.627664565946699,FALSE
"EVT2","unknown3",-2.97276573529412,134,202.92,23.1837978952648,8,40,"density_stratified",4,-68.92,0.660358762070469,-0.598678062721038,0.0492330440437402,TRUE
"EVT3","unknown3",-0.595687445850572,44,49.54,9.30017920974286,8,40,"density_stratified",4,-5.54,0.888171174790307,-0.171090343239119,0.848190338462047,FALSE
"Fibroblast1","unknown3",-1.15575037080842,1,4.02,2.6130210079291,8,40,"density_stratified",4,-3.02,0.248756218843593,-2.00719549596345,0.647853629563318,FALSE
"Fibroblast2","unknown3",-0.74603126136904,2,3.75,2.34574620377509,8,40,"density_stratified",4,-1.75,0.533333333191111,-0.906890593288184,0.799887326939097,FALSE
"Hofbauer cells","unknown3",-0.329589382880533,1,1.43,1.30465367516487,8,40,"density_stratified",4,-0.43,0.699300698811678,-0.516015145949489,0.912490882232113,FALSE
"maternal macrophages","unknown3",-0.48281514525852,0,0.36,0.745626981780834,8,40,"density_stratified",4,-0.36,0,-29.8973528539863,0.875960953302075,FALSE
"STB","unknown3",-0.98620154703185,8,12.48,4.54268198270136,8,40,"density_stratified",4,-4.48,0.641025640974277,-0.64154602695252,0.717185539132774,FALSE
"unknown2","unknown3",2.84597992668741,2,0.28,0.604361253930565,8,40,"density_stratified",4,1.72,7.14285711734694,2.83650126276662,0.0631986091087804,FALSE
"unknown3","unknown3",0.466448436858672,3,2.15,1.82228073323159,8,40,"density_stratified",4,0.85,1.3953488365603,0.480625841269331,0.880236842765724,FALSE
"vCTB2","unknown3",-0.975890936601255,28,36.34,8.54603694555245,8,40,"density_stratified",4,-8.34,0.770500825515396,-0.376131590569075,0.721048653820361,FALSE
"vCTBp","unknown3",-1.17260926048635,0,2.07,1.76529392064399,8,40,"density_stratified",4,-2.07,0,-29.8973528539863,0.639809750611914,FALSE
"Endothelial_cells","vCTB2",-0.46617279316166,21,23.34,5.0195979556498,8,40,"density_stratified",4,-2.34,0.89974293055271,-0.152415231612223,0.880236842765724,FALSE
"EVT2","vCTB2",-1.53564488639387,3176,3310.96,87.8849017726934,8,40,"density_stratified",4,-134.96,0.959238408195521,-0.060038667529631,0.480064250974057,FALSE
"EVT3","vCTB2",-0.81616836769632,752,783.41,38.4847063943929,8,40,"density_stratified",4,-31.41,0.959906051746902,-0.0590348805832942,0.783660803468782,FALSE
"Fibroblast1","vCTB2",1.01905916829834,74,65.65,8.19383236885457,8,40,"density_stratified",4,8.34999999999999,1.12718964202396,0.172730260881354,0.702259120862218,FALSE
"Fibroblast2","vCTB2",-1.65455301271628,45,59.44,8.72743265846725,8,40,"density_stratified",4,-14.44,0.757065948843253,-0.401509112552828,0.420601476478772,FALSE
"Hofbauer cells","vCTB2",-0.138235862452697,22,22.91,6.58295165752055,8,40,"density_stratified",4,-0.91,0.960279353951974,-0.0584739334532553,0.961980214608579,FALSE
"maternal macrophages","vCTB2",-1.15076326932336,2,4.64,2.29412953056934,8,40,"density_stratified",4,-2.64,0.431034482665725,-1.21412480231672,0.650783646547799,FALSE
"STB","vCTB2",1.99631208601559,245,210.85,17.1065437299251,8,40,"density_stratified",4,34.15,1.16196348114222,0.216564728845558,0.280978692386481,FALSE
"unknown2","vCTB2",-0.668218035099002,3,4.57,2.34953251314023,8,40,"density_stratified",4,-1.57,0.656455142088303,-0.607231662680172,0.821729480730685,FALSE
"unknown3","vCTB2",0.826151685873744,44,37.65,7.68623983676562,8,40,"density_stratified",4,6.35,1.16865869850814,0.224853660048901,0.778668807506021,FALSE
"vCTB2","vCTB2",-1.45833930018043,540,584.43,30.4661610593946,8,40,"density_stratified",4,-44.4299999999999,0.923977208560608,-0.114070827725884,0.513600863290085,FALSE
"vCTBp","vCTB2",1.19322472212699,40,31.71,6.94755970529119,8,40,"density_stratified",4,8.29,1.2614317249681,0.335062123656448,0.633976974795001,FALSE
"Endothelial_cells","vCTBp",-0.735586896448645,0,1.18,1.60416125540213,8,40,"density_stratified",4,-1.18,0,-29.8973528539863,0.801512454653993,FALSE
"EVT2","vCTBp",-3.07621705373675,117,186.85,22.7064601673914,8,40,"density_stratified",4,-69.85,0.626170725177275,-0.675372031613703,0.0387843567381795,TRUE
"EVT3","vCTBp",1.83558375666683,60,42.79,9.37576394193825,8,40,"density_stratified",4,17.21,1.40219677491465,0.487688822754921,0.347480756399681,FALSE
"Fibroblast1","vCTBp",1.3444005879724,7,3.81,2.37280467384107,8,40,"density_stratified",4,3.19,1.83727034072513,0.877563924745585,0.564642950293769,FALSE
"Fibroblast2","vCTBp",-0.984369620841614,1,3.36,2.39747341755415,8,40,"density_stratified",4,-2.36,0.297619047530471,-1.74846122858595,0.717764235586134,FALSE
"Hofbauer cells","vCTBp",-0.868144788024102,0,1.29,1.4859272519137,8,40,"density_stratified",4,-1.29,0,-29.8973528539863,0.762962615790822,FALSE
"maternal macrophages","vCTBp",-0.491267017756336,0,0.28,0.569954809479212,8,40,"density_stratified",4,-0.28,0,-29.8973528539863,0.873529024732394,FALSE
"STB","vCTBp",-0.260221940353022,10,11,3.84287350399109,8,40,"density_stratified",4,-1,0.909090909008265,-0.137503522294124,0.931543154578602,FALSE
"unknown2","vCTBp",-0.420563251499256,0,0.24,0.570663268185859,8,40,"density_stratified",4,-0.24,0,-29.8973528539863,0.891299886464054,FALSE
"unknown3","vCTBp",-1.10842924148425,0,2.2,1.98479065379549,8,40,"density_stratified",4,-2.2,0,-29.8973528539863,0.664626970145425,FALSE
"vCTB2","vCTBp",-1.3161794117108,23,32.84,7.4761844100673,8,40,"density_stratified",4,-9.84,0.70036540801765,-0.513820263930081,0.580646114262445,FALSE
"vCTBp","vCTBp",-0.3872297191858,1,1.57,1.47199445541336,8,40,"density_stratified",4,-0.57,0.63694267475354,-0.650764557770785,0.898844316969077,FALSE
"Endothelial_cells","Endothelial_cells",-0.171269312289998,7,7.525,3.06534774273974,9,8,"global",NA,-0.525,0.930232558015916,-0.104336658455559,0.953494105914523,FALSE
"EVT2","Endothelial_cells",1.02444160627557,112,100.46,11.264673289608,9,8,"global",NA,11.54,1.11487159067176,0.156877553440185,0.699843950063769,FALSE
"EVT3","Endothelial_cells",-1.42911589694654,3,6.555,2.48755192365191,9,8,"global",NA,-3.555,0.457665903820341,-1.12763327679368,0.523819723028452,FALSE
"Fibroblast1","Endothelial_cells",2.59783377853426,56,39.105,6.50349538796688,9,8,"global",NA,16.895,1.43204193833443,0.518073744546163,0.108334031195208,FALSE
"Fibroblast2","Endothelial_cells",-0.726865568818314,86,92.44,8.85996018458107,9,8,"global",NA,-6.44,0.930333189085565,-0.104180598455686,0.804973605171172,FALSE
"Hofbauer cells","Endothelial_cells",-1.18086024235067,18,24.13,5.19113082054189,9,8,"global",NA,-6.13,0.745959386624701,-0.42283100712449,0.638817821351918,FALSE
"maternal macrophages","Endothelial_cells",-0.774787507985546,1,2.195,1.54235837169371,9,8,"global",NA,-1.195,0.455580865396091,-1.13422093725118,0.793898516345365,FALSE
"STB","Endothelial_cells",2.07632440995247,81,65.27,7.57588742998197,9,8,"global",NA,15.73,1.24099892751278,0.31150186983574,0.25627879477444,FALSE
"unknown2","Endothelial_cells",3.89159025164727,7,1.77,1.3439236039546,9,8,"global",NA,5.23,3.95480225765265,1.98360556129905,0.00356745474233047,TRUE
"unknown3","Endothelial_cells",-0.0936173589038701,18,18.39,4.16589406572397,9,8,"global",NA,-0.390000000000001,0.978792822132746,-0.0309245717993972,0.973718126389708,FALSE
"vCTB2","Endothelial_cells",0.787963231354107,163,153.5,12.0564001227397,9,8,"global",NA,9.5,1.06188925080741,0.0866333102101113,0.788528395655286,FALSE
"vCTBp","Endothelial_cells",1.00305894312477,4,2.495,1.5004103291363,9,8,"global",NA,1.505,1.60320641218308,0.680960184759111,0.709768259847631,FALSE
"Endothelial_cells","EVT2",0.0897592736058005,101,100.21,8.80131899662783,9,8,"global",NA,0.790000000000006,1.00788344475593,0.0113288115041855,0.974417459165919,FALSE
"EVT2","EVT2",2.85001631450463,1491,1397.39,32.8454260141386,9,8,"global",NA,93.6099999999999,1.06698917267115,0.0935455377647855,0.0627204930698096,FALSE
"EVT3","EVT2",2.34944663066082,112,91.045,8.91912151745989,9,8,"global",NA,20.955,1.23016090942688,0.298847038728295,0.168106091695793,FALSE
"Fibroblast1","EVT2",-0.813020890243296,523,540.575,21.6169107216024,9,8,"global",NA,-17.575,0.967488322617643,-0.0476838450624314,0.783706939053362,FALSE
"Fibroblast2","EVT2",4.94648433354081,1451,1287.855,32.9820108574508,9,8,"global",NA,163.145,1.12667963396413,0.172077351576922,6.967010866612e-05,TRUE
"Hofbauer cells","EVT2",-1.72661511085871,310,335.915,15.0091354090981,9,8,"global",NA,-25.915,0.922852507327976,-0.115828002278225,0.390631003176377,FALSE
"maternal macrophages","EVT2",2.39914140385455,42,29.39,5.25604700804262,9,8,"global",NA,12.61,1.42905750250326,0.515063969862607,0.154294460730723,FALSE
"STB","EVT2",-6.87360105634407,701,905.68,29.7776956089435,9,8,"global",NA,-204.68,0.774004063244442,-0.369586953001001,4.40085908809547e-09,TRUE
"unknown2","EVT2",3.41466170506042,41,24.905,4.71349767174097,9,8,"global",NA,16.095,1.64625577186725,0.719188499538643,0.0158218415810689,TRUE
"unknown3","EVT2",-0.325386851031732,251,256.095,15.6582848493093,9,8,"global",NA,-5.09500000000003,0.980105039141802,-0.0289917203831011,0.912747128086185,FALSE
"vCTB2","EVT2",-2.49907537655754,2021,2122.085,40.448960021664,9,8,"global",NA,-101.085,0.952365244558558,-0.0704131212501159,0.130693069016303,FALSE
"vCTBp","EVT2",-2.79797868963643,21,36.325,5.47716823361274,9,8,"global",NA,-15.325,0.578114246370871,-0.790573467510916,0.0698564719481422,FALSE
"Endothelial_cells","EVT3",-0.199361865037421,6,6.515,2.58324228509785,9,8,"global",NA,-0.515,0.920951649897014,-0.118802676727169,0.945298676750119,FALSE
"EVT2","EVT3",-0.311635615460774,88,91.085,9.89938199177582,9,8,"global",NA,-3.08499999999999,0.966130537399504,-0.0497099634058569,0.916922878056433,FALSE
"EVT3","EVT3",-0.856604285776935,4,6.1,2.45154038336232,9,8,"global",NA,-2.1,0.655737704810535,-0.608809240711921,0.767619073123567,FALSE
"Fibroblast1","EVT3",-1.10094471229695,28,34.385,5.79956461717117,9,8,"global",NA,-6.385,0.814308564757473,-0.296352516693065,0.66973983825911,FALSE
"Fibroblast2","EVT3",1.17982315872654,93,83.785,7.81049255616118,9,8,"global",NA,9.215,1.10998388731742,0.150538735662538,0.638817821351918,FALSE
"Hofbauer cells","EVT3",0.753275254746436,26,22.29,4.92515846746561,9,8,"global",NA,3.71,1.16644235077764,0.222115007828174,0.79742283493809,FALSE
"maternal macrophages","EVT3",0.681155353349715,3,2.02,1.43873199336906,9,8,"global",NA,0.98,1.48514851411626,0.570607208001295,0.818081749683285,FALSE
"STB","EVT3",-0.478576162478734,55,58.505,7.32380815076049,9,8,"global",NA,-3.505,0.940090590531748,-0.0891283065479811,0.877683828441783,FALSE
"unknown2","EVT3",-0.443373309631697,1,1.565,1.2743211810065,9,8,"global",NA,-0.565,0.638977635374455,-0.646162655821926,0.886271949952956,FALSE
"unknown3","EVT3",2.06751512691229,25,16.435,4.1426540906251,9,8,"global",NA,8.565,1.52114390012041,0.605156639329785,0.259009572768679,FALSE
"vCTB2","EVT3",1.32982354236092,155,138.96,12.0617506667038,9,8,"global",NA,16.04,1.11542890039497,0.157598557621587,0.571352391153318,FALSE
"vCTBp","EVT3",2.54828347354798,6,2.305,1.44999566798868,9,8,"global",NA,3.695,2.60303687522645,1.38019574999488,0.118678969650627,FALSE
"Endothelial_cells","Fibroblast1",1.38649120931301,48,38.565,6.80494757935643,9,8,"global",NA,9.435,1.24465188639324,0.315742296062775,0.545267750681918,FALSE
"EVT2","Fibroblast1",0.260244782090634,548,542.305,21.8832437445622,9,8,"global",NA,5.69500000000005,1.01050147057281,0.0150714226867275,0.931543154578602,FALSE
"EVT3","Fibroblast1",-1.30887157576064,27,35.05,6.15033602056255,9,8,"global",NA,-8.05,0.770328102688436,-0.376455035128121,0.581628816735486,FALSE
"Fibroblast1","Fibroblast1",0.862616143779272,221,208.54,14.4444317313005,9,8,"global",NA,12.46,1.05974872925549,0.083722237820041,0.765036737345861,FALSE
"Fibroblast2","Fibroblast1",0.700703430462685,512,496.88,21.5783159350531,9,8,"global",NA,15.12,1.03042988246452,0.0432463387252054,0.814050693384726,FALSE
"Hofbauer cells","Fibroblast1",0.602464561103394,137,130.16,11.3533648964684,9,8,"global",NA,6.84,1.05255070681429,0.0738897384223056,0.84563926113489,FALSE
"maternal macrophages","Fibroblast1",-0.201962896145075,11,11.69,3.4164691285789,9,8,"global",NA,-0.69,0.940975192391704,-0.0877714047098558,0.945038282579912,FALSE
"STB","Fibroblast1",2.97978629924714,400,351.82,16.1689447357998,9,8,"global",NA,48.18,1.13694502870463,0.185162502876012,0.0485825403870596,TRUE
"unknown2","Fibroblast1",0.430746436492682,11,9.615,3.21534871152157,9,8,"global",NA,1.385,1.14404576171149,0.194144762183125,0.88899087237192,FALSE
"unknown3","Fibroblast1",0.668677564066975,105,98.595,9.5786076033049,9,8,"global",NA,6.405,1.06496272629378,0.0908029383483708,0.821729480730685,FALSE
"vCTB2","Fibroblast1",1.25329854549621,857,824.04,26.2986022900849,9,8,"global",NA,32.96,1.03999805834542,0.0565808362746844,0.608124531310869,FALSE
"vCTBp","Fibroblast1",0.721964752707346,17,14.27,3.78134803540009,9,8,"global",NA,2.73,1.19131044140215,0.252549412659216,0.806520929789616,FALSE
"Endothelial_cells","Fibroblast2",0.580784347376968,97,91.54,9.40107980540202,9,8,"global",NA,5.45999999999999,1.05964605635722,0.0835824567069179,0.853193760439513,FALSE
"EVT2","Fibroblast2",0.0745387818720699,1293,1290.69,30.9905788893899,9,8,"global",NA,2.30999999999995,1.00178974037065,0.0025797431513916,0.978858888676422,FALSE
"EVT3","Fibroblast2",-3.21049922372591,56,84.445,8.85999279693889,9,8,"global",NA,-28.445,0.663153531876806,-0.59258517405613,0.0271972999613282,TRUE
"Fibroblast1","Fibroblast2",-2.67133711052853,442,496.86,20.5365319791011,9,8,"global",NA,-54.86,0.889586603870528,-0.168793030333537,0.0937950735844752,FALSE
"Fibroblast2","Fibroblast2",-4.35539476759404,1052,1186.445,30.868614022309,9,8,"global",NA,-134.445,0.886682484227346,-0.173510516849417,0.000762266155677339,TRUE
"Hofbauer cells","Fibroblast2",1.96005280178738,348,311.87,18.433176884364,9,8,"global",NA,36.13,1.11584955269466,0.158142526477212,0.294944631693647,FALSE
"maternal macrophages","Fibroblast2",1.04917787205708,32,26.58,5.16594959091544,9,8,"global",NA,5.42,1.20391271628277,0.267730801642611,0.689150483140617,FALSE
"STB","Fibroblast2",3.03181331888267,919,834.94,27.7259815020363,9,8,"global",NA,84.0599999999999,1.10067789302093,0.138392335670881,0.0431272965614778,TRUE
"unknown2","Fibroblast2",-1.17078382894197,18,23.315,4.53969372265105,9,8,"global",NA,-5.315,0.772035170457987,-0.373261521316045,0.640769062520316,FALSE
"unknown3","Fibroblast2",0.429205179665061,243,236.9,14.2123168325486,9,8,"global",NA,6.09999999999999,1.02574926128735,0.0366781166533016,0.889005420886486,FALSE
"vCTB2","Fibroblast2",1.20248536521303,2003,1953.145,41.4599640387019,9,8,"global",NA,49.855,1.02552549861837,0.0363633647730007,0.629952686630325,FALSE
"vCTBp","Fibroblast2",-1.18141387821656,27,33.325,5.35375461169178,9,8,"global",NA,-6.325,0.810202550613347,-0.303645466300774,0.638817821351918,FALSE
"Endothelial_cells","Hofbauer cells",-0.640329237565428,21,24.39,5.29415150907159,9,8,"global",NA,-3.39,0.861008610050799,-0.215900428626263,0.832857071797832,FALSE
"EVT2","Hofbauer cells",-0.498837407691282,328,337.19,18.4228364950301,9,8,"global",NA,-9.19,0.972745336454305,-0.0398659347729347,0.870743332194121,FALSE
"EVT3","Hofbauer cells",-0.412951195045757,19,21.28,5.52123356692166,9,8,"global",NA,-2.28,0.892857142815185,-0.163498730734857,0.892671683245041,FALSE
"Fibroblast1","Hofbauer cells",-0.18445064714547,128,130.07,11.2225141621921,9,8,"global",NA,-2.06999999999999,0.984085492419589,-0.0231444382917186,0.948998518743117,FALSE
"Fibroblast2","Hofbauer cells",-0.774086190672061,295,308.5,17.4399183991452,9,8,"global",NA,-13.5,0.956239870337257,-0.064555533396174,0.793908049415921,FALSE
"Hofbauer cells","Hofbauer cells",-0.179424620727115,78,79.635,9.11246178587296,9,8,"global",NA,-1.63500000000001,0.979468826508702,-0.0299285167530947,0.951127309435548,FALSE
"maternal macrophages","Hofbauer cells",-0.192196127340097,7,7.555,2.88767524865739,9,8,"global",NA,-0.555,0.926538715959426,-0.110076831966379,0.94642245571484,FALSE
"STB","Hofbauer cells",2.38641495153385,249,218.1,12.9482929939543,9,8,"global",NA,30.9,1.14167812929325,0.19115597357174,0.157894654657316,FALSE
"unknown2","Hofbauer cells",-1.14436282338674,3,5.815,2.45988417425572,9,8,"global",NA,-2.815,0.515907136626671,-0.954816688429013,0.652893320354525,FALSE
"unknown3","Hofbauer cells",0.797301894090505,69,62.295,8.40961253058504,9,8,"global",NA,6.705,1.10763303634148,0.147479990686286,0.786999471315445,FALSE
"vCTB2","Hofbauer cells",0.261594889331867,519,513.37,21.5218271814019,9,8,"global",NA,5.63,1.01096674912634,0.0157355489553995,0.931426628640422,FALSE
"vCTBp","Hofbauer cells",1.01093927712712,12,8.905,3.06150930032556,9,8,"global",NA,3.095,1.34755755178579,0.430346890302853,0.707646497195529,FALSE
"Endothelial_cells","maternal macrophages",-0.814983937128035,1,2.145,1.40493566440087,9,8,"global",NA,-1.145,0.466200465983123,-1.10097764530283,0.783706939053362,FALSE
"EVT2","maternal macrophages",-0.836467572884532,25,29.775,5.70852971944519,9,8,"global",NA,-4.775,0.839630562524278,-0.25217341153223,0.773971972240804,FALSE
"EVT3","maternal macrophages",3.10937742923761,6,1.94,1.30572762210025,9,8,"global",NA,4.06,3.09278350356042,1.62890584803157,0.0352641832043743,TRUE
"Fibroblast1","maternal macrophages",1.3792376778448,16,11.335,3.38230319078167,9,8,"global",NA,4.665,1.41155712382783,0.49728751492872,0.547376906074987,FALSE
"Fibroblast2","maternal macrophages",-0.0233514980608995,27,27.115,4.92473757686692,9,8,"global",NA,-0.114999999999998,0.99575880505271,-0.00613176168138217,0.991476303977064,FALSE
"Hofbauer cells","maternal macrophages",-1.08389550810312,4,6.91,2.6847606408193,9,8,"global",NA,-2.91,0.578871201073969,-0.788685708330062,0.674623655215044,FALSE
"maternal macrophages","maternal macrophages",-0.7696999679488,0,0.62,0.805508672272079,9,8,"global",NA,-0.62,0,-29.8973528539863,0.794464859875375,FALSE
"STB","maternal macrophages",0.0750439704342873,20,19.66,4.53067712112432,9,8,"global",NA,0.34,1.01729399791367,0.0247366796662936,0.978848633707419,FALSE
"unknown2","maternal macrophages",-0.728268115418109,0,0.55,0.755216365549615,9,8,"global",NA,-0.55,0,-29.8973528539863,0.804696888031409,FALSE
"unknown3","maternal macrophages",1.14829144675562,8,5.46,2.21198198944025,9,8,"global",NA,2.54,1.46520146493311,0.551099049575282,0.651538986256103,FALSE
"vCTB2","maternal macrophages",-1.68483815824677,35,45.645,6.31811426291073,9,8,"global",NA,-10.645,0.766787161775292,-0.383101910666187,0.407900855403349,FALSE
"vCTBp","maternal macrophages",0.412982525790388,1,0.66,0.823279384366946,9,8,"global",NA,0.34,1.51515151285583,0.599462069182549,0.892671683245041,FALSE
"Endothelial_cells","STB",-2.10083060330511,49,64.43,7.34471402578773,9,8,"global",NA,-15.43,0.760515287897555,-0.394950843656893,0.248140239669396,FALSE
"EVT2","STB",0.662879464597995,926,907.125,28.4742566445076,9,8,"global",NA,18.875,1.02080749620943,0.029710829970853,0.822680908272499,FALSE
"EVT3","STB",1.10999864139215,68,58.81,8.27928941188972,9,8,"global",NA,9.19,1.15626594114681,0.20947325708632,0.664206900443222,FALSE
"Fibroblast1","STB",2.79855600897466,401,351.375,17.7323590587644,9,8,"global",NA,49.625,1.14123087868761,0.190590689334629,0.0698564719481422,FALSE
"Fibroblast2","STB",-0.141265580888667,833,836.895,27.5721798286337,9,8,"global",NA,-3.89499999999998,0.99534589165786,-0.00673013113527669,0.961049590385692,FALSE
"Hofbauer cells","STB",0.437330373988117,225,218.79,14.199791208034,9,8,"global",NA,6.21000000000001,1.02838338131986,0.0403782029170034,0.887545740845778,FALSE
"maternal macrophages","STB",-0.183839551543301,19,19.78,4.24283019224209,9,8,"global",NA,-0.780000000000001,0.960566228465088,-0.0580430061118164,0.949156209538773,FALSE
"STB","STB",3.26835137843481,667,590.285,23.4720784622215,9,8,"global",NA,76.715,1.12996264516102,0.176275081411267,0.0238581050600175,TRUE
"unknown2","STB",-0.574036755615577,14,16.22,3.8673481753713,9,8,"global",NA,-2.22,0.863131935828414,-0.212346990802424,0.854918891500082,FALSE
"unknown3","STB",-0.916762647603735,157,168,11.998743652826,9,8,"global",NA,-11,0.934523809518247,-0.0976966723519451,0.745028678240777,FALSE
"vCTB2","STB",1.04007069725042,1421,1385.11,34.5072696441121,9,8,"global",NA,35.8900000000001,1.02591129946284,0.0369060019837875,0.692581027816809,FALSE
"vCTBp","STB",2.16564995959568,33,23.235,4.509038939819,9,8,"global",NA,9.765,1.42027114261157,0.506166380576151,0.224819990759138,FALSE
"Endothelial_cells","unknown2",0.101416060639038,2,1.855,1.42975381793493,9,8,"global",NA,0.145,1.07816711532174,0.108580813714288,0.971688226783585,FALSE
"EVT2","unknown2",-1.32562605994877,19,24.865,4.42432460848049,9,8,"global",NA,-5.865,0.76412628189165,-0.38811701075444,0.574398249226802,FALSE
"EVT3","unknown2",1.00216093633192,3,1.645,1.35207824399679,9,8,"global",NA,1.355,1.82370820557829,0.866874916674699,0.709768259847631,FALSE
"Fibroblast1","unknown2",0.176630173821774,10,9.41,3.34031262641853,9,8,"global",NA,0.59,1.06269925599759,0.0877333731378112,0.951993949588712,FALSE
"Fibroblast2","unknown2",-0.101096861014913,23,23.485,4.79737941445443,9,8,"global",NA,-0.484999999999999,0.979348520290426,-0.0301057310143635,0.971688226783585,FALSE
"Hofbauer cells","unknown2",-2.06268419057151,0,5.88,2.85065451357735,9,8,"global",NA,-5.88,0,-29.8973528539863,0.259903451973971,FALSE
"maternal macrophages","unknown2",-0.714460568785621,0,0.54,0.755814978289684,9,8,"global",NA,-0.54,0,-29.8973528539863,0.807459561174626,FALSE
"STB","unknown2",3.05059928355101,28,15.985,3.9385703857386,9,8,"global",NA,12.015,1.75164216441967,0.80870808378518,0.0413744738634676,TRUE
"unknown2","unknown2",0.684486857403087,1,0.51,0.715864729930026,9,8,"global",NA,0.49,1.96078430988082,0.97143084571019,0.818081749683285,FALSE
"unknown3","unknown2",-1.280927206501,2,4.9,2.26398501335665,9,8,"global",NA,-2.9,0.408163265222824,-1.29278174598767,0.597682049448094,FALSE
"vCTB2","unknown2",-1.08317187405792,32,38.405,5.91318898903971,9,8,"global",NA,-6.405,0.833224840493862,-0.263222242827866,0.674623655215044,FALSE
"vCTBp","unknown2",-0.77664440134724,0,0.625,0.804744099280407,9,8,"global",NA,-0.625,0,-29.8973528539863,0.793358598909461,FALSE
"Endothelial_cells","unknown3",0.867961328216031,22,18.435,4.10732584879027,9,8,"global",NA,3.565,1.19338215344761,0.255056108448859,0.762962615790822,FALSE
"EVT2","unknown3",-1.47484950321998,234,255.965,14.8930449856543,9,8,"global",NA,-21.965,0.914187486566858,-0.129438021896824,0.507010320607766,FALSE
"EVT3","unknown3",0.0699011527397431,17,16.685,4.50636345158587,9,8,"global",NA,0.315000000000001,1.01887923278281,0.0269830611722411,0.980899079338455,FALSE
"Fibroblast1","unknown3",-0.265109109985535,97,99.78,10.4862484728894,9,8,"global",NA,-2.78,0.97213870514159,-0.0407659205769893,0.930189147562009,FALSE
"Fibroblast2","unknown3",-2.40076327364399,199,236.025,15.4221786063067,9,8,"global",NA,-37.025,0.843131024252333,-0.246171246883565,0.153928022211555,FALSE
"Hofbauer cells","unknown3",-0.547396112836426,58,62.255,7.77316444101987,9,8,"global",NA,-4.255,0.931652076123498,-0.102136809881368,0.860206894478159,FALSE
"maternal macrophages","unknown3",-1.52290753856377,2,5.235,2.12422613754211,9,8,"global",NA,-3.235,0.382043934979552,-1.38818953365542,0.483925330769625,FALSE
"STB","unknown3",1.4056381645716,185,166.835,12.9229558903806,9,8,"global",NA,18.165,1.10888003116187,0.149103291227985,0.534900432988949,FALSE
"unknown2","unknown3",-0.300756621501202,4,4.7,2.32746330306961,9,8,"global",NA,-0.7,0.851063829606157,-0.232660755402065,0.919274161574728,FALSE
"unknown3","unknown3",-0.136119960394929,46,46.995,7.30972883754192,9,8,"global",NA,-0.994999999999997,0.978827534823304,-0.0308734078172699,0.962585325359318,FALSE
"vCTB2","unknown3",-1.07300429780676,371,391.19,18.8163272413686,9,8,"global",NA,-20.19,0.948388251230992,-0.076450302747598,0.67780898331634,FALSE
"vCTBp","unknown3",-2.4843297839962,0,6.435,2.59023582093218,9,8,"global",NA,-6.435,0,-29.8973528539863,0.133697331666667,FALSE
"Endothelial_cells","vCTB2",0.21125422171478,156,153.765,10.5796702269283,9,8,"global",NA,2.23500000000001,1.01453516729415,0.0208188761780362,0.943063885649834,FALSE
"EVT2","vCTB2",-2.26046103968057,2033,2123.62,40.089166947352,9,8,"global",NA,-90.6199999999999,0.957327582147014,-0.0629154170792038,0.194774197852503,FALSE
"EVT3","vCTB2",0.946746924969677,148,138.075,10.4832661583465,9,8,"global",NA,9.92500000000001,1.07188122396472,0.100145049780748,0.730268872238086,FALSE
"Fibroblast1","vCTB2",0.111636931819746,828,825.085,26.1114306204242,9,8,"global",NA,2.91499999999996,1.00353296932922,0.00508801615152507,0.970283795429711,FALSE
"Fibroblast2","vCTB2",0.48512748721598,1981,1963.53,36.0111526555023,9,8,"global",NA,17.47,1.00889724119264,0.0127792411157395,0.875268815901754,FALSE
"Hofbauer cells","vCTB2",-0.30272217214222,508,513.445,17.9867895409367,9,8,"global",NA,-5.44500000000005,0.989395164037065,-0.0153812455162491,0.919274161574728,FALSE
"maternal macrophages","vCTB2",-1.68436242644616,35,45.465,6.21303339115428,9,8,"global",NA,-10.465,0.769822940706701,-0.377401428943465,0.407900855403349,FALSE
"STB","vCTB2",-2.3450524021403,1310,1381.47,30.4769308917895,9,8,"global",NA,-71.47,0.948265253678366,-0.0766374196446142,0.169561421535812,FALSE
"unknown2","vCTB2",-2.2223776066011,27,38.42,5.13864068997858,9,8,"global",NA,-11.42,0.702758979679783,-0.508898109711983,0.207128505171703,FALSE
"unknown3","vCTB2",-0.444649983604779,383,391.075,18.1603515063495,9,8,"global",NA,-8.07499999999999,0.979351786739169,-0.0301009191609301,0.886271949952956,FALSE
"vCTB2","vCTB2",-0.354199024869545,3218,3234.54,46.6969100373373,9,8,"global",NA,-16.54,0.994886444440015,-0.00739622646678332,0.908697983636726,FALSE
"vCTBp","vCTB2",1.06585054520146,62,54.515,7.02256055751174,9,8,"global",NA,7.485,1.13730166007269,0.185614969455323,0.681856349148794,FALSE
"Endothelial_cells","vCTBp",-0.327925321246495,2,2.625,1.90592174247586,9,8,"global",NA,-0.625,0.761904761614512,-0.392317421434821,0.912490882232113,FALSE
"EVT2","vCTBp",0.5981213115383,39,35.53,5.80149868005444,9,8,"global",NA,3.47,1.09766394593027,0.134436436579478,0.847205359593236,FALSE
