"from","to","z","observed","expected","sd_null","week","k","scope","density_bin","obs_minus_exp","obs_over_exp","log2_obs_over_exp","p_adj","significant"
"unknown2","maternal macrophages",-1.14753093601817,0,1.42,1.23743940514558,8,15,"global",NA,-1.42,0,-29.8973528539863,0.651538986256103,FALSE
"unknown3","maternal macrophages",-0.189945571404499,15,15.8,4.21173283427815,8,15,"global",NA,-0.800000000000001,0.949367088547508,-0.0749620562528931,0.947204921671704,FALSE
"vCTB2","maternal macrophages",-0.106083864899091,112,113.245,11.7359977511961,8,15,"global",NA,-1.245,0.989006137127564,-0.0159486199912302,0.971324622856171,FALSE
"vCTBp","maternal macrophages",-0.149956412441751,2,2.22,1.46709297900482,8,15,"global",NA,-0.22,0.90090090049509,-0.150559675623853,0.960002635534801,FALSE
"Endothelial_cells","STB",-2.88721679324593,81,113.425,11.2305387226081,8,15,"global",NA,-32.425,0.714128278591897,-0.485744844571258,0.0582895846664229,FALSE
"EVT2","STB",1.03551783309972,1224,1185.85,36.8414707883554,8,15,"global",NA,38.1500000000001,1.03217101656952,0.0456820267288355,0.695023549935043,FALSE
"EVT3","STB",-2.00617616800552,322,361.3,19.5895059590229,8,15,"global",NA,-39.3,0.891226127869108,-0.166136564815682,0.27894452470041,FALSE
"Fibroblast1","STB",1.44523355257494,280,254.98,17.3120807733651,8,15,"global",NA,25.02,1.09812534315986,0.135042738384044,0.51642248937402,FALSE
"Fibroblast2","STB",3.72897310153625,829,721.81,28.7451791894426,8,15,"global",NA,107.19,1.14850168326686,0.199752972416023,0.00610986446685313,TRUE
"Hofbauer cells","STB",0.300225980875494,238,233.02,16.5875051358897,8,15,"global",NA,4.97999999999999,1.02137155608522,0.0305077888903495,0.919274161574728,FALSE
"maternal macrophages","STB",-0.315597388807704,32,34.025,6.41640289653426,8,15,"global",NA,-2.025,0.940484937518281,-0.0885232551250427,0.916443019316794,FALSE
"STB","STB",0.928817157502455,266,251.05,16.0957405645596,8,15,"global",NA,14.95,1.05954989045585,0.0834515220765523,0.738260014445494,FALSE
"unknown2","STB",-0.34602230627149,9,10.275,3.68473354620557,8,15,"global",NA,-1.275,0.875912408673877,-0.19114148584534,0.910408498157415,FALSE
"unknown3","STB",0.763096457724466,121,112.56,11.0602007305928,8,15,"global",NA,8.44,1.0749822316891,0.104312815142034,0.795731456989658,FALSE
"vCTB2","STB",-0.248067502202122,810,817.355,29.6491879607801,8,15,"global",NA,-7.35500000000002,0.991001462031809,-0.0130409075995373,0.933743469614753,FALSE
"vCTBp","STB",-0.933767401763862,13,17.155,4.449716268974,8,15,"global",NA,-4.155,0.757796560725281,-0.400117500822133,0.736404895757023,FALSE
"Endothelial_cells","unknown2",-1.9667643939299,0,4.555,2.31598660830525,8,15,"global",NA,-4.555,0,-29.8973528539863,0.29379954658013,FALSE
"EVT2","unknown2",0.00806821086840113,48,47.94,7.43659294118377,8,15,"global",NA,0.0600000000000023,1.00125156443468,0.00180449825754601,0.998177186104449,FALSE
"EVT3","unknown2",-1.26364059195438,9,14.04,3.9884758615908,8,15,"global",NA,-5.04,0.641025640979984,-0.641546026939675,0.60197713748974,FALSE
"Fibroblast1","unknown2",0.136369483180353,11,10.53,3.44651889046202,8,15,"global",NA,0.470000000000001,1.04463437786851,0.0629980886303499,0.962573429575849,FALSE
"Fibroblast2","unknown2",0.952178863845333,34,28.69,5.57668333195678,8,15,"global",NA,5.31,1.18508191003189,0.244986779423494,0.727549055156419,FALSE
"Hofbauer cells","unknown2",0.0561516732602666,9,8.825,3.11655895155097,8,15,"global",NA,0.175000000000001,1.01983002821305,0.0283287243096592,0.982408662496279,FALSE
"maternal macrophages","unknown2",1.35999363902463,3,1.25,1.28677072335065,8,15,"global",NA,1.75,2.39999999808,1.26303440528076,0.558646178706739,FALSE
"STB","unknown2",-0.724505266272038,8,10.495,3.44372928041446,8,15,"global",NA,-2.495,0.762267746473343,-0.391630259762259,0.805720751368206,FALSE
"unknown2","unknown2",0.785866531466222,1,0.4,0.763488423529998,8,15,"global",NA,0.6,2.49999999375,1.3219280918577,0.78949058385434,FALSE
"unknown3","unknown2",0.568016206134379,6,4.695,2.29746965903162,8,15,"global",NA,1.305,1.2779552712933,0.353837343663732,0.857517824076567,FALSE
"vCTB2","unknown2",-1.07070407521135,27,33.17,5.7625632906192,8,15,"global",NA,-6.17,0.813988543840398,-0.296919603120945,0.678945781465351,FALSE
"vCTBp","unknown2",-0.698985879927659,0,0.595,0.851233217132502,8,15,"global",NA,-0.595,0,-29.8973528539863,0.814050693384726,FALSE
"Endothelial_cells","unknown3",0.0246612436932621,49,48.82,7.29890196188757,8,15,"global",NA,0.18,1.00368701349849,0.00530945551662336,0.991381096106762,FALSE
"EVT2","unknown3",-4.81556563308095,411,534.295,25.6034304980081,8,15,"global",NA,-123.295,0.76923796778789,-0.378498120521957,0.000121398594686848,TRUE
"EVT3","unknown3",1.2771905695597,184,164.6,15.1895891350113,8,15,"global",NA,19.4,1.11786148237474,0.16074143180457,0.598168398702769,FALSE
"Fibroblast1","unknown3",0.961447028172232,127,115.86,11.5867017865939,8,15,"global",NA,11.14,1.09615052648804,0.132445928178779,0.726127074088745,FALSE
"Fibroblast2","unknown3",-2.03733594449518,287,325.18,18.7401592266233,8,15,"global",NA,-38.18,0.882588105046797,-0.180187789521031,0.267792410639075,FALSE
"Hofbauer cells","unknown3",-1.48144380787962,89,105.795,11.3369132930915,8,15,"global",NA,-16.795,0.841249586456437,-0.249394202652905,0.504442014765547,FALSE
"maternal macrophages","unknown3",-1.37145746944974,10,15.865,4.27647238742424,8,15,"global",NA,-5.865,0.630318310707197,-0.665847519057651,0.551864543661327,FALSE
"STB","unknown3",-0.536760440295639,109,114.84,10.8800864613768,8,15,"global",NA,-5.84,0.949146638793546,-0.0752970991481017,0.861076647103208,FALSE
"unknown2","unknown3",-1.15751726369325,2,4.505,2.16411459026526,8,15,"global",NA,-2.505,0.443951165273263,-1.17152710310939,0.647062260686537,FALSE
"unknown3","unknown3",-1.09968148208529,42,51.285,8.44335396217956,8,15,"global",NA,-9.285,0.818952910191694,-0.288147593867563,0.670682122719623,FALSE
"vCTB2","unknown3",-1.13954290042127,347,370.13,20.297612306048,8,15,"global",NA,-23.13,0.937508442976961,-0.0930964102274009,0.65438738210268,FALSE
"vCTBp","unknown3",-0.983130975264637,5,8.065,3.11759071388412,8,15,"global",NA,-3.065,0.619962802154995,-0.689746436345372,0.718513295004744,FALSE
"Endothelial_cells","vCTB2",-0.343927195400456,353,359.025,17.5182424659404,8,15,"global",NA,-6.02499999999998,0.983218438824641,-0.0244161218190792,0.910408498157415,FALSE
"EVT2","vCTB2",-1.8277531565843,3719,3848.67,70.9450286167194,8,15,"global",NA,-129.67,0.966307841409898,-0.0494452247008271,0.349954644045643,FALSE
"EVT3","vCTB2",1.41010714325768,1221,1173.865,33.4265379932032,8,15,"global",NA,47.135,1.0401536803627,0.0567967004432511,0.533837760643141,FALSE
"Fibroblast1","vCTB2",-1.38339610934209,800,839.695,28.6938785865855,8,15,"global",NA,-39.6950000000001,0.952726882974231,-0.0698653955553153,0.547316656532923,FALSE
"Fibroblast2","vCTB2",-0.744139229382109,2309,2343.195,45.9524221396709,8,15,"global",NA,-34.1950000000002,0.985406677634177,-0.0212088452793249,0.800059189213881,FALSE
"Hofbauer cells","vCTB2",-1.94432503425954,715,764.62,25.5204243754195,8,15,"global",NA,-49.62,0.935105019485581,-0.0967996934963626,0.30146780578748,FALSE
"maternal macrophages","vCTB2",0.445851835414863,118,113.08,11.0350560629096,8,15,"global",NA,4.92,1.04350902015349,0.0614430726751746,0.88624870145292,FALSE
"STB","vCTB2",0.575901028714831,833,815.87,29.7446942188158,8,15,"global",NA,17.13,1.02099599200728,0.0299772042373886,0.854708375979683,FALSE
"unknown2","vCTB2",-1.77513729579074,23,32.7,5.46436606409308,8,15,"global",NA,-9.7,0.703363914351579,-0.507656772546691,0.368212817685129,FALSE
"unknown3","vCTB2",-0.00379772675151807,367,367.075,19.7486562102476,8,15,"global",NA,-0.0749999999999886,0.999795682078595,-0.000294797126327125,0.999707799810254,FALSE
"vCTB2","vCTB2",0.840793959194165,2706,2661.03,53.4851606715386,8,15,"global",NA,44.9699999999998,1.01689947125699,0.0241770655820941,0.772096675864433,FALSE
"vCTBp","vCTB2",-1.42787220595965,47,57.045,7.03494329299664,8,15,"global",NA,-10.045,0.823910947483147,-0.279439681173643,0.523819723028452,FALSE
"Endothelial_cells","vCTBp",2.68474355308749,15,7.29,2.87178266559152,8,15,"global",NA,7.71,2.05761316844203,1.04097178155956,0.0913245458586884,FALSE
"EVT2","vCTBp",-1.93415469093049,65,81.82,8.69630545940148,8,15,"global",NA,-16.82,0.794426790506057,-0.332013817286479,0.305782146123824,FALSE
"EVT3","vCTBp",1.24935602440367,32,25.275,5.38277309861337,8,15,"global",NA,6.725,1.26607319480649,0.340360814066772,0.60969592400297,FALSE
"Fibroblast1","vCTBp",-0.565645895415759,15,17.73,4.82634104049807,8,15,"global",NA,-2.73,0.846023688615565,-0.24123003389155,0.858214776031026,FALSE
"Fibroblast2","vCTBp",-0.212792133587905,49,50.63,7.6600575984819,8,15,"global",NA,-1.63,0.967805648805692,-0.0472107335576862,0.943063885649834,FALSE
"Hofbauer cells","vCTBp",-1.08605110480316,11,15.6,4.23552812438571,8,15,"global",NA,-4.6,0.705128205083005,-0.504042503384065,0.674623655215044,FALSE
"maternal macrophages","vCTBp",-0.260794949930565,2,2.445,1.70632138336146,8,15,"global",NA,-0.445,0.817995909685891,-0.289834464003874,0.931543154578602,FALSE
"STB","vCTBp",0.638233752114383,20,17.155,4.45761445541961,8,15,"global",NA,2.845,1.16584086265428,0.221370875257806,0.832857071797832,FALSE
"unknown2","vCTBp",-0.740506531762438,0,0.69,0.931794615798004,8,15,"global",NA,-0.69,0,-29.8973528539863,0.800059189213881,FALSE
"unknown3","vCTBp",1.52669469293123,13,8.11,3.20299796751411,8,15,"global",NA,4.89,1.6029593092968,0.680737804420673,0.482959372987594,FALSE
"vCTB2","vCTBp",0.385760170797171,60,56.715,8.5156536322187,8,15,"global",NA,3.285,1.05792118485307,0.0812321520131228,0.899626940490185,FALSE
"vCTBp","vCTBp",-0.943182259693731,0,1.17,1.24048134603034,8,15,"global",NA,-1.17,0,-29.8973528539863,0.731987806333226,FALSE
"Endothelial_cells","Endothelial_cells",-0.506458769780914,13,15.45,4.83751125595746,8,15,"density_stratified",1,-2.45,0.841423948165604,-0.249095213254711,0.868825911778697,FALSE
"EVT2","Endothelial_cells",-1.13185330010257,30,37.92,6.99737324452772,8,15,"density_stratified",1,-7.92,0.791139240485466,-0.337996461729495,0.65756939681159,FALSE
"EVT3","Endothelial_cells",-1.33757982464035,5,10.12,3.82780893098404,8,15,"density_stratified",1,-5.12,0.494071146196238,-1.01720928725477,0.566931125627976,FALSE
"Fibroblast1","Endothelial_cells",0.526542033835169,37,33.32,6.98899567935627,8,15,"density_stratified",1,3.68,1.11044417763774,0.151136871294034,0.863699473049117,FALSE
"Fibroblast2","Endothelial_cells",0.195387383171973,202,199.24,14.125784147359,8,15,"density_stratified",1,2.75999999999999,1.01385264002703,0.0198479782696744,0.946328552414283,FALSE
"Hofbauer cells","Endothelial_cells",1.70351151446851,82,66.3,9.21625704607863,8,15,"density_stratified",1,15.7,1.23680241325435,0.30661504053757,0.403117687360387,FALSE
"maternal macrophages","Endothelial_cells",-0.338286920031385,5,5.95,2.80826701657154,8,15,"density_stratified",1,-0.95,0.840336134312548,-0.250961572058882,0.91058386827452,FALSE
"STB","Endothelial_cells",-1.12573940880887,16,21.58,4.95674216893444,8,15,"density_stratified",1,-5.58,0.741427247416987,-0.431622957834311,0.65863244614145,FALSE
"unknown2","Endothelial_cells",-0.935443510105938,1,3.25,2.40527618691774,8,15,"density_stratified",1,-2.25,0.307692307597633,-1.70043971389624,0.735782340067996,FALSE
"unknown3","Endothelial_cells",0.995619777265786,27,21.75,5.27309733985213,8,15,"density_stratified",1,5.25,1.24137931028775,0.31194400741058,0.712332275874656,FALSE
"vCTB2","Endothelial_cells",0.747821357124185,98,90.22,10.4035541712407,8,15,"density_stratified",1,7.78,1.08623365106311,0.119334464482752,0.799402742861442,FALSE
"vCTBp","Endothelial_cells",2.87487352301783,5,1.04,1.37745190020332,8,15,"density_stratified",1,3.96,4.80769230306953,2.26534456543387,0.0596630188757973,FALSE
"Endothelial_cells","EVT2",0.0409283141980732,39,38.7,7.32988899829136,8,15,"density_stratified",1,0.299999999999997,1.00775193795846,0.011140558999519,0.98654342539223,FALSE
"EVT2","EVT2",-1.36552164203187,84,99.97,11.6951643291947,8,15,"density_stratified",1,-15.97,0.840252075614282,-0.251105891846886,0.554596295325791,FALSE
"EVT3","EVT2",0.283723287851501,28,26.47,5.39257813943377,8,15,"density_stratified",1,1.53,1.05780128443303,0.0810686336462894,0.925111465469807,FALSE
"Fibroblast1","EVT2",-2.79918104632014,58,83.88,9.24556131559377,8,15,"density_stratified",1,-25.88,0.691463996176783,-0.53227395912506,0.0698564719481422,FALSE
"Fibroblast2","EVT2",-1.91145737147938,462,510.84,25.5511845185899,8,15,"density_stratified",1,-48.84,0.904392764856111,-0.144978642719697,0.314954302004623,FALSE
"Hofbauer cells","EVT2",-0.765591286120526,162,173.86,15.4912943946012,8,15,"density_stratified",1,-11.86,0.931784194173865,-0.101932235075961,0.795353562748257,FALSE
"maternal macrophages","EVT2",-1.03905107679007,10,14.78,4.60035132606547,8,15,"density_stratified",1,-4.78,0.676589986422423,-0.563646267449372,0.69301496943585,FALSE
"STB","EVT2",0.820831828229953,61,54.25,8.22336533140401,8,15,"density_stratified",1,6.75,1.12442396311291,0.169186106374866,0.780351480696633,FALSE
"unknown2","EVT2",2.30019272987234,15,7.8,3.13017248693739,8,15,"density_stratified",1,7.2,1.92307692283037,0.943416472198873,0.184913182599572,FALSE
"unknown3","EVT2",-1.1190172598065,44,54.1,9.02577677901722,8,15,"density_stratified",1,-10.1,0.813308687600493,-0.298125068554964,0.660644214362263,FALSE
"vCTB2","EVT2",-2.27018276210476,185,225.77,17.958906515496,8,15,"density_stratified",1,-40.77,0.819417991757898,-0.287328523063052,0.194491004565558,FALSE
"vCTBp","EVT2",-0.827158230351882,1,2.38,1.66836277333029,8,15,"density_stratified",1,-1.38,0.42016806705035,-1.25096157070578,0.778173988476247,FALSE
"Endothelial_cells","EVT3",0.879276989337168,14,10.57,3.90093228950116,8,15,"density_stratified",1,3.43,1.32450331113297,0.405451451402391,0.756887238570452,FALSE
"EVT2","EVT3",-2.23145719899496,14,26.28,5.50313042226372,8,15,"density_stratified",1,-12.28,0.532724505306974,-0.908538445836753,0.204199869750555,FALSE
"EVT3","EVT3",-0.361703439137959,6,7.15,3.17940023567116,8,15,"density_stratified",1,-1.15,0.839160839043474,-0.252980739652435,0.905955645172239,FALSE
"Fibroblast1","EVT3",-1.99838605664315,10,21.57,5.7896721004132,8,15,"density_stratified",1,-11.57,0.463606861360055,-1.10902617345336,0.280896924522815,FALSE
"Fibroblast2","EVT3",-0.570933763536416,129,136.38,12.926192968019,8,15,"density_stratified",1,-7.38,0.94588649361383,-0.0802610228263729,0.856712928143703,FALSE
"Hofbauer cells","EVT3",1.61932273661403,59,46.56,7.68222400458133,8,15,"density_stratified",1,12.44,1.26718213055698,0.341623897335803,0.437699393336442,FALSE
"maternal macrophages","EVT3",-0.784408568987728,2,3.75,2.23098021669237,8,15,"density_stratified",1,-1.75,0.533333333191111,-0.906890593288184,0.790025808783586,FALSE
"STB","EVT3",0.447690398503955,18,15.93,4.62373105715383,8,15,"density_stratified",1,2.07,1.12994350275393,0.176250640877948,0.885193576091497,FALSE
"unknown2","EVT3",-0.721813390091692,1,2.17,1.62091756032617,8,15,"density_stratified",1,-1.17,0.460829492875194,-1.11769504020394,0.806520929789616,FALSE
"unknown3","EVT3",-0.930238814485917,11,14.73,4.0097230313176,8,15,"density_stratified",1,-3.73,0.746775288476118,-0.42125390478987,0.738223003131394,FALSE
"vCTB2","EVT3",0.631803675885432,67,61.6,8.54695881881415,8,15,"density_stratified",1,5.4,1.08766233764468,0.121230745953231,0.834175518042889,FALSE
"vCTBp","EVT3",-0.75055685309872,0,0.71,0.945964314785967,8,15,"density_stratified",1,-0.71,0,-29.8973528539863,0.799038203043267,FALSE
"Endothelial_cells","Fibroblast1",0.292973626635796,35,33.12,6.41695985162551,8,15,"density_stratified",1,1.88,1.05676328499225,0.0796522505420084,0.919274161574728,FALSE
"EVT2","Fibroblast1",-0.466960889378,79,83.9,10.4933841591315,8,15,"density_stratified",1,-4.90000000000001,0.941597139440505,-0.086818155860375,0.880236842765724,FALSE
"EVT3","Fibroblast1",-0.332174067248582,19,20.9,5.71989263161222,8,15,"density_stratified",1,-1.9,0.909090909047412,-0.137503522231999,0.912464930890852,FALSE
"Fibroblast1","Fibroblast1",0.412680727351775,71,66.91,9.91080932185366,8,15,"density_stratified",1,4.09,1.06112688684709,0.0855971817213611,0.892671683245041,FALSE
"Fibroblast2","Fibroblast1",1.44012064967904,442,414.32,19.220611831883,8,15,"density_stratified",1,27.68,1.06680826414108,0.0933009073841732,0.518402175198945,FALSE
"Hofbauer cells","Fibroblast1",-0.458144895178501,138,144.16,13.4455279636845,8,15,"density_stratified",1,-6.16,0.957269700326323,-0.0630026477635587,0.882949250566181,FALSE
"maternal macrophages","Fibroblast1",1.2310687002504,17,12.3,3.81782105077721,8,15,"density_stratified",1,4.7,1.38211382102584,0.466876431725002,0.615081807808195,FALSE
"STB","Fibroblast1",-1.79034619593797,33,46.65,7.62422375581855,8,15,"density_stratified",1,-13.65,0.707395498377119,-0.499411054597423,0.363017683916284,FALSE
"unknown2","Fibroblast1",-1.20265399803443,3,6.53,2.93517504167171,8,15,"density_stratified",1,-3.53,0.459418070373749,-1.12212048813122,0.629952686630325,FALSE
"unknown3","Fibroblast1",2.26059060657871,62,45.66,7.22819954669686,8,15,"density_stratified",1,16.34,1.3578624616435,0.441337356967777,0.194774197852503,FALSE
"vCTB2","Fibroblast1",2.61541456528169,225,189.05,13.7454308294381,8,15,"density_stratified",1,35.95,1.1901613329744,0.251157153321718,0.105601674131017,FALSE
"vCTBp","Fibroblast1",2.19852891847324,5,1.68,1.51010067227455,8,15,"density_stratified",1,3.32,2.97619047441893,1.57346686150933,0.213559652569035,FALSE
"Endothelial_cells","Fibroblast2",-1.35333741972341,180,198.77,13.8694162483757,8,15,"density_stratified",1,-18.77,0.905569250888436,-0.14310312181162,0.560958483131762,FALSE
"EVT2","Fibroblast2",4.67176384436706,590,505.97,17.9867824647529,8,15,"density_stratified",1,84.03,1.16607704013842,0.221663108604098,0.000223928321677024,TRUE
"EVT3","Fibroblast2",1.13920430062875,147,135.14,10.4107753037054,8,15,"density_stratified",1,11.86,1.08776084060169,0.12136139614486,0.65438738210268,FALSE
"Fibroblast1","Fibroblast2",1.88726307023657,451,417.42,17.7929619498693,8,15,"density_stratified",1,33.58,1.08044655263025,0.11162770827361,0.324364797934466,FALSE
"Fibroblast2","Fibroblast2",2.79831476558053,2711,2582.49,45.9240688638333,8,15,"density_stratified",1,128.51,1.04976205135313,0.0700623518978925,0.0698564719481422,FALSE
"Hofbauer cells","Fibroblast2",0.540692482142612,903,886.98,29.628671617509,8,15,"density_stratified",1,16.02,1.01806128661185,0.0258244147261819,0.860212733645475,FALSE
"maternal macrophages","Fibroblast2",-1.07488700359383,69,77.4,7.81477492130817,8,15,"density_stratified",1,-8.40000000000001,0.891472868205536,-0.165737202879191,0.677339022203497,FALSE
"STB","Fibroblast2",-0.778153724356888,277,289.31,15.8194963461693,8,15,"density_stratified",1,-12.31,0.957450485634933,-0.0627302131064089,0.793006225945462,FALSE
"unknown2","Fibroblast2",0.43292429182151,43,40.51,5.7515830056348,8,15,"density_stratified",1,2.49,1.06146630458994,0.0860585761139259,0.888655831759292,FALSE
"unknown3","Fibroblast2",-0.464097157384028,277,284.28,15.6863705879411,8,15,"density_stratified",1,-7.27999999999997,0.974391445050744,-0.0374266266619378,0.881429134060418,FALSE
"vCTB2","Fibroblast2",-0.238889405247578,1156,1163.53,31.5208620991677,8,15,"density_stratified",1,-7.52999999999997,0.993528314696661,-0.00936700981501495,0.936873497552398,FALSE
"vCTBp","Fibroblast2",-1.02249194842383,8,11.36,3.28608944467186,8,15,"density_stratified",1,-3.36,0.704225352050684,-0.505890927808328,0.700823835496366,FALSE
"Endothelial_cells","Hofbauer cells",1.18601993718685,78,68.04,8.39783521889042,8,15,"density_stratified",1,9.95999999999999,1.14638447970096,0.197090984210858,0.638292645818918,FALSE
"EVT2","Hofbauer cells",1.58963895659641,197,173.86,14.5567645422805,8,15,"density_stratified",1,23.14,1.1330955941497,0.180269581220709,0.454780902120573,FALSE
"EVT3","Hofbauer cells",0.763619200893945,53,47.92,6.65253046713516,8,15,"density_stratified",1,5.08,1.10601001667141,0.145364452823446,0.795731456989658,FALSE
"Fibroblast1","Hofbauer cells",0.864990673147991,155,143.11,13.7458129529458,8,15,"density_stratified",1,11.89,1.08308294318298,0.115143731015815,0.764364028327439,FALSE
"Fibroblast2","Hofbauer cells",0.7301065670074,908,885.13,31.3241943474234,8,15,"density_stratified",1,22.87,1.02583801249418,0.0368029379831591,0.803759474826455,FALSE
"Hofbauer cells","Hofbauer cells",0.571562029897621,312,302.26,17.0410200292225,8,15,"density_stratified",1,9.74000000000001,1.03222391318391,0.045755959949748,0.856300351826431,FALSE
"maternal macrophages","Hofbauer cells",1.04426702990684,31,26.07,4.72101470003852,8,15,"density_stratified",1,4.93,1.18910625235178,0.249877633783964,0.691562029541268,FALSE
"STB","Hofbauer cells",-0.99948457828115,90,99.9,9.90510530540242,8,15,"density_stratified",1,-9.90000000000001,0.900900900891883,-0.150559674988431,0.710679940119603,FALSE
"unknown2","Hofbauer cells",0.950483377008668,18,14.07,4.13473827540034,8,15,"density_stratified",1,3.93,1.27931769713722,0.355374579005674,0.728831804603011,FALSE
"unknown3","Hofbauer cells",2.15383569418397,117,95.12,10.1586207605942,8,15,"density_stratified",1,21.88,1.23002523127386,0.298687910770205,0.228863549614663,FALSE
"vCTB2","Hofbauer cells",0.0859261196502542,403,401.2,20.9482286322324,8,15,"density_stratified",1,1.80000000000001,1.00448654037636,0.00645823423580438,0.975810013344095,FALSE
"vCTBp","Hofbauer cells",-1.27556633887806,1,3.72,2.13238615336686,8,15,"density_stratified",1,-2.72,0.268817204228813,-1.8953026163543,0.598323033395444,FALSE
"Endothelial_cells","maternal macrophages",1.70190549184129,11,6.08,2.89087732655188,8,15,"density_stratified",1,4.92,1.80921052601822,0.855360295528568,0.403117687360387,FALSE
"EVT2","maternal macrophages",0.083626991064229,16,15.66,4.06567300329195,8,15,"density_stratified",1,0.34,1.02171136647371,0.0309876938035959,0.976518232084367,FALSE
"EVT3","maternal macrophages",-0.9045340333242,2,4,2.21108319357027,8,15,"density_stratified",1,-2,0.499999999875,-0.999999997475284,0.747643022721415,FALSE
"Fibroblast1","maternal macrophages",0.100606363804916,13,12.59,4.07528892202501,8,15,"density_stratified",1,0.41,1.03256552811497,0.0462333414794046,0.971688226783585,FALSE
"Fibroblast2","maternal macrophages",0.0497852977944111,77,76.49,10.2439881359407,8,15,"density_stratified",1,0.510000000000005,1.00666753822713,0.00958729933063281,0.983553186550612,FALSE
"Hofbauer cells","maternal macrophages",-0.750090899901506,23,27.51,6.01260460544464,8,15,"density_stratified",1,-4.51,0.836059614655178,-0.258322276811327,0.799038203043267,FALSE
"maternal macrophages","maternal macrophages",1.08253436744856,4,2.09,1.76437816327178,8,15,"density_stratified",1,1.91,1.91387559717039,0.936497057757365,0.674623655215044,FALSE
"STB","maternal macrophages",-0.447628481385002,7,8.3,2.90419411099593,8,15,"density_stratified",1,-1.3,0.843373493874292,-0.245756412865153,0.885193576091497,FALSE
"unknown2","maternal macrophages",-1.06667416050295,0,1.37,1.28436597572341,8,15,"density_stratified",1,-1.37,0,-29.8973528539863,0.681258785674007,FALSE
"unknown3","maternal macrophages",-0.131419788758274,8,8.45,3.42414185961205,8,15,"density_stratified",1,-0.449999999999999,0.946745562018137,-0.0789513400417085,0.964745738525011,FALSE
"vCTB2","maternal macrophages",1.14762976903234,42,34.45,6.57877671230017,8,15,"density_stratified",1,7.55,1.21915820025489,0.285885346103307,0.651538986256103,FALSE
"vCTBp","maternal macrophages",-0.541142075340222,0,0.43,0.794615719334913,8,15,"density_stratified",1,-0.43,0,-29.8973528539863,0.860206894478159,FALSE
"Endothelial_cells","STB",0.185789954052399,24,22.83,6.29743414159106,8,15,"density_stratified",1,1.17,1.05124835737839,0.0721035475803502,0.948542579625532,FALSE
"EVT2","STB",0.296873156458247,61,58.26,9.22953099698151,8,15,"density_stratified",1,2.74,1.04703055267684,0.0663035425503919,0.919274161574728,FALSE
"EVT3","STB",2.41990239047983,26,15.56,4.31422359788239,8,15,"density_stratified",1,10.44,1.67095115670495,0.740669563700304,0.150535801600984,FALSE
"Fibroblast1","STB",-0.542500017262749,42,46.56,8.40552968544691,8,15,"density_stratified",1,-4.56,0.902061855650729,-0.148701728786454,0.860206894478159,FALSE
"Fibroblast2","STB",-0.389028297176708,281,287.67,17.1452823561091,8,15,"density_stratified",1,-6.67000000000002,0.9768137101506,-0.0338446438759835,0.898195723988839,FALSE
"Hofbauer cells","STB",-1.78520956441069,81,99.32,10.2621005194213,8,15,"density_stratified",1,-18.32,0.815545710825458,-0.294162351763024,0.363756122404052,FALSE
"maternal macrophages","STB",-0.157224632716052,8,8.43,2.73494039969777,8,15,"density_stratified",1,-0.43,0.948991696210084,-0.0755326298182559,0.95746719748522,FALSE
"STB","STB",1.66754235676404,43,32.68,6.1887483436157,8,15,"density_stratified",1,10.32,1.31578947364395,0.395928677383442,0.414410062287059,FALSE
"unknown2","STB",-0.636975434827309,3,4.5,2.35487888127066,8,15,"density_stratified",1,-1.5,0.666666666518518,-0.584962498877713,0.832857071797832,FALSE
"unknown3","STB",-0.27450144557268,30,31.9,6.92163932237811,8,15,"density_stratified",1,-1.9,0.940438871443873,-0.0885939217801484,0.927899962750346,FALSE
"vCTB2","STB",-0.53002676515519,124,130.54,12.3389995174207,8,15,"density_stratified",1,-6.53999999999999,0.949900413659033,-0.0741518222946993,0.862657671172414,FALSE
"vCTBp","STB",0.514156849288278,2,1.33,1.30310429670108,8,15,"density_stratified",1,0.67,1.50375939736559,0.588573754148194,0.865837207569788,FALSE
"Endothelial_cells","unknown2",-0.78759227530009,2,3.72,2.18387108806654,8,15,"density_stratified",1,-1.72,0.537634408457625,-0.895302619037715,0.78866897463685,FALSE
"EVT2","unknown2",-0.682465244337982,6,7.97,2.88659388248923,8,15,"density_stratified",1,-1.97,0.752823086480198,-0.409617221759227,0.818081749683285,FALSE
"EVT3","unknown2",-1.17356530238645,0,2.1,1.78941895653874,8,15,"density_stratified",1,-2.1,0,-29.8973528539863,0.639734575827021,FALSE
"Fibroblast1","unknown2",-0.667798664191647,5,7.1,3.1446603773522,8,15,"density_stratified",1,-2.1,0.704225352013489,-0.505890927884527,0.821729480730685,FALSE
"Fibroblast2","unknown2",-0.0560028405379909,42,42.41,7.32105721790772,8,15,"density_stratified",1,-0.409999999999997,0.990332468734017,-0.0140151536201887,0.982408662496279,FALSE
"Hofbauer cells","unknown2",0.675670403469265,16,13.29,4.0108312949771,8,15,"density_stratified",1,2.71,1.20391271623748,0.267730801588334,0.81993500971066,FALSE
"maternal macrophages","unknown2",-0.900763799635853,0,1.31,1.45432132111528,8,15,"density_stratified",1,-1.31,0,-29.8973528539863,0.749031032356143,FALSE
"STB","unknown2",-0.624649002571369,3,4.46,2.33731262415414,8,15,"density_stratified",1,-1.46,0.672645739759496,-0.572081207603091,0.83788687829681,FALSE
