"","Endothelial","Erythroblasts","EVT-progenitor","FIB1","FIB2","Hofbauer cells","STB","STB-progenitor","vCTB"
"Endothelial",0.928334623239249,-1.14754382732497,0.939365846780902,1.5154777160265,0.0276144697289864,-2.25411342833334,0.252659083443079,-0.313698251063971,1.18534214481704
"Erythroblasts",-0.240826592283301,-1.58941437805768,0.175559761386011,1.19785724629285,-0.217718416098347,-1.19608312105326,0.467247929638762,3.10955649204365,0.770383973354998
"EVT-progenitor",0.287804209044403,-1.66037479305495,0.977703611181718,1.11362893438613,-2.24260879189123,-0.321286798953767,0.658103398135549,-0.949005591505454,1.71288973369124
"FIB1",1.02550397378106,-0.520195085296906,0.706833747376688,1.76523187200846,-0.660035540006368,-0.0978611650710302,-0.343998753832574,-1.05379434638233,-0.468449718187285
"FIB2",-0.187315458387107,0.286949417645022,-1.20736834310157,2.55972555731049,-1.21362547134951,-1.88242599183692,1.65539131437436,-0.243041448972976,0.913402944568027
"Hofbauer cells",0.436917598813439,-1.50423803638433,-0.58310304592596,2.22799679711665,-1.24916837005063,-1.53498857564786,2.25473203439478,-0.961454185373797,0.169462439038595
"STB",0.644327294554697,-0.681427661983572,0.344823192124496,2.46452979468145,0.0944189264873646,-0.385186889363238,-0.522778101218792,-0.194277229481799,-1.06535813274487
"STB-progenitor",-0.334036174902452,-0.535075233369676,0.157439880339041,-0.346862977309918,-1.37532692358155,2.43343460050791,-0.847241228721386,-0.203613194344719,0.179418854112165
"vCTB",-0.167233388951853,0.493104002755362,0.214474922232309,-0.460744160304198,-0.0923701964811081,-1.51882274465774,0.00530792532016004,0.869760533143879,2.33494952966715
