"","Endothelial","Erythroblasts","EVT","EVT-progenitor","EVT3","FIB1","FIB2","Hofbauer cells","STB","STB-progenitor","vCTB","vCTB1","vCTB2"
"Endothelial",1.03724365875941,0.0578061972886977,-0.891204930384479,1.06482477342005,-0.462743164075724,0.800419529475493,-1.68943800298036,0.175768949509257,1.3649950325404,-0.0717036356051337,-0.69842845022509,-0.815303510505389,2.00640030755142
"Erythroblasts",-0.562131109869051,0.462412385617403,-1.01695575302366,-0.925403524104582,0.393129375225438,-1.73527754849905,-0.812704066020154,-0.115956655420037,1.79221593499284,1.33514248564313,-0.11823438866629,0.0755094186623507,-0.449836177191974
"EVT",0.991009171080952,-0.0674730923865902,0.00781419703753669,-1.36183384654872,0.00472333751087539,0.372670518307328,-1.99996957352446,-1.89150828800599,1.35585422392805,0.347360642951811,0.756254811477872,2.58460055455345,-0.523783161386936
"EVT-progenitor",1.23153257988037,-0.780282749425522,-0.371095701044236,0.530547023357426,0.480461496355014,0.109677472913828,-1.21560876333307,-0.53750990963062,2.61969645542746,-0.792020743576273,-1.60743737290445,0.799256250951149,-0.800945164431803
"EVT3",-1.30680162780168,0.442082456914034,-0.934000471991193,-0.135049210209965,-0.806355477549552,-1.2282962088318,2.66704386415182,0.692245563014898,-0.418546018321918,-0.548013805654213,-0.159830659949951,-1.05651657821446,-0.441951157513481
"FIB1",1.12394322836176,-1.66707466167614,0.372435375144935,-0.557036960331339,-1.16970383182757,0.873778746505464,1.2776669930626,-2.10288159587614,1.69317291767935,1.09319787205102,-1.76841795351951,-0.79478634725513,-0.949193163988033
"FIB2",-0.0189496437285511,-1.17743487200762,0.208245924395517,-0.546455704015062,-0.0355152250291892,-1.41132757561318,0.257712245822113,-0.725144614521162,1.13093158258168,2.06303825093519,-0.84109073177486,-0.445224029054394,1.01823797005254
"Hofbauer cells",1.3644031336821,0.0429558012784056,-0.249720329647315,-1.32110538712292,-0.363268260260954,0.560215734370733,-0.244577620232527,-0.319120854976959,1.02330115976121,2.22197135044313,-1.39606683746559,-0.919844697153121,-0.959078533622519
"STB",1.35718140728379,-2.75393447861928,-1.55717940109748,1.04340642342786,-0.94000609511654,-1.25842798783353,-1.80533268705936,-0.692826246062706,2.66082658077198,1.64695403833462,-0.0787432181947721,-1.33440856338487,0.270067864693187
"STB-progenitor",-1.36060218141599,1.38747799985067,-1.28824718417389,-0.653921321676968,-1.03088789026778,0.357566854882427,-0.838154687201245,0.134809950572846,1.86684542873351,-0.0492610460703007,-0.386503791012231,1.13191503564851,0.231913310655193
"vCTB",0.412603979631899,-1.00076130906257,0.934736732119702,-2.09769672618044,-1.51735561733774,1.08853223273428,-0.725362749412502,-0.684089226636191,0.710851663407069,0.0948353222000419,-0.141606064126041,1.03847085289959,2.57472354628188
"vCTB1",-0.369979417667468,0.0784515083499481,-1.67060141945593,0.800162604055273,-0.0153935434759924,-1.24814615520615,-0.0648458032379771,0.3087438623015,0.484670356392036,0.987206088732513,0.51611827974927,-1.26657362230176,-0.595456491097475
"vCTB2",-1.05676151700768,-0.438578196431209,0.885982065631365,-0.908547369923143,1.73664262918841,1.03616057265589,-0.852839947897514,-0.458937898708017,1.13704380157177,0.145810067153303,-1.00837641268536,1.09507304819855,-0.332498954615444
