"","Endothelial","Erythroblasts","EVT","EVT-progenitor","EVT3","FIB1","FIB2","Hofbauer cells","STB","STB-progenitor","vCTB","vCTB1","vCTB2"
"Endothelial",0.326274522676376,0.610269134760226,0.494335613735254,-0.186052538691203,-0.373507070534502,1.17453802206081,-0.0775621409500228,-0.37467583135047,-1.83081822087179,0.140393127674756,1.04663277630858,-0.111006204486649,2.64436496754479
"Erythroblasts",-0.413680650926954,-0.98582009899233,0.532995431420314,-1.41254286468336,-1.00152476199544,-0.260414807539543,0.0293813828782884,0.778005292427193,-0.386665046810545,1.15725879556033,0.156006825131047,0.21311265976323,1.09420006920158
"EVT",-1.63618075581038,0.986835705398619,-1.34774063874177,-0.666170682204474,0.396685643313852,1.02963459568224,-0.213314450712014,0.344114377826184,-0.711853705360347,0.0202671273803684,1.82127229296557,-0.924802569836112,-0.489866653736146
"EVT-progenitor",1.6161462790666,0.156664575632631,0.0977990188967657,-0.811384612147398,-2.00555719579438,-1.12961555018929,-1.24246562168464,-1.47560835266599,1.42202750471326,2.20367547521455,-0.0380738289034757,0.128024864307521,-1.05493535612216
"EVT3",-1.37182528457436,-1.0944854881068,-0.893445600951978,0.13767632370563,0.0551617027378926,1.5032208404288,-0.309061172528442,0.242449429091929,1.13247063958899,0.0789689070384555,-1.02625470145431,1.14477849093102,1.23869743859347
"FIB1",1.79032772964032,-0.705785999531323,-0.965170124583692,1.1266047733187,0.755444439778369,0.312641087453594,-0.158287409905783,-0.589263356386657,0.719174969472898,-0.489015671914316,-0.807544148453684,0.623229978346616,-1.14753093601817
"FIB2",1.80524739855462,-1.90631823095489,-0.716035314296475,0.747736240038354,0.283927345793484,0.0807708534372239,-0.00302627834969738,-0.382574146870994,0.667525392163924,-0.169698561020254,-0.859636962806196,0.560077245187502,0.477036882634217
"Hofbauer cells",-0.132618473790419,0.0391567466240818,-1.01746688903348,0.271722190313007,-1.94748706807034,-0.404309074031866,-0.521477569118751,-0.625689624789885,0.281973333465022,1.52974280581018,0.912581582201898,-1.03133708518929,2.20519913229144
"STB",0.265025405039315,-1.28115886757296,-1.38448419105381,-0.248977076312392,-1.2093815836871,0.275179514140464,-1.49951560513312,-0.595665103242362,2.89626363200764,0.174158105287726,-0.0387673504531826,-1.46005251269613,0.654144808324159
"STB-progenitor",1.31816232259239,-0.333468809858291,-0.476842948456158,-0.356080743408122,-0.922343923602607,1.53416074975115,0.944948682158966,-1.06791106678242,0.49392383602498,1.34717074825693,-2.33518510871205,1.40716442973525,1.38688058829465
"vCTB",0.713375601814323,0.175646487126681,-2.30252795750967,0.506461403477068,-2.38454250789818,0.264227186424041,0.314071478194197,-1.44152826309139,1.35572085961117,1.68334458829348,-0.184656466867679,-0.932354004822719,0.968655565380696
"vCTB1",0.369170400048343,-0.629257722709955,1.88607967749521,0.80422352483162,0.330470885548132,0.0291715359813178,-0.355856016658192,-0.71788212311085,0.866014880329701,1.03875406930926,-1.96742033378692,0.118199014768318,-0.743959197629195
"vCTB2",-0.603344337553786,-0.548465087743125,0.0731839306835763,-0.183654059300027,-0.566397426022049,0.32578111234455,1.41910777807084,-0.683973611043374,0.184645907694427,-0.379954020058848,-0.159610455699072,-0.817937831685214,-0.310238747017029
