"k","from","to","n_weeks","rho_z","p_z","rho_l2fc","p_l2fc","median_obs_over_exp","median_z","p_adj_z","p_adj_l2fc","trend"
15,"Hofbauer cells","EVT3",2,NA,NA,NA,NA,0.438047559394487,-0.846734403596697,NA,NA,"not_significant"
15,"Hofbauer cells","FIB1",3,1,0,0.5,0.666666666666667,1.17241709335707,2.08596893370365,0,0.668730650154799,"increasing"
15,"Hofbauer cells","FIB2",3,-1,0,-0.5,0.666666666666667,0.957896931903271,-0.705838665566296,0,0.668730650154799,"decreasing"
15,"Hofbauer cells","Hofbauer cells",3,-1,0,-0.5,0.666666666666667,0.944196172795624,-0.487526489487009,0,0.668730650154799,"decreasing"
15,"Hofbauer cells","STB",3,0.5,0.666666666666667,0.5,0.666666666666667,1.04793436015245,1.02330115976121,0.666666666666667,0.668730650154799,"not_significant"
15,"Hofbauer cells","STB-progenitor",3,-0.5,0.666666666666667,-1,0,0.647249190891963,-0.961454185373797,0.666666666666667,0,"not_significant"
15,"Hofbauer cells","vCTB",3,1,0,1,0,1.00278900691923,0.0455544686061842,0,0,"increasing"
15,"Hofbauer cells","vCTB1",1,NA,NA,NA,NA,0.744601638068161,-0.919844697153121,NA,NA,"not_significant"
15,"Hofbauer cells","vCTB2",1,NA,NA,NA,NA,0.394477317398628,-0.959078533622519,NA,NA,"not_significant"
15,"Hofbauer cells","vCTBp",1,NA,NA,NA,NA,0,-0.891658631565672,NA,NA,"not_significant"
15,"STB","Endothelial",3,-0.5,0.666666666666667,0.5,0.666666666666667,1.12834978842557,0.644327294554697,0.666666666666667,0.668730650154799,"not_significant"
15,"STB","Erythroblasts",3,1,0,1,0,0.606060606023875,-1.67970015657304,0,0,"increasing"
15,"STB","EVT",2,NA,NA,NA,NA,1.18144531471525,-0.253252427051857,NA,NA,"not_significant"
15,"STB","EVT-progenitor",3,-0.5,0.666666666666667,-0.5,0.666666666666667,1.04191616765219,0.344823192124496,0.666666666666667,0.668730650154799,"not_significant"
15,"STB","EVT3",2,NA,NA,NA,NA,0.592549033590726,-0.942602483836051,NA,NA,"not_significant"
15,"STB","FIB1",3,1,0,1,0,0.955373978605773,-0.312289516079025,0,0,"increasing"
15,"STB","FIB2",3,1,0,1,0,0.957059371551139,-0.49842012214642,0,0,"increasing"
15,"STB","Hofbauer cells",3,0.5,0.666666666666667,0.5,0.666666666666667,0.980686219530312,-0.385186889363238,0.666666666666667,0.668730650154799,"not_significant"
15,"STB","STB",3,-1,0,-1,0,0.966183574858482,-0.235950989639291,0,0,"decreasing"
15,"STB","STB-progenitor",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.863930885155969,-0.194277229481799,0.666666666666667,0.668730650154799,"not_significant"
15,"STB","vCTB",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.997766950871906,-0.0787432181947721,0.666666666666667,0.668730650154799,"not_significant"
15,"STB","vCTB1",1,NA,NA,NA,NA,0.772968197862788,-1.33440856338487,NA,NA,"not_significant"
15,"STB","vCTB2",1,NA,NA,NA,NA,1.09890109878034,0.270067864693187,NA,NA,"not_significant"
15,"STB","vCTBp",1,NA,NA,NA,NA,0,-1.24272563356995,NA,NA,"not_significant"
15,"STB-progenitor","Endothelial",3,0.5,0.666666666666667,-0.5,0.666666666666667,0.618238021590554,-0.334036174902452,0.666666666666667,0.668730650154799,"not_significant"
15,"STB-progenitor","Erythroblasts",3,-1,0,-1,0,0.831600831485572,-0.480619169976574,0,0,"decreasing"
15,"STB-progenitor","EVT",2,NA,NA,NA,NA,0.803543795373104,-0.730383429205643,NA,NA,"not_significant"
15,"STB-progenitor","EVT-progenitor",3,0.5,0.666666666666667,0.5,0.666666666666667,0.808080807999184,-0.653921321676968,0.666666666666667,0.668730650154799,"not_significant"
15,"STB-progenitor","EVT3",2,NA,NA,NA,NA,0.18416206254727,-1.06042475544076,NA,NA,"not_significant"
15,"STB-progenitor","FIB1",3,-0.5,0.666666666666667,-1,0,1.09223300964246,0.357566854882427,0.666666666666667,0,"not_significant"
15,"STB-progenitor","FIB2",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.901684726711988,-0.838154687201245,0.666666666666667,0.668730650154799,"not_significant"
15,"STB-progenitor","Hofbauer cells",3,0.5,0.666666666666667,0.5,0.666666666666667,1.02195829302522,0.134809950572846,0.666666666666667,0.668730650154799,"not_significant"
15,"STB-progenitor","STB",3,-1,0,-0.5,0.666666666666667,1.14697689659883,1.54964805828404,0,0.668730650154799,"decreasing"
15,"STB-progenitor","STB-progenitor",3,-0.5,0.666666666666667,-1,0,0.892857142743258,-0.203613194344719,0.666666666666667,0,"not_significant"
15,"STB-progenitor","vCTB",3,1,0,1,0,0.980552377828833,-0.238191534560762,0,0,"increasing"
15,"STB-progenitor","vCTB1",1,NA,NA,NA,NA,1.54355016504001,1.13191503564851,NA,NA,"not_significant"
15,"STB-progenitor","vCTB2",1,NA,NA,NA,NA,1.2499999984375,0.231913310655193,NA,NA,"not_significant"
15,"STB-progenitor","vCTBp",1,NA,NA,NA,NA,1.81818181487603,0.649587060806409,NA,NA,"not_significant"
15,"vCTB","Endothelial",3,-1,0,-1,0,1.00407055630255,0.0414684837121509,0,0,"decreasing"
15,"vCTB","Erythroblasts",3,0.5,0.666666666666667,1,0,0.821355236129409,-1.00076130906257,0.666666666666667,0,"not_significant"
15,"vCTB","EVT",2,NA,NA,NA,NA,0.897010795138462,-0.120203354515787,NA,NA,"not_significant"
15,"vCTB","EVT-progenitor",3,1,0,0.5,0.666666666666667,0.747450433891842,-1.89700780464069,0,0.668730650154799,"increasing"
15,"vCTB","EVT3",2,NA,NA,NA,NA,0.660034047612434,-1.30469679137081,NA,NA,"not_significant"
15,"vCTB","FIB1",3,-1,0,-1,0,1.00710745101625,0.0884938390965236,0,0,"decreasing"
15,"vCTB","FIB2",3,0.5,0.666666666666667,0.5,0.666666666666667,0.995585054369031,-0.0923701964811081,0.666666666666667,0.668730650154799,"not_significant"
15,"vCTB","Hofbauer cells",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.959372797135776,-0.684089226636191,0.666666666666667,0.668730650154799,"not_significant"
15,"vCTB","STB",3,-1,0,-0.5,0.666666666666667,1.02077091056724,0.632689527442994,0,0.668730650154799,"decreasing"
15,"vCTB","STB-progenitor",3,0.5,0.666666666666667,0.5,0.666666666666667,1.00945753906983,0.0948353222000419,0.666666666666667,0.668730650154799,"not_significant"
15,"vCTB","vCTB",3,0.5,0.666666666666667,0.5,0.666666666666667,0.9956372322004,-0.141606064126041,0.666666666666667,0.668730650154799,"not_significant"
15,"vCTB","vCTB1",1,NA,NA,NA,NA,1.18518518515326,1.03847085289959,NA,NA,"not_significant"
15,"vCTB","vCTB2",1,NA,NA,NA,NA,1.89445196185461,2.57472354628188,NA,NA,"not_significant"
15,"vCTB","vCTBp",1,NA,NA,NA,NA,0.814332247424376,-0.422897608841319,NA,NA,"not_significant"
15,"vCTB1","Endothelial",1,NA,NA,NA,NA,0.829875518500026,-0.369979417667468,NA,NA,"not_significant"
15,"vCTB1","Erythroblasts",1,NA,NA,NA,NA,1.08108107991234,0.0784515083499481,NA,NA,"not_significant"
15,"vCTB1","EVT",1,NA,NA,NA,NA,0.46756282870046,-1.67060141945593,NA,NA,"not_significant"
15,"vCTB1","EVT-progenitor",1,NA,NA,NA,NA,1.43061516411141,0.800162604055273,NA,NA,"not_significant"
15,"vCTB1","EVT3",1,NA,NA,NA,NA,0.985221673906186,-0.0153935434759924,NA,NA,"not_significant"
15,"vCTB1","FIB1",1,NA,NA,NA,NA,0.435255712636506,-1.24814615520615,NA,NA,"not_significant"
15,"vCTB1","FIB2",1,NA,NA,NA,NA,0.986912679640124,-0.0648458032379771,NA,NA,"not_significant"
15,"vCTB1","Hofbauer cells",1,NA,NA,NA,NA,1.08822386311013,0.3087438623015,NA,NA,"not_significant"
15,"vCTB1","STB",1,NA,NA,NA,NA,1.06072085721267,0.484670356392036,NA,NA,"not_significant"
15,"vCTB1","STB-progenitor",1,NA,NA,NA,NA,1.46596858608043,0.987206088732513,NA,NA,"not_significant"
15,"vCTB1","vCTB",1,NA,NA,NA,NA,1.06894708709062,0.51611827974927,NA,NA,"not_significant"
15,"vCTB1","vCTB1",1,NA,NA,NA,NA,0,-1.26657362230176,NA,NA,"not_significant"
15,"vCTB1","vCTB2",1,NA,NA,NA,NA,0,-0.595456491097475,NA,NA,"not_significant"
15,"vCTB2","Endothelial",1,NA,NA,NA,NA,0,-1.05676151700768,NA,NA,"not_significant"
15,"vCTB2","Erythroblasts",1,NA,NA,NA,NA,0,-0.438578196431209,NA,NA,"not_significant"
15,"vCTB2","EVT",1,NA,NA,NA,NA,1.62601625928129,0.885982065631365,NA,NA,"not_significant"
15,"vCTB2","EVT-progenitor",1,NA,NA,NA,NA,0,-0.908547369923143,NA,NA,"not_significant"
15,"vCTB2","EVT3",1,NA,NA,NA,NA,4.76190473922903,1.73664262918841,NA,NA,"not_significant"
15,"vCTB2","FIB1",1,NA,NA,NA,NA,2.0304568507305,1.03616057265589,NA,NA,"not_significant"
15,"vCTB2","FIB2",1,NA,NA,NA,NA,0.626959247517877,-0.852839947897514,NA,NA,"not_significant"
15,"vCTB2","Hofbauer cells",1,NA,NA,NA,NA,0.739371533922598,-0.458937898708017,NA,NA,"not_significant"
15,"vCTB2","STB",1,NA,NA,NA,NA,1.32596685068221,1.13704380157177,NA,NA,"not_significant"
15,"vCTB2","STB-progenitor",1,NA,NA,NA,NA,1.16959064190691,0.145810067153303,NA,NA,"not_significant"
15,"vCTB2","vCTB",1,NA,NA,NA,NA,0.692041522395565,-1.00837641268536,NA,NA,"not_significant"
15,"vCTB2","vCTB1",1,NA,NA,NA,NA,2.89855071623608,1.09507304819855,NA,NA,"not_significant"
15,"vCTB2","vCTB2",1,NA,NA,NA,NA,0,-0.332498954615444,NA,NA,"not_significant"
15,"vCTBp","Endothelial",1,NA,NA,NA,NA,2.1505376320962,1.26215278094417,NA,NA,"not_significant"
15,"vCTBp","Erythroblasts",1,NA,NA,NA,NA,0,-0.635953937707182,NA,NA,"not_significant"
15,"vCTBp","EVT",1,NA,NA,NA,NA,11.1111109876543,3.17183787186904,NA,NA,"not_significant"
15,"vCTBp","EVT-progenitor",1,NA,NA,NA,NA,0,-0.313698251063971,NA,NA,"not_significant"
15,"vCTBp","EVT3",1,NA,NA,NA,NA,0,-0.273664890939075,NA,NA,"not_significant"
15,"vCTBp","FIB1",1,NA,NA,NA,NA,0,-1.03962064539982,NA,NA,"not_significant"
15,"vCTBp","FIB2",1,NA,NA,NA,NA,0.599700149745217,-0.833463406589749,NA,NA,"not_significant"
15,"vCTBp","Hofbauer cells",1,NA,NA,NA,NA,0,-1.07469989569398,NA,NA,"not_significant"
15,"vCTBp","STB",1,NA,NA,NA,NA,2.31660231481343,1.49858784822968,NA,NA,"not_significant"
15,"vCTBp","STB-progenitor",1,NA,NA,NA,NA,0,-0.763790625900709,NA,NA,"not_significant"
15,"vCTBp","vCTB",1,NA,NA,NA,NA,1.14472608321427,0.445772706249606,NA,NA,"not_significant"
15,"vCTBp","vCTBp",1,NA,NA,NA,NA,0,-0.203613194344719,NA,NA,"not_significant"
25,"Endothelial","Endothelial",3,0.5,0.666666666666667,1,0,1.30340333088187,0.393085726885203,0.666666666666667,0,"not_significant"
25,"Endothelial","Erythroblasts",3,-0.5,0.666666666666667,-1,0,1.27354735997487,0.610269134760226,0.666666666666667,0,"not_significant"
25,"Endothelial","EVT",2,NA,NA,NA,NA,0.799244424304654,-0.301565227436796,NA,NA,"not_significant"
25,"Endothelial","EVT-progenitor",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.688468158229179,-0.73197977521372,0.666666666666667,0.668730650154799,"not_significant"
25,"Endothelial","EVT3",2,NA,NA,NA,NA,0.754643826240893,-0.471732894512148,NA,NA,"not_significant"
25,"Endothelial","FIB1",3,0.5,0.666666666666667,0.5,0.666666666666667,1.2428078250291,1.17453802206081,0.666666666666667,0.668730650154799,"not_significant"
25,"Endothelial","FIB2",3,-1,0,-1,0,0.909849116681251,-1.21442169461536,0,0,"decreasing"
25,"Endothelial","Hofbauer cells",3,0.5,0.666666666666667,0.5,0.666666666666667,1.05365853654425,0.333788787410135,0.666666666666667,0.668730650154799,"not_significant"
25,"Endothelial","STB",3,0.5,0.666666666666667,1,0,1.07609531127832,0.409217411750072,0.666666666666667,0,"not_significant"
25,"Endothelial","STB-progenitor",3,-1,0,-1,0,0.970873786362881,-0.140790591108992,0,0,"decreasing"
25,"Endothelial","vCTB",3,-0.5,0.666666666666667,0.5,0.666666666666667,1.06692531522185,0.91755009550676,0.666666666666667,0.668730650154799,"not_significant"
25,"Endothelial","vCTB1",1,NA,NA,NA,NA,0.959232613793857,-0.111006204486649,NA,NA,"not_significant"
25,"Endothelial","vCTB2",1,NA,NA,NA,NA,3.08641975118122,2.64436496754479,NA,NA,"not_significant"
25,"Endothelial","vCTBp",1,NA,NA,NA,NA,0.675675675219138,-0.36094896494372,NA,NA,"not_significant"
25,"Erythroblasts","Endothelial",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.806451612740635,-0.413680650926954,0.666666666666667,0.668730650154799,"not_significant"
25,"Erythroblasts","Erythroblasts",3,0.5,0.666666666666667,1,0,0.378787878752009,-0.98582009899233,0.666666666666667,0,"not_significant"
25,"Erythroblasts","EVT",2,NA,NA,NA,NA,1.0896919963891,0.259827547313637,NA,NA,"not_significant"
25,"Erythroblasts","EVT-progenitor",3,-0.5,0.666666666666667,0.5,0.666666666666667,0.498504486515528,-1.41254286468336,0.666666666666667,0.668730650154799,"not_significant"
25,"Erythroblasts","EVT3",2,NA,NA,NA,NA,0.312499999804687,-0.717291401422808,NA,NA,"not_significant"
25,"Erythroblasts","FIB1",3,1,0,1,0,1.03777501033467,0.193474693366489,0,0,"increasing"
25,"Erythroblasts","FIB2",3,0.5,0.666666666666667,0.5,0.666666666666667,1.00546448083036,0.0293813828782884,0.666666666666667,0.668730650154799,"not_significant"
25,"Erythroblasts","Hofbauer cells",3,-0.5,0.666666666666667,-0.5,0.666666666666667,1.20345994725811,0.778005292427193,0.666666666666667,0.668730650154799,"not_significant"
25,"Erythroblasts","STB",3,1,0,1,0,1.03942652326024,0.224021190817686,0,0,"increasing"
25,"Erythroblasts","STB-progenitor",3,-0.5,0.666666666666667,-1,0,0.610553859519359,-0.740944810876446,0.666666666666667,0,"not_significant"
25,"Erythroblasts","vCTB",3,-0.5,0.666666666666667,-1,0,1.0185739963974,0.156006825131047,0.666666666666667,0,"not_significant"
25,"Erythroblasts","vCTB1",1,NA,NA,NA,NA,1.1560693634936,0.21311265976323,NA,NA,"not_significant"
25,"Erythroblasts","vCTB2",1,NA,NA,NA,NA,2.77777777006173,1.09420006920158,NA,NA,"not_significant"
25,"Erythroblasts","vCTBp",1,NA,NA,NA,NA,0,-0.873978479186758,NA,NA,"not_significant"
25,"EVT","Endothelial",2,NA,NA,NA,NA,0.890767198207765,-0.752088943725605,NA,NA,"not_significant"
25,"EVT","Erythroblasts",2,NA,NA,NA,NA,1.12032949868047,0.423044955534194,NA,NA,"not_significant"
25,"EVT","EVT",2,NA,NA,NA,NA,1.53010552327851,-0.0856844278891241,NA,NA,"not_significant"
25,"EVT","EVT-progenitor",2,NA,NA,NA,NA,1.20331315254802,-0.136480891967989,NA,NA,"not_significant"
25,"EVT","EVT3",2,NA,NA,NA,NA,0.570776255642605,-0.119773679879053,NA,NA,"not_significant"
25,"EVT","FIB1",2,NA,NA,NA,NA,1.04524993704824,0.406766455805291,NA,NA,"not_significant"
25,"EVT","FIB2",2,NA,NA,NA,NA,1.05552784470315,0.233585757897001,NA,NA,"not_significant"
25,"EVT","Hofbauer cells",2,NA,NA,NA,NA,0.911088185596314,-0.10852407585217,NA,NA,"not_significant"
25,"EVT","STB",2,NA,NA,NA,NA,1.1183038567971,0.0464933738116254,NA,NA,"not_significant"
25,"EVT","STB-progenitor",2,NA,NA,NA,NA,0.925378978442881,-0.135110069904153,NA,NA,"not_significant"
25,"EVT","vCTB",2,NA,NA,NA,NA,1.0068590651053,0.547465229967043,NA,NA,"not_significant"
25,"EVT","vCTB1",1,NA,NA,NA,NA,0.755235152711621,-0.924802569836112,NA,NA,"not_significant"
25,"EVT","vCTB2",1,NA,NA,NA,NA,0.688468158110682,-0.489866653736146,NA,NA,"not_significant"
25,"EVT","vCTBp",1,NA,NA,NA,NA,0,-0.511631223923088,NA,NA,"not_significant"
25,"EVT-progenitor","Endothelial",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.96153846135355,-0.0774207717539285,0.666666666666667,0.668730650154799,"not_significant"
25,"EVT-progenitor","Erythroblasts",3,-0.5,0.666666666666667,-0.5,0.666666666666667,1.07962213196232,0.156664575632631,0.666666666666667,0.668730650154799,"not_significant"
25,"EVT-progenitor","EVT",2,NA,NA,NA,NA,1.27191955045565,0.277618389158281,NA,NA,"not_significant"
25,"EVT-progenitor","EVT-progenitor",3,1,0,0.5,0.666666666666667,0.788332676327289,-0.771037283538216,0,0.668730650154799,"increasing"
25,"EVT-progenitor","EVT3",2,NA,NA,NA,NA,0,-1.25611887797481,NA,NA,"not_significant"
25,"EVT-progenitor","FIB1",3,1,0,0.5,0.666666666666667,1.41267408540797,1.80468214785888,0,0.668730650154799,"increasing"
25,"EVT-progenitor","FIB2",3,1,0,0.5,0.666666666666667,0.867141529874672,-1.22357593300192,0,0.668730650154799,"increasing"
25,"EVT-progenitor","Hofbauer cells",3,-0.5,0.666666666666667,0.5,0.666666666666667,0.832124263886523,-1.47560835266599,0.666666666666667,0.668730650154799,"not_significant"
25,"EVT-progenitor","STB",3,0.5,0.666666666666667,0.5,0.666666666666667,1.0968004763179,1.42202750471326,0.666666666666667,0.668730650154799,"not_significant"
25,"EVT-progenitor","STB-progenitor",3,-1,0,-1,0,0.746268656437959,-0.397107032020658,0,0,"decreasing"
25,"EVT-progenitor","vCTB",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.996903557125618,-0.0380738289034757,0.666666666666667,0.668730650154799,"not_significant"
25,"EVT-progenitor","vCTB1",1,NA,NA,NA,NA,1.0591350395306,0.128024864307521,NA,NA,"not_significant"
25,"EVT-progenitor","vCTB2",1,NA,NA,NA,NA,0,-1.05493535612216,NA,NA,"not_significant"
25,"EVT-progenitor","vCTBp",1,NA,NA,NA,NA,0,-0.390355353555412,NA,NA,"not_significant"
25,"EVT3","Endothelial",2,NA,NA,NA,NA,0.197044334936543,-1.59319323347098,NA,NA,"not_significant"
25,"EVT3","Erythroblasts",2,NA,NA,NA,NA,1.62866449405299,0.730680134268122,NA,NA,"not_significant"
25,"EVT3","EVT",2,NA,NA,NA,NA,0.345821325608551,-0.804125215272024,NA,NA,"not_significant"
25,"EVT3","EVT-progenitor",2,NA,NA,NA,NA,0.538358007930455,-0.229723691022127,NA,NA,"not_significant"
25,"EVT3","EVT3",2,NA,NA,NA,NA,0.526315788919668,-0.203185778241842,NA,NA,"not_significant"
25,"EVT3","FIB1",2,NA,NA,NA,NA,1.10109232716883,0.270442310014121,NA,NA,"not_significant"
25,"EVT3","FIB2",2,NA,NA,NA,NA,1.23878827259364,0.858496523499027,NA,NA,"not_significant"
25,"EVT3","Hofbauer cells",2,NA,NA,NA,NA,1.33780207513964,0.625957291330668,NA,NA,"not_significant"
25,"EVT3","STB",2,NA,NA,NA,NA,0.917341858804643,0.222233316131047,NA,NA,"not_significant"
25,"EVT3","STB-progenitor",2,NA,NA,NA,NA,0.519210799476799,-0.617744027277711,NA,NA,"not_significant"
25,"EVT3","vCTB",2,NA,NA,NA,NA,0.873027177019671,-0.847312169190383,NA,NA,"not_significant"
25,"EVT3","vCTB1",1,NA,NA,NA,NA,1.94805194678698,1.14477849093102,NA,NA,"not_significant"
25,"EVT3","vCTB2",1,NA,NA,NA,NA,3.03030302112029,1.23869743859347,NA,NA,"not_significant"
25,"EVT3","vCTBp",1,NA,NA,NA,NA,0,-0.395155161061467,NA,NA,"not_significant"
25,"FIB1","Endothelial",3,-1,0,-1,0,0.916610775745213,-0.552456048156953,0,0,"decreasing"
25,"FIB1","Erythroblasts",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.660066006455431,-0.705785999531323,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB1","EVT",2,NA,NA,NA,NA,0.686324275671541,-1.08760884747281,NA,NA,"not_significant"
25,"FIB1","EVT-progenitor",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.890128869391655,-0.892000661886573,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB1","EVT3",2,NA,NA,NA,NA,1.61454638028401,1.13580654045002,NA,NA,"not_significant"
25,"FIB1","FIB1",3,1,0,1,0,1.27399805359154,2.06741998065808,0,0,"increasing"
25,"FIB1","FIB2",3,-1,0,-0.5,0.666666666666667,0.921588981439295,-1.1848185531811,0,0.668730650154799,"decreasing"
25,"FIB1","Hofbauer cells",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.930541708193245,-0.589263356386657,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB1","STB",3,0.5,0.666666666666667,1,0,1.05820105818529,0.719174969472898,0.666666666666667,0,"not_significant"
25,"FIB1","STB-progenitor",3,0.5,0.666666666666667,0.5,0.666666666666667,0.898557578581293,-0.489015671914316,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB1","vCTB",3,1,0,1,0,1.01801219723271,0.401912301093818,0,0,"increasing"
25,"FIB1","vCTB1",1,NA,NA,NA,NA,1.21703853938918,0.623229978346616,NA,NA,"not_significant"
25,"FIB1","vCTB2",1,NA,NA,NA,NA,0,-1.14753093601817,NA,NA,"not_significant"
25,"FIB1","vCTBp",1,NA,NA,NA,NA,0,-1.22672257756519,NA,NA,"not_significant"
25,"FIB2","Endothelial",3,-0.5,0.666666666666667,-0.5,0.666666666666667,1.15779027452339,0.677328112933781,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB2","Erythroblasts",3,-0.5,0.666666666666667,0.5,0.666666666666667,0.766871165636821,-1.90631823095489,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB2","EVT",2,NA,NA,NA,NA,0.907540881943093,-0.628497075162293,NA,NA,"not_significant"
25,"FIB2","EVT-progenitor",3,-1,0,-0.5,0.666666666666667,0.901622548011767,-1.08904018527026,0,0.668730650154799,"decreasing"
25,"FIB2","EVT3",2,NA,NA,NA,NA,0.80422091469586,-0.533716939474243,NA,NA,"not_significant"
25,"FIB2","FIB1",3,1,0,1,0,1.04832297770224,0.616187033407055,0,0,"increasing"
25,"FIB2","FIB2",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.999864096140331,-0.00302627834969738,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB2","Hofbauer cells",3,-1,0,-1,0,0.9496875109043,-0.556739481133333,0,0,"decreasing"
25,"FIB2","STB",3,0.5,0.666666666666667,0.5,0.666666666666667,1.01811855644527,0.667525392163924,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB2","STB-progenitor",3,0.5,0.666666666666667,0.5,0.666666666666667,0.981996726668124,-0.169698561020254,0.666666666666667,0.668730650154799,"not_significant"
25,"FIB2","vCTB",3,1,0,1,0,1.00148228001509,0.0494485825622368,0,0,"increasing"
25,"FIB2","vCTB1",1,NA,NA,NA,NA,1.09474781699219,0.560077245187502,NA,NA,"not_significant"
25,"FIB2","vCTB2",1,NA,NA,NA,NA,1.18265440194709,0.477036882634217,NA,NA,"not_significant"
25,"FIB2","vCTBp",1,NA,NA,NA,NA,0.725952812935399,-0.510073469699242,NA,NA,"not_significant"
25,"Hofbauer cells","Endothelial",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.983395131372185,-0.132618473790419,0.666666666666667,0.668730650154799,"not_significant"
25,"Hofbauer cells","Erythroblasts",3,-1,0,-1,0,0.842000990547697,-0.664741383484412,0,0,"decreasing"
25,"Hofbauer cells","EVT",2,NA,NA,NA,NA,0.624301951404387,-1.35036928462182,NA,NA,"not_significant"
25,"Hofbauer cells","EVT-progenitor",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.954664064319093,-0.547553028746688,0.666666666666667,0.668730650154799,"not_significant"
25,"Hofbauer cells","EVT3",2,NA,NA,NA,NA,0.695291447858312,-1.02753370533049,NA,NA,"not_significant"
25,"Hofbauer cells","FIB1",3,1,0,0.5,0.666666666666667,1.20055586595837,1.61796282837017,0,0.668730650154799,"increasing"
25,"Hofbauer cells","FIB2",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.971594359351691,-0.521477569118751,0.666666666666667,0.668730650154799,"not_significant"
25,"Hofbauer cells","Hofbauer cells",3,-0.5,0.666666666666667,-1,0,0.934349643448873,-0.625689624789885,0.666666666666667,0,"not_significant"
25,"Hofbauer cells","STB",3,1,0,1,0,1.0498687663852,0.351527515166378,0,0,"increasing"
25,"Hofbauer cells","STB-progenitor",3,-0.5,0.666666666666667,0.5,0.666666666666667,1.19691752744389,1.46036197935357,0.666666666666667,0.668730650154799,"not_significant"
25,"Hofbauer cells","vCTB",3,0.5,0.666666666666667,0.5,0.666666666666667,1.03880547696033,0.912581582201898,0.666666666666667,0.668730650154799,"not_significant"
25,"Hofbauer cells","vCTB1",1,NA,NA,NA,NA,0.773430391229598,-1.03133708518929,NA,NA,"not_significant"
25,"Hofbauer cells","vCTB2",1,NA,NA,NA,NA,2.07612456699513,2.20519913229144,NA,NA,"not_significant"
25,"Hofbauer cells","vCTBp",1,NA,NA,NA,NA,1.21951219437835,0.282974407893015,NA,NA,"not_significant"
25,"STB","Endothelial",3,0.5,0.666666666666667,0.5,0.666666666666667,1.02149393487493,0.265025405039315,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","Erythroblasts",3,0.5,0.666666666666667,0.5,0.666666666666667,0.788199527062534,-1.28115886757296,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","EVT",2,NA,NA,NA,NA,0.742936542372449,-1.27442763892789,NA,NA,"not_significant"
25,"STB","EVT-progenitor",3,0.5,0.666666666666667,0.5,0.666666666666667,0.978875240765551,-0.248977076312392,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","EVT3",2,NA,NA,NA,NA,0.870394077578082,-0.64427329962385,NA,NA,"not_significant"
25,"STB","FIB1",3,0.5,0.666666666666667,0.5,0.666666666666667,1.02113106143388,0.275179514140464,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","FIB2",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.951333001089541,-1.49951560513312,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","Hofbauer cells",3,-0.5,0.666666666666667,-0.5,0.666666666666667,0.973412379939812,-0.595665103242362,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","STB",3,-0.5,0.666666666666667,0.5,0.666666666666667,1.13045204844495,2.53248270439863,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","STB-progenitor",3,-1,0,-1,0,0.776276975600799,-1.14334069228534,0,0,"decreasing"
25,"STB","vCTB",3,0.5,0.666666666666667,0.5,0.666666666666667,0.999086497460706,-0.0387673504531826,0.666666666666667,0.668730650154799,"not_significant"
25,"STB","vCTB1",1,NA,NA,NA,NA,0.803900896141224,-1.46005251269613,NA,NA,"not_significant"
25,"STB","vCTB2",1,NA,NA,NA,NA,1.18968935881099,0.654144808324159,NA,NA,"not_significant"
25,"STB","vCTBp",1,NA,NA,NA,NA,0.453514739023349,-0.799021947976205,NA,NA,"not_significant"
25,"STB-progenitor","Endothelial",3,-1,0,-1,0,0.980621059958878,-0.0910678982582466,0,0,"decreasing"
25,"STB-progenitor","Erythroblasts",3,0.5,0.666666666666667,1,0,1.50509074798538,0.630621156833578,0.666666666666667,0,"not_significant"
