"","Endothelial_cells","EVT2","EVT3","Fibroblast1","Fibroblast2","Hofbauer cells","maternal macrophages","STB","unknown2","unknown3","vCTB2","vCTBp"
"Endothelial_cells",-1.31272081482371,4.6437714116629,1.80946579371685,-1.46375697804663,-2.88334810588424,-0.794408473479253,-1.33093932815283,1.6765428014584,-0.393085727112433,-2.04612276240791,-1.70390151477771,-0.53778456277803
"EVT2",3.15259026883514,-0.772196926309756,-0.303397067917437,2.32541860829977,-0.122889094655074,-0.714759387932623,-0.753392729282189,0.501130466792911,-0.361608713614139,-1.29091111630358,-0.650168815576037,-0.610238069815352
"EVT3",0.350799496180275,-2.75331190766843,1.78663926106229,-0.0889240221687304,-0.732619234076896,-1.10826015569207,-0.844376428106432,-2.10637218984581,-0.908330138201726,2.2289456965362,2.9919830380119,4.0341597241458
"Fibroblast1",-0.488821789062889,2.8822441170547,0.966577445927445,0.836612717838295,-0.908469414372515,-0.975483784750116,-0.794322625997759,-0.549746491845028,-1.68629871109644,-1.27133391476922,-1.6460874506922,-0.505312198694392
"Fibroblast2",-0.317302537825764,3.55019951035892,-1.50202742680162,2.31692674955912,-2.59580288424507,-2.47914901770297,-0.87473964044158,2.25132282404127,1.74044077976016,-1.9995857973012,-0.530942968706596,-1.5039180201441
"Hofbauer cells",0.508932219566339,4.05433116602033,1.16230517526693,-1.95369918961778,-0.672317844327909,-0.0883778026888682,0.206689843176072,-1.54973465785324,-0.843996645950624,-2.6378307006796,-1.9951395148082,0.0755530638297351
"maternal macrophages",0.215638809425159,-0.0510135256237793,1.27026447741382,0.255817553900195,0.798994011834232,0.0423325107710029,-0.444221548022566,-1.00021277660623,0.355601230447379,-1.08656840411476,-0.513891152413624,-1.04068873071268
"STB",-1.76646191579924,2.96702688066712,1.92656860288953,0.803401936837769,-3.07452035329263,-3.0053524067905,1.22451272594547,0.552683040413839,-1.40849700770699,-0.504206379494535,-0.00685610199502434,0.841338746509787
"unknown2",1.5468311316924,-3.38269652530231,-1.62948100376701,0.151240084637287,-0.545108155838151,-2.23631595725922,0.249513417424666,2.45040437030205,3.74386453825774,-0.326670067140932,4.10852046592705,0.912701075533285
"unknown3",0.246183732285312,-6.45213405495149,-2.19688778574696,2.74895638893067,3.5717423944337,1.52397959362727,-0.835836044702777,0.915730151677457,-0.935772958532611,3.44953050765405,1.42816812033185,0.537779742731711
"vCTB2",1.14949508163993,-1.99105909775365,-2.4516116861119,1.448269042496,0.0328459336098121,-1.18902916374437,0.455530255844216,0.428163130021138,0.0605040461026331,0.270967571614553,3.52579748606325,-2.53277020804341
"vCTBp",-1.95751103655549,-0.708988560588826,2.5822267364307,0.377197963628696,0.585024148893202,0.0915685914877706,-1.00492708778786,-0.403202136831872,0.800055881475474,0.236856981216188,-0.602143535212139,-0.705185327079349
