"","Endothelial_cells","EVT2","EVT3","Fibroblast1","Fibroblast2","Hofbauer cells","maternal macrophages","STB","unknown2","unknown3","vCTB2","vCTBp"
"Endothelial_cells",-0.600242148014721,-0.482447609125855,-0.852851269085105,2.03343071635254,-1.06542500001118,0.978002066519272,0.222419410136857,1.44474655495328,-0.0843937933146857,-0.963235108624685,-0.165279315538382,0.133694016259306
"EVT2",0.194306055798085,2.18192074606829,0.592181733352303,-1.06297437581248,-1.00329749707242,-2.09139197876712,1.38071694196424,1.79799789035992,-1.55649330494982,-1.73876344911658,-0.546104542916572,-0.485120012923996
"EVT3",0.637470648791856,6.26968424929081,-1.22438093527077,-1.20682237695526,-2.94340192770774,-2.76614973853685,-1.58471134498625,-1.40547376285002,-0.697042655713361,-2.96567815816749,1.42100474771035,1.47566942976326
"Fibroblast1",-1.47132021048704,0.569462155883231,4.70295140448915,-0.813300396514108,0.357757608430018,1.81985853385746,-1.45486036120104,-0.893430332535303,-2.15574903593945,-2.03118027101791,-2.60227105904336,0.130196014027218
"Fibroblast2",0.820449178358118,4.33944185557258,3.14602575385309,1.20155329287623,-2.91824178292431,-0.97407375289311,0.777339390383723,-0.789235962669723,-0.461036834180615,-2.51493175472917,-3.76036814340647,0.7965928269134
"Hofbauer cells",0.440316266689402,0.846651006907625,-0.311333123748741,-0.575389926248018,-0.980235005530083,-0.0422285573094251,0.331745132223748,1.00513745130621,-0.393428877661048,-2.18215540846209,0.514213661111019,0.49288164312009
"maternal macrophages",-1.18411135741864,-3.05039347438227,0.209833958518011,0.447535418580475,-0.328908768456213,1.06476478608108,-0.391488853076218,2.43701513446415,-0.398803733153162,1.94281027724613,1.38912051767848,0.788613861144916
"STB",-0.0303800092277383,-2.15896676719719,-0.00358648573917907,-0.36301762799767,-0.0903974379986858,0.976520123083084,1.10681963137866,0.35960968184271,-0.673912504155598,-0.41694867121066,1.5248367205721,1.78242822913833
"unknown2",-0.774572642695373,2.16959327069445,0.214468774940622,-0.714697539624693,-0.166624361079051,0.444152683425578,0.717918912887355,2.34724710265839,-0.910489118199038,-1.23623868261921,-2.82163447825494,-0.0232764140386641
"unknown3",1.49389102872839,-0.0221165428815124,2.52763884173871,0.300451110921369,-3.91089505493762,-1.16870685520969,1.02754838277226,2.6020014014806,1.76111063871183,-1.19102002008212,0.395744210555116,-0.990992330975655
"vCTB2",2.2522885836098,-0.384372792731071,2.0633251709789,0.846839493775759,-0.837877777337046,-0.543694423747318,0.44277231391873,1.68219820012258,-0.00619557905793594,-3.2838254760802,-0.684161681005986,-1.6336989891882
"vCTBp",-0.612047326212859,5.98818772797308,-2.95817723682416,0.129991426711312,-1.90825069623078,1.1263181101442,-0.79373864858027,-1.93394081736005,0.088663054829798,-0.0167976959913278,-1.5571478337065,0.424405981628613
