"from","to","z","observed","expected","sd_null","week","k","scope","density_bin","obs_minus_exp","obs_over_exp","log2_obs_over_exp","p_adj","significant"
"Endothelial","Endothelial",-0.492221961903213,6,7.375,2.79345520096511,8,8,"global",NA,-1.375,0.813559321923585,-0.297680547062992,0.957033259980545,FALSE
"Erythroblasts","Endothelial",-0.522925828383023,1,1.64,1.22388293853464,8,8,"global",NA,-0.64,0.609756097189173,-0.713695813357031,0.957033259980545,FALSE
"EVT","Endothelial",-1.98794675401048,6,13.04,3.54134233414933,8,8,"global",NA,-7.04,0.460122699351218,-1.11990946071038,0.741296882318485,FALSE
"EVT-progenitor","Endothelial",-0.547343070224805,4,5.265,2.31116473061967,8,8,"global",NA,-1.265,0.759734092923127,-0.396433529626061,0.957033259980545,FALSE
"EVT3","Endothelial",-0.47705724208054,1,1.59,1.23674885837565,8,8,"global",NA,-0.59,0.628930817214509,-0.669026764123101,0.958376821148028,FALSE
"FIB1","Endothelial",0.768318203374407,9,7.08,2.49896460971399,8,8,"global",NA,1.92,1.27118644049842,0.346175642065189,0.950564520969266,FALSE
"FIB2","Endothelial",0.604448710582955,38,34.42,5.92275231415888,8,8,"global",NA,3.58,1.10400929688832,0.142752322442971,0.953084748043287,FALSE
"Hofbauer cells","Endothelial",-1.15519408011928,15,19.975,4.30663564197899,8,8,"global",NA,-4.975,0.750938673304083,-0.413233000583132,0.950564520969266,FALSE
"STB","Endothelial",1.09932855690828,77,68.325,7.89118043408057,8,8,"global",NA,8.675,1.12696670324,0.172444892318099,0.950564520969266,FALSE
"STB-progenitor","Endothelial",2.29119946223886,13,7.07,2.58816401428196,8,8,"global",NA,5.93,1.83875530384176,0.878729503686963,0.596751966964596,FALSE
"vCTB","Endothelial",2.10165507796414,72,56.785,7.23953238446577,8,8,"global",NA,15.215,1.26794047721638,0.342487021662184,0.702136752563323,FALSE
"vCTB1","Endothelial",-0.985542596171679,1,2.705,1.73001147351469,8,8,"global",NA,-1.705,0.369685766961299,-1.43562859068294,0.950564520969266,FALSE
"vCTB2","Endothelial",0.734355481374661,1,0.49,0.694486542554242,8,8,"global",NA,0.51,2.04081632236568,1.02914634342216,0.950564520969266,FALSE
"Endothelial","Erythroblasts",-0.593739575651938,1,1.735,1.23791646968996,8,8,"global",NA,-0.735,0.57636887574849,-0.794935661131985,0.953084748043287,FALSE
"Erythroblasts","Erythroblasts",-0.58337375382509,0,0.305,0.522820914408283,8,8,"global",NA,-0.305,0,-29.8973528539863,0.953084748043287,FALSE
"EVT","Erythroblasts",0.15259350764392,3,2.755,1.60557289513994,8,8,"global",NA,0.245,1.08892921920547,0.122910182725934,0.978861267221174,FALSE
"EVT-progenitor","Erythroblasts",-1.10386343842175,0,1.3,1.17768190669927,8,8,"global",NA,-1.3,0,-29.8973528539863,0.950564520969266,FALSE
"EVT3","Erythroblasts",-0.572935953256037,0,0.305,0.532345714549291,8,8,"global",NA,-0.305,0,-29.8973528539863,0.953961601366213,FALSE
"FIB1","Erythroblasts",-0.446032980069083,1,1.54,1.21067280601163,8,8,"global",NA,-0.54,0.649350648928993,-0.622930349635241,0.958376821148028,FALSE
"FIB2","Erythroblasts",-1.14706879577138,4,7.25,2.83330870025749,8,8,"global",NA,-3.25,0.551724137854935,-0.85798099271168,0.950564520969266,FALSE
"Hofbauer cells","Erythroblasts",-0.576827510638557,3,4.255,2.17569373214164,8,8,"global",NA,-1.255,0.705052878800223,-0.504196629482918,0.953961601366213,FALSE
"STB","Erythroblasts",-0.961443709500187,11,14.605,3.74956948952595,8,8,"global",NA,-3.605,0.753166723673183,-0.408958832600432,0.950564520969266,FALSE
"STB-progenitor","Erythroblasts",-0.416161093374256,1,1.47,1.12937034976781,8,8,"global",NA,-0.47,0.680272108380767,-0.555816153922303,0.958376821148028,FALSE
"vCTB","Erythroblasts",-0.8584271561226,9,12.055,3.55883429054201,8,8,"global",NA,-3.055,0.74657818326449,-0.421634742572755,0.950564520969266,FALSE
"vCTB1","Erythroblasts",-0.897910110386979,0,0.615,0.684923793582232,8,8,"global",NA,-0.615,0,-29.8973528539863,0.950564520969266,FALSE
"vCTB2","Erythroblasts",-0.324815221959707,0,0.105,0.323260711248964,8,8,"global",NA,-0.105,0,-29.8973528539863,0.966838643555523,FALSE
"Endothelial","EVT",-0.189540062683335,12,12.685,3.61401167707162,8,8,"global",NA,-0.685,0.945999211592747,-0.0800891121567419,0.973547708449571,FALSE
"Erythroblasts","EVT",1.98433276078178,6,2.925,1.54963928368757,8,8,"global",NA,3.075,2.05128205058076,1.0365258762352,0.743485638413139,FALSE
"EVT","EVT",1.31195870035367,30,23.98,4.58855907359372,8,8,"global",NA,6.02,1.25104253539403,0.323130843062051,0.950564520969266,FALSE
"EVT-progenitor","EVT",-0.486302957755474,8,9.46,3.00224371706952,8,8,"global",NA,-1.46,0.845665961855638,-0.241840182011189,0.957033259980545,FALSE
"EVT3","EVT",0.694889766447738,4,2.885,1.60457104585806,8,8,"global",NA,1.115,1.38648180194576,0.471428681669719,0.950564520969266,FALSE
"FIB1","EVT",-0.662865405010262,10,12.355,3.5527574399522,8,8,"global",NA,-2.355,0.809388911306403,-0.305095009001018,0.950759106236612,FALSE
"FIB2","EVT",-0.630825639452139,56,60.76,7.54566666551973,8,8,"global",NA,-4.76,0.921658986159946,-0.117695041128175,0.951136289112769,FALSE
"Hofbauer cells","EVT",1.87619929457138,47,35.55,6.10276319325638,8,8,"global",NA,11.45,1.32208157520894,0.402811197996232,0.784892365509388,FALSE
"STB","EVT",1.41092950588037,135,120.27,10.4399262593903,8,8,"global",NA,14.73,1.12247443251748,0.166682585226915,0.950564520969266,FALSE
"STB-progenitor","EVT",0.147076355190998,13,12.485,3.50158255678915,8,8,"global",NA,0.515000000000001,1.04124949931588,0.0583158032575927,0.979747150423313,FALSE
"vCTB","EVT",0.200640763130235,103,100.94,10.2671060838331,8,8,"global",NA,2.06,1.0204081632552,0.0291463470590652,0.973547708449571,FALSE
"vCTB1","EVT",-0.875349685344321,3,4.76,2.01062504344461,8,8,"global",NA,-1.76,0.63025210070793,-0.665999070826074,0.950564520969266,FALSE
"vCTB2","EVT",1.10637029080142,2,0.925,0.971645757149659,8,8,"global",NA,1.075,2.16216215982469,1.11247472836599,0.950564520969266,FALSE
"Endothelial","EVT-progenitor",0.233891914187152,6,5.47,2.26600394292392,8,8,"global",NA,0.53,1.09689213873914,0.133421668754835,0.971980544680092,FALSE
"Erythroblasts","EVT-progenitor",-0.115186823504608,1,1.115,0.998378081675399,8,8,"global",NA,-0.115,0.896860985742726,-0.157043709830872,0.984623218732017,FALSE
"EVT","EVT-progenitor",-2.37610907599382,2,9.525,3.16694215499199,8,8,"global",NA,-7.525,0.209973753258795,-2.25171908588659,0.549380736493452,FALSE
"EVT-progenitor","EVT-progenitor",-1.02035871629218,2,4.02,1.97969593117213,8,8,"global",NA,-2.02,0.497512437687186,-1.00719549886327,0.950564520969266,FALSE
"EVT3","EVT-progenitor",0.805273167125598,2,1.115,1.09900594645878,8,8,"global",NA,0.885,1.79372197148545,0.842956289364826,0.950564520969266,FALSE
"FIB1","EVT-progenitor",0.903242138316289,7,5.05,2.15888953401986,8,8,"global",NA,1.95,1.3861386135869,0.471071534948291,0.950564520969266,FALSE
"FIB2","EVT-progenitor",-0.886018558229408,22,26.22,4.76287991929548,8,8,"global",NA,-4.22,0.83905415709996,-0.253164160145325,0.950564520969266,FALSE
"Hofbauer cells","EVT-progenitor",-1.63072095786988,9,14.615,3.44326230142025,8,8,"global",NA,-5.615,0.615805679054683,-0.699452920344952,0.905483681462799,FALSE
"STB","EVT-progenitor",-0.136695253025262,50,51.01,7.38869841863965,8,8,"global",NA,-1.01,0.980199960772786,-0.0288520044039385,0.980098352160944,FALSE
"STB-progenitor","EVT-progenitor",-1.39309863535718,2,5.2,2.29703763781696,8,8,"global",NA,-3.2,0.38461538454142,-1.37851161978016,0.950564520969266,FALSE
"vCTB","EVT-progenitor",-0.976315146721271,35,40.92,6.06361585078818,8,8,"global",NA,-5.92,0.855327468209792,-0.225451221374177,0.950564520969266,FALSE
"vCTB1","EVT-progenitor",-0.676427929546463,1,1.945,1.39704461930953,8,8,"global",NA,-0.945,0.514138817216381,-0.959770153147171,0.950564520969266,FALSE
"vCTB2","EVT-progenitor",1.29174840519577,1,0.31,0.534159744988172,8,8,"global",NA,0.69,3.22580644120708,1.68965987518123,0.950564520969266,FALSE
"Endothelial","EVT3",0.370294229922156,2,1.555,1.20174705321024,8,8,"global",NA,0.445,1.28617363261339,0.36308541983804,0.961679796905326,FALSE
"Erythroblasts","EVT3",-0.556819264681486,0,0.28,0.502856163935613,8,8,"global",NA,-0.28,0,-29.8973528539863,0.957033259980545,FALSE
"EVT","EVT3",-0.490366614682777,2,2.86,1.75378986611064,8,8,"global",NA,-0.86,0.699300699056189,-0.51601514544505,0.957033259980545,FALSE
"EVT-progenitor","EVT3",-1.07693965831217,0,1.16,1.07712627162516,8,8,"global",NA,-1.16,0,-29.8973528539863,0.950564520969266,FALSE
"EVT3","EVT3",-0.56432849677336,0,0.285,0.505025000625,8,8,"global",NA,-0.285,0,-29.8973528539863,0.957033259980545,FALSE
"FIB1","EVT3",-0.377018377441333,1,1.5,1.32619529853233,8,8,"global",NA,-0.5,0.666666666222222,-0.584962499518911,0.959420229303533,FALSE
"FIB2","EVT3",-0.506898771575224,6,7.455,2.87039559194745,8,8,"global",NA,-1.455,0.8048289737351,-0.313245850188533,0.957033259980545,FALSE
"Hofbauer cells","EVT3",0.746636095596262,6,4.32,2.25009212541716,8,8,"global",NA,1.68,1.38888888856739,0.473931189037195,0.950564520969266,FALSE
"STB","EVT3",-0.721828361266397,12,14.605,3.60889117006691,8,8,"global",NA,-2.605,0.82163642582529,-0.283427950676199,0.950564520969266,FALSE
"STB-progenitor","EVT3",0.405137918916623,2,1.53,1.16009876550604,8,8,"global",NA,0.47,1.30718954162929,0.386468347242797,0.958376821148028,FALSE
"vCTB","EVT3",1.22558514753587,16,11.785,3.439173530496,8,8,"global",NA,4.215,1.357658039766,0.441120147464775,0.950564520969266,FALSE
"vCTB1","EVT3",-0.809307733401081,0,0.56,0.691949398329998,8,8,"global",NA,-0.56,0,-29.8973528539863,0.950564520969266,FALSE
"vCTB2","EVT3",-0.386723691927053,0,0.14,0.362015574778088,8,8,"global",NA,-0.14,0,-29.8973528539863,0.958376821148028,FALSE
"Endothelial","FIB1",0.412193505953733,8,6.995,2.43817523825961,8,8,"global",NA,1.005,1.14367405273143,0.193675943665181,0.958376821148028,FALSE
"Erythroblasts","FIB1",0.500987327091154,2,1.42,1.15771391437509,8,8,"global",NA,0.58,1.40845070323349,0.494109070278374,0.957033259980545,FALSE
"EVT","FIB1",-0.496851121763629,11,12.71,3.44167482893732,8,8,"global",NA,-1.71,0.865460267437808,-0.208460505039477,0.957033259980545,FALSE
"EVT-progenitor","FIB1",0.441403529869227,6,5.015,2.23151817533135,8,8,"global",NA,0.985,1.19641076745834,0.258712800801877,0.958376821148028,FALSE
"EVT3","FIB1",-1.13732141355763,0,1.3,1.14303659754033,8,8,"global",NA,-1.3,0,-29.8973528539863,0.950564520969266,FALSE
"FIB1","FIB1",-0.56808577408648,5,6.51,2.65804930929681,8,8,"global",NA,-1.51,0.768049155027949,-0.380729446846772,0.95571734750882,FALSE
"FIB2","FIB1",1.07693783706526,40,33.6,5.94277569108686,8,8,"global",NA,6.4,1.19047619044076,0.251538768164891,0.950564520969266,FALSE
"Hofbauer cells","FIB1",0.449691956507518,21,19.02,4.40301404305239,8,8,"global",NA,1.98,1.10410094631419,0.14287208292374,0.958376821148028,FALSE
"STB","FIB1",-0.872204004440741,58,65.37,8.4498580167073,8,8,"global",NA,-7.37,0.88725715158502,-0.172575795330819,0.950564520969266,FALSE
"STB-progenitor","FIB1",0.517146912511275,8,6.67,2.57180303566804,8,8,"global",NA,1.33,1.19940029967025,0.262313239576691,0.957033259980545,FALSE
"vCTB","FIB1",-1.44352474286714,45,55.315,7.14570363239409,8,8,"global",NA,-10.315,0.81352255263828,-0.297745751975344,0.950564520969266,FALSE
"vCTB1","FIB1",1.55234055587339,5,2.515,1.60080852686962,8,8,"global",NA,2.485,1.98807156978605,0.991369695008599,0.926891415058638,FALSE
"vCTB2","FIB1",-0.728030584934703,0,0.495,0.679916489107893,8,8,"global",NA,-0.495,0,-29.8973528539863,0.950564520969266,FALSE
"Endothelial","FIB2",-1.15145892293153,28,35.005,6.08358653473657,8,8,"global",NA,-7.005,0.799885730587062,-0.322134177696529,0.950564520969266,FALSE
"Erythroblasts","FIB2",-0.170755700146774,7,7.4,2.34252794773716,8,8,"global",NA,-0.4,0.945945945818115,-0.0801703473538076,0.975082930677414,FALSE
"EVT","FIB2",1.59622012135221,74,62.11,7.44884733587458,8,8,"global",NA,11.89,1.19143455158281,0.252699704144629,0.910164279618838,FALSE
"EVT-progenitor","FIB2",-0.6268529114357,23,25.85,4.54652111744318,8,8,"global",NA,-2.85,0.889748549288598,-0.168530417804906,0.951136289112769,FALSE
"EVT3","FIB2",0.210978747611382,8,7.47,2.512101364661,8,8,"global",NA,0.53,1.07095046839746,0.0988917581394723,0.973261972820743,FALSE
"FIB1","FIB2",-0.0496239351955159,34,34.265,5.3401649608458,8,8,"global",NA,-0.265000000000001,0.992266160776528,-0.0112009392243993,0.994736050789317,FALSE
"FIB2","FIB2",-2.35714628494322,139,165.39,11.1957412937053,8,8,"global",NA,-26.39,0.84043775318435,-0.250787122606159,0.563511518308524,FALSE
"Hofbauer cells","FIB2",-1.04702849089193,87,96.175,8.76289430399081,8,8,"global",NA,-9.175,0.904600987773282,-0.144646521980684,0.950564520969266,FALSE
"STB","FIB2",0.839808292464342,338,323.945,16.7359623919848,8,8,"global",NA,14.055,1.04338699470267,0.0612743575005457,0.950564520969266,FALSE
"STB-progenitor","FIB2",-0.251361170974328,32,33.28,5.09227417578895,8,8,"global",NA,-1.28,0.961538461509569,-0.0565835269093148,0.969433256235414,FALSE
"vCTB","FIB2",0.0444976171706803,270,269.36,14.3827926223696,8,8,"global",NA,0.639999999999986,1.00237600237228,0.00342378243182885,0.995688379577744,FALSE
"vCTB1","FIB2",1.26414431120156,16,12.275,2.94665724927817,8,8,"global",NA,3.725,1.30346232168607,0.382348881561956,0.950564520969266,FALSE
"vCTB2","FIB2",-0.475075138133652,2,2.715,1.50502508368218,8,8,"global",NA,-0.715,0.73664825018908,-0.440952196602558,0.958376821148028,FALSE
"Endothelial","Hofbauer cells",-0.618550500548208,17,19.825,4.567129113755,8,8,"global",NA,-2.825,0.857503152541866,-0.221786117956611,0.951136289112769,FALSE
"Erythroblasts","Hofbauer cells",0.864501096171375,6,4.32,1.94331737296313,8,8,"global",NA,1.68,1.38888888856739,0.473931189037195,0.950564520969266,FALSE
"EVT","Hofbauer cells",-0.766810851945449,31,35.025,5.24901282894145,8,8,"global",NA,-4.025,0.885082084200283,-0.176116833567758,0.950564520969266,FALSE
"EVT-progenitor","Hofbauer cells",0.806011443240256,18,15.145,3.54213333214795,8,8,"global",NA,2.855,1.18851105967722,0.249155329540274,0.950564520969266,FALSE
"EVT3","Hofbauer cells",-0.686786201346256,3,4.42,2.06760123678911,8,8,"global",NA,-1.42,0.678733031520649,-0.559083867096382,0.950564520969266,FALSE
"FIB1","Hofbauer cells",-0.142528029840903,19,19.565,3.96413253230367,8,8,"global",NA,-0.565000000000001,0.971121901304824,-0.0422756902706264,0.980098352160944,FALSE
"FIB2","Hofbauer cells",-0.158214866645103,94,95.475,9.32276486476078,8,8,"global",NA,-1.47499999999999,0.984550929552401,-0.022462256607292,0.977535208813751,FALSE
"Hofbauer cells","Hofbauer cells",0.302643740470279,56,54.05,6.44321933329019,8,8,"global",NA,1.95,1.03607770580877,0.0511322105760828,0.966838643555523,FALSE
"STB","Hofbauer cells",-0.356543788124279,180,184.75,13.3223468136479,8,8,"global",NA,-4.75,0.974289580508935,-0.0375774563435189,0.96295787645599,FALSE
"STB-progenitor","Hofbauer cells",-0.179246094651353,19,19.8,4.4631376844043,8,8,"global",NA,-0.800000000000001,0.959595959547495,-0.0595010103180852,0.973958934456506,FALSE
"vCTB","Hofbauer cells",-2.0938682378172,130,154.37,11.638745723232,8,8,"global",NA,-24.37,0.842132538700252,-0.247880784018171,0.70516354946642,FALSE
"vCTB1","Hofbauer cells",-0.83394823153715,5,7.065,2.47617288588742,8,8,"global",NA,-2.065,0.70771408341009,-0.498761463837527,0.950564520969266,FALSE
"vCTB2","Hofbauer cells",-0.491051403495492,1,1.53,1.07931673901389,8,8,"global",NA,-0.53,0.653594770814644,-0.613531651653542,0.957033259980545,FALSE
"Endothelial","STB",1.73215991382389,79,67.57,6.59869790718985,8,8,"global",NA,11.43,1.16915791029793,0.225469799382585,0.85323585862401,FALSE
"Erythroblasts","STB",0.119570201935332,15,14.635,3.0526000121488,8,8,"global",NA,0.365,1.02494021175094,0.0355397562835039,0.984592455978241,FALSE
"EVT","STB",0.753796683351955,128,120.745,9.62461119752469,8,8,"global",NA,7.255,1.06008530373051,0.0841803626751555,0.950564520969266,FALSE
"EVT-progenitor","STB",0.249108491604096,52,50.54,5.86090016582511,8,8,"global",NA,1.46,1.02888800947707,0.0410859603446851,0.969626430103442,FALSE
"EVT3","STB",0.78938545534725,17,14.585,3.05934190052724,8,8,"global",NA,2.415,1.16558107636849,0.221049361265717,0.950564520969266,FALSE
"FIB1","STB",-1.38580711435738,56,65.175,6.62069050126706,8,8,"global",NA,-9.175,0.859225163009448,-0.218891848933661,0.950564520969266,FALSE
"FIB2","STB",2.99896698922028,363,323.825,13.0628313475322,8,8,"global",NA,39.175,1.12097583571027,0.164755180343184,0.214482427268354,FALSE
"Hofbauer cells","STB",-0.4650927907735,181,186.2,11.1805646156904,8,8,"global",NA,-5.19999999999999,0.972073039736992,-0.0408633741118313,0.958376821148028,FALSE
"STB","STB",0.501144046124419,645,634.235,21.4808498329963,8,8,"global",NA,10.765,1.016973203937,0.0242816677757746,0.957033259980545,FALSE
"STB-progenitor","STB",-0.53720607069148,61,64.715,6.91540956467773,8,8,"global",NA,-3.715,0.942594452585296,-0.0852909026159247,0.957033259980545,FALSE
"vCTB","STB",1.09523179096375,548,526.495,19.6351130202141,8,8,"global",NA,21.505,1.04084559207392,0.0577560641908118,0.950564520969266,FALSE
"vCTB1","STB",0.198086292225394,25,24.21,3.98816087133887,8,8,"global",NA,0.789999999999999,1.03263114411265,0.0463250168880279,0.973547708449571,FALSE
"vCTB2","STB",-0.337888072335748,4,4.625,1.84972495578675,8,8,"global",NA,-0.625,0.864864864677867,-0.209453364272768,0.966566085670485,FALSE
"Endothelial","STB-progenitor",-1.46616444112466,3,7.155,2.83392495547541,8,8,"global",NA,-4.155,0.419287211681441,-1.25398926299159,0.950564520969266,FALSE
"Erythroblasts","STB-progenitor",-0.382907696549735,1,1.47,1.2274498628576,8,8,"global",NA,-0.47,0.680272108380767,-0.555816153922303,0.958665039892187,FALSE
"EVT","STB-progenitor",-0.4362826761484,11,12.545,3.54128202660559,8,8,"global",NA,-1.545,0.8768433638201,-0.189608945466824,0.958376821148028,FALSE
"EVT-progenitor","STB-progenitor",0.710742200997264,7,5.43,2.20895846213486,8,8,"global",NA,1.57,1.2891344380683,0.366402724881397,0.950564520969266,FALSE
"EVT3","STB-progenitor",-1.26297678495468,0,1.465,1.15995797879182,8,8,"global",NA,-1.465,0,-29.8973528539863,0.950564520969266,FALSE
"FIB1","STB-progenitor",1.61591021893294,11,6.84,2.57440045223004,8,8,"global",NA,4.16,1.60818713426781,0.685435294212298,0.909038143189095,FALSE
"FIB2","STB-progenitor",-0.609537652394852,30,33.475,5.70104239785239,8,8,"global",NA,-3.475,0.896191187426551,-0.15812155326172,0.951355347810239,FALSE
"Hofbauer cells","STB-progenitor",1.09124599284053,24,19.055,4.53151721184043,8,8,"global",NA,4.945,1.25951193905749,0.33286479875344,0.950564520969266,FALSE
"STB","STB-progenitor",-0.396117868709196,61,64.28,8.28036364603347,8,8,"global",NA,-3.28,0.948973242051198,-0.0755606848396574,0.958376821148028,FALSE
"STB-progenitor","STB-progenitor",-0.644971400279107,5,6.695,2.62802350402131,8,8,"global",NA,-1.695,0.746825989432886,-0.421155958945943,0.951136289112769,FALSE
"vCTB","STB-progenitor",-0.709969011142444,49,54.28,7.43694431225067,8,8,"global",NA,-5.28,0.902726602783664,-0.147638969957347,0.950564520969266,FALSE
"vCTB1","STB-progenitor",-0.923015293581258,1,2.41,1.52760198978529,8,8,"global",NA,-1.41,0.414937759163926,-1.26903314357697,0.950564520969266,FALSE
"vCTB2","STB-progenitor",-0.629314057587829,0,0.44,0.699173956255185,8,8,"global",NA,-0.44,0,-29.8973528539863,0.951136289112769,FALSE
"Endothelial","vCTB",0.351157119749735,58,55.635,6.73487697283298,8,8,"global",NA,2.365,1.04250921180835,0.0600601330360677,0.96295787645599,FALSE
"Erythroblasts","vCTB",-1.36396788349388,8,11.85,2.8226471057178,8,8,"global",NA,-3.85,0.675105485175097,-0.566815151995651,0.950564520969266,FALSE
"EVT","vCTB",-0.135507403560772,98,99.105,8.15453599455126,8,8,"global",NA,-1.105,0.988850209363919,-0.0161760947640931,0.980098352160944,FALSE
"EVT-progenitor","vCTB",0.237343266610068,44,42.56,6.06716179620311,8,8,"global",NA,1.44,1.03383458644187,0.0480053742724143,0.971195418233433,FALSE
"EVT3","vCTB",0.397708719638917,13,11.835,2.92927950048468,8,8,"global",NA,1.165,1.09843683978889,0.135451918372709,0.958376821148028,FALSE
"FIB1","vCTB",1.44446103428641,62,53.21,6.08531472287029,8,8,"global",NA,8.79,1.16519451228782,0.220570813189687,0.950564520969266,FALSE
"FIB2","vCTB",-0.459931027673144,263,269.53,14.1977809859366,8,8,"global",NA,-6.52999999999997,0.975772641260803,-0.0353830598996659,0.958376821148028,FALSE
"Hofbauer cells","vCTB",0.492462602664357,159,154.22,9.70632079196762,8,8,"global",NA,4.78,1.03099468291382,0.0440368938011287,0.957033259980545,FALSE
"STB","vCTB",-1.4483795840882,496,526.24,20.8785047309187,8,8,"global",NA,-30.24,0.94253572514263,-0.085380791145891,0.950564520969266,FALSE
"STB-progenitor","vCTB",0.449829573284534,57,53.93,6.82480695329536,8,8,"global",NA,3.07,1.05692564433419,0.0798738867671472,0.958376821148028,FALSE
"vCTB","vCTB",0.407377695696437,445,437.225,19.0854827884005,8,8,"global",NA,7.77499999999998,1.01778260620729,0.0254294425564672,0.958376821148028,FALSE
"vCTB1","vCTB",0.270293227014602,21,19.885,4.12514960898177,8,8,"global",NA,1.115,1.05607241634116,0.0787087670418164,0.966838643555523,FALSE
"vCTB2","vCTB",0.621120440913108,5,3.995,1.61804367265941,8,8,"global",NA,1.005,1.25156445525618,0.323732592525699,0.951136289112769,FALSE
"Endothelial","vCTB1",0.302971899234847,3,2.515,1.60080852686962,8,8,"global",NA,0.485,1.19284294187163,0.254404101326177,0.966838643555523,FALSE
"Erythroblasts","vCTB1",0.622943028397324,1,0.56,0.706324622508524,8,8,"global",NA,0.44,1.78571428252551,0.836501265948789,0.951136289112769,FALSE
"EVT","vCTB1",-0.783288952905978,3,4.755,2.24055247135264,8,8,"global",NA,-1.755,0.630914826365738,-0.664482838381417,0.950564520969266,FALSE
"EVT-progenitor","vCTB1",1.70533625465512,4,1.83,1.27247631801126,8,8,"global",NA,2.17,2.18579234853235,1.12815635136236,0.866056600908364,FALSE
"EVT3","vCTB1",-0.832475185161402,0,0.655,0.78681023872265,8,8,"global",NA,-0.655,0,-29.8973528539863,0.950564520969266,FALSE
"FIB1","vCTB1",-0.884271551313732,1,2.445,1.63411340890583,8,8,"global",NA,-1.445,0.408997954842946,-1.28983446224018,0.950564520969266,FALSE
"FIB2","vCTB1",0.797747032607974,15,12.145,3.57882872953944,8,8,"global",NA,2.855,1.23507616292836,0.304600011796691,0.950564520969266,FALSE
"Hofbauer cells","vCTB1",-0.0320177118601837,7,7.09,2.81094415369211,8,8,"global",NA,-0.0899999999999999,0.987306064740859,-0.0184307041494265,0.996604093408634,FALSE
"STB","vCTB1",0.838773989459259,28,23.905,4.88212563887584,8,8,"global",NA,4.095,1.17130307462157,0.228114422655984,0.950564520969266,FALSE
"STB-progenitor","vCTB1",0.289897684112092,3,2.55,1.55227179923281,8,8,"global",NA,0.45,1.17647058777393,0.234465254297551,0.966838643555523,FALSE
"vCTB","vCTB1",-0.0534746461290983,20,20.24,4.48810824043822,8,8,"global",NA,-0.239999999999998,0.988142292441297,-0.0172092886434951,0.994150599429087,FALSE
"vCTB1","vCTB1",1.20630739251668,2,0.87,0.936742994201681,8,8,"global",NA,1.13,2.29885057207029,1.2009126928953,0.950564520969266,FALSE
"vCTB2","vCTB1",-0.438578196431209,0,0.18,0.410417118375046,8,8,"global",NA,-0.18,0,-29.8973528539863,0.958376821148028,FALSE
"Endothelial","vCTB2",0.71275602182204,1,0.48,0.729562407565428,8,8,"global",NA,0.52,2.08333332899306,1.05889368674045,0.950564520969266,FALSE
"Erythroblasts","vCTB2",-0.275993203318944,0,0.08,0.289862209510851,8,8,"global",NA,-0.08,0,-29.8973528539863,0.966838643555523,FALSE
"EVT","vCTB2",0.156104085104537,1,0.845,0.992927249406051,8,8,"global",NA,0.155,1.18343195126221,0.242976753004286,0.97792722607452,FALSE
"EVT-progenitor","vCTB2",-0.650767077818163,0,0.425,0.653075445632771,8,8,"global",NA,-0.425,0,-29.8973528539863,0.951136289112769,FALSE
"EVT3","vCTB2",-0.313698251063971,0,0.09,0.286899909008255,8,8,"global",NA,-0.09,0,-29.8973528539863,0.966838643555523,FALSE
"FIB1","vCTB2",-0.663452752868184,0,0.465,0.700878845292747,8,8,"global",NA,-0.465,0,-29.8973528539863,0.950759106236612,FALSE
"FIB2","vCTB2",-0.315609665263767,2,2.455,1.44165420062193,8,8,"global",NA,-0.455,0.814663950788324,-0.295723023356716,0.966838643555523,FALSE
"Hofbauer cells","vCTB2",-0.390875838961659,1,1.475,1.21521964844626,8,8,"global",NA,-0.475,0.677966101235277,-0.560714953324602,0.958376821148028,FALSE
"STB","vCTB2",0.249835157654487,5,4.46,2.16142517658369,8,8,"global",NA,0.54,1.12107623293249,0.164884385705192,0.969486792504136,FALSE
"STB-progenitor","vCTB2",-0.760939664489863,0,0.605,0.79506960600438,8,8,"global",NA,-0.605,0,-29.8973528539863,0.950564520969266,FALSE
"vCTB","vCTB2",-1.08968115920046,2,4.23,2.04647018082478,8,8,"global",NA,-2.23,0.472813238658909,-1.08065766063499,0.950564520969266,FALSE
"vCTB1","vCTB2",-0.434024337310747,0,0.185,0.426243377761376,8,8,"global",NA,-0.185,0,-29.8973528539863,0.958376821148028,FALSE
"vCTB2","vCTB2",-0.228841474766418,0,0.05,0.218491861329745,8,8,"global",NA,-0.05,0,-29.8973528539863,0.972335455457416,FALSE
"Endothelial","Endothelial",-0.475863555847779,0,0.22,0.462317395019238,8,8,"density_stratified",1,-0.22,0,-29.8973528539863,0.958376821148028,FALSE
"Erythroblasts","Endothelial",-0.408757566571186,0,0.19,0.464823198711732,8,8,"density_stratified",1,-0.19,0,-29.8973528539863,0.958376821148028,FALSE
"EVT","Endothelial",0.879798239472695,2,1.17,0.94339811320566,8,8,"density_stratified",1,0.83,1.70940170794068,0.773491469802224,0.950564520969266,FALSE
"EVT-progenitor","Endothelial",0.505454122865829,1,0.6,0.791367567103066,8,8,"density_stratified",1,0.4,1.66666666388889,0.736965592627332,0.957033259980545,FALSE
"EVT3","Endothelial",-0.42136419275894,0,0.21,0.498381217928443,8,8,"density_stratified",1,-0.21,0,-29.8973528539863,0.958376821148028,FALSE
"FIB1","Endothelial",1.66928879755241,2,0.65,0.808727645156516,8,8,"density_stratified",1,1.35,3.07692307218935,1.62148837499562,0.881568153403019,FALSE
