"from","to","z","observed","expected","sd_null","week","k","scope","density_bin","obs_minus_exp","obs_over_exp","log2_obs_over_exp","p_adj","significant"
"FIB1","vCTB2",-0.415720986452072,1,1.53,1.2748935388312,8,25,"density_stratified",2,-0.53,0.653594770814644,-0.613531651653542,0.958376821148028,FALSE
"FIB2","vCTB2",0.799193141179842,8,6,2.50252397843183,8,25,"density_stratified",2,2,1.33333333311111,0.415037500120416,0.950564520969266,FALSE
"Hofbauer cells","vCTB2",-0.971856961858832,2,3.81,1.862413986896,8,25,"density_stratified",2,-1.81,0.524934383064322,-0.929790995348923,0.950564520969266,FALSE
"STB","vCTB2",0.106638393451545,18,17.43,5.34516679635052,8,25,"density_stratified",2,0.57,1.03270223746227,0.046424338405591,0.985729674963837,FALSE
"STB-progenitor","vCTB2",-0.331982832864035,1,1.48,1.44585789429842,8,25,"density_stratified",2,-0.48,0.675675675219138,-0.56559717469383,0.966566085670485,FALSE
"vCTB","vCTB2",-0.268820665106308,11,12.13,4.20354588172866,8,25,"density_stratified",2,-1.13,0.906842539084349,-0.141076025236525,0.966838643555523,FALSE
"vCTB1","vCTB2",-0.863765049420031,0,0.59,0.683056115239192,8,25,"density_stratified",2,-0.59,0,-29.8973528539863,0.950564520969266,FALSE
"vCTB2","vCTB2",-0.550533349849232,0,0.31,0.563090318750649,8,25,"density_stratified",2,-0.31,0,-29.8973528539863,0.957033259980545,FALSE
"Endothelial","Endothelial",1.43766382346835,4,1.87,1.48157028353383,8,25,"density_stratified",3,2.13,2.13903743201121,1.09696172979005,0.950564520969266,FALSE
"Erythroblasts","Endothelial",-0.754040434264128,0,0.53,0.702880077993682,8,25,"density_stratified",3,-0.53,0,-29.8973528539863,0.950564520969266,FALSE
"EVT","Endothelial",-1.54526025698952,1,4.49,2.25851922526887,8,25,"density_stratified",3,-3.49,0.222717149170887,-2.16671543881003,0.930940597448554,FALSE
"EVT-progenitor","Endothelial",-0.41703084352926,2,2.82,1.96628142092189,8,25,"density_stratified",3,-0.82,0.709219857904532,-0.495695161101463,0.958376821148028,FALSE
"FIB1","Endothelial",0.400282036092761,5,4.19,2.02357319730433,8,25,"density_stratified",3,0.81,1.19331742214957,0.254977851827395,0.958376821148028,FALSE
"FIB2","Endothelial",0.418312897187327,18,15.83,5.18750441158386,8,25,"density_stratified",3,2.17,1.13708149076835,0.185335652257489,0.958376821148028,FALSE
"Hofbauer cells","Endothelial",2.4063618827029,16,7.55,3.51152503633508,8,25,"density_stratified",3,8.45,2.11920529773256,1.08352335605197,0.534320829384017,FALSE
"STB","Endothelial",-0.652142148236945,27,31.53,6.94633832760946,8,25,"density_stratified",3,-4.53,0.856327307299197,-0.22376576110615,0.951136289112769,FALSE
"STB-progenitor","Endothelial",-0.0538815905790003,3,3.1,1.85592145427667,8,25,"density_stratified",3,-0.1,0.967741935171696,-0.0473057137529575,0.99406770711642,FALSE
"vCTB","Endothelial",-1.20124520730427,17,25.45,7.0343672943857,8,25,"density_stratified",3,-8.45,0.667976424335247,-0.582130907834882,0.950564520969266,FALSE
"vCTB1","Endothelial",0.80716715654082,3,1.74,1.56101495084694,8,25,"density_stratified",3,1.26,1.7241379300436,0.785875194654781,0.950564520969266,FALSE
"Endothelial","Erythroblasts",1.10937571608855,1,0.33,0.603943271133535,8,25,"density_stratified",3,0.67,3.03030302112029,1.59946206652056,0.950564520969266,FALSE
"Erythroblasts","Erythroblasts",-0.293405787435704,0,0.12,0.408989886516436,8,25,"density_stratified",3,-0.12,0,-29.8973528539863,0.966838643555523,FALSE
"EVT","Erythroblasts",0.54411110182752,2,1.33,1.23136616254574,8,25,"density_stratified",3,0.67,1.50375939736559,0.588573754148194,0.957033259980545,FALSE
"EVT-progenitor","Erythroblasts",-0.796878851461142,0,0.71,0.890976084885775,8,25,"density_stratified",3,-0.71,0,-29.8973528539863,0.950564520969266,FALSE
"FIB1","Erythroblasts",0.952316255860448,2,1.01,1.03957061843199,8,25,"density_stratified",3,0.99,1.98019801784139,0.98564470632308,0.950564520969266,FALSE
"FIB2","Erythroblasts",-0.619000402165977,2,3.55,2.50403714433353,8,25,"density_stratified",3,-1.55,0.563380281531442,-0.827819022462929,0.951136289112769,FALSE
"Hofbauer cells","Erythroblasts",0.232895686094212,2,1.62,1.63163176673606,8,25,"density_stratified",3,0.38,1.23456790047249,0.30400618716813,0.972074080974901,FALSE
"STB","Erythroblasts",-1.52340354553893,2,8.02,3.95167781780822,8,25,"density_stratified",3,-6.02,0.249376558572397,-2.00360223107488,0.938913517328192,FALSE
"STB-progenitor","Erythroblasts",-0.812485605878711,0,0.91,1.1200198410941,8,25,"density_stratified",3,-0.91,0,-29.8973528539863,0.950564520969266,FALSE
"vCTB","Erythroblasts",-1.5741078301584,1,6.45,3.46227869146517,8,25,"density_stratified",3,-5.45,0.155038759665885,-2.68929915145418,0.918742029905875,FALSE
"vCTB1","Erythroblasts",2.06394245370745,2,0.49,0.731609544260137,8,25,"density_stratified",3,1.51,4.08163264473136,2.0291463430687,0.713678796403057,FALSE
"Endothelial","EVT",0.896553929803648,7,4.86,2.38691720371146,8,25,"density_stratified",3,2.14,1.44032921781063,0.52639860893134,0.950564520969266,FALSE
"Erythroblasts","EVT",0.683318861921491,2,1.23,1.12685313142307,8,25,"density_stratified",3,0.77,1.62601625884064,0.701341684149819,0.950564520969266,FALSE
"EVT","EVT",-0.232027899062002,11,11.86,3.7064508330447,8,25,"density_stratified",3,-0.859999999999999,0.927487352366991,-0.108600484700138,0.972335455457416,FALSE
"EVT-progenitor","EVT",-0.679388259246937,6,8.34,3.44427500397838,8,25,"density_stratified",3,-2.34,0.719424460345393,-0.475084881116422,0.950564520969266,FALSE
"FIB1","EVT",-1.07000003501259,7,10.69,3.44859801699593,8,25,"density_stratified",3,-3.69,0.654817586468212,-0.610835023819918,0.950564520969266,FALSE
"FIB2","EVT",-1.9347287622493,24,38.27,7.37571088852533,8,25,"density_stratified",3,-14.27,0.62712307288667,-0.673179492909815,0.759844824039229,FALSE
"Hofbauer cells","EVT",-1.22962246804996,13,19.68,5.43256175967906,8,25,"density_stratified",3,-6.68,0.660569105657491,-0.598218595312712,0.950564520969266,FALSE
"STB","EVT",-1.10655433569721,67,80.31,12.0283293549315,8,25,"density_stratified",3,-13.31,0.834267214533255,-0.261418542418105,0.950564520969266,FALSE
"STB-progenitor","EVT",1.12582143956504,12,8.38,3.21542997109094,8,25,"density_stratified",3,3.62,1.43198090675036,0.518012257631852,0.950564520969266,FALSE
"vCTB","EVT",-1.26037431829852,51,63.64,10.0287667046433,8,25,"density_stratified",3,-12.64,0.801382778114372,-0.31943658680724,0.950564520969266,FALSE
"vCTB1","EVT",-1.23806231659827,2,4.78,2.24544432173684,8,25,"density_stratified",3,-2.78,0.418410041753471,-1.2570106150598,0.950564520969266,FALSE
"Endothelial","EVT-progenitor",0.320676528093175,4,3.35,2.0269646910062,8,25,"density_stratified",3,0.65,1.19402985038984,0.255838905207192,0.966838643555523,FALSE
"Erythroblasts","EVT-progenitor",-0.972518656355687,0,0.83,0.853454063429215,8,25,"density_stratified",3,-0.83,0,-29.8973528539863,0.950564520969266,FALSE
"EVT","EVT-progenitor",-0.138480162603399,7,7.4,2.88850036237393,8,25,"density_stratified",3,-0.4,0.945945945818115,-0.0801703473538076,0.980098352160944,FALSE
"EVT-progenitor","EVT-progenitor",0.714686386377896,8,5.93,2.89637530354578,8,25,"density_stratified",3,2.07,1.34907251242006,0.431967896054831,0.950564520969266,FALSE
"FIB1","EVT-progenitor",-0.0506835558339952,7,7.13,2.56493448042808,8,25,"density_stratified",3,-0.13,0.981767180787971,-0.0265471533444128,0.994736050789317,FALSE
"FIB2","EVT-progenitor",-0.861151164717705,21,26.98,6.94419312676557,8,25,"density_stratified",3,-5.98,0.77835433651674,-0.361501018594736,0.950564520969266,FALSE
"Hofbauer cells","EVT-progenitor",1.41381439106052,19,13.68,3.76287017038748,8,25,"density_stratified",3,5.32,1.38888888878736,0.473931189265693,0.950564520969266,FALSE
"STB","EVT-progenitor",-0.10444489105034,54,55.04,9.95740422951178,8,25,"density_stratified",3,-1.04,0.981104651144965,-0.0275210613196361,0.986551301710544,FALSE
"STB-progenitor","EVT-progenitor",-0.559942975366397,4,5.54,2.75028005920132,8,25,"density_stratified",3,-1.54,0.722021660519491,-0.469885974536745,0.957033259980545,FALSE
"vCTB","EVT-progenitor",-0.265877742220488,41,43.28,8.57536994519593,8,25,"density_stratified",3,-2.28,0.947319778166652,-0.0780765879444179,0.966838643555523,FALSE
"vCTB1","EVT-progenitor",-0.530946286618602,2,3.04,1.95876687657508,8,25,"density_stratified",3,-1.04,0.657894736625693,-0.604071321950535,0.957033259980545,FALSE
"Endothelial","FIB1",-0.695998893491462,3,4.24,1.78161202682891,8,25,"density_stratified",3,-1.24,0.707547169644446,-0.499101762368568,0.950564520969266,FALSE
"Erythroblasts","FIB1",0.00961935611980251,1,0.99,1.03957061843199,8,25,"density_stratified",3,0.01,1.01010100908071,0.0144995696661156,0.998453263381177,FALSE
"EVT","FIB1",-0.987706626020243,8,11.48,3.52331340838952,8,25,"density_stratified",3,-3.48,0.696864111437555,-0.521050734956366,0.950564520969266,FALSE
"EVT-progenitor","FIB1",0.202563398991632,8,7.44,2.76456656328407,8,25,"density_stratified",3,0.56,1.07526881705978,0.104697379814489,0.973547708449571,FALSE
"FIB1","FIB1",-2.12026803979274,2,9.34,3.46182645784598,8,25,"density_stratified",3,-7.34,0.214132762289707,-2.22342254335202,0.698867387574465,FALSE
"FIB2","FIB1",0.371668502391604,38,35.38,7.04929253560421,8,25,"density_stratified",3,2.62,1.07405313733539,0.1030653718303,0.96132180540844,FALSE
"Hofbauer cells","FIB1",-0.552181983444829,16,18.7,4.8896923123128,8,25,"density_stratified",3,-2.7,0.855614973216277,-0.224966363391274,0.957033259980545,FALSE
"STB","FIB1",0.61141134769051,78,72.08,9.68251574287959,8,25,"density_stratified",3,5.92,1.08213096557877,0.113875114136617,0.951136289112769,FALSE
"STB-progenitor","FIB1",1.36622158023914,10,6.47,2.58376829182854,8,25,"density_stratified",3,3.53,1.54559505385694,0.628162383380021,0.950564520969266,FALSE
"vCTB","FIB1",-0.278760233867743,54,56.65,9.50637744470585,8,25,"density_stratified",3,-2.65,0.953221535728981,-0.0691165472816575,0.966838643555523,FALSE
"vCTB1","FIB1",-0.527346065598164,3,4.12,2.12384252493142,8,25,"density_stratified",3,-1.12,0.728155339629089,-0.457681835056205,0.957033259980545,FALSE
"Endothelial","FIB2",-0.696978304315258,13,15.77,3.9742987438101,8,25,"density_stratified",3,-2.77,0.824350031653497,-0.278671035216077,0.950564520969266,FALSE
"Erythroblasts","FIB2",-1.55782615855491,1,4.24,2.07982128214339,8,25,"density_stratified",3,-3.24,0.235849056548149,-2.08406425901171,0.926810961049375,FALSE
"EVT","FIB2",0.11721717351438,39,38.27,6.22775637729588,8,25,"density_stratified",3,0.729999999999997,1.01907499344084,0.0272602243464704,0.984592455978241,FALSE
"EVT-progenitor","FIB2",0.94898778997207,33,27.33,5.97478709311728,8,25,"density_stratified",3,5.67,1.20746432487349,0.271980565751997,0.950564520969266,FALSE
"FIB1","FIB2",0.577476805304906,39,35.62,5.85304893352019,8,25,"density_stratified",3,3.38,1.09489051091817,0.130786608812514,0.953961601366213,FALSE
"FIB2","FIB2",-0.203095404659665,132,134.39,11.7678684251961,8,25,"density_stratified",3,-2.38999999999999,0.982215938678606,-0.0258878597002169,0.973547708449571,FALSE
"Hofbauer cells","FIB2",-0.351428025005032,62,64.97,8.45123265171024,8,25,"density_stratified",3,-2.97,0.954286593797841,-0.0675054881952159,0.96295787645599,FALSE
"STB","FIB2",-0.444581365272745,261,269.76,19.7039297726329,8,25,"density_stratified",3,-8.75999999999999,0.967526690387873,-0.0476266331117046,0.958376821148028,FALSE
"STB-progenitor","FIB2",0.233871156956299,29,27.65,5.77240912190977,8,25,"density_stratified",3,1.35,1.04882459309046,0.0687734211035857,0.971980544680092,FALSE
"vCTB","FIB2",0.762122925680334,225,212.65,16.2047349359203,8,25,"density_stratified",3,12.35,1.05807665177024,0.0814441478353586,0.950564520969266,FALSE
"vCTB1","FIB2",-0.103363232175633,15,15.47,4.54707142959714,8,25,"density_stratified",3,-0.470000000000001,0.969618616614763,-0.0445106946711507,0.986557576006515,FALSE
"Endothelial","Hofbauer cells",-0.656601664428736,6,7.84,2.80230785120573,8,25,"density_stratified",3,-1.84,0.765306122351364,-0.385891151918223,0.950760104824069,FALSE
"Erythroblasts","Hofbauer cells",1.53223522068932,4,2.01,1.2987562037456,8,25,"density_stratified",3,1.99,1.99004975025371,0.992804498602992,0.938913517328192,FALSE
"EVT","Hofbauer cells",0.0846982595038523,20,19.58,4.958779582669,8,25,"density_stratified",3,0.420000000000002,1.02145045960054,0.0306192363971087,0.991017299612951,FALSE
"EVT-progenitor","Hofbauer cells",-1.00629825583973,10,13.9,3.87559053825375,8,25,"density_stratified",3,-3.9,0.719424460379897,-0.475084881047228,0.950564520969266,FALSE
"FIB1","Hofbauer cells",1.09644136831586,23,18.06,4.50548487284043,8,25,"density_stratified",3,4.94,1.27353266881099,0.348835969403825,0.950564520969266,FALSE
"FIB2","Hofbauer cells",0.136166165639685,67,65.72,9.40027938548916,8,25,"density_stratified",3,1.28,1.01947656723951,0.0278286166756036,0.980098352160944,FALSE
"Hofbauer cells","Hofbauer cells",-0.0988494756111941,32,32.63,6.37332667680646,8,25,"density_stratified",3,-0.630000000000003,0.980692614128695,-0.0281270808902552,0.987529745728977,FALSE
"STB","Hofbauer cells",0.354467592054749,138,133,14.1056618763423,8,25,"density_stratified",3,5,1.0375939849546,0.0532420226565557,0.96295787645599,FALSE
"STB-progenitor","Hofbauer cells",-0.591881910609524,12,14.37,4.00417711189632,8,25,"density_stratified",3,-2.37,0.835073068835416,-0.260025654334224,0.953084748043287,FALSE
"vCTB","Hofbauer cells",0.674458881003482,115,106.51,12.5878689397548,8,25,"density_stratified",3,8.48999999999999,1.07971082526448,0.11064497407752,0.950564520969266,FALSE
"vCTB1","Hofbauer cells",0.628289386261003,9,7.23,2.81717316586408,8,25,"density_stratified",3,1.77,1.24481327783613,0.315929355225341,0.951136289112769,FALSE
"Endothelial","STB",1.031920640039,37,31.69,5.14574453978109,8,25,"density_stratified",3,5.31,1.16756074467758,0.223497612211564,0.950564520969266,FALSE
"Erythroblasts","STB",0.410447186418939,9,7.91,2.65564008149151,8,25,"density_stratified",3,1.09,1.13780025270066,0.186247307829825,0.958376821148028,FALSE
"EVT","STB",0.400390359491202,82,79.11,7.21795600491503,8,25,"density_stratified",3,2.89,1.03653141194493,0.0517638391807043,0.958376821148028,FALSE
"EVT-progenitor","STB",1.23336964720851,64,55.53,6.86736536604156,8,25,"density_stratified",3,8.47,1.15253016385463,0.204804510408778,0.950564520969266,FALSE
"FIB1","STB",-1.48930693904367,59,70.81,7.92986300466328,8,25,"density_stratified",3,-11.81,0.833215647495647,-0.263238160219475,0.950564520969266,FALSE
"FIB2","STB",0.690509899695383,282,271.88,14.6558362215718,8,25,"density_stratified",3,10.12,1.03722230395381,0.0527251360823373,0.950564520969266,FALSE
"Hofbauer cells","STB",-0.112360941259991,136,137.27,11.3028601010827,8,25,"density_stratified",3,-1.27000000000001,0.990748160552264,-0.0134097097790317,0.985130695597521,FALSE
"STB","STB",0.0397321461746934,548,546.92,27.1820202012695,8,25,"density_stratified",3,1.08000000000004,1.00197469465187,0.00284607448268326,0.996050239278113,FALSE
"STB-progenitor","STB",-1.13263129867607,47,55.26,7.29275273297007,8,25,"density_stratified",3,-8.26,0.850524791877479,-0.233574803689996,0.950564520969266,FALSE
"vCTB","STB",1.44243778541316,471,437.7,23.0859176980166,8,25,"density_stratified",3,33.3,1.07607950650885,0.105784677198498,0.950564520969266,FALSE
"vCTB1","STB",0.441323821392298,34,31.79,5.00766079788424,8,25,"density_stratified",3,2.21,1.0695187165439,0.096961731190626,0.958376821148028,FALSE
"Endothelial","STB-progenitor",-0.0742707115743854,3,3.13,1.75035349965011,8,25,"density_stratified",3,-0.13,0.958466453367902,-0.0612001553924505,0.99236774662828,FALSE
"Erythroblasts","STB-progenitor",-0.866025403034439,0,1,1.15470053837925,8,25,"density_stratified",3,-1,0,-29.8973528539863,0.950564520969266,FALSE
"EVT","STB-progenitor",2.94451797466061,18,8.26,3.30784192213264,8,25,"density_stratified",3,9.74,2.17917675518412,1.12378322028497,0.23549241022598,FALSE
"EVT-progenitor","STB-progenitor",-1.20832901529437,3,5.85,2.35862911733306,8,25,"density_stratified",3,-2.85,0.512820512732851,-0.963474121408245,0.950564520969266,FALSE
"FIB1","STB-progenitor",-1.60123829386271,3,7.48,2.79783466056856,8,25,"density_stratified",3,-4.48,0.401069518662959,-1.31807576598751,0.910164279618838,FALSE
"FIB2","STB-progenitor",0.492795844434715,31,27.52,7.06174785929679,8,25,"density_stratified",3,3.48,1.12645348833116,0.171787746687819,0.957033259980545,FALSE
"Hofbauer cells","STB-progenitor",-0.0707305267137715,13,13.3,4.24145010461033,8,25,"density_stratified",3,-0.300000000000001,0.977443608949064,-0.0329146211052205,0.992617932256108,FALSE
"STB","STB-progenitor",0.719097293817401,64,57.03,9.6927078702799,8,25,"density_stratified",3,6.97,1.12221637732558,0.166350873665296,0.950564520969266,FALSE
"STB-progenitor","STB-progenitor",-0.305428550099112,5,5.85,2.78297493609797,8,25,"density_stratified",3,-0.85,0.854700854554752,-0.226508528367341,0.966838643555523,FALSE
"vCTB","STB-progenitor",0.881721407119353,53,45.5,8.5060881345972,8,25,"density_stratified",3,7.5,1.16483516480956,0.220125815571336,0.950564520969266,FALSE
"vCTB1","STB-progenitor",-1.2117092374112,1,3.19,1.80736428441132,8,25,"density_stratified",3,-2.19,0.313479623726182,-1.6735564198402,0.950564520969266,FALSE
"Endothelial","vCTB",-1.19559403287289,20,25.22,4.36603048800878,8,25,"density_stratified",3,-5.22,0.793021411546668,-0.334568273904099,0.950564520969266,FALSE
"Erythroblasts","vCTB",0.558031445201517,7,5.75,2.24001713557659,8,25,"density_stratified",3,1.25,1.21739130413611,0.283792966934759,0.957033259980545,FALSE
"EVT","vCTB",-0.655995003066899,59,63.82,7.34761694343647,8,25,"density_stratified",3,-4.82,0.924475086165395,-0.113293652604796,0.950760104824069,FALSE
"EVT-progenitor","vCTB",-0.570619479178822,40,43.85,6.74705322883459,8,25,"density_stratified",3,-3.85,0.91220068412971,-0.132576841121355,0.954986391758074,FALSE
"FIB1","vCTB",2.85350733801874,75,57.04,6.29400869514378,8,25,"density_stratified",3,17.96,1.31486676014525,0.394916614898643,0.285445192124319,FALSE
"FIB2","vCTB",-0.304158424826385,210,214.75,15.6168615168466,8,25,"density_stratified",3,-4.75,0.977881257271349,-0.0322688020037315,0.966838643555523,FALSE
"Hofbauer cells","vCTB",-0.0805004393109831,107,107.69,8.57138179400415,8,25,"density_stratified",3,-0.689999999999998,0.99359271983477,-0.00927349062651897,0.991667172062464,FALSE
"STB","vCTB",-0.13504535091815,436,439.36,24.8805307033594,8,25,"density_stratified",3,-3.36000000000001,0.992352512743553,-0.0110753941449203,0.980098352160944,FALSE
"STB-progenitor","vCTB",0.0791466012414833,45,44.45,6.94912973259271,8,25,"density_stratified",3,0.549999999999997,1.01237345329556,0.0177415837798728,0.991667172062464,FALSE
"vCTB","vCTB",-1.30540110741373,322,351.89,22.8971768362544,8,25,"density_stratified",3,-29.89,0.915058683108599,-0.128063826291114,0.950564520969266,FALSE
"vCTB1","vCTB",0.503038770661086,29,26.38,5.20834606059051,8,25,"density_stratified",3,2.62,1.09931766485598,0.136608336908418,0.957033259980545,FALSE
"Endothelial","vCTB1",0.217124059179581,2,1.7,1.38169855941551,8,25,"density_stratified",3,0.3,1.17647058754325,0.23446525401467,0.973052344727076,FALSE
"Erythroblasts","vCTB1",1.01453394463881,1,0.39,0.601261300530104,8,25,"density_stratified",3,0.61,2.56410255752794,1.35845396777591,0.950564520969266,FALSE
"EVT","vCTB1",-0.603934468125956,3,4.4,2.31813230289761,8,25,"density_stratified",3,-1.4,0.681818181663223,-0.552541021240711,0.953084748043287,FALSE
"EVT-progenitor","vCTB1",-1.22149550980201,1,3.3,1.88293774338254,8,25,"density_stratified",3,-2.3,0.303030302938476,-1.72246602014738,0.950564520969266,FALSE
"FIB1","vCTB1",-0.348617013202009,3,3.63,1.80714071830546,8,25,"density_stratified",3,-0.63,0.826446280764064,-0.275007046151646,0.9632417542477,FALSE
"FIB2","vCTB1",1.88521794166756,25,15.73,4.91720336053827,8,25,"density_stratified",3,9.27,1.58931977103692,0.66840942494979,0.778230452936921,FALSE
"Hofbauer cells","vCTB1",0.314895870853855,9,7.91,3.46146171027749,8,25,"density_stratified",3,1.09,1.13780025270066,0.186247307829825,0.966838643555523,FALSE
"STB","vCTB1",2.34634743282083,50,31.95,7.69280787029632,8,25,"density_stratified",3,18.05,1.56494522686808,0.64611216459182,0.569507652960927,FALSE
"STB-progenitor","vCTB1",2.67173247704617,8,3.02,1.86395907528664,8,25,"density_stratified",3,4.98,2.6490066216394,1.40545145051655,0.381024017092612,FALSE
"vCTB","vCTB1",-0.0404053368496289,25,25.28,6.92977764302854,8,25,"density_stratified",3,-0.280000000000001,0.988924050593793,-0.0160683672258691,0.996050239278113,FALSE
"vCTB1","vCTB1",-1.35187689823998,0,1.77,1.30929080965324,8,25,"density_stratified",3,-1.77,0,-29.8973528539863,0.950564520969266,FALSE
"Endothelial","Endothelial",-0.0465435491594392,13,13.2,4.29705090319471,8,25,"density_stratified",4,-0.199999999999999,0.984848484773875,-0.0220263049744036,0.995619780825615,FALSE
"Erythroblasts","Endothelial",-0.212745305758761,1,1.23,1.08110493421678,8,25,"density_stratified",4,-0.23,0.813008129420319,-0.298658314962923,0.973052344727076,FALSE
"EVT","Endothelial",0.459787579981366,20,17.75,4.89356410982524,8,25,"density_stratified",4,2.25,1.1267605633168,0.172180976581794,0.958376821148028,FALSE
"EVT-progenitor","Endothelial",-0.643248508760599,6,8.21,3.43568616057104,8,25,"density_stratified",4,-2.21,0.730816077864699,-0.452419719483561,0.951136289112769,FALSE
"EVT3","Endothelial",0.715795626641866,2,1.21,1.10366698241852,8,25,"density_stratified",4,0.79,1.65289256061744,0.724992952180651,0.950564520969266,FALSE
"FIB1","Endothelial",-0.615231482540067,4,5.26,2.04800962750262,8,25,"density_stratified",4,-1.26,0.760456273619685,-0.39506279789471,0.951136289112769,FALSE
"FIB2","Endothelial",-0.434319460186092,38,41.01,6.93038253058242,8,25,"density_stratified",4,-3.01,0.926603267473138,-0.109976323587113,0.958376821148028,FALSE
"Hofbauer cells","Endothelial",-0.442168091569235,21,23.13,4.81717256439413,8,25,"density_stratified",4,-2.13,0.907911802814185,-0.139375936556053,0.958376821148028,FALSE
"STB","Endothelial",-1.64656235735602,61,79.36,11.1505039067182,8,25,"density_stratified",4,-18.36,0.768649193538701,-0.379602781190521,0.899103477377372,FALSE
"STB-progenitor","Endothelial",0.0959651099158572,16,15.6,4.16818154279985,8,25,"density_stratified",4,0.4,1.02564102557528,0.0365258773392614,0.987529745728977,FALSE
"vCTB","Endothelial",-1.02305115372403,55,64.3,9.09045453409034,8,25,"density_stratified",4,-9.3,0.855365474325733,-0.225387117251721,0.950564520969266,FALSE
"vCTB1","Endothelial",-1.06742698653547,0,1.29,1.20851357067476,8,25,"density_stratified",4,-1.29,0,-29.8973528539863,0.950564520969266,FALSE
"Endothelial","Erythroblasts",-0.327964899709975,1,1.42,1.28062484748657,8,25,"density_stratified",4,-0.42,0.704225351616743,-0.505890928697313,0.966838643555523,FALSE
"Erythroblasts","Erythroblasts",-0.217773160518923,0,0.08,0.3673547263198,8,25,"density_stratified",4,-0.08,0,-29.8973528539863,0.973052344727076,FALSE
"EVT","Erythroblasts",0.246029613878484,2,1.67,1.34130194553311,8,25,"density_stratified",4,0.33,1.19760478970203,0.260151897641434,0.969976441592434,FALSE
"EVT-progenitor","Erythroblasts",-0.843338313210668,0,0.72,0.85374989832438,8,25,"density_stratified",4,-0.72,0,-29.8973528539863,0.950564520969266,FALSE
"EVT3","Erythroblasts",-0.260177453389043,0,0.08,0.307482445914323,8,25,"density_stratified",4,-0.08,0,-29.8973528539863,0.966922810919204,FALSE
"FIB1","Erythroblasts",0.845650957942361,1,0.41,0.697687377532141,8,25,"density_stratified",4,0.59,2.43902438429506,1.28630418222938,0.950564520969266,FALSE
"FIB2","Erythroblasts",2.14239731765089,9,3.76,2.44585817704589,8,25,"density_stratified",4,5.24,2.39361702064,1.25919233975843,0.680840884971247,FALSE
"Hofbauer cells","Erythroblasts",-1.433389888609,0,2.12,1.4790114088386,8,25,"density_stratified",4,-2.12,0,-29.8973528539863,0.950564520969266,FALSE
"STB","Erythroblasts",-0.521277756627153,6,7.83,3.51060442578531,8,25,"density_stratified",4,-1.83,0.766283524806349,-0.384049805096695,0.957033259980545,FALSE
"STB-progenitor","Erythroblasts",1.08416323183283,3,1.51,1.37433179355928,8,25,"density_stratified",4,1.49,1.98675496557169,0.990413950941531,0.950564520969266,FALSE
"vCTB","Erythroblasts",1.7036079738734,12,6,3.52193702442852,8,25,"density_stratified",4,6,1.99999999966667,1.0000000004809,0.866056600908364,FALSE
"vCTB1","Erythroblasts",-0.354545453578512,0,0.13,0.366666666666667,8,25,"density_stratified",4,-0.13,0,-29.8973528539863,0.96295787645599,FALSE
"Endothelial","EVT",-0.225024973031895,17,17.96,4.26619315554325,8,25,"density_stratified",4,-0.960000000000001,0.946547884134379,-0.0792526022722462,0.972999498522723,FALSE
"Erythroblasts","EVT",1.13791574952723,3,1.55,1.2742595393943,8,25,"density_stratified",4,1.45,1.93548386971904,0.952694285036265,0.950564520969266,FALSE
"EVT","EVT",0.228927846125554,24,22.92,4.71764365082417,8,25,"density_stratified",4,1.08,1.04712041880248,0.066427363053805,0.972335455457416,FALSE
"EVT-progenitor","EVT",1.04245699928,15,11.36,3.49175074029107,8,25,"density_stratified",4,3.64,1.32042253509503,0.400999666844165,0.950564520969266,FALSE
"EVT3","EVT",0.408180532578559,2,1.47,1.29844506851834,8,25,"density_stratified",4,0.53,1.36054421676153,0.444183845017316,0.958376821148028,FALSE
"FIB1","EVT",-0.587923990263356,5,6.47,2.50032321143011,8,25,"density_stratified",4,-1.47,0.77279752692847,-0.371837615686555,0.953084748043287,FALSE
"FIB2","EVT",-1.52873067807817,40,53.82,9.04017967104905,8,25,"density_stratified",4,-13.82,0.743218134508673,-0.42814238906399,0.938913517328192,FALSE
"Hofbauer cells","EVT",0.679313228478622,34,29.43,6.72738260898522,8,25,"density_stratified",4,4.57,1.15528372405181,0.208247205284428,0.950564520969266,FALSE
"STB","EVT",-0.512246210976118,99,105.82,13.3139100950924,8,25,"density_stratified",4,-6.81999999999999,0.935550935542095,-0.0961118910245577,0.957033259980545,FALSE
"STB-progenitor","EVT",-1.15338980590336,15,19.83,4.18765622352942,8,25,"density_stratified",4,-4.83,0.756429652004214,-0.402722175011115,0.950564520969266,FALSE
"vCTB","EVT",-0.453629877704315,79,84.08,11.1985569055873,8,25,"density_stratified",4,-5.08,0.939581351083021,-0.0899100144920437,0.958376821148028,FALSE
"vCTB1","EVT",0.940870923111517,3,1.7,1.38169855941551,8,25,"density_stratified",4,1.3,1.76470588131488,0.819427754327062,0.950564520969266,FALSE
"Endothelial","EVT-progenitor",0.0810284438481216,9,8.72,3.45557666692697,8,25,"density_stratified",4,0.279999999999999,1.03211009162476,0.0455968676724751,0.991667172062464,FALSE
"Erythroblasts","EVT-progenitor",-0.907890128564444,0,0.82,0.903192989209712,8,25,"density_stratified",4,-0.82,0,-29.8973528539863,0.950564520969266,FALSE
