"dataset","assay","nk_gene_set_used","nk_requested_genes","nk_found_genes","nk_used_aliases","nk_found_features","nk_missing_genes"
"SlideTags","SCT","Cytotoxic_NK",15,5,FALSE,"XCL1;KLRD1;KLRK1;FCGR3A;TYROBP","NKG7;GNLY;PRF1;GZMB;GZMA;GZMH;CTSW;XCL2;NCR1;TRAC"
