"","Endothelial_cells","EVT2","EVT3","Fibroblast1","Fibroblast2","Hofbauer cells","maternal macrophages","STB","unknown2","unknown3","vCTB2","vCTBp"
"Endothelial_cells",-1.62022933680792,1.41141769197847,0.742453806251673,0.0786770851349617,-1.18229809856746,0.399463761647685,-0.967935433887172,0.829549746711166,-0.142226312689436,-0.400086208510577,-0.636855581967776,0.442816387758489
"EVT2",0.640198307191947,2.26477653552936,1.76481897793515,0.169945421608227,1.22643445009024,-0.193010535688384,0.643955245875931,1.17510346497946,-2.53458444343973,-1.13498002291015,-3.69215085610008,-0.766044454271054
"EVT3",0.872804604576863,-1.85656832615235,0.235147513658078,-0.959446020018907,-1.7850587793684,0.321670654981888,0.222312239327336,1.78665104667507,-0.119336237229718,-2.26837794617056,3.08456392768903,-1.56094615577632
"Fibroblast1",1.22526351845525,-5.53158791844956,1.28607480798048,0.430187442208538,4.09667547024105,2.94646398292579,-0.679964816002363,1.13964435754073,-0.826891843712579,0.379811226844016,-1.61026234716277,-0.763605854447367
"Fibroblast2",0.550056627499076,0.230595291061516,-1.04881075298393,0.908053070174382,-0.0381495235833192,1.4438906851309,0.756341407780908,1.39710347098442,-1.2943906794039,-1.78998905992636,-1.31416385348879,-0.879376637559044
"Hofbauer cells",-0.722651916570386,4.5064768320402,0.380714410426209,-0.719436893144793,-0.704322473792884,1.08138617004119,1.35743000647924,-1.38030158172188,-1.08205367332147,-0.552766476713669,-2.06337600239399,-0.362060960150152
"maternal macrophages",-1.26059426598801,1.4662895244344,1.08364524021035,0.575459353326487,2.26633595316437,1.57018171590384,0.564408816243524,-2.76922716501361,0.269670091306067,-0.18669588615969,-2.02390622042068,-0.802461058357421
"STB",0.541330356216898,-0.675218989329098,0.133747808428187,1.96185802828324,-0.13343436302231,0.121795385634096,2.20864009873678,0.165520817897917,-1.63361415878406,1.30927309520923,-1.20829617275153,-0.795465808799612
"unknown2",0.58704606528948,-2.31111555247692,-0.850453395049131,0.442878381616585,4.5529864940829,1.0044065924191,1.64123074430844,-2.73464351887844,-1.05526108863517,-0.505733025257494,-0.810707029576435,0.53961174274936
"unknown3",-1.0150220636959,-3.75521515110727,-0.788376027839309,2.63995472961458,2.40193179332947,2.96614318178373,-0.762004593131392,0.0460472746239902,-1.08162034683758,0.334013426965111,-0.677148447712835,-0.934905956833027
"vCTB2",0.55587495527637,0.754001303793221,-0.054246673699164,1.39279210585562,1.18152106451432,1.23332556689321,0.840147161986906,3.27914387704908,-1.07161992595152,-0.882793727919017,-5.43498672297677,-0.956597635800594
"vCTBp",-1.01787714632779,0.978860890284872,-1.82150647946773,-0.19934248245929,-1.9471737005413,-0.163132657953703,-1.34380611428835,0.265930488323021,-0.0642345998865974,-0.963985271475258,2.24389150444077,-0.960196625219416
