"dataset","week","celltype_use","PLD1_mean","PLD1_median","PLD1_sd","MMP2_mean","MMP2_median","MMP2_sd","MMP9_mean","MMP9_median","MMP9_sd","CDH1_mean","CDH1_median","CDH1_sd","GALNT1_mean","GALNT1_median","GALNT1_sd","HLA-G_mean","HLA-G_median","HLA-G_sd","FLT1_mean","FLT1_median","FLT1_sd","PGF_mean","PGF_median","PGF_sd","VEGFA_mean","VEGFA_median","VEGFA_sd","NKG7_mean","NKG7_median","NKG7_sd","GNLY_mean","GNLY_median","GNLY_sd","GALNT2_mean","GALNT2_median","GALNT2_sd","GALNT3_mean","GALNT3_median","GALNT3_sd","GALNT7_mean","GALNT7_median","GALNT7_sd","CTNNB1_mean","CTNNB1_median","CTNNB1_sd","CTNNA1_mean","CTNNA1_median","CTNNA1_sd","ETNK1_mean","ETNK1_median","ETNK1_sd","PCYT2_mean","PCYT2_median","PCYT2_sd","CD68_mean","CD68_median","CD68_sd","CD163_mean","CD163_median","CD163_sd","FOLR2_mean","FOLR2_median","FOLR2_sd","GZMB_mean","GZMB_median","GZMB_sd","PRF1_mean","PRF1_median","PRF1_sd","COL1A1_mean","COL1A1_median","COL1A1_sd","COL3A1_mean","COL3A1_median","COL3A1_sd","FN1_mean","FN1_median","FN1_sd","IL10_mean","IL10_median","IL10_sd","TGFB1_mean","TGFB1_median","TGFB1_sd","IDO1_mean","IDO1_median","IDO1_sd","score_MMP_ECM_Remodeling_mean","score_MMP_ECM_Remodeling_median","score_MMP_ECM_Remodeling_sd","score_Immune_Tolerance_mean","score_Immune_Tolerance_median","score_Immune_Tolerance_sd","score_Cytotoxic_NK_mean","score_Cytotoxic_NK_median","score_Cytotoxic_NK_sd","score_Ethanolamine_Metabolism_mean","score_Ethanolamine_Metabolism_median","score_Ethanolamine_Metabolism_sd","ratio_log_PLD1_MMP9_mean","ratio_log_PLD1_MMP9_median","ratio_log_PLD1_MMP9_sd","ratio_log_MMP2_MMP9_mean","ratio_log_MMP2_MMP9_median","ratio_log_MMP2_MMP9_sd","n_cells"
"Multiome",6,"vCTB2",0.0607016614441301,0,0.302512942762569,0.046641301295742,0,0.284724401637539,0.00158256021629054,0,0.0575408100401908,1.11340955798522,1.3821183853407,1.02988493034702,0.217097979392178,0,0.550145469292937,0.0211891134681874,0,0.195801356780071,0.622640715048319,0,0.921421784923214,0.137297698982465,0,0.458774910805875,0.0108619454181558,0,0.12490317973909,0,0,0,0,0,0,0.0462306082259432,0,0.256177489044235,0.0566816219174348,0,0.308363819647983,0.00565328885023047,0,0.104289453115356,1.24146040205762,1.55989933176428,1.07236068139532,0.879833707343159,0,0.965852158756188,0.337138147211084,0,0.672169496591707,0.106023108730664,0,0.412287914665703,0.00232340317663933,0,0.0602380862006902,0,0,0,0,0,0,0,0,0,0,0,0,0.130545432197839,0,0.47564613378629,0.369957074808403,0,0.75425122228682,0.513325327030085,0,0.858002722131566,0,0,0,0.0326096825181682,0,0.244334838408424,0,0,0,-0.128048769778279,-0.159135501103355,0.134379181772058,-0.0330733611408139,-0.0527116094391132,0.0657846378550579,-0.000979552621484993,0,0.00514790036169546,-0.135754330355325,-0.181164054334889,0.165765951161758,0.036322347496993,0,0.18155497310845,0.0262608522561578,0,0.164739780222604,1322
"Multiome",6,"Fibroblast2",0.299677174244893,0,0.663469706117069,0.317949250918359,0,0.661015951253504,0,0,0,0.0277217068312181,0,0.219318029632282,0.354758498112931,0,0.689050446857778,0.0246116704188363,0,0.214621777560635,1.21552263180212,1.47298840037862,1.10193052269171,0.132999249652575,0,0.466549174115814,0.630695450868074,0,0.887601223780351,0,0,0,0,0,0,0.385463605998892,0,0.720674862464159,0.0031048664081465,0,0.0612298996562353,0.102240023329476,0,0.378124644024278,0.872649879387668,0,0.977685942869982,0.771523385908439,0,0.923003737398189,0.298236802058354,0,0.64491763761842,0.0196204906503067,0,0.177211378237245,0.00130081978973898,0,0.0347102012853298,0.000852806636924027,0,0.0227557193229955,0,0,0,0,0,0,0,0,0,3.63854176565902,3.64283930904553,0.869416399487275,4.30991592738807,4.36054495134547,0.705488002194243,3.5035669585226,3.64593310319968,0.86900366276704,0,0,0,0.441069093989333,0,0.780737998191788,0,0,0,0.0966220639016696,0.0891664218192755,0.216162837679943,-0.0132203699156972,-0.05365908851097,0.0957253796083219,-0.00126674960757465,-0.00169274167425971,0.00876333937172884,-0.0961106139301883,-0.163162626150196,0.182064370954949,0.175161630651575,0,0.375679183759337,0.18822236950648,0,0.381656865829197,712
"Multiome",6,"vCTBp",0.116995311307006,0,0.361577510083118,0.042110556683773,0,0.220288908171135,0.0020005588789583,0,0.0523596365753482,1.23700313895495,1.47833155195499,0.894678751751286,0.306299619858246,0,0.553658083129251,0.0102287360211524,0,0.123439718207814,0.646251062842894,0,0.895645234823537,0.176144631851696,0,0.464850688762197,0.039630098853927,0,0.220761832308215,0,0,0,0.00146971967975697,0,0.0384662451623429,0.0583868854261548,0,0.235901409853808,0.122469933820552,0,0.36752487846317,0.0358113668468912,0,0.212027843620028,1.33132934044136,1.5511559206682,0.9273727515349,1.02172164582411,1.22422738349693,0.835217204405867,0.479100197698223,0,0.661490642313332,0.116341312009112,0,0.363700484545106,0.0077126699447282,0,0.0932299122599531,0,0,0,0,0,0,0,0,0,0,0,0,0.15010869775742,0,0.447862171752997,0.304046200070814,0,0.618464473040209,0.578162475340774,0,0.957032934942936,0,0,0,0.0581297897661792,0,0.283099069120273,0.00207043924397924,0,0.0541885807542639,-0.187660644509703,-0.210642485102356,0.132106173118593,-0.0548456663078994,-0.0705468217274718,0.0596852284265437,-0.00137178714872386,-0.00149978084313333,0.00536083385881796,-0.120034535220171,-0.14650750121509,0.179130660643941,0.076054279122222,0,0.228959115613175,0.0269159229700707,0,0.14599129395154,685
"Multiome",6,"EVT2",0.14035819435687,0,0.365711196405603,1.01674406930773,0.861962074283431,1.0598880995333,0,0,0,0.259547557693292,0,0.508649464761842,0.647866448995578,0.616622606232002,0.686435905407791,0.546098287097739,0,0.870862842146692,2.509851468073,2.83488812332459,1.18509220355178,1.25713316959864,1.397039829628,0.878047822003688,0.0681020564288573,0,0.275837765501359,0,0,0,0,0,0,1.05718731921077,1.1435519297901,0.824559096041404,0.172106085405673,0,0.405080676402122,0.0334564394637284,0,0.174437013565466,1.1143525387476,1.20764081483795,0.896310752635847,1.07764909454959,1.23019417587974,0.798195517305326,0.440118134956815,0,0.600917412674317,0.0787069490636115,0,0.270021724891171,0.00668941608596461,0,0.0671468727271922,0,0,0,0,0,0,0,0,0,0,0,0,0.121486051014045,0,0.36493113996139,0.275391002431506,0,0.554387054204785,4.20845326952748,4.34164954032826,0.838653378696995,0,0,0,1.51695121091306,1.65866671009853,0.821297350083235,0.0027069972629985,0,0.0532529044126994,-0.000275173247810092,-0.0268091101784826,0.220493242866024,0.17507204686498,0.160320516747573,0.138343974905684,-0.00133683028943319,-0.00148100274914384,0.00454218968429716,-0.143209487857432,-0.155758044481864,0.143962676884926,0.0960808618619686,0,0.24206925526889,0.558237560620553,0.621630810378605,0.539816850458236,387
"Multiome",6,"STB",0.0480698116252722,0,0.263909368110691,0.0573145274719898,0,0.283268559831024,0,0,0,0.548401573576213,0,0.80731227863816,0.235361736348133,0,0.534121257306819,0.00698545213472067,0,0.100987510015016,0.96730312126897,0,1.24486124178798,0.94174027574108,0,1.10247033757929,0.125670952281846,0,0.459104352070406,0,0,0,0,0,0,0.068529609212836,0,0.345773326624309,0.0673548250983485,0,0.276470486806897,0.0122190625881875,0,0.137708128855558,1.31007060227972,1.5293831535913,1.0724790830072,1.32738739228216,1.56833889315792,1.03432755833866,0.479118594081794,0,0.725178902557882,0.0887587193102587,0,0.348410248466318,0,0,0,0.0129457854297108,0,0.137495993830219,0,0,0,0,0,0,0,0,0,0.128021760853548,0,0.416302945078211,0.31335528421305,0,0.684174487032609,0.690478922457287,0,1.01055273537248,0,0,0,0.0731536317392467,0,0.387337207821997,0,0,0,-0.0168858232497092,-0.0217411756340604,0.181723781972758,-0.0154374756774028,-0.0456697494273835,0.0864778684304694,-0.0012061238505479,-0.000653670122030989,0.00143242594695385,-0.0965129205635115,-0.150855374098438,0.176411456472956,0.0300295485671281,0,0.158138705808905,0.0360556272628397,0,0.171447215291109,209
"Multiome",6,"vCTB3",0.0833933957675463,0,0.355543305932453,0.0343599834052073,0,0.201296318181118,0,0,0,1.40212221901969,1.66512360354455,0.980453669140528,0.31407951076581,0,0.64534509094969,0.0132860890424744,0,0.163262195467071,0.795190225261321,0,0.965492306519857,0.122451538437514,0,0.413752644725383,0.00556621832676788,0,0.0683988359231957,0,0,0,0.0322671821016326,0,0.229289254367751,0.0468974846109628,0,0.238323425372207,0.058716149680465,0,0.307293251128716,0,0,0,1.42578333681042,1.77406426244288,0.986372295499232,1.14337321648416,1.48772323750968,0.981252064991414,0.438698933598698,0,0.681895210313802,0.127433714811474,0,0.424279274857944,0.00768844648504796,0,0.094477212132717,0,0,0,0,0,0,0,0,0,0,0,0,0.142055042645481,0,0.456281650420348,0.271796351214422,0,0.65508263892399,0.377719446455,0,0.708931652556638,0,0,0,0.00833089934118701,0,0.102371804999138,0,0,0,-0.157633945924559,-0.189555034701695,0.136033107171622,-0.0436512023653564,-0.0645215784947235,0.0698050229184259,0.00228110185061334,-0.00110560618044404,0.0252634482337734,-0.139979324147294,-0.160941041179498,0.157929749304768,0.0499934405516974,0,0.212543132632175,0.0229073657127253,0,0.12932401330463,151
"Multiome",6,"Fibroblast1",0.127394850150101,0,0.418996085827626,0.116176472168485,0,0.377394276825659,0,0,0,0.00855078499407321,0,0.098612463177721,0.316212553427055,0,0.618138307762333,0.00436325079564888,0,0.0503194629170679,2.35017559730096,2.52409465701661,1.03381856072114,0.215189054122894,0,0.546351781987599,0.316894363240636,0,0.634126677392131,0,0,0,0,0,0,0.466537961512131,0,0.746022086429656,0.0199766359708888,0,0.170035771040264,0.143169691124441,0,0.458232548620619,1.08461333140474,1.30025350464804,1.00236491830754,0.920687638915901,1.01487371444012,0.888706841651695,0.500533495700839,0,0.716143885836625,0.053566166981875,0,0.283605183434412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15909212359332,2.32055577791955,1.02226130168988,3.53818632007875,3.61145319897435,0.769745564901422,3.38191988897913,3.45354454230622,0.734689578487572,0,0,0,0.307747381664133,0,0.617973836603931,0,0,0,-0.132970122237422,-0.164252928592545,0.145200370179356,-0.0476861650167667,-0.0723841118601574,0.0672248296832026,-0.00235975238047969,-0.00200543990259971,0.00219011090104991,-0.0725581778731041,-0.105304729925203,0.172603942799054,0.0793321615022811,0,0.25090423278012,0.0746683468948551,0,0.236280022234482,133
"Multiome",6,"Endothelial_cells",0.537836993490817,0,0.797842072627429,0.0470764801432102,0,0.232309833637272,0,0,0,0.141631798487868,0,0.476904690183406,0.407169894084398,0,0.673322180435723,0.0211671092753239,0,0.135535630437216,1.91848465514416,2.32567743477468,1.28131075595372,0.0870684093391591,0,0.352643779649427,0,0,0,0,0,0,0,0,0,0.195693856822064,0,0.470296814081669,0,0,0,0.0998212401831758,0,0.324078122400089,1.13685486300843,1.28700406348855,0.99992637791211,0.776189422195012,0,0.869303887215105,0.282182004435779,0,0.5440880588783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315985588728594,0,0.699217654574879,0.566141102865613,0,0.951151526492132,3.18754188338445,3.43350345834568,0.893707542388065,0,0,0,0.454308002728032,0,0.804440401345305,0.0265730754620926,0,0.170150703554457,-0.165656877700987,-0.185106078987154,0.108532792054011,-0.021119326219059,-0.0622359830618483,0.105085764557659,-0.00348889466146767,-0.003275305301815,0.00271913250136643,-0.104028568917918,-0.169594266545659,0.178160181214673,0.320601423566845,0,0.451791007494323,0.0316990847449662,0,0.150584581979656,41
"Multiome",6,"EVT1",0.243049386130641,0,0.541340870860171,0.878256382744069,0.830514249634361,0.914227230324598,0,0,0,0.897321788241005,0.949545584229786,0.821840072737309,0.549515528989334,0.74441837037072,0.57595716017173,0.41544686267956,0,0.667457349904325,1.95786966728743,2.1733069946746,1.24035846358898,0.933676885264182,1.22211208890727,0.731364541060918,0.0629555896474833,0,0.218257863889485,0,0,0,0,0,0,0.771971739078982,0.787172293102573,0.742582878096497,0.169120103146853,0,0.348063764931693,0,0,0,1.32188391638607,1.41126981999281,0.814242941974839,1.06124215503292,1.26631943457897,0.758806447995693,0.608427061815155,0.728201556514789,0.536731377851886,0.0773542556411506,0,0.268109903964371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25925303411166,0,0.580920471939946,0.346819285405101,0,0.569962485628688,3.2778874657236,3.73353280926688,1.56099809051442,0,0,0,1.20007431887853,1.40592338582217,0.883411811734608,0,0,0,-0.0692964208473007,-0.0534780681098353,0.183424652233031,0.109094496188327,0.117498319324702,0.117739314512401,-0.00193081185794419,-0.00218789305122071,0.00155027235867401,-0.134434624353468,-0.148197346271419,0.154868213153656,0.154570196826759,0,0.329910109393534,0.513243834884189,0.604596938106369,0.496872076421151,25
"Multiome",6,"unknown2",0.133770291078847,0,0.273091403966141,0.417042529295,0,0.659006666612652,0,0,0,0.483656407933743,0,0.637886133011367,0.581258950090781,0.28229465441862,0.669751783256024,0.263842443043374,0,0.796539895745404,1.83918030545627,2.3332841725049,1.26242461957293,0.445007513427351,0,0.685795771132221,0.246038549725787,0,0.668492088132517,0,0,0,0,0,0,0.654221009427804,0.802762332619734,0.652508510775467,0.0470551785853134,0,0.199638215205715,0.0264695842755637,0,0.112300935218639,0.992192908340785,1.10711176879359,0.822480269703292,1.39366329970484,1.5712135974709,0.730965099164358,0.588098881122989,0.592413147366456,0.506488234252315,0,0,0,0.0492456541816991,0,0.208931616095083,0,0,0,0,0,0,0,0,0,0,0,0,1.6966457677174,1.90820773161336,1.0679130448269,2.27283300109788,2.78923505272204,1.41383656460117,2.82981188853779,3.37699866245697,1.66483423286024,0,0,0,0.70142298869081,0.676370669503183,0.75066889635493,0.111890935814134,0,0.474713036804899,-0.107435870714604,-0.170300308151081,0.214971517234644,0.0186964242455185,-0.00576687641008351,0.111466790560884,-0.00270483361188347,-0.00259798287348012,0.00209786307078525,-0.114947204975413,-0.128038969103126,0.148493419973346,0.103305776573855,0,0.205984271264486,0.26375465862013,0,0.402715577154754,18
