"week","sender_label","receiver_label","lr","mean_lr_score","median_lr_score","n_edges","null_mean","null_sd","z_null","p_empirical","k","p_adj"
8,"EVT-progenitor","Endothelial","TGFB1->TGFBR1",0.0693240027188729,0,4,0.107955508671692,NA,NA,NA,8,NA
8,"EVT-progenitor","Erythroblasts","HLA-G->LILRB1",0,0,3,0,NA,NA,NA,8,NA
8,"EVT-progenitor","Erythroblasts","HLA-G->LILRB2",0,0,3,0.00322437221948246,NA,NA,NA,8,NA
8,"EVT-progenitor","Erythroblasts","LGALS9->HAVCR2",0,0,3,0,NA,NA,NA,8,NA
8,"EVT-progenitor","FIB1","PGF->FLT1",0.793427098111427,1.01088607530189,7,0.39297479771418,NA,NA,NA,8,NA
8,"EVT-progenitor","FIB1","TGFB1->TGFBR1",0.108064371528572,0,7,0.0941017430886602,NA,NA,NA,8,NA
8,"EVT-progenitor","FIB1","HLA-G->LILRB1",0,0,7,0,NA,NA,NA,8,NA
8,"EVT-progenitor","FIB2","PGF->FLT1",0.50461775057346,0.568936175390986,39,0.39138051312763,NA,NA,NA,8,NA
8,"EVT-progenitor","FIB2","TGFB1->TGFBR1",0.107655683219729,0,39,0.0971802222569024,NA,NA,NA,8,NA
8,"EVT-progenitor","FIB2","TGFB1->TGFBR2",0.091246161515567,0,39,0.0895962231425273,NA,NA,NA,8,NA
8,"EVT-progenitor","Hofbauer cells","TGFB1->TGFBR1",0.138608141995279,0,21,0.105740716454573,NA,NA,NA,8,NA
8,"EVT-progenitor","Hofbauer cells","PGF->FLT1",0.130508591927316,0,21,0.401450814797138,NA,NA,NA,8,NA
8,"EVT-progenitor","Hofbauer cells","TGFB1->TGFBR2",0.0862576540113384,0,21,0.0946523191286494,NA,NA,NA,8,NA
8,"EVT-progenitor","STB","PGF->FLT1",0.250479478966764,0,45,0.388819505954301,NA,NA,NA,8,NA
8,"EVT-progenitor","STB","TGFB1->TGFBR2",0.132984598517311,0,45,0.092510390062701,NA,NA,NA,8,NA
8,"EVT-progenitor","STB","TGFB1->TGFBR1",0.12821327069719,0,45,0.0980876115320291,NA,NA,NA,8,NA
8,"EVT-progenitor","STB-progenitor","PGF->FLT1",0.707621144951648,0.925439930377066,3,0.430315140137418,NA,NA,NA,8,NA
8,"EVT-progenitor","STB-progenitor","HLA-G->LILRB1",0,0,3,0,NA,NA,NA,8,NA
8,"EVT-progenitor","STB-progenitor","HLA-G->LILRB2",0,0,3,0.000693240027188729,NA,NA,NA,8,NA
8,"EVT-progenitor","vCTB","PGF->FLT1",0.472104667321878,0.505069888436425,38,0.377002545752059,NA,NA,NA,8,NA
8,"EVT-progenitor","vCTB","TGFB1->TGFBR2",0.0628441013312317,0,38,0.0972329934772758,NA,NA,NA,8,NA
8,"EVT-progenitor","vCTB","TGFB1->TGFBR1",0.0561712029130129,0,38,0.105114450053073,NA,NA,NA,8,NA
8,"EVT-progenitor","vCTB1","PGF->FLT1",0.834199552088436,0.834199552088436,1,0.378218689798866,NA,NA,NA,8,NA
8,"EVT-progenitor","vCTB1","HLA-G->LILRB1",0,0,1,0,NA,NA,NA,8,NA
8,"EVT-progenitor","vCTB1","HLA-G->LILRB2",0,0,1,0.00128377782812728,NA,NA,NA,8,NA
8,"EVT3","EVT-progenitor","PGF->FLT1",0.625960458135261,0.625960458135261,2,0.196751640532287,NA,NA,NA,8,NA
8,"EVT3","EVT-progenitor","TGFB1->TGFBR1",0.22899821724114,0.22899821724114,2,0.191506642984821,NA,NA,NA,8,NA
8,"EVT3","EVT-progenitor","TGFB1->TGFBR2",0.22899821724114,0.22899821724114,2,0.117449222216391,NA,NA,NA,8,NA
8,"EVT3","Endothelial","TGFB1->TGFBR2",0.539341180044468,0.756450600700006,3,0.189942104879404,NA,NA,NA,8,NA
