"","Endothelial","Erythroblasts","EVT-progenitor","FIB1","FIB2","Hofbauer cells","STB","STB-progenitor","vCTB"
"Endothelial",0.393085726885203,-0.717101533441115,-0.73197977521372,1.96944499077562,-1.83828693237025,0.333788787410135,0.409217411750072,-0.322613541827851,0.91755009550676
"Erythroblasts",-0.791452453259808,-0.574996433770452,-2.47367194435056,1.51268040305328,0.276321336161903,-1.30948328364087,2.15839581612896,-0.740944810876446,-0.179568665037782
"EVT-progenitor",-0.0774207717539285,-0.527522655711138,-0.406580502207802,3.6120464187221,-0.0322124849817015,-3.12590305821509,1.57404440854269,-1.18621063586672,-0.130501860122023
"FIB1",-1.82353697132598,-2.43243732147033,-0.892000661886573,2.97214958527069,-1.57508302142649,-1.60764316042384,2.67024576269641,0.586441896116848,1.30367794964524
"FIB2",0.677328112933781,-1.9363503405609,-1.24183352237963,4.81040664440249,-2.23004955140371,-2.98747739871844,2.9809511851728,0.481277521149826,1.08953196050675
"Hofbauer cells",-0.2859451841813,-1.67385409863154,-0.547553028746688,3.12201471052729,-1.35720344481708,-2.67251927273434,2.04956837654478,1.46036197935357,2.008100767489
"STB",0.318953889446257,-0.523129833684417,0.0969015600997484,3.68202564618326,-2.07187068089699,-3.40707826627158,2.53248270439863,-1.34581249615857,1.86200664272839
"STB-progenitor",-0.401820287250145,0.630621156833578,0.480891236933044,-0.721443215756728,-0.124531033347059,0.580908810872553,-1.10126075086406,-0.166865481230988,0.595035294560755
"vCTB",0.864669898685439,0.366972013123194,-0.617727680972585,3.42094777590058,-2.33349243081444,-2.12944249185617,1.19245159578207,0.540356030724144,2.33284379731285
