"dataset","week","celltype_use","PLD1_mean","PLD1_median","MMP2_mean","MMP2_median","MMP9_mean","MMP9_median","CDH1_mean","CDH1_median","GALNT1_mean","GALNT1_median","HLA-G_mean","HLA-G_median","FLT1_mean","FLT1_median","PGF_mean","PGF_median","VEGFA_mean","VEGFA_median","NKG7_mean","NKG7_median","GNLY_mean","GNLY_median","score_MMP_ECM_Remodeling_mean","score_MMP_ECM_Remodeling_median","score_Immune_Tolerance_mean","score_Immune_Tolerance_median","score_Cytotoxic_NK_mean","score_Cytotoxic_NK_median","score_Ethanolamine_Metabolism_mean","score_Ethanolamine_Metabolism_median","ratio_log_PLD1_MMP9_mean","ratio_log_PLD1_MMP9_median","n_cells"
"Multiome",9,"Fibroblast2",0.660931138027778,0,0.60171364068321,0,0.00917478024516641,0,0.0185762374950941,0,1.27883863706805,1.47589952186844,0.0675647299510051,0,1.70223137866418,1.86976875960816,0.100767420580274,0,0.69957114386876,0,0.00474499248809773,0,0.0112062296249904,0,0.205187595917473,0.199176579371119,-0.0421581779185889,-0.0713068453993428,0.00127364155751139,-0.00138488349915944,-0.0443252137156476,-0.071950634027801,0.389187966340959,0,552
"Multiome",9,"vCTBp",0.112345469411327,0,0.0120571393231325,0,0.0130405163624742,0,1.36282182703417,1.43368472350295,0.433374572862199,0,0.0386777632596714,0,1.11178730883478,1.13000573186152,0.169507976670006,0,0.062096263415783,0,0.0031169383684714,0,0.00535973985557783,0,-0.096465096156566,-0.103875115058231,-0.0418489200504151,-0.0554011315654205,0.00011664837837464,-0.000948233172133871,-0.116935548210927,-0.139563876181785,0.0714551607715311,0,524
"Multiome",9,"EVT2",0.101577858794161,0,0.963006712213781,0.676046917328804,0.0141862367603382,0,0.434062035215858,0.404451018831269,1.20626401879984,1.3247611221626,1.67570390195907,1.74484337476827,2.61629777998168,2.78924483838498,1.87747213439609,2.03003876904053,0.0684292383725963,0,0.00111404986678403,0,0.00335053481367555,0,0.272411442226414,0.217989988016393,0.253410081813037,0.266423737538323,-0.000680289296207369,-0.0010423988413059,-0.181049911180284,-0.186656316914444,0.0648500165376045,0,439
"Multiome",9,"STB",0.118704587896091,0,0.025113677026594,0,0.00532307632111407,0,0.634537038214047,0,0.404570456697604,0,0.0375585157005593,0,0.984659707674138,0.828983557320586,1.72738072572055,1.76410894233516,0.125055085296127,0,0,0,0,0,0.0801987721356134,0.0848768354445699,0.0456449081973234,0.0500727954425809,-0.000846971961282597,-0.000650976886479796,-0.0542338837472957,-0.0664985872631075,0.0697497796121328,0,223
"Multiome",9,"EVT3",0.267609734298767,0,1.70532205354196,1.88584635698364,0.00938985992054611,0,0.488622428925542,0.377059321482349,0.875702958769218,0.967262746694521,2.16199521020453,2.50110023607254,3.80872278500183,4.10098531713672,1.07076728154647,1.15521357560682,0.0905337062831498,0,0,0,0.00176385548393432,0,0.484184731441631,0.59032863270673,0.248484522521755,0.258445088224951,-0.000173016028410207,-0.000963939821668301,-0.0984298302030952,-0.118290611207788,0.183158040518505,0,168
"Multiome",9,"Fibroblast1",0.179923765960001,0,0.190735620313188,0,0.0266885886635193,0,0,0,0.416010549906895,0,0.0540736808405059,0,2.21770100892792,2.44439249251211,0.201735774657336,0,0.32714969925311,0,0,0,0,0,-0.0157813428819898,-0.0296320448221065,-0.0507779710386277,-0.0712297981118777,0.00135312805060347,-0.00141939051156574,-0.0646830304127379,-0.0821298042247507,0.101387015566872,0,168
"Multiome",9,"maternal macrophages",0.50158507063351,0,0.107467937983897,0,1.05470863459755,0,0.0576048887398473,0,0.440217855956817,0,0.101740560823739,0,0.370600556515713,0,0.0618180901602284,0,0.255213789301111,0,0,0,0,0,0.505514398473812,0.509303086480468,0.105748960389139,0.102974653694533,-0.00260398978735326,-0.00260620863520534,-0.0266849725831852,-0.0752520699726265,-0.186166820971544,0,160
"Multiome",9,"vCTB1",0.197183127942065,0,0.0398340380911252,0,0,0,1.59557038466308,1.74227429204334,0.509848124371187,0,0.0417423169243749,0,1.41797574496295,1.55259267854485,0.121981789654998,0,0.0985104904374785,0,0,0,0.0213303498181834,0,-0.155079500460088,-0.183253054009012,-0.0269941803030295,-0.0541893225800134,0.00383133032402139,-0.000960899175829634,0.0205502775700054,0.00758946089308227,0.13446232268659,0,147
"Multiome",9,"EVT1",0.147722453779851,0,0.748176696285469,0,0.0412085486849743,0,0.887692381022486,0.499030454990417,0.484099080416256,0,0.945947208387784,0,2.33470303177901,2.59157343417774,0.604243320270763,0,0.101168136040042,0,0,0,0,0,0.170225630220106,0.153869518306945,0.117684036746298,0.14144152965904,-0.000699112928963997,0,-0.0925824941880359,-0.111931843789691,0.0570833803050662,0,65
"Multiome",9,"Endothelial_cells",0.552800561987685,0,0.15630856187118,0,0.0177130327698478,0,0.0609787181286017,0,0.880415112650071,0.79708647464315,0.0793344804742498,0,1.95026460784162,2.18850196420125,0.0492712027628072,0,0.0803787170117709,0,0,0,0,0,-0.0686298449313697,-0.0790965098321562,-0.0383527764692898,-0.0578219830699363,-0.00193624614471479,-0.00321563307584624,-0.0131179298285216,0.0142864341374084,0.325516432715554,0,45
