"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"EVT2","Endothelial_cells","TGFB1","TGFbR1_R2",0.00785083071284588,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Endothelial_cells","TGFB1","TGFbR1_R2",0.0118080911787368,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","Endothelial_cells","TGFB1","TGFbR1_R2",0.00226131616710609,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","Endothelial_cells","TGFB1","TGFbR1_R2",0.00226131616710609,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","Fibroblast1","TGFB1","TGFbR1_R2",0.00294959784269111,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Fibroblast1","TGFB1","TGFbR1_R2",0.00445435636822389,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","Fibroblast1","TGFB1","TGFbR1_R2",0.000843356605018596,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","Fibroblast1","TGFB1","TGFbR1_R2",0.000843356605018596,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","Fibroblast2","TGFB1","TGFbR1_R2",0.00471694591646945,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Fibroblast2","TGFB1","TGFbR1_R2",0.00710282419265403,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","Fibroblast2","TGFB1","TGFbR1_R2",0.00135575889208256,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","Fibroblast2","TGFB1","TGFbR1_R2",0.00135575889208256,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","Hofbauer cells","TGFB1","TGFbR1_R2",0.0101481966541412,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Hofbauer cells","TGFB1","TGFbR1_R2",0.0152761927687404,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","Hofbauer cells","TGFB1","TGFbR1_R2",0.00291858882575597,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","Hofbauer cells","TGFB1","TGFbR1_R2",0.00291858882575597,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","maternal macrophages","TGFB1","TGFbR1_R2",0.00486520892831453,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","maternal macrophages","TGFB1","TGFbR1_R2",0.00733534749122446,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","maternal macrophages","TGFB1","TGFbR1_R2",0.00139515982961305,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","maternal macrophages","TGFB1","TGFbR1_R2",0.00139515982961305,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","myeloid_unknown","TGFB1","TGFbR1_R2",0.0198613845490604,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","myeloid_unknown","TGFB1","TGFbR1_R2",0.02974628405569,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","myeloid_unknown","TGFB1","TGFbR1_R2",0.00576557358146958,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","myeloid_unknown","TGFB1","TGFbR1_R2",0.00576557358146958,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","STB","TGFB1","TGFbR1_R2",0.00263518456942328,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","STB","TGFB1","TGFbR1_R2",0.00397934001716451,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","STB","TGFB1","TGFbR1_R2",0.000753528224374267,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","STB","TGFB1","TGFbR1_R2",0.000753528224374267,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","unknown2","TGFB1","TGFbR1_R2",0.00150570284122484,0.02,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","unknown2","TGFB1","TGFbR1_R2",0.00227618635047377,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","unknown2","TGFB1","TGFbR1_R2",0.000429716156152004,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","vCTB1","TGFB1","TGFbR1_R2",0.00929533249087191,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTB1","TGFB1","TGFbR1_R2",0.0139771694897246,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","vCTB1","TGFB1","TGFbR1_R2",0.002678622235092,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","vCTB1","TGFB1","TGFbR1_R2",0.002678622235092,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","vCTB2","TGFB1","TGFbR1_R2",0.00315889391215182,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTB2","TGFB1","TGFbR1_R2",0.00477018312131137,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","vCTB2","TGFB1","TGFbR1_R2",0.000903282353816828,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","vCTB2","TGFB1","TGFbR1_R2",0.000903282353816828,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","vCTB3","TGFB1","TGFbR1_R2",0.0052404434478042,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTB3","TGFB1","TGFbR1_R2",0.00790109412856629,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","vCTB3","TGFB1","TGFbR1_R2",0.00150276304583454,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","vCTB3","TGFB1","TGFbR1_R2",0.00150276304583454,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","vCTBp","TGFB1","TGFbR1_R2",0.00315889391215182,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTBp","TGFB1","TGFbR1_R2",0.00477018312131137,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Hofbauer cells","vCTBp","TGFB1","TGFbR1_R2",0.000903282353816828,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"myeloid_unknown","vCTBp","TGFB1","TGFbR1_R2",0.000903282353816828,0.01,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Endothelial_cells","TGFB2","TGFbR1_R2",0.0027974390132272,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Endothelial_cells","TGFB2","TGFbR1_R2",0.00165953180330422,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","Endothelial_cells","TGFB2","TGFbR1_R2",0.00112097265119155,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Fibroblast1","TGFB2","TGFbR1_R2",0.00104432481357324,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Fibroblast1","TGFB2","TGFbR1_R2",0.000618921461719408,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","Fibroblast1","TGFB2","TGFbR1_R2",0.000418066125904653,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Fibroblast2","TGFB2","TGFbR1_R2",0.0016776637538676,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Fibroblast2","TGFB2","TGFbR1_R2",0.000994962593799001,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","Fibroblast2","TGFB2","TGFbR1_R2",0.000672072601673928,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","Hofbauer cells","TGFB2","TGFbR1_R2",0.00361127389504306,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Hofbauer cells","TGFB2","TGFbR1_R2",0.00214189021754918,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","Hofbauer cells","TGFB2","TGFbR1_R2",0.00144679381916444,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","maternal macrophages","TGFB2","TGFbR1_R2",0.00172694807331488,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","maternal macrophages","TGFB2","TGFbR1_R2",0.00102387810321029,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","maternal macrophages","TGFB2","TGFbR1_R2",0.000691604312473798,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","myeloid_unknown","TGFB2","TGFbR1_R2",0.00712506145735546,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","myeloid_unknown","TGFB2","TGFbR1_R2",0.00423123173217488,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","myeloid_unknown","TGFB2","TGFbR1_R2",0.00285809229035451,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","STB","TGFB2","TGFbR1_R2",0.000933079320880107,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","STB","TGFB2","TGFbR1_R2",0.000552998325146535,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","STB","TGFB2","TGFbR1_R2",0.000373536679086086,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","unknown2","TGFB2","TGFbR1_R2",0.000532246417223793,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","unknown2","TGFB2","TGFbR1_R2",0.000315359540563721,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","unknown2","TGFB2","TGFbR1_R2",0.000213017562881536,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTB1","TGFB2","TGFbR1_R2",0.00331347743578154,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTB1","TGFB2","TGFbR1_R2",0.00196578384430948,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","vCTB1","TGFB2","TGFbR1_R2",0.00132783832357877,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTB2","TGFB2","TGFbR1_R2",0.00111851694203264,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTB2","TGFB2","TGFbR1_R2",0.000662899693252929,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","vCTB2","TGFB2","TGFbR1_R2",0.000447772332618312,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTB3","TGFB2","TGFbR1_R2",0.00186014081796818,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTB3","TGFB2","TGFbR1_R2",0.00110284581327885,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","vCTB3","TGFB2","TGFbR1_R2",0.000744945045768472,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT3","vCTBp","TGFB2","TGFbR1_R2",0.00111851694203264,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTBp","TGFB2","TGFbR1_R2",0.000662899693252929,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast2","vCTBp","TGFB2","TGFbR1_R2",0.000447772332618312,0,"TGFB2_TGFBR1_TGFBR2","TGFB2 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Endothelial_cells","TGFB3","TGFbR1_R2",0.00589779873550693,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Fibroblast1","TGFB3","TGFbR1_R2",0.00221223860012323,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Fibroblast2","TGFB3","TGFbR1_R2",0.00354186356058486,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","Hofbauer cells","TGFB3","TGFbR1_R2",0.00762109916484673,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","maternal macrophages","TGFB3","TGFbR1_R2",0.00365133883138759,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","myeloid_unknown","TGFB3","TGFbR1_R2",0.0149460542158787,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","STB","TGFB3","TGFbR1_R2",0.00197646466366864,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","unknown2","TGFB3","TGFbR1_R2",0.00112883382000196,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTB1","TGFB3","TGFbR1_R2",0.00698366553593383,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTB2","TGFB3","TGFbR1_R2",0.00236926182176775,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTB3","TGFB3","TGFbR1_R2",0.00393295230206836,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast1","vCTBp","TGFB3","TGFbR1_R2",0.00236926182176775,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"EVT2","Endothelial_cells","TGFB1","ACVR1_TGFbR",0.0102036116550935,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","Endothelial_cells","TGFB1","ACVR1_TGFbR",0.0145032588026899,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Hofbauer cells","Endothelial_cells","TGFB1","ACVR1_TGFbR",0.00237955561672855,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"myeloid_unknown","Endothelial_cells","TGFB1","ACVR1_TGFbR",0.00237955561672855,0.01,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT2","myeloid_unknown","TGFB1","ACVR1_TGFbR",0.0145209445881786,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","myeloid_unknown","TGFB1","ACVR1_TGFbR",0.0206019836203939,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Hofbauer cells","myeloid_unknown","TGFB1","ACVR1_TGFbR",0.00339775292117923,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"myeloid_unknown","myeloid_unknown","TGFB1","ACVR1_TGFbR",0.00339775292117923,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT2","vCTB1","TGFB1","ACVR1_TGFbR",0.0104829618043166,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","vCTB1","TGFB1","ACVR1_TGFbR",0.0148985510206482,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Hofbauer cells","vCTB1","TGFB1","ACVR1_TGFbR",0.00244523125752443,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"myeloid_unknown","vCTB1","TGFB1","ACVR1_TGFbR",0.00244523125752443,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT2","vCTB3","TGFB1","ACVR1_TGFbR",0.00729191949994314,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","vCTB3","TGFB1","ACVR1_TGFbR",0.0103774875903955,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Hofbauer cells","vCTB3","TGFB1","ACVR1_TGFbR",0.00169670085150347,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"myeloid_unknown","vCTB3","TGFB1","ACVR1_TGFbR",0.00169670085150347,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","Endothelial_cells","TGFB2","ACVR1_TGFbR",0.00341994841988855,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast1","Endothelial_cells","TGFB2","ACVR1_TGFbR",0.00237955561672855,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast2","Endothelial_cells","TGFB2","ACVR1_TGFbR",0.00237955561672855,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","myeloid_unknown","TGFB2","ACVR1_TGFbR",0.00488114528569517,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast1","myeloid_unknown","TGFB2","ACVR1_TGFbR",0.00339775292117923,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast2","myeloid_unknown","TGFB2","ACVR1_TGFbR",0.00339775292117923,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","vCTB1","TGFB2","ACVR1_TGFbR",0.0035142377095253,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast1","vCTB1","TGFB2","ACVR1_TGFbR",0.00244523125752443,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast2","vCTB1","TGFB2","ACVR1_TGFbR",0.00244523125752443,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"EVT3","vCTB3","TGFB2","ACVR1_TGFbR",0.00243926489184378,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast1","vCTB3","TGFB2","ACVR1_TGFbR",0.00169670085150347,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast2","vCTB3","TGFB2","ACVR1_TGFbR",0.00169670085150347,0,"TGFB2_ACVR1_TGFBR1","TGFB2 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast1","Endothelial_cells","TGFB3","ACVR1_TGFbR",0.00847846608348884,0,"TGFB3_ACVR1_TGFBR1","TGFB3 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
