"niche_cluster","dataset","n_cells","mean_perm","median_perm","q75_perm","q90_perm","susceptibility_metric","susceptibility_score","susceptibility_rank"
"N7","STARmap",222,2.73490924067694,3.63800866174218,4.06524432319288,4.44840145982025,"mean_perm",2.73490924067694,1
"N3","STARmap",757,1.30506463388886,0.799375018128431,2.98625309249262,4.60129624549542,"mean_perm",1.30506463388886,2
"N8","STARmap",1010,0.134357357172242,-0.122858241096126,0.806050905452276,2.50240882244049,"mean_perm",0.134357357172242,3
"N1","STARmap",437,0.0930120203122493,-0.314822937799412,0.877089965422496,3.40867915441195,"mean_perm",0.0930120203122493,4
"N6","STARmap",1007,-0.184369779583888,-0.911518696110161,1.13652014950123,3.03094498789513,"mean_perm",-0.184369779583888,5
"N5","STARmap",1342,-0.394919819035906,-0.729569678896055,0.246884980553689,2.12563623895885,"mean_perm",-0.394919819035906,6
"N2","STARmap",714,-0.563534742908326,-1.21539630415867,-0.0365025253011011,3.02145983766012,"mean_perm",-0.563534742908326,7
"N4","STARmap",935,-0.698849616343162,-1.22811625124437,-0.0476384541796117,1.66574514649874,"mean_perm",-0.698849616343162,8
