"dataset","niche_cluster","gene","avg_diff","p_val","p_adj"
"STARmap","N1","SH3D19",0.206062501578411,0.685714285714286,1
"STARmap","N1","RPS7",0.20491926741493,0.933333333333333,1
"STARmap","N1","IQSEC1",0.20466335634694,0.476190476190476,1
"STARmap","N1","LMO4",0.203791509831636,0.571428571428571,1
"STARmap","N1","SEMA4B",0.203643103814592,0.571428571428571,1
"STARmap","N1","TENT5A",0.203019610170708,0.380952380952381,1
"STARmap","N1","SERPINE2",0.202638898673385,0.476190476190476,1
"STARmap","N1","CD55",0.202554636536554,0.685714285714286,1
"STARmap","N1","GRIP1",0.201060158570595,0.685714285714286,1
"STARmap","N1","LINC02246",0.201003193674437,0.571428571428571,1
"STARmap","N1","HERC4",0.200871847381281,0.571428571428571,1
"STARmap","N1","PFKP",0.200813846685791,0.304761904761905,1
"STARmap","N1","GRB2",0.200747120677541,0.933333333333333,1
"STARmap","N1","PTH1R",0.20039352309161,0.571428571428571,1
"STARmap","N1","RALBP1",0.200373839567174,0.8,1
"STARmap","N1","RCOR1",0.199979953911494,0.685714285714286,1
"STARmap","N1","PLAC8",0.199695683323709,0.933333333333333,1
"STARmap","N1","IL1R1",0.198891273964434,0.571428571428571,1
"STARmap","N1","PRSS8",0.198321224094248,0.685714285714286,1
"STARmap","N1","FAM120A",0.198004526645548,0.571428571428571,1
"STARmap","N1","GLDC",0.197864083137812,0.571428571428571,1
"STARmap","N1","RPS27L",0.196761363960543,0.933333333333333,1
"STARmap","N1","RPL37A",0.196538019677529,0.933333333333333,1
"STARmap","N1","TNFAIP2",0.195953326055658,0.8,1
"STARmap","N1","CCNB1",0.195688559404891,0.571428571428571,1
"STARmap","N1","RPL35A",0.195616023921973,1,1
"STARmap","N1","LPCAT1",0.194920335998877,0.571428571428571,1
"STARmap","N1","DDX60L",0.194656800295655,0.8,1
"STARmap","N1","HSP90B1",0.193724534620038,0.933333333333333,1
"STARmap","N1","MLLT10",0.193151621692134,0.476190476190476,1
"STARmap","N1","PFKFB4",0.192283642650775,0.685714285714286,1
