"dataset","version","week","week_num","celltype","n_cells","total_cells","prop","is_fibro","fibro_prop","ratio_to_fibro","log2_ratio_to_fibro"
"Multiome","reference","6",6,"EVT3",12,3712,0.00323275862068966,FALSE,0.228448275862069,0.0141509433962264,-6.14285600699457
"Multiome","reference","6",6,"Endothelial_cells",41,3712,0.0110452586206897,FALSE,0.228448275862069,0.0483490566037736,-4.37033861109772
"Multiome","reference","6",6,"Fibroblast1",133,3712,0.0358297413793103,TRUE,0.228448275862069,0.156839622641509,-2.67262882055453
"Multiome","reference","6",6,"Fibroblast2",712,3712,0.191810344827586,TRUE,0.228448275862069,0.839622641509434,-0.252185305331821
"Multiome","reference","6",6,"Hofbauer cells",6,3712,0.00161637931034483,FALSE,0.228448275862069,0.00707547169811321,-7.14275406735057
"Multiome","reference","6",6,"Maternal fibroblast",3,3712,0.000808189655172414,TRUE,0.228448275862069,0.0035377358490566,-8.14255020966895
"Multiome","reference","6",6,"STB",209,3712,0.0563038793103448,FALSE,0.228448275862069,0.246462264150943,-2.02055546887986
"Multiome","reference","6",6,"maternal macrophages",8,3712,0.0021551724137931,FALSE,0.228448275862069,0.00943396226415094,-6.72776753699335
"Multiome","reference","6",6,"unknown2",18,3712,0.00484913793103448,FALSE,0.228448275862069,0.0212264150943396,-5.55792748775547
"Multiome","reference","6",6,"vCTB2",1322,3712,0.35614224137931,FALSE,0.228448275862069,1.55896226415094,0.640586932364313
"Multiome","reference","6",6,"vCTB3",151,3712,0.0406788793103448,FALSE,0.228448275862069,0.178066037735849,-2.48950761323839
"Multiome","reference","6",6,"vCTBp",685,3712,0.184536637931034,FALSE,0.228448275862069,0.807783018867924,-0.307958490723139
"Multiome","reference","7",7,"EVT1",18,5781,0.00311364815775817,FALSE,0.317938072997751,0.00979325353645267,-6.67384874217385
"Multiome","reference","7",7,"EVT2",345,5781,0.0596782563570317,FALSE,0.317938072997751,0.187704026115343,-2.41346081363388
"Multiome","reference","7",7,"EVT3",79,5781,0.0136654558034942,FALSE,0.317938072997751,0.0429815016322089,-4.54010673801524
"Multiome","reference","7",7,"Endothelial_cells",92,5781,0.0159142016952084,FALSE,0.317938072997751,0.0500544069640914,-4.32033027298205
"Multiome","reference","7",7,"Fibroblast1",299,5781,0.0517211555094274,TRUE,0.317938072997751,0.162676822633297,-2.61991050864499
"Multiome","reference","7",7,"Fibroblast2",1526,5781,0.26396817159661,TRUE,0.317938072997751,0.83025027203482,-0.268380066792716
"Multiome","reference","7",7,"Hofbauer cells",44,5781,0.00761113994118665,FALSE,0.317938072997751,0.0239390642002176,-5.38442916860394
"Multiome","reference","7",7,"Maternal fibroblast",13,5781,0.00224874589171424,TRUE,0.317938072997751,0.00707290533188248,-7.14327737268257
"Multiome","reference","7",7,"STB",327,5781,0.0565646081992735,FALSE,0.317938072997751,0.17791077257889,-2.49076611672051
"Multiome","reference","7",7,"maternal macrophages",41,5781,0.00709219858156028,FALSE,0.317938072997751,0.0223068552774755,-5.48630437315752
"Multiome","reference","7",7,"unknown2",51,5781,0.00882200311364816,FALSE,0.317938072997751,0.0277475516866159,-5.17144371665667
"Multiome","reference","7",7,"vCTB1",85,5781,0.0147033385227469,FALSE,0.317938072997751,0.0462459194776931,-4.43449891932996
"Multiome","reference","7",7,"vCTB2",2047,5781,0.354090987718388,FALSE,0.317938072997751,1.11371055495103,0.155375631128755
"Multiome","reference","7",7,"vCTB3",7,5781,0.00121086317246151,FALSE,0.317938072997751,0.00380848748639826,-8.03618736845725
"Multiome","reference","7",7,"vCTBp",807,5781,0.139595225739491,FALSE,0.317938072997751,0.439064200217628,-1.18749290217425
"Multiome","reference","8",8,"EVT1",89,9997,0.00890267080124037,FALSE,0.0550165049514854,0.161818181818182,-2.62754546194202
"Multiome","reference","8",8,"EVT2",614,9997,0.0614184255276583,FALSE,0.0550165049514854,1.11636363636364,0.158808329273983
"Multiome","reference","8",8,"EVT3",139,9997,0.0139041712513754,FALSE,0.0550165049514854,0.252727272727273,-1.98434102719425
"Multiome","reference","8",8,"Endothelial_cells",52,9997,0.00520156046814044,FALSE,0.0550165049514854,0.0945454545454545,-3.40283283107716
"Multiome","reference","8",8,"Fibroblast1",95,9997,0.00950285085525658,TRUE,0.0550165049514854,0.172727272727273,-2.53342384766028
"Multiome","reference","8",8,"Fibroblast2",446,9997,0.0446133840152046,TRUE,0.0550165049514854,0.810909090909091,-0.30238612938458
"Multiome","reference","8",8,"Hofbauer cells",16,9997,0.00160048014404321,FALSE,0.0550165049514854,0.0290909090909091,-5.10323821662235
"Multiome","reference","8",8,"Maternal fibroblast",9,9997,0.000900270081024307,TRUE,0.0550165049514854,0.0163636363636364,-5.93327464496658
"Multiome","reference","8",8,"STB",703,9997,0.0703210963288987,FALSE,0.0550165049514854,1.27818181818182,0.354094199368852
"Multiome","reference","8",8,"maternal macrophages",81,9997,0.00810243072921877,FALSE,0.0550165049514854,0.147272727272727,-2.76342800948322
"Multiome","reference","8",8,"myeloid_unknown",40,9997,0.00400120036010803,FALSE,0.0550165049514854,0.0727272727272727,-3.78133987660423
"Multiome","reference","8",8,"unknown1",78,9997,0.00780234070221066,FALSE,0.0550165049514854,0.141818181818182,-2.81787541673599
"Multiome","reference","8",8,"unknown2",132,9997,0.0132039611883565,FALSE,0.0550165049514854,0.24,-2.05888767783675
"Multiome","reference","8",8,"vCTB1",199,9997,0.0199059717915375,FALSE,0.0550165049514854,0.361818181818182,-1.46665920052578
"Multiome","reference","8",8,"vCTB2",5437,9997,0.543863158947684,FALSE,0.0550165049514854,9.88545454545455,3.30530745032727
"Multiome","reference","8",8,"vCTB3",366,9997,0.0366109832949885,FALSE,0.0550165049514854,0.665454545454546,-0.587585802145257
"Multiome","reference","8",8,"vCTBp",1501,9997,0.150145043513054,FALSE,0.0550165049514854,2.72909090909091,1.44842098184433
"Multiome","reference","9",9,"EVT1",65,4467,0.0145511528990374,FALSE,0.168793373628834,0.0862068965517241,-3.5360361650748
"Multiome","reference","9",9,"EVT2",439,4467,0.098276248041191,FALSE,0.168793373628834,0.582228116710875,-0.780341105849191
"Multiome","reference","9",9,"EVT3",168,4467,0.0376091336467428,FALSE,0.168793373628834,0.222811671087533,-2.16609681555169
"Multiome","reference","9",9,"Endothelial_cells",45,4467,0.010073875083949,FALSE,0.168793373628834,0.0596816976127321,-4.0665434439846
"Multiome","reference","9",9,"Fibroblast1",168,4467,0.0376091336467428,TRUE,0.168793373628834,0.222811671087533,-2.16609681555169
"Multiome","reference","9",9,"Fibroblast2",552,4467,0.123572867696441,TRUE,0.168793373628834,0.73209549071618,-0.44989428585405
"Multiome","reference","9",9,"Hofbauer cells",40,4467,0.00895455563017685,FALSE,0.168793373628834,0.0530503978779841,-4.23646542383609
"Multiome","reference","9",9,"Maternal fibroblast",34,4467,0.00761137228565032,TRUE,0.168793373628834,0.0450928381962865,-4.47092587848893
"Multiome","reference","9",9,"STB",223,4467,0.0499216476382359,FALSE,0.168793373628834,0.295755968169761,-1.7575159353653
"Multiome","reference","9",9,"maternal macrophages",160,4467,0.0358182225207074,FALSE,0.168793373628834,0.212201591511936,-2.23648581969694
"Multiome","reference","9",9,"unknown2",34,4467,0.00761137228565032,FALSE,0.168793373628834,0.0450928381962865,-4.47092587848893
"Multiome","reference","9",9,"vCTB1",147,4467,0.0329079919408999,FALSE,0.168793373628834,0.194960212201591,-2.35874096850529
"Multiome","reference","9",9,"vCTB2",1847,4467,0.413476606223416,FALSE,0.168793373628834,2.44960212201591,1.29254802666442
"Multiome","reference","9",9,"vCTB3",21,4467,0.00470114170584285,FALSE,0.168793373628834,0.0278514588859416,-5.16605149179786
"Multiome","reference","9",9,"vCTBp",524,4467,0.117304678755317,FALSE,0.168793373628834,0.694960212201591,-0.52499563579366
"SlideTags","author","11",11,"EVT-progenitor",36,639,0.0563380281690141,FALSE,0,56338.0281690141,15.7818214498451
"SlideTags","author","11",11,"Endothelial",4,639,0.00625978090766823,FALSE,0,6259.78090766823,12.6118964486077
"SlideTags","author","11",11,"Erythroblasts",14,639,0.0219092331768388,FALSE,0,21909.2331768388,14.4192513705006
"SlideTags","author","11",11,"FIB1",53,639,0.0829420970266041,FALSE,0,82942.0970266041,16.3398169029578
"SlideTags","author","11",11,"FIB2",190,639,0.297339593114241,FALSE,0,297339.593114241,18.181752056713
"SlideTags","author","11",11,"Hofbauer cells",167,639,0.261345852895149,FALSE,0,261345.852895149,17.9956007408568
"SlideTags","author","11",11,"STB",98,639,0.153364632237872,FALSE,0,153364.632237872,17.2266062925018
"SlideTags","author","11",11,"STB-progenitor",1,639,0.00156494522691706,FALSE,0,1564.94522691706,10.6118964492991
"SlideTags","author","11",11,"vCTB",76,639,0.118935837245696,FALSE,0,118935.837245696,16.8598239618329
"SlideTags","author","8",8,"EVT",56,868,0.0645161290322581,FALSE,0,64516.1290322581,15.9773722589597
"SlideTags","author","8",8,"EVT-progenitor",21,868,0.0241935483870968,FALSE,0,24193.5483870968,14.5623347597181
"SlideTags","author","8",8,"Endothelial",28,868,0.032258064516129,FALSE,0,32258.064516129,14.977372258982
"SlideTags","author","8",8,"Erythroblasts",6,868,0.00691244239631336,FALSE,0,6912.44239631336,12.7549798378096
"SlideTags","author","8",8,"FIB1",27,868,0.0311059907834101,FALSE,0,31105.9907834101,14.9249048390895
"SlideTags","author","8",8,"FIB2",134,868,0.154377880184332,FALSE,0,154377.880184332,17.2361065273468
"SlideTags","author","8",8,"Hofbauer cells",77,868,0.0887096774193548,FALSE,0,88709.6774193548,16.4368038775909
"SlideTags","author","8",8,"STB",262,868,0.30184331797235,FALSE,0,301843.31797235,18.2034403384219
"SlideTags","author","8",8,"STB-progenitor",27,868,0.0311059907834101,FALSE,0,31105.9907834101,14.9249048390895
"SlideTags","author","8",8,"vCTB",230,868,0.264976958525346,FALSE,0,264976.958525346,18.0155073878295
"SlideTags","author","9",9,"EVT",6,416,0.0144230769230769,FALSE,0,14423.0769230769,13.8160913520043
"SlideTags","author","9",9,"EVT-progenitor",3,416,0.00721153846153846,FALSE,0,7211.53846153846,12.8160913521043
"SlideTags","author","9",9,"Endothelial",24,416,0.0576923076923077,FALSE,0,57692.3076923077,15.8160913519292
"SlideTags","author","9",9,"Erythroblasts",13,416,0.03125,FALSE,0,31250,14.9315685693703
"SlideTags","author","9",9,"FIB1",31,416,0.0745192307692308,FALSE,0,74519.2307692308,16.1853251615893
"SlideTags","author","9",9,"FIB2",91,416,0.21875,FALSE,0,218750,17.7389234913884
"SlideTags","author","9",9,"Hofbauer cells",26,416,0.0625,FALSE,0,62500,15.9315685693473
"SlideTags","author","9",9,"STB",36,416,0.0865384615384615,FALSE,0,86538.4615384615,16.4010538526421
"SlideTags","author","9",9,"STB-progenitor",15,416,0.0360576923076923,FALSE,0,36057.6923076923,15.1380194468316
"SlideTags","author","9",9,"vCTB",171,416,0.411057692307692,FALSE,0,411057.692307692,18.6489813660725
"SlideTags","final","11",11,"EVT-progenitor",36,639,0.0563380281690141,FALSE,0,56338.0281690141,15.7818214498451
"SlideTags","final","11",11,"Endothelial",4,639,0.00625978090766823,FALSE,0,6259.78090766823,12.6118964486077
"SlideTags","final","11",11,"Erythroblasts",14,639,0.0219092331768388,FALSE,0,21909.2331768388,14.4192513705006
"SlideTags","final","11",11,"FIB1",53,639,0.0829420970266041,FALSE,0,82942.0970266041,16.3398169029578
"SlideTags","final","11",11,"FIB2",190,639,0.297339593114241,FALSE,0,297339.593114241,18.181752056713
"SlideTags","final","11",11,"Hofbauer cells",167,639,0.261345852895149,FALSE,0,261345.852895149,17.9956007408568
"SlideTags","final","11",11,"STB",98,639,0.153364632237872,FALSE,0,153364.632237872,17.2266062925018
"SlideTags","final","11",11,"STB-progenitor",1,639,0.00156494522691706,FALSE,0,1564.94522691706,10.6118964492991
"SlideTags","final","11",11,"vCTB",76,639,0.118935837245696,FALSE,0,118935.837245696,16.8598239618329
"SlideTags","final","8",8,"EVT",50,868,0.0576036866359447,FALSE,0,57603.6866359447,15.8138735266795
"SlideTags","final","8",8,"EVT-progenitor",21,868,0.0241935483870968,FALSE,0,24193.5483870968,14.5623347597181
"SlideTags","final","8",8,"EVT3",6,868,0.00691244239631336,FALSE,0,6912.44239631336,12.7549798378096
"SlideTags","final","8",8,"Endothelial",28,868,0.032258064516129,FALSE,0,32258.064516129,14.977372258982
"SlideTags","final","8",8,"Erythroblasts",6,868,0.00691244239631336,FALSE,0,6912.44239631336,12.7549798378096
"SlideTags","final","8",8,"FIB1",27,868,0.0311059907834101,FALSE,0,31105.9907834101,14.9249048390895
"SlideTags","final","8",8,"FIB2",134,868,0.154377880184332,FALSE,0,154377.880184332,17.2361065273468
"SlideTags","final","8",8,"Hofbauer cells",77,868,0.0887096774193548,FALSE,0,88709.6774193548,16.4368038775909
"SlideTags","final","8",8,"STB",262,868,0.30184331797235,FALSE,0,301843.31797235,18.2034403384219
"SlideTags","final","8",8,"STB-progenitor",27,868,0.0311059907834101,FALSE,0,31105.9907834101,14.9249048390895
"SlideTags","final","8",8,"vCTB",218,868,0.251152073732719,FALSE,0,251152.073732719,17.9382016616624
"SlideTags","final","8",8,"vCTB1",10,868,0.0115207373271889,FALSE,0,11520.7373271889,13.4919454318923
"SlideTags","final","8",8,"vCTB2",2,868,0.00230414746543779,FALSE,0,2304.14746543779,11.1700173375058
"SlideTags","final","9",9,"EVT",4,416,0.00961538461538462,FALSE,0,9615.38461538462,13.2311288513331
"SlideTags","final","9",9,"EVT-progenitor",3,416,0.00721153846153846,FALSE,0,7211.53846153846,12.8160913521043
"SlideTags","final","9",9,"EVT3",2,416,0.00480769230769231,FALSE,0,4807.69230769231,12.2311288514832
"SlideTags","final","9",9,"Endothelial",24,416,0.0576923076923077,FALSE,0,57692.3076923077,15.8160913519292
"SlideTags","final","9",9,"Erythroblasts",13,416,0.03125,FALSE,0,31250,14.9315685693703
"SlideTags","final","9",9,"FIB1",31,416,0.0745192307692308,FALSE,0,74519.2307692308,16.1853251615893
"SlideTags","final","9",9,"FIB2",91,416,0.21875,FALSE,0,218750,17.7389234913884
"SlideTags","final","9",9,"Hofbauer cells",26,416,0.0625,FALSE,0,62500,15.9315685693473
"SlideTags","final","9",9,"STB",36,416,0.0865384615384615,FALSE,0,86538.4615384615,16.4010538526421
"SlideTags","final","9",9,"STB-progenitor",15,416,0.0360576923076923,FALSE,0,36057.6923076923,15.1380194468316
"SlideTags","final","9",9,"vCTB",170,416,0.408653846153846,FALSE,0,408653.846153846,18.6405197873243
"SlideTags","final","9",9,"vCTBp",1,416,0.00240384615384615,FALSE,0,2403.84615384615,11.2311288517832
"SlideTags","predicted","11",11,"Endothelial_cells",2,639,0.00312989045383412,FALSE,0.378716744913928,0.00826446280991736,-6.91868868173504
"SlideTags","predicted","11",11,"Fibroblast1",5,639,0.00782472613458529,TRUE,0.378716744913928,0.0206611570247934,-5.596865317637
"SlideTags","predicted","11",11,"Fibroblast2",237,639,0.370892018779343,TRUE,0.378716744913928,0.979338842975207,-0.0301185152454424
"SlideTags","predicted","11",11,"Hofbauer cells",130,639,0.203442879499218,FALSE,0.378716744913928,0.537190082644628,-0.896492738616333
"SlideTags","predicted","11",11,"STB",101,639,0.158059467918623,FALSE,0.378716744913928,0.417355371900826,-1.26064829777249
"SlideTags","predicted","11",11,"maternal macrophages",58,639,0.0907668231611894,FALSE,0.378716744913928,0.239669421487603,-2.06087622263889
"SlideTags","predicted","11",11,"myeloid_unknown",7,639,0.0109546165884194,FALSE,0.378716744913928,0.0289256198347107,-5.11145844005056
"SlideTags","predicted","11",11,"unknown2",6,639,0.00938967136150235,FALSE,0.378716744913928,0.0247933884297521,-5.3338425490269
"SlideTags","predicted","11",11,"vCTB1",3,639,0.00469483568075117,FALSE,0.378716744913928,0.012396694214876,-6.33378436384711
"SlideTags","predicted","11",11,"vCTB2",43,639,0.0672926447574335,FALSE,0.378716744913928,0.177685950413223,-2.49259036324186
"SlideTags","predicted","11",11,"vCTBp",47,639,0.0735524256651017,FALSE,0.378716744913928,0.194214876033058,-2.3642669572714
"SlideTags","predicted","8",8,"EVT2",43,868,0.0495391705069124,FALSE,0.18778801843318,0.263803680981595,-1.92245793071861
"SlideTags","predicted","8",8,"EVT3",38,868,0.043778801843318,FALSE,0.18778801843318,0.233128834355828,-2.10079445239835
"SlideTags","predicted","8",8,"Endothelial_cells",26,868,0.0299539170506912,FALSE,0.18778801843318,0.159509202453988,-2.6482793915302
"SlideTags","predicted","8",8,"Fibroblast1",28,868,0.032258064516129,TRUE,0.18778801843318,0.171779141104294,-2.54136483365179
"SlideTags","predicted","8",8,"Fibroblast2",134,868,0.154377880184332,TRUE,0.18778801843318,0.822085889570552,-0.282637208854285
"SlideTags","predicted","8",8,"Hofbauer cells",21,868,0.0241935483870968,FALSE,0.18778801843318,0.128834355828221,-2.95639953343427
"SlideTags","predicted","8",8,"Maternal fibroblast",1,868,0.00115207373271889,TRUE,0.18778801843318,0.00613496932515337,-7.34849301410281
"SlideTags","predicted","8",8,"STB",288,868,0.331797235023041,FALSE,0.18778801843318,1.76687116564417,0.821197663736322
"SlideTags","predicted","8",8,"maternal macrophages",3,868,0.00345622119815668,FALSE,0.18778801843318,0.0184049079754601,-5.76368726920879
"SlideTags","predicted","8",8,"myeloid_unknown",50,868,0.0576036866359447,FALSE,0.18778801843318,0.306748466257669,-1.70486726127819
"SlideTags","predicted","8",8,"unknown2",8,868,0.00921658986175115,FALSE,0.18778801843318,0.049079754601227,-4.34869875961908
"SlideTags","predicted","8",8,"vCTB1",110,868,0.126728110599078,FALSE,0.18778801843318,0.674846625766871,-0.567366302896259
"SlideTags","predicted","8",8,"vCTB2",49,868,0.0564516129032258,FALSE,0.18778801843318,0.300613496932515,-1.73401351095463
"SlideTags","predicted","8",8,"vCTB3",20,868,0.0230414746543779,FALSE,0.18778801843318,0.122699386503067,-3.02678830142705
"SlideTags","predicted","8",8,"vCTBp",49,868,0.0564516129032258,FALSE,0.18778801843318,0.300613496932515,-1.73401351095463
"SlideTags","predicted","9",9,"EVT2",6,416,0.0144230769230769,FALSE,0.298076923076923,0.0483870967741936,-4.3692039942763
"SlideTags","predicted","9",9,"EVT3",4,416,0.00961538461538462,FALSE,0.298076923076923,0.032258064516129,-4.95415158753381
"SlideTags","predicted","9",9,"Endothelial_cells",23,416,0.0552884615384615,FALSE,0.298076923076923,0.185483870967742,-2.43062657634278
"SlideTags","predicted","9",9,"Fibroblast1",31,416,0.0745192307692308,TRUE,0.298076923076923,0.25,-1.99999422923138
"SlideTags","predicted","9",9,"Fibroblast2",91,416,0.21875,TRUE,0.298076923076923,0.733870967741935,-0.446399704319353
"SlideTags","predicted","9",9,"Hofbauer cells",8,416,0.0192307692307692,FALSE,0.298076923076923,0.0645161290322581,-3.95417394878704
"SlideTags","predicted","9",9,"Maternal fibroblast",2,416,0.00480769230769231,TRUE,0.298076923076923,0.0161290322580645,-5.95410686606709
"SlideTags","predicted","9",9,"STB",50,416,0.120192307692308,FALSE,0.298076923076923,0.403225806451613,-1.31033654273289
"SlideTags","predicted","9",9,"myeloid_unknown",16,416,0.0384615384615385,FALSE,0.298076923076923,0.129032258064516,-2.95418512954363
"SlideTags","predicted","9",9,"unknown2",10,416,0.0240384615384615,FALSE,0.298076923076923,0.0806451612903226,-3.63225032619192
"SlideTags","predicted","9",9,"vCTB1",17,416,0.0408653846153846,FALSE,0.298076923076923,0.137096774193548,-2.86672294598756
"SlideTags","predicted","9",9,"vCTB2",48,416,0.115384615384615,FALSE,0.298076923076923,0.387096774193548,-1.36923008270834
"SlideTags","predicted","9",9,"vCTB3",69,416,0.165865384615385,FALSE,0.298076923076923,0.556451612903226,-0.845669260941687
"SlideTags","predicted","9",9,"vCTBp",41,416,0.0985576923076923,FALSE,0.298076923076923,0.330645161290323,-1.59663994250258
"STARmap","author","8",8,"EVT2",1291,4487,0.287720080231781,FALSE,0.238020949409405,1.20880149812734,0.273578547111245
"STARmap","author","8",8,"EVT3",394,4487,0.0878092266547805,FALSE,0.238020949409405,0.368913857677903,-1.43864020158088
"STARmap","author","8",8,"Endothelial_cells",121,4487,0.0269667929574326,FALSE,0.238020949409405,0.113295880149813,-3.14181996059888
"STARmap","author","8",8,"Fibroblast1",281,4487,0.0626253621573434,TRUE,0.238020949409405,0.26310861423221,-1.92626412820906
"STARmap","author","8",8,"Fibroblast2",787,4487,0.175395587252062,TRUE,0.238020949409405,0.73689138576779,-0.440474148369066
"STARmap","author","8",8,"Hofbauer cells",256,4487,0.0570537107198574,FALSE,0.238020949409405,0.239700374531835,-2.06068991295673
"STARmap","author","8",8,"STB",274,4487,0.0610652997548473,FALSE,0.238020949409405,0.256554307116105,-1.96265822538651
"STARmap","author","8",8,"maternal macrophages",38,4487,0.00846891018497883,FALSE,0.238020949409405,0.0355805243445693,-4.81272787148997
"STARmap","author","8",8,"unknown2",11,4487,0.00245152663249387,FALSE,0.238020949409405,0.0102996254681648,-6.60112424727664
"STARmap","author","8",8,"unknown3",124,4487,0.0276353911299309,FALSE,0.238020949409405,0.116104868913858,-3.10648719556142
"STARmap","author","8",8,"vCTB2",891,4487,0.198573657232004,FALSE,0.238020949409405,0.834269662921348,-0.261412580875643
"STARmap","author","8",8,"vCTBp",19,4487,0.00423445509248941,FALSE,0.238020949409405,0.0177902621722846,-5.81268732587551
"STARmap","author","9",9,"EVT2",892,4554,0.195871761089152,FALSE,0.256258234519104,0.764353041988003,-0.387687058316179
"STARmap","author","9",9,"EVT3",58,4554,0.0127360562143171,FALSE,0.256258234519104,0.0497000856898029,-4.33057882285262
"STARmap","author","9",9,"Endothelial_cells",64,4554,0.0140535792709706,FALSE,0.256258234519104,0.0548414738646101,-4.1885625393048
"STARmap","author","9",9,"Fibroblast1",345,4554,0.0757575757575758,TRUE,0.256258234519104,0.295629820051414,-1.75813141397728
"STARmap","author","9",9,"Fibroblast2",822,4554,0.180500658761528,TRUE,0.256258234519104,0.704370179948586,-0.505592213821386
"STARmap","author","9",9,"Hofbauer cells",215,4554,0.0472112428634168,FALSE,0.256258234519104,0.184233076263925,-2.44038816532466
"STARmap","author","9",9,"STB",579,4554,0.127140974967062,FALSE,0.256258234519104,0.496143958868895,-1.01116639990565
"STARmap","author","9",9,"maternal macrophages",19,4554,0.00417215634606939,FALSE,0.256258234519104,0.0162810625535561,-5.94057272313693
"STARmap","author","9",9,"unknown2",16,4554,0.00351339481774264,FALSE,0.256258234519104,0.0137103684661525,-6.1884836229751
"STARmap","author","9",9,"unknown3",164,4554,0.0360122968818621,FALSE,0.256258234519104,0.140531276778063,-2.83102657511901
"STARmap","author","9",9,"vCTB2",1357,4554,0.297979797979798,FALSE,0.256258234519104,1.16281062553556,0.217617400407445
"STARmap","author","9",9,"vCTBp",23,4554,0.00505050505050505,FALSE,0.256258234519104,0.0197086546700943,-5.6649536904155
"STARmap","final","8",8,"EVT2",1291,4487,0.287720080231781,FALSE,0.238020949409405,1.20880149812734,0.273578547111245
"STARmap","final","8",8,"EVT3",394,4487,0.0878092266547805,FALSE,0.238020949409405,0.368913857677903,-1.43864020158088
"STARmap","final","8",8,"Endothelial_cells",121,4487,0.0269667929574326,FALSE,0.238020949409405,0.113295880149813,-3.14181996059888
"STARmap","final","8",8,"Fibroblast1",281,4487,0.0626253621573434,TRUE,0.238020949409405,0.26310861423221,-1.92626412820906
"STARmap","final","8",8,"Fibroblast2",787,4487,0.175395587252062,TRUE,0.238020949409405,0.73689138576779,-0.440474148369066
"STARmap","final","8",8,"Hofbauer cells",256,4487,0.0570537107198574,FALSE,0.238020949409405,0.239700374531835,-2.06068991295673
"STARmap","final","8",8,"STB",274,4487,0.0610652997548473,FALSE,0.238020949409405,0.256554307116105,-1.96265822538651
"STARmap","final","8",8,"maternal macrophages",38,4487,0.00846891018497883,FALSE,0.238020949409405,0.0355805243445693,-4.81272787148997
"STARmap","final","8",8,"unknown2",11,4487,0.00245152663249387,FALSE,0.238020949409405,0.0102996254681648,-6.60112424727664
"STARmap","final","8",8,"unknown3",124,4487,0.0276353911299309,FALSE,0.238020949409405,0.116104868913858,-3.10648719556142
"STARmap","final","8",8,"vCTB2",891,4487,0.198573657232004,FALSE,0.238020949409405,0.834269662921348,-0.261412580875643
"STARmap","final","8",8,"vCTBp",19,4487,0.00423445509248941,FALSE,0.238020949409405,0.0177902621722846,-5.81268732587551
"STARmap","final","9",9,"EVT2",892,4554,0.195871761089152,FALSE,0.256258234519104,0.764353041988003,-0.387687058316179
"STARmap","final","9",9,"EVT3",58,4554,0.0127360562143171,FALSE,0.256258234519104,0.0497000856898029,-4.33057882285262
"STARmap","final","9",9,"Endothelial_cells",64,4554,0.0140535792709706,FALSE,0.256258234519104,0.0548414738646101,-4.1885625393048
"STARmap","final","9",9,"Fibroblast1",345,4554,0.0757575757575758,TRUE,0.256258234519104,0.295629820051414,-1.75813141397728
"STARmap","final","9",9,"Fibroblast2",822,4554,0.180500658761528,TRUE,0.256258234519104,0.704370179948586,-0.505592213821386
"STARmap","final","9",9,"Hofbauer cells",215,4554,0.0472112428634168,FALSE,0.256258234519104,0.184233076263925,-2.44038816532466
"STARmap","final","9",9,"STB",579,4554,0.127140974967062,FALSE,0.256258234519104,0.496143958868895,-1.01116639990565
"STARmap","final","9",9,"maternal macrophages",19,4554,0.00417215634606939,FALSE,0.256258234519104,0.0162810625535561,-5.94057272313693
"STARmap","final","9",9,"unknown2",16,4554,0.00351339481774264,FALSE,0.256258234519104,0.0137103684661525,-6.1884836229751
"STARmap","final","9",9,"unknown3",164,4554,0.0360122968818621,FALSE,0.256258234519104,0.140531276778063,-2.83102657511901
"STARmap","final","9",9,"vCTB2",1357,4554,0.297979797979798,FALSE,0.256258234519104,1.16281062553556,0.217617400407445
"STARmap","final","9",9,"vCTBp",23,4554,0.00505050505050505,FALSE,0.256258234519104,0.0197086546700943,-5.6649536904155
"STARmap","predicted","8",8,"EVT2",1291,4487,0.287720080231781,FALSE,0.238020949409405,1.20880149812734,0.273578547111245
"STARmap","predicted","8",8,"EVT3",394,4487,0.0878092266547805,FALSE,0.238020949409405,0.368913857677903,-1.43864020158088
"STARmap","predicted","8",8,"Endothelial_cells",121,4487,0.0269667929574326,FALSE,0.238020949409405,0.113295880149813,-3.14181996059888
"STARmap","predicted","8",8,"Fibroblast1",281,4487,0.0626253621573434,TRUE,0.238020949409405,0.26310861423221,-1.92626412820906
"STARmap","predicted","8",8,"Fibroblast2",787,4487,0.175395587252062,TRUE,0.238020949409405,0.73689138576779,-0.440474148369066
"STARmap","predicted","8",8,"Hofbauer cells",256,4487,0.0570537107198574,FALSE,0.238020949409405,0.239700374531835,-2.06068991295673
"STARmap","predicted","8",8,"STB",274,4487,0.0610652997548473,FALSE,0.238020949409405,0.256554307116105,-1.96265822538651
"STARmap","predicted","8",8,"maternal macrophages",38,4487,0.00846891018497883,FALSE,0.238020949409405,0.0355805243445693,-4.81272787148997
"STARmap","predicted","8",8,"unknown2",11,4487,0.00245152663249387,FALSE,0.238020949409405,0.0102996254681648,-6.60112424727664
"STARmap","predicted","8",8,"unknown3",124,4487,0.0276353911299309,FALSE,0.238020949409405,0.116104868913858,-3.10648719556142
"STARmap","predicted","8",8,"vCTB2",891,4487,0.198573657232004,FALSE,0.238020949409405,0.834269662921348,-0.261412580875643
"STARmap","predicted","8",8,"vCTBp",19,4487,0.00423445509248941,FALSE,0.238020949409405,0.0177902621722846,-5.81268732587551
"STARmap","predicted","9",9,"EVT2",892,4554,0.195871761089152,FALSE,0.256258234519104,0.764353041988003,-0.387687058316179
"STARmap","predicted","9",9,"EVT3",58,4554,0.0127360562143171,FALSE,0.256258234519104,0.0497000856898029,-4.33057882285262
