"","Endothelial_cells","EVT2","EVT3","Fibroblast1","Fibroblast2","Hofbauer cells","maternal macrophages","STB","unknown2","unknown3","vCTB2","vCTBp"
"Endothelial_cells",1.09111844804089,-2.84799906944426,3.47701235238412,1.30271661397225,0.913801790965666,0.861259822574415,0.210877390270715,0.781143601072368,0.40638997367087,-2.53523042594415,-0.845250183067307,-1.48823448709852
"EVT2",0.541585984881933,4.61339792719359,-0.632209796790884,-1.18920061752846,-3.92597005317496,-0.93357030720609,0.858385373797759,1.02142541594792,-1.17470620457882,-3.32982272591373,-0.325728826112514,1.42071852338143
"EVT3",1.37307936366975,-2.05313650373494,-2.12992465098206,0.428453414178377,0.250624812857508,0.060621537920102,0.026104633784647,0.117332291378772,-0.449122472952371,-0.983889902047947,2.96919770564147,0.109045274475899
"Fibroblast1",-2.65656101825115,2.24926528199661,2.23681772992493,-0.0209384056699983,0.635890660661985,-2.83334533411578,-0.556473788583543,0.265770057908676,-1.64405026607393,0.408753120657706,-1.83018688163258,-0.753224140249965
"Fibroblast2",0.345495376499622,2.78047706356836,4.58892189969126,0.564703677523074,-2.62722094155085,-0.0309660288347271,2.36742216645825,-0.476084868413205,-1.16084147788852,-2.09589440531657,-3.67577334078443,0.534012240722224
"Hofbauer cells",-0.224481736656681,-0.0281089872907236,3.55648305905495,2.26257137736429,-0.0843682065102312,-0.356255175257811,-0.66281870911845,0.306996664110584,0.731010754308863,-1.74444055893327,-2.79855162484746,-0.75849408115711
"maternal macrophages",-0.359410995412612,3.88270759173458,2.45652357898943,-0.127240906522985,-2.75196819496144,-2.24871333653349,-1.33650299637259,0.885122216545238,-0.312734071379133,-0.676229887945494,-1.78838594964979,-0.460906758511144
"STB",1.9322615185528,-3.91964644088901,-1.49561483379455,0.117953917553886,2.25560437758947,-0.0561375942091995,1.88560884645626,1.70884122877617,1.34133245231962,0.144218357783781,1.27247300481261,-0.659657341082706
"unknown2",-0.475401965744977,0.801562590630841,0.195245672317409,0.610955208064392,0.330566248117175,1.97040811603537,-0.824325296422324,0.494857046219698,-0.722979625233533,-1.1523184936281,-2.48016078278357,0.561430613755755
"unknown3",2.13773100735529,2.70830885624806,-1.23401044772359,2.76321390084571,-1.23356633610289,0.564132651159659,0.533448559813284,-0.389504866125419,-0.778433338566386,-1.8212213787046,-3.10201677142716,0.25912784341357
"vCTB2",1.46849057665433,-2.04764505596681,-1.47162789642313,1.37179689207934,0.223409837838086,1.03207583974918,-0.759301074765726,1.64826811115057,-0.452379109596714,-0.93530155509111,0.980993544033577,-1.28312762193495
"vCTBp",0.236889845646293,4.24764636043208,-0.9592556129451,1.82280856694377,-2.28339027485606,-1.54742866381394,-0.827735554917189,-2.03811104619506,-0.89580702963131,0,-0.567028166821926,-0.623726658362862
